last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,timestamp,cur_open,open,close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
25-08-2025 10:55,-8.4,43275,167,86250,88575,-3.4,-2.9,-2325,-1131,33225,-13575,YES,2925,YES,24953.24,24974,24965.6,24974,24960,25-08-2025 10:55,-3.65,2255250,349,785850,940800,-2.85,-2.95,-154950,-136,65100,-56625,YES,66300,YES,126.9,123.25,126.9,120.05,121.11,25-08-2025 10:55,1.6,2127900,351,1630050,1761900,1.35,1.25,-131850,-78.5,82950,183900,YES,57300,N,55.5,57.1,59.75,55.5,69.63,25-08-2025 10:55,24948.9,24954.55,24949.4,24954.8,24966.1,24969.3,24967,24972.6,NIFTY25AUG24900CE,123.25,126.6,124,127,NIFTY25AUG24900PE,57.1,55.7,56.85,55.55
25-08-2025 11:00,10.5,74025,173,68400,107175,9.2,9.1,-38775,-935.6,32625,-14625,YES,5250,N,24953.79,24965.5,24976,24979,24960,25-08-2025 11:00,5.2,2852100,358,743250,872550,5.5,5.55,-129300,-140.4,68100,-1008975,YES,-179175,Y,124.25,129.45,130,120.15,121.25,25-08-2025 11:00,-4.15,3521025,358,2355750,1469025,-4.45,-4.4,886725,-70.95,88275,-294300,Y,65700,N,56.7,52.55,59.4,52.15,69.25,25-08-2025 11:00,24959.5,24948.9,24958.45,24949.4,24974.9,24966.1,24976,24967,NIFTY25AUG25000CE,73.85,70.5,74,70.4,NIFTY25AUG25000PE,97.35,103.6,96.9,103.35
25-08-2025 11:05,0.3,47400,195,65400,584175,0.7,1,-518775,-1000,39525,-4650,N,-5625,Y,24954.26,24976,24976.3,24980,24973.5,25-08-2025 11:05,0.3,2558850,359,607350,966525,0.2,0.15,-359175,-145.25,66675,-70500,Y,65850,YES,129.2,129.5,131.9,127.25,121.46,25-08-2025 11:05,-0.9,2673225,359,1852350,1653450,-0.65,-0.7,198900,-69.9,75900,54900,YES,40200,N,52.8,51.9,53.55,51.05,68.9,25-08-2025 11:05,24954.35,24959.5,24953.75,24958.45,24975,24974.9,24976.3,24976,NIFTY25AUG25000CE,73.95,73.85,74,74,NIFTY25AUG25000PE,96.45,97.35,96.3,96.9
25-08-2025 11:10,-5.1,63000,175,44475,73650,-8.4,-6.3,-29175,-1007.1,37500,7875,N,7800,N,24954.59,24975,24969.9,24977,24961,25-08-2025 11:10,-4.85,2276850,361,685425,828600,-4.85,-4.85,-143175,-135.45,69225,-76050,YES,21900,N,129.75,124.9,129.75,121,121.52,25-08-2025 11:10,2.65,3407850,361,1834425,1473150,2.7,2.8,361275,-72.6,86850,28350,N,59850,N,52.05,54.7,56.7,52.05,68.56,25-08-2025 11:10,24950.8,24954.35,24950.45,24953.75,24969.9,24975,24969.9,24976.3,NIFTY25AUG25000CE,70.35,73.95,70.55,74,NIFTY25AUG25000PE,101,96.45,100.75,96.3
25-08-2025 11:15,-4.8,49500,178,68925,77550,-1.6,-1,-8625,-936.5,35025,4800,N,750,Y,24954.95,24969.9,24965.1,24979.8,24965.1,25-08-2025 11:15,-1.3,2462850,360,795975,750075,-1.05,-1,45900,-138.75,71925,-1800,Y,-56400,Y,124.75,123.45,131.1,123.05,121.65,25-08-2025 11:15,1.1,2948700,360,1852050,1833075,1,1,18975,-75.65,85800,30750,N,-41475,YES,54.8,55.9,56.2,50.7,68.24,25-08-2025 11:15,24948.05,24950.8,24948,24950.45,24965.3,24969.9,24965.1,24969.9,NIFTY25AUG24900CE,123.45,124.7,123.5,124.9,NIFTY25AUG24900PE,55.9,54.85,55.95,54.7
25-08-2025 11:20,2.9,45675,157,98325,96375,1.9,0.5,1950,-410.3,26550,5175,N,-22275,Y,24955.16,24965.1,24968,24970,24963.5,25-08-2025 11:20,1.35,1287675,359,669225,663525,1.55,1.6,5700,-128.9,73725,1145925,Y,9600,YES,123.7,125.05,125.5,121.6,121.67,25-08-2025 11:20,-1.6,2679975,360,1560750,1599525,-1.45,-1.55,-38775,-74.95,81000,-14250,Y,94350,Y,56.1,54.5,56.75,54.05,68,25-08-2025 11:20,24946.1,24948.05,24946.1,24948,24967.4,24965.3,24968,24965.1,NIFTY25AUG24900CE,125.7,123.45,125.05,123.5,NIFTY25AUG24900PE,54.45,55.9,54.5,55.95
25-08-2025 11:25,-2.4,44400,188,53925,212100,-0.7,0.6,-158175,-773.6,31725,-10425,YES,15150,YES,24955.42,24969.7,24967.3,24975.6,24966.5,25-08-2025 11:25,-1.5,1629750,360,749325,699075,-1.25,-1.2,50250,-137.75,68550,-16500,YES,44475,YES,125.35,123.85,128.9,122.6,121.73,25-08-2025 11:25,-0.15,2117400,360,1753650,1914450,-0.25,-0.3,-160800,-75.3,76725,46050,YES,6600,N,54.45,54.3,55.55,51.7,67.79,25-08-2025 11:25,24948.9,24945.75,24949.3,24946.1,24969.9,24967.4,24967.3,24968,NIFTY25AUG24900CE,124.05,125.7,123.85,125.05,NIFTY25AUG24900PE,54.25,54.45,54.3,54.5
25-08-2025 11:30,3.1,40125,168,49425,87525,5.6,4.6,-38100,-688.6,31950,-12675,YES,10875,N,24955.68,24969.9,24973,24978,24969.3,25-08-2025 11:30,2.35,2064000,349,861675,846900,2.35,2.3,14775,-145.45,75225,3450,N,-10875,Y,124.4,126.75,130.4,124.05,121.84,25-08-2025 11:30,-1.3,2105850,351,2064225,1852875,-1.4,-1.35,211350,-71,86325,-18900,Y,60825,Y,54.1,52.8,54.15,50.85,67.56,25-08-2025 11:30,24949.15,24948.9,24949.15,24949.3,24972.5,24969.9,24973,24967.3,NIFTY25AUG24900CE,126.65,124.05,126.75,123.85,NIFTY25AUG24900PE,52.75,54.25,52.8,54.3
25-08-2025 11:35,-3.9,63375,186,59550,98625,-3.8,-4.1,-39075,-922.6,33150,-16650,YES,6900,N,24956.1,24972.5,24968.6,24979.5,24966.7,25-08-2025 11:35,-2.95,1437225,354,780225,801900,-3,-3,-21675,-133.3,68625,-40275,YES,114900,YES,126.55,123.6,130,123.45,121.9,25-08-2025 11:35,2.35,2131050,356,1733325,1513350,2.5,2.45,219975,-66.5,74775,66600,YES,-87300,YES,52.75,55.1,55.35,51.1,67.35,25-08-2025 11:35,24946.35,24949.6,24946.9,24949.15,24969.1,24972.5,24969.1,24973,NIFTY25AUG24900CE,124,126.65,123.6,126.75,NIFTY25AUG24900PE,54.9,52.75,55.1,52.8
25-08-2025 11:40,8.7,44400,178,57600,59175,8.1,8.2,-1575,-1003,32100,22650,Y,-21525,Y,24956.36,24968.5,24977.2,24977.2,24966.5,25-08-2025 11:40,5.6,1367025,363,720375,716475,5.3,5.4,3900,-134.8,76575,99825,Y,-85275,Y,124,129.6,129.6,123.75,121.96,25-08-2025 11:40,-3.35,1660275,364,1518375,1656525,-3.4,-3.3,-138150,-70.85,72675,-17850,Y,106350,Y,54.65,51.3,55.25,51.15,67.19,25-08-2025 11:40,24961.4,24946.35,24961.3,24946.9,24978.9,24969.1,24978.8,24969.1,NIFTY25AUG25000CE,73.75,70,73.8,69.7,NIFTY25AUG25000PE,95.75,100.9,95.65,101.75
25-08-2025 11:45,2.1,190800,241,171450,148650,-0.2,2.1,22800,-1412,43950,-14250,YES,6375,YES,24958.42,24978.9,24981,24998.7,24970.1,25-08-2025 11:45,0.2,5737200,361,631200,903825,-0.1,-0.15,-272625,-138.4,69375,-1165950,YES,-388800,Y,129.8,130,144.7,127,122.65,25-08-2025 11:45,0.7,6532650,360,1629900,1809675,0.6,0.65,-179775,-63.4,83925,-254625,Y,-61650,YES,51.2,51.9,54.25,45.4,66.45,25-08-2025 11:45,24956.05,24961.4,24956.45,24961.3,24981,24978.9,24981,24978.8,NIFTY25AUG25000CE,74.6,73.75,74.4,73.8,NIFTY25AUG25000PE,96.15,95.75,96.65,95.65
25-08-2025 11:50,2.9,37350,164,88650,69975,3.5,2.6,18675,-1019,29175,7950,Y,-10200,Y,24958.65,24981,24983.9,24984.9,24971.8,25-08-2025 11:50,1.9,1545450,361,741000,689100,1.85,1.9,51900,-140.15,66525,31575,Y,73800,YES,129.8,131.7,133.55,127.25,122.75,25-08-2025 11:50,-1.8,1996200,362,1829250,1713675,-1.65,-1.7,115575,-67.45,75375,90300,YES,110325,Y,52,50.2,53.1,49.65,66.25,25-08-2025 11:50,24951.9,24956.05,24951.5,24956.45,24980,24981,24983.9,24981,NIFTY25AUG25000CE,75.45,74.6,75.6,74.4,NIFTY25AUG25000PE,93.9,96.15,94,96.65
25-08-2025 11:55,9.9,351600,222,136575,107475,13,10.1,29100,-1045.2,35850,-5025,YES,12000,YES,24961.64,24980,24989.9,24995,24979.1,25-08-2025 11:55,7.45,2408025,363,644100,1041000,7.7,7.65,-396900,-142,63300,6750,N,-126000,Y,132.55,140,141.3,132.1,123.01,25-08-2025 11:55,-3.2,2287950,363,1712025,1664325,-3.35,-3.35,47700,-54.85,68775,-14475,Y,82800,N,50,46.8,50.25,46.4,66,25-08-2025 11:55,24964.3,24951.9,24964.15,24951.5,24989.9,24980,24993,24983.9,NIFTY25AUG25000CE,81.6,75.45,81.65,75.6,NIFTY25AUG25000PE,88,93.9,88.1,94
25-08-2025 12:00,4.4,189600,203,105300,121275,4.4,7.6,-15975,-847.6,40425,-750,N,-63975,Y,24963.44,24993.4,24997.8,25001.6,24986.4,25-08-2025 12:00,4.55,3069525,306,550950,1114425,4.75,4.8,-563475,-137.1,65025,14475,N,-113325,N,140.55,145.1,145.75,137.1,123.46,25-08-2025 12:00,-2.55,4617750,301,1645275,1780275,-2.8,-2.8,-135000,-52.4,81225,-186450,Y,-26625,YES,46.65,44.1,47.8,43.65,65.42,25-08-2025 12:00,24968.75,24964.3,24967.65,24964.15,24997.9,24989.9,24997.8,24993,NIFTY25AUG25000CE,85,81.6,84.65,81.65,NIFTY25AUG25000PE,83.15,88,83.4,88.1
25-08-2025 12:05,-1.3,101250,171,297225,153450,-1.8,0.2,143775,-600.9,45675,-12150,YES,-8250,YES,24964.46,25001.8,25000.5,25002.8,24995,25-08-2025 12:05,0.85,2353350,300,543975,529575,0.85,0.8,14400,-141.55,63225,-22275,YES,105525,YES,145.3,146.15,148,141.65,123.85,25-08-2025 12:05,-0.9,4037775,301,2283600,1256100,-0.95,-0.95,1027500,-50.35,80925,132825,YES,88425,Y,44,43.1,45.35,42.75,64.91,25-08-2025 12:05,24969.9,24968.75,24968.4,24967.65,25000.5,24997.9,25002,24997.8,NIFTY25AUG25000CE,85.2,85,85.05,84.65,NIFTY25AUG25000PE,81.5,83.15,81.65,83.4
