datetime,open,high,low,close,volume
2025-02-04 09:25:00,14.35,14.35,13.67,14.32,0
2025-02-04 09:30:00,14.18,14.49,14.18,14.48,0
2025-02-04 09:35:00,14.24,14.7,14.24,14.69,0
2025-02-04 09:40:00,14.31,14.71,14.3,14.67,0
2025-02-04 09:45:00,14.48,14.71,14.45,14.64,0
2025-02-04 09:50:00,14.68,14.71,14.55,14.6,0
2025-02-04 09:55:00,14.68,14.69,14.55,14.62,0
2025-02-04 10:00:00,14.63,14.66,14.55,14.63,0
2025-02-04 10:05:00,14.59,14.68,14.56,14.66,0
2025-02-04 10:10:00,14.61,14.77,14.59,14.75,0
2025-02-04 10:15:00,14.62,14.78,14.61,14.67,0
2025-02-04 10:20:00,14.67,14.78,14.62,14.75,0
2025-02-04 10:25:00,14.74,14.87,14.62,14.86,0
2025-02-04 10:30:00,14.66,14.96,14.66,14.96,0
2025-02-04 10:35:00,14.76,15.13,14.75,15.06,0
2025-02-04 10:40:00,14.87,15.13,14.84,14.97,0
2025-02-04 10:45:00,14.97,15.13,14.8,14.92,0
2025-02-04 10:50:00,15.07,15.08,14.8,15.0,0
2025-02-04 10:55:00,14.98,15.06,14.8,14.82,0
2025-02-04 11:00:00,14.92,15.06,14.67,14.69,0
2025-02-04 11:05:00,15.01,15.03,14.61,14.63,0
2025-02-04 11:10:00,14.83,14.86,14.6,14.63,0
2025-02-04 11:15:00,14.68,14.69,14.52,14.52,0
2025-02-04 11:20:00,14.64,14.68,14.39,14.47,0
2025-02-04 11:25:00,14.64,14.66,14.39,14.64,0
2025-02-04 11:30:00,14.51,14.66,14.39,14.56,0
2025-02-04 11:35:00,14.48,14.66,14.46,14.54,0
2025-02-04 11:40:00,14.65,14.65,14.5,14.55,0
2025-02-04 11:45:00,14.55,14.66,14.5,14.66,0
2025-02-04 11:50:00,14.53,14.82,14.5,14.77,0
2025-02-04 11:55:00,14.56,14.82,14.54,14.62,0
2025-02-04 12:00:00,14.65,14.82,14.59,14.61,0
2025-02-04 12:05:00,14.76,14.79,14.58,14.61,0
2025-02-04 12:10:00,14.63,14.79,14.58,14.78,0
2025-02-04 12:15:00,14.6,14.89,14.58,14.87,0
2025-02-04 12:20:00,14.62,14.9,14.6,14.82,0
2025-02-04 12:25:00,14.79,14.9,14.76,14.81,0
2025-02-04 12:30:00,14.89,14.9,14.78,14.82,0
2025-02-04 12:35:00,14.83,14.87,14.78,14.86,0
2025-02-04 12:40:00,14.8,14.87,14.77,14.79,0
2025-02-04 12:45:00,14.83,14.87,14.71,14.75,0
2025-02-04 12:50:00,14.85,14.86,14.71,14.75,0
2025-02-04 12:55:00,14.78,14.83,14.68,14.68,0
2025-02-04 13:00:00,14.75,14.83,14.6,14.67,0
2025-02-04 13:05:00,14.76,14.77,14.58,14.6,0
2025-02-04 13:10:00,14.68,14.72,14.58,14.69,0
2025-02-04 13:15:00,14.66,14.72,14.58,14.63,0
2025-02-04 13:20:00,14.62,14.72,14.6,14.68,0
2025-02-04 13:25:00,14.7,14.71,14.6,14.69,0
2025-02-04 13:30:00,14.64,14.76,14.61,14.73,0
2025-02-04 13:35:00,14.68,14.82,14.66,14.79,0
2025-02-04 13:40:00,14.7,14.83,14.67,14.78,0
2025-02-04 13:45:00,14.74,14.83,14.67,14.75,0
2025-02-04 13:50:00,14.8,14.83,14.62,14.68,0
2025-02-04 13:55:00,14.77,14.81,14.61,14.62,0
2025-02-04 14:00:00,14.76,14.76,14.53,14.54,0
2025-02-04 14:05:00,14.67,14.69,14.45,14.45,0
2025-02-04 14:10:00,14.63,14.64,14.4,14.4,0
2025-02-04 14:15:00,14.55,14.55,14.37,14.39,0
2025-02-04 14:20:00,14.44,14.49,14.34,14.37,0
2025-02-04 14:25:00,14.41,14.45,14.34,14.35,0
2025-02-04 14:30:00,14.4,14.41,14.33,14.39,0
2025-02-04 14:35:00,14.38,14.41,14.3,14.35,0
2025-02-04 14:40:00,14.34,14.4,14.28,14.3,0
2025-02-04 14:45:00,14.4,14.4,14.2,14.24,0
2025-02-04 14:50:00,14.35,14.36,14.14,14.15,0
2025-02-04 14:55:00,14.31,14.31,14.13,14.14,0
2025-02-04 15:00:00,14.23,14.24,14.12,14.17,0
2025-02-04 15:05:00,14.17,14.18,14.05,14.07,0
2025-02-04 15:10:00,14.15,14.17,13.99,13.99,0
2025-02-04 15:15:00,14.16,14.16,13.95,13.95,0
2025-02-04 15:20:00,14.06,14.07,13.88,13.88,0
2025-02-04 15:25:00,14.0,14.01,13.88,13.96,0
