last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,ltp,tot_buy_qty,tot_sell_qty
17-04-2025 09:24,23350,279750,221325,17-04-2025 09:24,9,63072900,1539150,205.45,29945325,145200
17-04-2025 09:24,23350,285825,220425,17-04-2025 09:24,8.7,63074025,1522275,207.1,29946975,150450
17-04-2025 09:24,23350,285000,217950,17-04-2025 09:24,8.2,62908875,1540500,207.45,29954925,153975
17-04-2025 09:25,23350.6,282975,214350,17-04-2025 09:25,8.4,62862975,1574100,204.2,29956200,155100
17-04-2025 09:25,23356.2,286650,216225,17-04-2025 09:25,8.8,63071700,1473825,202.65,29942625,160650
17-04-2025 09:25,23354.4,294300,224025,17-04-2025 09:25,9.15,63107250,1489725,199.4,29930550,164625
17-04-2025 09:25,23357.9,306300,214875,17-04-2025 09:25,9.15,63150075,1450650,200.85,29915025,166200
17-04-2025 09:25,23358.9,304200,221475,17-04-2025 09:25,9.2,63087525,1543650,199.15,29921925,169350
17-04-2025 09:25,23363.8,308550,214425,17-04-2025 09:25,9.1,63219075,1522125,194.75,29920425,173925
17-04-2025 09:26,23361.5,315150,225900,17-04-2025 09:26,8.65,63151875,1652025,199,29920050,174300
17-04-2025 09:26,23356,314700,231375,17-04-2025 09:26,9,63152025,1674675,200.2,29925300,172200
17-04-2025 09:26,23352.5,316500,230550,17-04-2025 09:26,8.55,63170325,1602825,207.1,29945100,179925
17-04-2025 09:26,23348.9,305325,228975,17-04-2025 09:26,7.9,62949000,1764450,210.15,29942250,167025
17-04-2025 09:26,23342,303150,240075,17-04-2025 09:26,7.65,62854425,1767450,217,29940300,158025
17-04-2025 09:26,23340.3,305175,237150,17-04-2025 09:26,7.3,62867550,1827600,215.3,29939625,163725
17-04-2025 09:27,23345.1,309675,235500,17-04-2025 09:27,7.85,63064650,1822200,207.85,29936325,172875
17-04-2025 09:27,23344.4,312375,233250,17-04-2025 09:27,7.95,63136350,1683900,208.95,29921475,179775
17-04-2025 09:27,23343.3,309675,235725,17-04-2025 09:27,8,63100350,1715400,212.15,29933025,179475
17-04-2025 09:27,23347.2,313425,237600,17-04-2025 09:27,7.95,63180975,1663800,210.75,29933025,192075
17-04-2025 09:27,23349.8,319350,233175,17-04-2025 09:27,8.25,63300900,1613100,203,29925675,195975
17-04-2025 09:27,23352.9,319800,227325,17-04-2025 09:27,8.3,63274800,1676175,200.3,29913000,199275
17-04-2025 09:28,23358.8,324750,227025,17-04-2025 09:28,8.75,63325950,1682325,199.4,29912775,204150
17-04-2025 09:28,23356.9,326625,234150,17-04-2025 09:28,8.9,63394575,1623600,199.5,29917500,204675
17-04-2025 09:28,23347.2,319275,228975,17-04-2025 09:28,8.75,63166875,1713975,207.65,29925600,204975
17-04-2025 09:28,23342,319500,238050,17-04-2025 09:28,8.85,63151500,1680600,212.55,29946900,201900
17-04-2025 09:28,23337.2,322650,235800,17-04-2025 09:28,8.9,63074025,1833750,217.5,29946750,176775
17-04-2025 09:28,23333.7,312750,229800,17-04-2025 09:28,8.15,63125400,1820400,224.75,29951475,148950
17-04-2025 09:29,23340.2,306675,244875,17-04-2025 09:29,7.9,63083100,1864050,217.5,29955675,134175
17-04-2025 09:29,23336.8,311700,235800,17-04-2025 09:29,8.2,63136350,1901700,219.85,29945700,149475
17-04-2025 09:29,23337.6,318825,244575,17-04-2025 09:29,8.5,63197025,1812075,214.5,29944725,156150
17-04-2025 09:29,23337.5,313425,243600,17-04-2025 09:29,8.6,63240300,1707600,217.5,29937000,159675
17-04-2025 09:29,23342.2,313650,227550,17-04-2025 09:29,8.9,63316125,1706325,212.45,29940375,164100
17-04-2025 09:29,23341.5,314475,240375,17-04-2025 09:29,8.7,63318900,1736100,216.7,29936850,164700
17-04-2025 09:30,23333.6,320700,233100,17-04-2025 09:30,9.35,63323250,1739550,217.9,29935725,171600
17-04-2025 09:30,23336.8,327675,233850,17-04-2025 09:30,9.3,63321525,1830150,220.7,29941725,175275
17-04-2025 09:30,23334.2,322125,234150,17-04-2025 09:30,9.1,63200025,1888650,217,29944875,165600
17-04-2025 09:30,23338.5,339225,224175,17-04-2025 09:30,9.4,63355875,1718025,211.75,29938725,168750
17-04-2025 09:30,23342.9,340950,225450,17-04-2025 09:30,9.4,63341625,1719525,208.1,29935050,169800
17-04-2025 09:30,23340.1,337650,229875,17-04-2025 09:30,8.7,63201600,1836375,214.8,29934825,169650
17-04-2025 09:31,23338.2,333975,233550,17-04-2025 09:31,9.05,63402375,1860750,212.5,29944350,173325
17-04-2025 09:31,23340,336375,235575,17-04-2025 09:31,9.65,63440625,1666800,213.6,29943975,179475
17-04-2025 09:31,23343,345525,230250,17-04-2025 09:31,10.05,63421275,1655475,211.05,29944725,184050
17-04-2025 09:31,23348,335400,231225,17-04-2025 09:31,9.9,63409125,1646025,205.1,29942550,187500
17-04-2025 09:31,23348,344175,234825,17-04-2025 09:31,9.95,63388875,1726200,207.6,29926950,186975
17-04-2025 09:31,23350.6,351750,237375,17-04-2025 09:31,10.55,63400950,1680225,201.1,29938875,185775
17-04-2025 09:32,23349,349800,233475,17-04-2025 09:32,10.45,63444900,1728600,202,29917800,193200
17-04-2025 09:32,23362,351150,227475,17-04-2025 09:32,10.75,63393825,1656975,198.9,29920800,198225
17-04-2025 09:32,23360,350400,237375,17-04-2025 09:32,10.85,63323925,1649400,197.35,29905425,203400
17-04-2025 09:32,23355,339825,251400,17-04-2025 09:32,10.4,63227925,1797750,203.4,29923950,196200
17-04-2025 09:32,23356,342600,246450,17-04-2025 09:32,11,63299100,1829325,203.95,29925375,195600
17-04-2025 09:32,23350.4,337050,242175,17-04-2025 09:32,10.75,63426900,1736850,206.2,29932950,196875
17-04-2025 09:33,23345.7,337200,255150,17-04-2025 09:33,10.5,63354300,1855725,212.4,29937975,196800
17-04-2025 09:33,23335.1,325200,259425,17-04-2025 09:33,9.4,63238950,1976250,218.35,29937150,180525
17-04-2025 09:33,23340,327225,251025,17-04-2025 09:33,9.9,63213075,2017800,214.2,29928375,179625
17-04-2025 09:33,23341,333075,252600,17-04-2025 09:33,10.3,63340200,1933350,212.45,29926950,182475
17-04-2025 09:33,23349,338700,249900,17-04-2025 09:33,11.2,63444300,1857525,203.2,29929275,195225
17-04-2025 09:33,23347.5,336750,249825,17-04-2025 09:33,10.25,63319650,1845750,209.05,29925525,193200
17-04-2025 09:34,23348.9,334350,249600,17-04-2025 09:34,9.8,63220875,1966425,207.3,29929500,199650
17-04-2025 09:34,23347,340050,248475,17-04-2025 09:34,10.15,63264600,1911450,207,29946000,200325
17-04-2025 09:34,23343.7,334200,250800,17-04-2025 09:34,9.95,63250725,2027700,211.95,29957250,198750
17-04-2025 09:34,23342.1,338850,248700,17-04-2025 09:34,10,63304350,1928025,211.25,29958000,197025
17-04-2025 09:34,23340.7,335250,250125,17-04-2025 09:34,9.95,63257025,1973250,210.15,29962050,199950
17-04-2025 09:34,23347,342375,249375,17-04-2025 09:34,10.05,63421650,1876200,208.9,29957850,203175
17-04-2025 09:35,23345.7,342000,247125,17-04-2025 09:35,10.05,63363450,1965900,210.9,29958075,199875
17-04-2025 09:35,23348.9,335400,247275,17-04-2025 09:35,10.35,63470925,1920750,208.4,29959950,203775
17-04-2025 09:35,23350,353025,255075,17-04-2025 09:35,10.5,63520350,1804875,204.3,29949750,206775
17-04-2025 09:35,23349.8,354675,245250,17-04-2025 09:35,10.7,63495000,1816875,208.35,29945100,211500
17-04-2025 09:35,23349.1,354825,241050,17-04-2025 09:35,10.8,63498825,1834650,203.35,29946750,213900
17-04-2025 09:35,23352,356550,252075,17-04-2025 09:35,10.25,63635175,2002650,204.05,29944275,215025
17-04-2025 09:36,23360.2,354675,249225,17-04-2025 09:36,11.95,63540300,1953900,192.25,29944050,216825
17-04-2025 09:36,23359.9,356100,254025,17-04-2025 09:36,11.2,63443250,1631475,197.6,29899350,214575
17-04-2025 09:36,23355,346575,258600,17-04-2025 09:36,10.7,63401775,1747275,201.35,29902725,214725
17-04-2025 09:36,23357,351000,254250,17-04-2025 09:36,10.9,63492600,1764375,196.05,29919300,220200
17-04-2025 09:36,23358.4,350175,249750,17-04-2025 09:36,11.05,63507075,1799550,194.75,29915100,220725
17-04-2025 09:36,23359.3,351150,257025,17-04-2025 09:36,10.75,63494775,1791075,197.35,29915100,229275
17-04-2025 09:37,23361.3,353175,257775,17-04-2025 09:37,10.6,63500925,1834800,196.15,29910600,230700
17-04-2025 09:37,23356.5,349800,264375,17-04-2025 09:37,10.25,63348600,1917300,200,29916375,229725
17-04-2025 09:37,23358.3,353625,257775,17-04-2025 09:37,9.75,63353775,1949700,199.2,29920575,226800
17-04-2025 09:37,23364.1,351750,246225,17-04-2025 09:37,10.5,63321825,1913100,191.85,29922225,231900
17-04-2025 09:37,23364,353325,249675,17-04-2025 09:37,11.15,63365775,1832700,193.95,29917800,234750
17-04-2025 09:37,23366,357225,251775,17-04-2025 09:37,11.9,63476475,1670400,185.65,29908425,241725
17-04-2025 09:38,23367.9,354450,247050,17-04-2025 09:38,12.15,63678150,1768425,182.6,29909550,243225
17-04-2025 09:38,23370,356025,253725,17-04-2025 09:38,12.3,63677625,1648950,185.95,29915175,242400
17-04-2025 09:38,23370,360075,243525,17-04-2025 09:38,12.8,63691725,1631400,183.85,29933400,236100
17-04-2025 09:38,23370,363375,249675,17-04-2025 09:38,12.3,63698100,1659300,187.8,29944650,237300
17-04-2025 09:38,23365.7,354150,266100,17-04-2025 09:38,12,63425100,1742475,189.65,29949075,228675
17-04-2025 09:38,23360.9,344775,264900,17-04-2025 09:38,11.1,63439425,1823550,193.05,29952150,230175
17-04-2025 09:39,23367.4,347925,254925,17-04-2025 09:39,11.65,63479475,1821225,188.2,29954550,234075
17-04-2025 09:39,23367.2,359250,249900,17-04-2025 09:39,11.9,63565125,1747800,187.85,29948400,241950
17-04-2025 09:39,23368.4,360000,264075,17-04-2025 09:39,12,63612150,1758975,186.15,29949675,246900
17-04-2025 09:39,23368.2,364725,266100,17-04-2025 09:39,11.75,63589350,1771125,186.65,29952750,255300
17-04-2025 09:39,23363.8,360900,262575,17-04-2025 09:39,11.6,63560100,1870950,188,29961900,243825
17-04-2025 09:39,23366.5,360750,261450,17-04-2025 09:39,12.05,63571875,1813350,182.45,29978325,248925
17-04-2025 09:40,23366.2,363525,266775,17-04-2025 09:40,12.1,63613725,1826775,184,29973825,256350
17-04-2025 09:40,23366.5,354975,265200,17-04-2025 09:40,11.9,63721950,1820925,186.75,29981775,255150
17-04-2025 09:40,23374,357675,257625,17-04-2025 09:40,12.5,63637350,1803525,180.6,29982450,259425
17-04-2025 09:40,23376.5,356100,257475,17-04-2025 09:40,14.15,63637125,1628250,175.95,29916000,262350
17-04-2025 09:40,23379.5,359925,262875,17-04-2025 09:40,14.6,63588000,1595325,173.25,29914050,262200
17-04-2025 09:40,23385.5,356700,248175,17-04-2025 09:40,16.15,63612000,1477350,165.05,29910525,274425
17-04-2025 09:41,23389.2,346725,242250,17-04-2025 09:41,17.05,63615450,1350675,163.6,29878350,271050
17-04-2025 09:41,23385.4,349725,238800,17-04-2025 09:41,15.8,63559950,1374000,170.35,29911800,261975
17-04-2025 09:41,23380,353775,260250,17-04-2025 09:41,15.2,63523650,1402800,170.15,29921400,262725
17-04-2025 09:41,23383.4,360825,256200,17-04-2025 09:41,15.65,63555975,1371075,168.4,29918250,270975
17-04-2025 09:41,23385.8,360375,249900,17-04-2025 09:41,15.8,63607125,1392225,165.25,29930250,271200
17-04-2025 09:41,23387.5,359250,263625,17-04-2025 09:41,15.6,63630300,1470750,168.35,29952075,275625
17-04-2025 09:42,23385.3,360750,258000,17-04-2025 09:42,15.7,63631050,1512825,167.2,29960100,279750
17-04-2025 09:42,23385.4,364650,265275,17-04-2025 09:42,15.1,63604650,1610550,167.25,29968500,280275
17-04-2025 09:42,23384,362925,268650,17-04-2025 09:42,14.35,63591450,1587450,169.75,29965425,288300
17-04-2025 09:42,23390.1,364950,270525,17-04-2025 09:42,16.7,63672900,1583475,158.2,29969550,297300
17-04-2025 09:42,23407.2,367725,225150,17-04-2025 09:42,18.7,63691500,1370925,149.05,29898900,291525
17-04-2025 09:42,23412.5,363975,233775,17-04-2025 09:42,21.05,63636375,1112925,143.5,29887800,291675
17-04-2025 09:43,23410.4,353175,240525,17-04-2025 09:43,20.4,63556875,1163325,145.6,29927025,284250
17-04-2025 09:43,23410.4,362625,237600,17-04-2025 09:43,21.4,63602475,1200975,143.9,29924475,294900
17-04-2025 09:43,23410,360075,239100,17-04-2025 09:43,22.2,63628050,1161450,141.6,29941725,295575
17-04-2025 09:43,23416.8,361050,245700,17-04-2025 09:43,25.3,63643875,1005375,138.95,29925600,298125
17-04-2025 09:43,23422.7,363825,233400,17-04-2025 09:43,27.25,63569850,977400,132.45,29889600,297675
17-04-2025 09:43,23420.5,355950,225225,17-04-2025 09:43,26.3,63625200,987975,136.8,29903400,298875
17-04-2025 09:44,23415.4,356475,248250,17-04-2025 09:44,24.35,63546150,1124925,139.5,29929350,293850
17-04-2025 09:44,23416,357825,242175,17-04-2025 09:44,22.95,63476775,1144125,142.2,29944425,303450
17-04-2025 09:44,23407.6,353925,256575,17-04-2025 09:44,21.8,63471000,1225050,144.4,29967300,323625
17-04-2025 09:44,23412.1,359850,257100,17-04-2025 09:44,22.35,63603825,1207725,142.75,29977875,349800
17-04-2025 09:44,23418.7,371325,260325,17-04-2025 09:44,23.4,63733125,1195650,137.2,29976525,372600
17-04-2025 09:44,23415.6,365700,260550,17-04-2025 09:44,22.65,63705900,1219950,139.45,29966250,375000
17-04-2025 09:45,23418,374700,261450,17-04-2025 09:45,25.3,63754575,1199700,136.6,29970525,383550
17-04-2025 09:45,23426,379125,246975,17-04-2025 09:45,29.5,63794850,1110375,129.65,29972475,392325
17-04-2025 09:45,23426.5,383700,243675,17-04-2025 09:45,28.85,63787875,967425,125.5,29901900,394650
17-04-2025 09:45,23430,375900,230850,17-04-2025 09:45,28.5,63680250,976800,126.7,29922675,399825
17-04-2025 09:45,23432.5,372750,253800,17-04-2025 09:45,30.55,63686250,970125,123,29936625,401475
17-04-2025 09:45,23431.4,376125,256275,17-04-2025 09:45,29.4,63761400,1025700,123.4,29996400,416850
17-04-2025 09:46,23438,372375,245475,17-04-2025 09:46,29.85,63755775,1041525,119,29998650,426900
17-04-2025 09:46,23438.4,379200,242475,17-04-2025 09:46,30.1,63813375,1068000,120.85,30030750,421425
17-04-2025 09:46,23430,371925,251175,17-04-2025 09:46,28.1,63816975,1070325,124.3,30055275,416550
17-04-2025 09:46,23435,375525,248625,17-04-2025 09:46,29.3,63695550,1109625,123.15,30058950,428025
17-04-2025 09:46,23430.1,368400,252450,17-04-2025 09:46,28.2,63736125,1118550,123.95,30070950,439650
17-04-2025 09:46,23434.2,375150,243375,17-04-2025 09:46,27.75,63899850,1185975,122.35,30071325,455025
17-04-2025 09:47,23430,376650,258450,17-04-2025 09:47,27.9,63879450,1249875,121.2,30076950,460125
17-04-2025 09:47,23439,383850,250575,17-04-2025 09:47,29.35,63919950,1263450,116.45,30066675,477750
17-04-2025 09:47,23440,372525,234450,17-04-2025 09:47,30.45,63973800,1184250,115.55,30029550,473850
17-04-2025 09:47,23446,390675,252525,17-04-2025 09:47,31.05,63932700,1184925,113.5,30048150,457800
17-04-2025 09:47,23441.8,390975,245100,17-04-2025 09:47,29.3,63953400,1245000,114.9,30074850,469725
17-04-2025 09:47,23442.5,375450,245700,17-04-2025 09:47,30.45,63977400,1269750,113,30105825,467550
17-04-2025 09:48,23449,380400,235275,17-04-2025 09:48,32.75,64033950,1209225,110.9,30082800,475950
17-04-2025 09:48,23448.3,375300,234150,17-04-2025 09:48,30.85,64117575,1185900,112.5,30064050,476625
17-04-2025 09:48,23444.8,382125,231225,17-04-2025 09:48,31.15,64046025,1200975,112.5,30075975,484125
17-04-2025 09:48,23441,373725,237675,17-04-2025 09:48,29.45,64075200,1274925,116.75,30124050,482850
17-04-2025 09:48,23437,369825,243300,17-04-2025 09:48,29.65,63925950,1331475,116.65,30156000,476175
17-04-2025 09:48,23436.3,375075,246900,17-04-2025 09:48,28.6,63977925,1372650,117.65,30131550,467775
17-04-2025 09:49,23434.9,376350,247050,17-04-2025 09:49,28.95,63993150,1362075,117.6,30141450,484275
17-04-2025 09:49,23430.1,373275,250800,17-04-2025 09:49,26.6,63925275,1448625,122,30186525,484875
17-04-2025 09:49,23435.8,381675,249675,17-04-2025 09:49,28.05,63955050,1374300,118.45,30195900,510450
17-04-2025 09:49,23438,389775,249000,17-04-2025 09:49,28.9,64052250,1361025,118.25,30175425,513150
17-04-2025 09:49,23439.9,395025,248025,17-04-2025 09:49,29.8,64070100,1351650,116.2,30173025,514950
17-04-2025 09:49,23444,391950,250575,17-04-2025 09:49,29.8,64032000,1361100,114.2,30167025,526500
17-04-2025 09:50,23441.9,389100,251100,17-04-2025 09:50,31.05,64065750,1394175,113.2,30155400,530625
17-04-2025 09:50,23441,398775,251925,17-04-2025 09:50,30.9,64055325,1282500,112.35,30160650,527775
17-04-2025 09:50,23440.1,382500,255750,17-04-2025 09:50,28.9,64035450,1343850,116.7,30188775,526800
17-04-2025 09:50,23447.2,385425,256050,17-04-2025 09:50,31.15,64052925,1391850,111.7,30195825,530625
17-04-2025 09:50,23447.9,388875,247725,17-04-2025 09:50,30.9,64103175,1350975,112,30172575,542475
17-04-2025 09:50,23449.5,386775,248100,17-04-2025 09:50,30.25,64116825,1441200,111.6,30178875,542250
17-04-2025 09:51,23445.4,381375,263925,17-04-2025 09:51,29.05,64089300,1458675,114.7,30225450,535200
17-04-2025 09:51,23443,380325,265800,17-04-2025 09:51,27.15,64053975,1513125,113.85,30254925,538350
17-04-2025 09:51,23441.3,379650,270900,17-04-2025 09:51,25.15,63945900,1560300,116.55,30247875,540300
17-04-2025 09:51,23440,384750,270000,17-04-2025 09:51,25.95,63807375,1552500,114.5,30260625,560850
17-04-2025 09:51,23441.7,377325,272325,17-04-2025 09:51,24.6,63851775,1596750,113.35,30243225,564450
17-04-2025 09:51,23435.5,380700,272025,17-04-2025 09:51,22.65,63846750,1666500,117.4,30263325,560100
17-04-2025 09:52,23435,381825,272025,17-04-2025 09:52,23.15,64026975,1647900,116.8,30268725,571800
17-04-2025 09:52,23429.1,373125,281175,17-04-2025 09:52,20.95,63813375,1665375,123.6,30287175,564675
17-04-2025 09:52,23425,377400,276600,17-04-2025 09:52,20.35,63720900,1683750,124.5,30285675,512250
17-04-2025 09:52,23425.6,384375,280125,17-04-2025 09:52,21.6,63775800,1591950,121.85,30277800,538800
17-04-2025 09:52,23439,387675,279000,17-04-2025 09:52,23.2,63873075,1618125,114.55,30268200,575925
17-04-2025 09:52,23440,392100,271575,17-04-2025 09:52,23.65,63914175,1666425,111.25,30236325,592275
17-04-2025 09:53,23430.1,381825,280875,17-04-2025 09:53,20.3,63893100,1847100,120.05,30229650,577800
17-04-2025 09:53,23430.1,384075,280650,17-04-2025 09:53,20.4,63719700,1841175,117.45,30237900,577050
17-04-2025 09:53,23429,384750,284100,17-04-2025 09:53,19.5,63780600,1884975,118.2,30268125,590175
17-04-2025 09:53,23434.5,388350,273300,17-04-2025 09:53,21.1,63811800,1819350,111.35,30253575,593925
17-04-2025 09:53,23437.9,386925,278100,17-04-2025 09:53,21.2,63827475,1700475,114.6,30279900,599325
17-04-2025 09:53,23436,394875,280350,17-04-2025 09:53,22.2,63896625,1711950,112.4,30281100,622275
17-04-2025 09:54,23440,393300,274800,17-04-2025 09:54,22.8,63909975,1674150,111.8,30270975,625125
17-04-2025 09:54,23442.3,384600,286650,17-04-2025 09:54,22.85,63923850,1704000,111.75,30283725,623850
17-04-2025 09:54,23439,396300,275850,17-04-2025 09:54,22.6,63936675,1741875,110.6,30307125,630900
17-04-2025 09:54,23436,388275,286050,17-04-2025 09:54,20.95,63860175,1821375,111.5,30320025,641550
17-04-2025 09:54,23435,390450,284100,17-04-2025 09:54,20,63877275,1839600,113.9,30319650,648075
17-04-2025 09:54,23434,386250,289125,17-04-2025 09:54,18.75,63817425,1866825,117,30346575,631875
17-04-2025 09:55,23430,386625,288900,17-04-2025 09:55,17.5,63785550,1862925,121,30341400,620475
17-04-2025 09:55,23424,379275,288600,17-04-2025 09:55,16.7,63697875,1945650,123.35,30341175,604050
17-04-2025 09:55,23419.1,375075,295125,17-04-2025 09:55,15.75,63715200,1948200,126.1,30349725,577800
17-04-2025 09:55,23424.4,381825,296625,17-04-2025 09:55,16.15,63783300,1898250,123.85,30351600,565725
17-04-2025 09:55,23422.3,389925,297225,17-04-2025 09:55,16.3,63791400,1892475,121.45,30348300,581475
17-04-2025 09:55,23426.7,393825,276525,17-04-2025 09:55,17.45,63917175,1895850,116.15,30319350,608475
17-04-2025 09:56,23428.4,388725,299925,17-04-2025 09:56,16.4,63935925,1931100,118.85,30309375,617175
17-04-2025 09:56,23431.6,384750,293400,17-04-2025 09:56,16.7,63832200,1966800,116.6,30327375,612675
17-04-2025 09:56,23430.9,390750,288450,17-04-2025 09:56,17,63892350,1939050,114.2,30330825,622425
17-04-2025 09:56,23433.2,393750,276450,17-04-2025 09:56,18.15,63994125,1920375,111.55,30311850,625425
17-04-2025 09:56,23434.8,390150,282000,17-04-2025 09:56,18.7,64099050,1867950,113.15,30313650,632400
17-04-2025 09:56,23432.6,388050,288300,17-04-2025 09:56,17,64063425,1927350,118.05,30309375,620325
17-04-2025 09:57,23427.6,384075,285150,17-04-2025 09:57,17.1,64033875,1975875,115.85,30332700,627300
17-04-2025 09:57,23429,386700,289050,17-04-2025 09:57,16.85,64088475,2026650,114.8,30350100,640650
17-04-2025 09:57,23431.7,387825,290025,17-04-2025 09:57,16.25,64140825,2028150,117.45,30342750,656250
17-04-2025 09:57,23425,389925,286875,17-04-2025 09:57,15.2,64045275,2086800,119.4,30350925,648075
17-04-2025 09:57,23424.1,388050,290250,17-04-2025 09:57,13.95,63992850,2170725,122.2,30361800,627825
17-04-2025 09:57,23420,385800,286575,17-04-2025 09:57,13.45,63883875,2160225,123.4,30367350,626550
17-04-2025 09:58,23423.6,384225,283650,17-04-2025 09:58,13.3,63864975,2101125,122.1,30369525,592500
17-04-2025 09:58,23425,387825,281700,17-04-2025 09:58,14.2,63963000,2080050,119.6,30362550,612900
17-04-2025 09:58,23425,390825,288225,17-04-2025 09:58,14.5,64024875,2045475,118,30347025,624375
17-04-2025 09:58,23422,386625,280875,17-04-2025 09:58,14.1,63993150,2113575,121.15,30353700,612525
17-04-2025 09:58,23422,393375,280350,17-04-2025 09:58,13.8,64096425,2125725,121.4,30359175,620625
17-04-2025 09:58,23422,385950,287775,17-04-2025 09:58,13.25,64022475,2216625,122.65,30357450,619875
17-04-2025 09:59,23423.4,388800,286500,17-04-2025 09:59,12.9,63990900,2265375,120.65,30345150,635700
17-04-2025 09:59,23418,385275,290700,17-04-2025 09:59,12.15,63920175,2330325,122.95,30364800,624825
17-04-2025 09:59,23425,390150,290925,17-04-2025 09:59,12.6,63920700,2245725,120.95,30376350,600375
17-04-2025 09:59,23423.1,387975,288675,17-04-2025 09:59,12.45,63981450,2216550,121,30380925,606900
17-04-2025 09:59,23424.9,394800,289875,17-04-2025 09:59,13.8,64089975,2172675,115.45,30378750,620850
17-04-2025 09:59,23424.5,393525,291225,17-04-2025 09:59,14.2,64149825,2198025,116.9,30346575,623025
