last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close,volume
15-01-2025 09:25,-38.35,313950,504,176600,246875,-38.3,-37.75,-70275,-3958.2,59500,68950,N,114300,N,23285.51,23293.35,23255,23299.7,23255,15-01-2025 09:30,-19.55,17298375,516,2321475,1735950,-20,-20.05,585525,-141.8,128100,-2326575,N,1110300,N,61.7,42.15,64.8,41.65,53.62,15-01-2025 09:30,18.45,10709550,517,621000,601125,19.1,19.1,19875,-277.9,106725,-983625,N,216375,N,104.8,123.25,125.05,96.65,110.07,15-01-2025 09:25,23250.45,23273.55,23204.6,23206.75,0
15-01-2025 09:30,-52.2,211025,516,178825,131650,-44.5,-41.55,47175,-4050.15,56425,37525,N,57225,N,23278.67,23284.35,23232.15,23286.7,23232,15-01-2025 09:35,-13.6,16888500,535,2797425,2482800,-13.65,-13.6,314625,-135.4,150300,101850,Y,660375,N,52.4,38.8,55,38.15,50.62,15-01-2025 09:35,35.3,12817200,540,620250,652650,35.55,35.6,-32400,-317.3,116325,-1427400,Y,75675,N,108.75,144.05,146.35,106,118.09,15-01-2025 09:30,23225.15,23239.05,23177.35,23180.95,0
15-01-2025 09:35,-44.65,206450,520,200500,156525,-47.95,-50.5,43975,-3249.95,54225,-350,YES,72025,N,23271.17,23273.45,23228.8,23286.7,23214.05,15-01-2025 09:40,-11.8,16716525,540,3498825,2939175,-11.65,-11.75,559650,-127.75,160500,218100,Y,536475,N,49.3,37.5,52.4,35.85,48.78,15-01-2025 09:40,36.4,13492500,540,640725,643050,35.3,35.35,-2325,-343.95,119475,-73800,YES,7425,N,112.75,149.15,157.05,106,123.55,15-01-2025 09:35,23229.45,23239.05,23165.3,23175.3,0
15-01-2025 09:40,-7.8,221750,520,203925,208350,-8.7,-7.8,-4425,-2763.05,52650,16400,N,23125,N,23267.77,23259.8,23252,23262.35,23214.05,15-01-2025 09:45,-1,15737700,541,3933225,3474075,-1.15,-1.15,459150,-125.2,159600,506550,Y,432300,N,42.4,41.4,43.9,35.85,47.75,15-01-2025 09:45,11.35,11799525,541,669000,594525,10.7,10.8,74475,-371.5,123675,-157875,Y,59850,Y,123,134.35,157.05,120.5,125.25,15-01-2025 09:40,23207.5,23216.4,23165.3,23200.85,0
15-01-2025 09:45,4,227025,512,228425,268200,3.15,-0.55,-39775,-2616.05,47925,-7825,YES,11450,N,23266.14,23232.8,23236.8,23271.45,23214.05,15-01-2025 09:50,-0.8,16253250,542,4217325,3334050,-0.35,-0.3,883275,-125.95,160350,435225,N,405675,N,39,38.2,46.4,35.85,46.81,15-01-2025 09:50,0.35,10239675,508,701550,654600,-0.95,-1,46950,-361,119175,-84975,YES,83850,Y,143.7,144.05,157.05,119.45,126.13,15-01-2025 09:45,23182,23220.3,23165.3,23184.55,0
15-01-2025 09:50,39,196950,503,208375,259775,39.45,38.25,-51400,-3263.75,44000,32875,Y,-12950,Y,23265.52,23228,23267,23273,23223.5,15-01-2025 09:55,8.35,16869225,544,4026750,3637275,7.45,7.45,389475,-132.5,165000,336075,N,62550,N,37.15,45.5,48.75,37.15,46.5,15-01-2025 09:55,-28.5,8825025,510,682125,668400,-26.65,-26.6,13725,-358.05,118500,-33525,YES,244200,Y,150.5,122,150.5,119,126.43,15-01-2025 09:50,23174.85,23221.65,23173.4,23218.75,0
15-01-2025 09:55,12.4,171600,478,184975,226350,13.85,15.95,-41375,-3703.3,39325,8600,N,9550,YES,23265.34,23252.9,23265.3,23273,23236,15-01-2025 10:00,2.35,16966725,543,3794175,3441075,2.6,2.6,353100,-134.55,173250,150600,N,81225,N,41.4,43.75,48.75,37.75,46.3,15-01-2025 10:00,-14.9,8287125,510,704325,702000,-14.65,-14.65,2325,-340.2,119625,450,YES,223875,N,134,119.1,145.45,115.35,126.08,15-01-2025 09:55,23200.7,23224.15,23184.15,23217.2,0
15-01-2025 10:00,33.45,149025,479,154075,191200,37.9,36.65,-37125,-3888.9,40475,7200,N,48800,YES,23265.57,23242.45,23275.9,23282.8,23238.05,15-01-2025 10:05,6.45,16790625,542,3684150,3649875,6.4,6.45,34275,-136.45,180150,-175725,YES,-5550,Y,37.85,44.3,48.75,37.35,45.95,15-01-2025 10:05,-33.9,7816575,542,698400,681825,-33.85,-34,16575,-326.2,122475,-57000,Y,226050,N,145.45,111.55,145.45,108.05,125.25,15-01-2025 10:00,23184.15,23230.15,23184.15,23225.5,0
15-01-2025 10:05,0,128975,448,164575,212975,-3.15,-2,-48400,-3216.65,38250,-425,YES,11775,N,23265.85,23265,23265,23282.8,23246.45,15-01-2025 10:10,-5.95,14833350,541,3749175,3633375,-6.25,-6.3,115800,-136.55,182925,-297525,YES,443775,YES,46.1,40.15,47.7,37.35,45.76,15-01-2025 10:10,-5.5,6888525,541,730050,722550,-5.3,-5.3,7500,-307.2,123150,124875,YES,122925,N,121.3,115.8,129.3,107.85,124.7,15-01-2025 10:05,23218.75,23230.15,23202,23212.5,0
15-01-2025 10:10,3.3,123925,448,162275,197350,2.7,-0.4,-35075,-3106.35,37775,3350,N,20600,N,23265.58,23265.3,23268.6,23282.8,23244.6,15-01-2025 10:15,-5,15379125,543,4114725,3760875,-4.45,-4.45,353850,-131.85,178200,-193275,Y,304275,N,43.45,38.45,47.7,35.3,45.19,15-01-2025 10:15,-5.55,7953375,518,725850,699900,-3.45,-3.5,25950,-308.35,119625,112200,N,82725,N,117.45,111.9,130.2,107.85,124.39,15-01-2025 10:10,23217.7,23230.15,23192.1,23219.65,0
