last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
23-06-2025 09:15,-28.9,-26,-29,94650,-457.5,24975,-9675,N,32550,N,-17.3,24974.7,24945.8,-14.9,-15.15,-15.1,-39075,-66.6,30300,85500,N,96150,N,-8.72,12.55,12.5,12.55,24975,-109.95,31200,110550,N,139800,N,8.03
23-06-2025 09:20,-11,-11.3,-11.7,67050,-1273.4,55050,33075,Y,15975,N,-16.04,24945.1,24934.1,-6.25,-4.25,-4.25,1500,-128,64500,84075,N,278700,YES,-7.54,8.15,7.6,7.75,-51900,-191.4,60000,37425,N,-71400,YES,5.23
23-06-2025 09:25,-18.7,-23.1,-23.4,85725,-1156,52950,0,YES,65100,YES,-11.76,24934.1,24915.4,-9.75,-9.65,-9.7,151425,-121.85,69075,121800,Y,185250,N,-6.94,13.75,13.65,13.75,-19725,-233,62550,-51000,Y,-227325,YES,7.26
23-06-2025 09:30,-50.2,-48,-52.3,65550,-1006,54375,-77325,YES,39525,N,-13.31,24910.4,24860.2,-14.8,-14.85,-14.85,128100,-120.75,68325,-190275,YES,230325,YES,-5.18,35.35,35.45,35.65,-6825,-246.7,65850,1097175,YES,-336075,YES,6.97
23-06-2025 09:35,35.9,38.2,37.6,341550,-838.9,40125,82350,Y,24825,N,-6.76,24864.7,24900.6,11,10.55,10.65,-34200,-115.3,68100,248925,Y,96975,N,-2.63,-25.2,-24.35,-24.2,-32700,-248.65,57675,-1138200,Y,133800,Y,2.27
23-06-2025 09:40,-27.9,-27.3,-27.8,-192900,-870.5,42000,-5175,YES,50775,YES,-2.43,24900.6,24872.7,-6.7,-7.55,-7.7,126600,-110.3,70800,4575,N,169350,YES,-1.68,18.1,19.5,19.5,-18975,-242.85,61875,50850,YES,34200,N,2.11
23-06-2025 09:45,-8.2,-9.3,-10.2,185100,-1526,46725,-40875,YES,-16125,Y,-7.76,24872.7,24864.5,-2.95,-2.75,-2.75,-15375,-107.5,70650,52125,Y,127650,N,-2.52,8.4,7,7.05,-23025,-273.6,59325,-300,Y,-99075,YES,4.23
23-06-2025 09:50,6.7,8,7.3,35475,-1107.7,33600,35550,Y,28950,YES,-1.25,24864.5,24871.2,-0.4,-0.35,-0.35,-132225,-103.15,70050,-22050,YES,131025,N,-1.33,-7.1,-6.3,-6.35,5625,-251.7,66600,-29250,Y,45600,Y,1.17
23-06-2025 09:55,-8,-8,-9.6,-2025,-769.5,34725,-2325,YES,16950,N,-1.63,24868,24860,-3.2,-3.1,-3.1,-35025,-106.4,63150,2505825,Y,36375,N,-1.26,6.9,7.1,7.15,27225,-258.6,63225,-1350,YES,7425,N,1.44
23-06-2025 10:00,-24.3,-27,-24.7,44700,-793.2,37575,-1425,N,54975,YES,-3.05,24860,24835.7,-5.65,-5.5,-5.45,-52800,-98,72900,22050,N,139650,YES,-1.33,19.15,20.05,20,-9750,-259.8,63675,1080450,YES,-149025,YES,2.05
23-06-2025 10:05,27.7,31.4,28.6,449100,-930.1,34500,39750,Y,-8100,Y,-3.59,24835,24862.7,6.15,6.15,6.2,126300,-98.5,76125,114000,Y,-3825,Y,-1,-21,-21.15,-21.2,-60000,-265,63225,-17625,Y,62625,Y,0.97
23-06-2025 10:10,-0.2,3.9,4,58050,-904.1,37350,-16275,YES,26400,YES,-1.52,24863,24862.8,2.55,2.65,2.65,-41775,-102.65,83175,112800,N,-48000,Y,-0.7,-2.1,-1.1,-1.35,59925,-251.35,61725,-44400,Y,23025,N,0.61
23-06-2025 10:15,5,1.2,3,88350,-1145,39825,-9375,N,-5175,Y,-1.05,24865,24870,2.35,1.95,2,-49350,-107.8,76425,50550,N,-15750,YES,-0.55,-3.85,-3.85,-3.85,-57900,-244.25,56850,-16950,YES,53100,Y,0.43
23-06-2025 10:20,19.7,21.8,19.5,878400,-1488.1,43875,-2250,N,7425,N,-1.06,24869.9,24889.6,3.85,3.75,3.7,-64725,-107.5,67950,61725,N,-43125,Y,-0.57,-12.6,-11.9,-11.9,4800,-232.45,58500,-33450,Y,-1350,YES,0.41
23-06-2025 10:25,7,2.7,4,36600,-1330.8,34350,25125,Y,16875,N,-0.34,24888,24895,3.2,3.15,3.15,-54375,-98.75,60450,-17625,YES,-34950,N,-0.43,-5.1,-4.85,-4.9,27450,-204.3,52500,16875,YES,44025,Y,0.26
23-06-2025 10:30,5,9.3,8.2,-123450,-1323,50250,-18825,YES,9225,N,-0.15,24895,24900,0.2,0.65,0.6,41100,-117.75,73425,26400,Y,37500,YES,-0.2,-5.35,-5.65,-5.7,15600,-225.6,65325,10425,N,61575,N,0.06
23-06-2025 10:35,1.3,3,1.2,53100,-1121.8,35550,19275,Y,9375,N,-0.11,24903.2,24904.5,2.25,2.85,2.8,32925,-112.9,73950,-38025,YES,-123075,Y,-0.26,-3.5,-4.3,-4.15,37575,-225.5,67050,-44475,Y,33900,N,0.08
23-06-2025 10:40,17.7,17.3,17.8,210150,-1080.5,31275,1200,YES,-24975,Y,0.23,24903,24920.7,9.15,8.05,8.05,53175,-116.1,65100,48075,Y,-42600,YES,0.19,-10.5,-9.35,-9.4,-3300,-192.65,61350,39975,YES,47025,N,-0.2
23-06-2025 10:45,11,10.9,13,30450,-1001.9,37650,-9825,YES,32775,YES,0.71,24920.7,24931.7,5.85,6.55,6.65,1650,-135.65,69300,114450,Y,-145725,Y,1.03,-2.5,-3.4,-3.45,132450,-203.8,66975,15000,N,62850,N,-0.44
23-06-2025 10:50,-16.7,-16.6,-16.2,-22950,-1197.3,43650,-32250,YES,27600,N,0.49,24931.7,24915,-10.25,-10.9,-10.9,-119625,-131.9,69075,-2625,YES,129675,YES,0.37,6.6,6.75,6.8,24900,-205.4,68100,28425,N,12600,N,-0.31
23-06-2025 10:55,5.3,4,4.2,12225,-1025.5,28950,-27825,N,6225,N,0.09,24915,24920.3,2.7,3.2,3.15,825,-126.25,67800,14475,N,18150,N,0.09,-0.5,-1.4,-1.3,975,-202.6,59850,-14625,Y,2700,YES,-0.15
23-06-2025 11:00,-6,-5.5,-9.7,-5550,-1012,34950,-24375,N,3525,N,0.12,24920.3,24914.3,-1.05,-1.65,-1.7,-1800,-131.25,65850,10650,N,22575,N,0.11,2.75,2.85,2.9,-78975,-193.55,68175,3150,N,18750,N,-0.14
23-06-2025 11:05,2.9,4.5,5,-120675,-888.9,35625,-4275,Y,-3525,Y,0.08,24914.3,24917.2,0.55,0.45,0.45,-61350,-126.15,69000,-109575,YES,-5850,Y,0.04,-2.9,-2.5,-2.55,-13125,-211.5,64050,-29550,Y,4200,N,-0.13
23-06-2025 11:10,16.5,13.1,13.7,-39225,-875.1,31575,12825,N,11925,N,0.17,24917.2,24933.7,6.2,6.2,6.2,90450,-124.7,74100,59175,Y,150,N,0.13,-6,-5.5,-5.4,13125,-197.25,60600,-1350,YES,15375,N,-0.12
23-06-2025 11:15,-5,-1.5,-3.9,141150,-940.6,30900,15975,N,-10725,Y,0.38,24933.9,24928.9,-1.7,-1.9,-1.95,-43800,-127.7,65700,-56550,YES,66075,YES,0.3,-3.15,-2.45,-2.45,16800,-190.2,66075,11550,N,19050,N,-0.32
23-06-2025 11:20,18.1,16.1,17,199350,-907.3,29550,-2850,YES,-24675,Y,0.62,24928.9,24947,7.65,7.95,7.9,96900,-128.45,69975,32175,Y,-234900,Y,0.32,-7.8,-7.7,-7.8,-78000,-182.5,59325,-96675,Y,26700,N,-0.41
23-06-2025 11:25,-0.1,-2.1,0.9,70800,-1124.8,34875,28050,Y,9150,YES,0.9,24947,24946.9,-0.8,-0.35,-0.4,27525,-139.65,68400,-56475,YES,145875,YES,0.68,2,1.7,1.65,-16500,-175.35,63825,74700,YES,30900,N,-0.43
23-06-2025 11:30,3.1,6.6,5.1,86850,-858.8,39525,-5025,YES,-37425,Y,0.62,24946.9,24950,2.85,2.4,2.4,35550,-141.75,70800,24975,Y,-13725,Y,0.51,-5.3,-4.75,-4.6,-54525,-184.5,67950,30150,N,28800,N,-0.41
23-06-2025 11:35,10,8,6,42525,-733.2,31500,-11100,YES,-1950,YES,0.76,24950,24960,2.35,2.4,2.3,-66900,-136.35,67275,28650,N,-161925,Y,0.66,-2.05,-2.35,-2.45,111300,-176,66675,-24750,Y,50400,Y,-0.56
23-06-2025 11:40,2,3.2,1.7,-104250,-895.3,41250,-4200,N,-10950,Y,0.75,24958,24960,3.05,3,3,-67950,-140.15,65250,10875,N,27675,YES,0.71,-3.7,-4.05,-4.05,-1800,-164.55,66075,79050,YES,12150,N,-0.57
23-06-2025 11:45,-5.1,-9.9,-6,4875,-1165.5,34800,-6600,YES,-30675,Y,0.48,24960,24954.9,-6.2,-6.15,-6.15,-61500,-137.8,67800,-155625,YES,-17250,Y,0.41,2.9,3.05,3.25,48450,-173.8,64725,24375,N,-12450,YES,-0.66
23-06-2025 11:50,-21.7,-21.6,-26.6,-61275,-818.9,32025,-20625,YES,16725,YES,0.32,24949.6,24927.9,-10.7,-10.9,-10.9,-26775,-133.15,71850,40500,Y,31875,YES,0.16,11.35,11.3,11.3,-16200,-184.6,63000,40200,N,-48750,YES,-0.6
23-06-2025 11:55,5.7,5,7.3,13425,-829.3,26250,35400,Y,-6450,Y,0.25,24927.2,24932.9,3.25,3,3.05,-34500,-128.5,67125,-70350,YES,-43800,Y,0.04,-2.8,-2.4,-2.3,-79575,-188.85,65625,-44025,Y,31650,Y,-0.3
23-06-2025 12:00,1.1,-3.3,-1.7,-6300,-1020.4,24075,8550,N,2850,N,0.18,24932.9,24934,-0.85,-0.75,-0.85,126675,-123.05,70200,51075,Y,63375,YES,0.04,1.75,1.5,1.5,-65100,-185.25,64950,-7350,YES,-6375,YES,-0.26
23-06-2025 12:05,9,12.8,11,-30375,-778.3,26175,-4125,YES,3225,N,0.36,24934,24943,5.5,5.9,5.85,71475,-122.1,74550,25200,N,15225,N,0.11,-6.55,-6.7,-6.75,-5400,-167.2,65250,-24525,Y,36075,Y,-0.3
23-06-2025 12:10,-2.4,-3.7,-2,306150,-887.5,32475,-150,N,-18300,Y,0.41,24943,24940.6,-1.75,-2.15,-2.25,-67125,-129.4,63525,-23625,YES,62775,YES,0.1,2.45,2.7,2.65,-21525,-172.1,64275,14925,YES,31800,N,-0.17
23-06-2025 12:15,7.8,6.5,9.6,-9975,-634.4,23175,-5850,YES,1875,YES,0.24,24940.6,24948.4,3.3,3.7,3.75,-50250,-121.95,65925,-18000,N,-33150,Y,0.17,-4.7,-4.3,-4.35,30375,-159.7,58950,-35700,Y,21450,N,-0.28
23-06-2025 12:20,1.6,1.4,-3,84450,-595.8,40350,8025,N,-8100,Y,0.55,24948.4,24950,1.1,1.45,1.45,27450,-125.25,62325,17400,Y,-15225,N,0.18,-0.15,-0.2,-0.25,57225,-144.05,60300,11775,YES,-30000,YES,-0.18
23-06-2025 12:25,-1.5,-0.5,-0.1,13050,-789.9,27225,8175,N,-14250,Y,0.38,24950,24948.5,-1.7,-1.8,-1.8,-51600,-125.75,65925,54975,Y,-525,N,0.1,-1,-0.6,-0.65,-8775,-169.15,61350,9375,N,67425,Y,-0.21
23-06-2025 12:30,-1.5,-0.3,0,-24075,-771.5,22725,7575,N,27075,YES,0.24,24948.5,24947,-1,-0.85,-0.8,65700,-123.65,68475,40200,N,11775,N,0.13,0.25,-0.5,-0.5,-32550,-152,65100,-6600,Y,17025,N,-0.34
23-06-2025 12:35,3,3.9,1.4,31875,-740.6,23325,26325,N,-14475,Y,0.14,24947,24950,0.75,0.7,0.75,-37575,-119.9,69000,-20625,YES,43800,YES,0.07,0.1,-0.45,-0.35,-42150,-157,59625,-13950,Y,-17100,YES,-0.19
23-06-2025 12:40,19.9,18.2,17.9,-361125,-597.8,27825,11325,N,-3375,N,0.61,24950,24969.9,6.8,7.05,7.1,-54900,-133.05,62400,54075,Y,-179700,Y,0.41,-7.75,-8.15,-8.2,-57225,-153.95,61500,-51450,Y,30975,Y,-0.56
23-06-2025 12:45,-22.9,-19.4,-19.7,62625,-1063.3,31800,31500,Y,20100,YES,0.4,24970,24947.1,-9.75,-9.5,-9.35,-75300,-122.3,61500,-165000,YES,82050,YES,0.28,9.4,9.3,9.4,59175,-152.25,60000,56775,YES,-51825,YES,-0.5
23-06-2025 12:50,7.4,3.9,4.2,-28050,-784.6,21975,1125,YES,-2025,Y,0.24,24947.1,24954.5,2.1,1.95,2.1,-74925,-118.05,60675,9150,Y,-9750,Y,0.11,-2.25,-2.15,-2,65025,-150.3,57075,-35025,Y,54150,Y,-0.24
23-06-2025 12:55,-6.7,-3.3,0.2,-3450,-1213.3,22725,54975,Y,-675,N,0.19,24954.5,24947.8,0.25,0.15,0.15,113025,-115.95,63525,47100,Y,7275,N,0.05,-0.45,-0.4,-0.45,-36300,-151.7,58350,-7350,YES,10500,N,-0.15
23-06-2025 13:00,-0.8,0.1,-3.9,-107325,-1127.5,38625,13500,N,11625,N,0.27,24947.8,24947,-3.25,-3,-3,77775,-108.5,65625,-67650,YES,60975,YES,0.07,2.15,2.15,2.25,-21450,-131.8,54900,45675,YES,-26100,YES,-0.19
23-06-2025 13:05,13,12.1,9,-42900,-967.8,30450,26700,N,-21525,Y,0.3,24947,24960,8,7.9,7.95,-122625,-101.8,61125,11925,Y,-102975,Y,0.14,-8.45,-8.45,-8.45,57375,-134.05,53700,-32850,Y,97725,Y,-0.31
23-06-2025 13:10,2,1.9,5,-13950,-1169.5,31575,-13200,YES,6000,YES,0.41,24959.4,24961.4,0.3,0.4,0.4,106350,-112.45,56400,15225,N,52800,YES,0.21,-1,-1.5,-1.35,-36675,-127.5,49725,24375,YES,54600,N,-0.31
23-06-2025 13:15,13.9,10.8,6.9,-30375,-1307.7,37950,14025,Y,-25875,Y,1.06,24962.1,24976,11.85,12.2,12.4,27900,-118.5,56625,40200,Y,-394875,Y,0.61,-7.65,-8.25,-8.3,19350,-125.7,53325,-108375,Y,5100,N,-0.66
23-06-2025 13:20,47.5,47.3,48.5,-157050,-930.9,44775,-5475,YES,-109050,Y,6.79,24982.5,25030,31.4,31.4,31.45,52200,-155.75,53850,-163050,YES,-167775,YES,3.73,-15.7,-15.7,-15.75,-19200,-119.2,55500,58125,YES,86175,Y,-3.1
23-06-2025 13:25,7.8,7.8,8,-79875,-1088.1,43275,10950,N,750,YES,2.44,25028.4,25036.2,-0.6,-0.75,-0.65,-19425,-153.85,50100,-92925,Y,-82125,YES,2.33,-4.3,-4.4,-4.4,-285900,-108.95,56550,57600,N,55875,N,-1.75
23-06-2025 13:30,0.8,0.3,-0.2,-50475,-953.5,42075,14475,N,21750,YES,2.36,25036.2,25037,-0.6,-1.25,-1.35,-1800,-155.5,52950,-51600,Y,156525,YES,1.51,-1.2,-0.75,-0.7,-18825,-112.55,57225,24750,N,135150,Y,-2.03
23-06-2025 13:35,4.5,1.4,3,63450,-942.2,36825,-42900,YES,37275,N,1.23,25037,25041.5,1.25,1.35,1.35,-18300,-156.3,58650,-9675,Y,-67725,Y,0.95,0,0,0,-64950,-115.8,57075,50775,YES,825,YES,-1.22
23-06-2025 13:40,-4.5,-4.5,-5.3,18525,-880.8,38025,51750,Y,-9750,Y,1.04,25038,25033.5,-2.6,-2.9,-2.8,153750,-136.85,50100,4575,N,36750,YES,0.77,1.7,2.55,2.55,-11850,-104.3,57825,50100,N,53400,Y,-1.24
23-06-2025 13:45,1.5,1.7,2.3,9525,-814.7,32250,-11475,YES,2625,N,1.08,25033.5,25035,-0.6,-0.55,-0.5,-59550,-154.2,55425,-17250,YES,3900,N,0.45,0.35,0.4,0.35,2475,-123.8,60975,10050,N,54525,N,-1.03
23-06-2025 13:50,1,1,0.1,16575,-1113.1,34425,-6600,N,19500,N,1.05,25035,25036,2.4,1.9,1.9,30075,-150.15,52500,21675,Y,-4650,Y,0.64,-1.55,-1.5,-1.55,43575,-118.95,62175,11475,N,63075,N,-0.86
23-06-2025 13:55,0.6,-0.5,-0.6,37275,-733.4,30225,5250,N,26100,N,0.9,25037.6,25038.2,0.85,0.5,0.35,44100,-152.35,53325,-25500,YES,9825,N,0.43,-0.05,0.3,0.25,96975,-119.25,57675,675,Y,-30750,YES,-0.62
23-06-2025 14:00,43.6,41.4,44.4,-11025,-715.9,34725,-54225,YES,-17700,Y,2.79,25038.2,25081.8,26.6,27.4,27.35,3600,-171.45,55500,33450,Y,-388575,Y,2.05,-13.9,-14.25,-14.2,94950,-108.85,59100,-262950,Y,43275,Y,-1.88
23-06-2025 14:05,-23.7,-24.6,-25.4,27600,-918.2,41850,-87975,YES,20250,YES,2.47,25079.9,25056.2,-22.1,-20.4,-20.4,53625,-169.05,49650,-114675,YES,163350,YES,1.56,6.8,6.15,6.25,25350,-101.35,60075,174300,YES,2250,YES,-1.68
23-06-2025 14:10,-19.6,-17.9,-17.2,-95025,-870.5,37200,3825,Y,-8325,Y,1.31,25057.9,25038.3,-7.55,-7.4,-7.4,22200,-150.9,59475,225,Y,91875,N,0.62,7.95,7.25,7.3,-52725,-114.6,61725,10125,N,-73875,YES,-1.41
23-06-2025 14:15,-13.3,-13.3,-12.3,89775,-1011.7,35175,-31350,YES,-7350,N,0.89,25038.3,25025,-10.8,-10.5,-10.5,47475,-149,55875,-52050,YES,63525,N,0.44,6.8,6.55,6.5,-90075,-124.3,61575,94725,YES,-121950,YES,-1.1
