last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-04-03 09:15:00,-10.350000000000001,18340125.0,127,-10.700000000000003,-10.699999999999996,154575,-45.399999999999636,32400,5001450.0,N,1022100.0,N,64.5,54.15,65.8,51.45,62.89
2025-04-03 09:20:00,-10.5,31882350.0,180,-10.0,-10.0,163800,-54.79999999999927,47400,12968850.0,YES,738225.0,N,54.4,43.9,58.85,41.65,55.68
2025-04-03 09:25:00,-9.5,24423375.0,178,-9.5,-9.5,295950,-47.099999999998545,54225,1929150.0,N,1095075.0,Y,43.4,33.9,43.75,33.0,50.82
2025-04-03 09:30:00,-9.750000000000004,34194075.0,179,-9.549999999999997,-9.55,407625,-47.99999999999818,54975,986100.0,N,696000.0,N,33.95,24.2,43.3,23.35,46.34
2025-04-03 09:35:00,-0.3000000000000007,24575475.0,180,0.10000000000000142,0.09999999999999787,197025,-37.30000000000109,71175,974700.0,N,745350.0,Y,25.2,24.9,30.6,21.35,42.88
2025-04-03 09:40:00,2.6999999999999993,20568525.0,179,3.5,3.5,159675,-35.349999999998545,83700,718050.0,N,203700.0,N,24.6,27.3,32.85,21.9,40.9
2025-04-03 09:45:00,-1.75,31185750.0,176,-2.0,-1.9499999999999993,514425,-38.44999999999891,80700,160425.0,N,156600.0,N,28.6,26.85,39.2,22.8,39.27
2025-04-03 09:50:00,-6.5,22773975.0,180,-6.300000000000001,-6.350000000000001,796800,-33.649999999999636,86925,-154800.0,Y,817800.0,Y,26.85,20.35,29.7,20.15,37.65
2025-04-03 09:55:00,2.1999999999999993,15548025.0,180,2.5500000000000007,2.5,375600,-33.20000000000073,80475,522750.0,YES,165900.0,N,20.45,22.65,26.85,20.2,36.69
2025-04-03 10:00:00,-4.199999999999999,24588300.0,180,-3.9499999999999993,-4.0,-68475,-34.44999999999709,87375,-607575.0,Y,677700.0,Y,22.55,18.35,27.05,17.3,35.29
2025-04-03 10:05:00,-3.3999999999999986,22000350.0,182,-3.200000000000001,-3.1999999999999993,501000,-29.050000000000182,108225,-152325.0,YES,163125.0,N,17.9,14.5,18.65,13.6,33.78
2025-04-03 10:10:00,-1.6000000000000014,13453800.0,180,-1.450000000000001,-1.4499999999999993,610275,-25.50000000000182,89775,-127350.0,YES,150225.0,N,14.55,12.95,15.25,12.55,32.89
2025-04-03 10:15:00,-0.3000000000000007,13490475.0,180,-0.3000000000000007,-0.29999999999999893,276525,-25.450000000000728,101550,240150.0,YES,267675.0,Y,13.05,12.75,15.25,12.7,32.07
2025-04-03 10:20:00,-3.8000000000000007,19476450.0,181,-3.8000000000000007,-3.8499999999999996,-470175,-25.549999999999272,102900,-751125.0,Y,-205125.0,YES,12.8,9.0,12.8,8.9,30.81
2025-04-03 10:25:00,-0.05000000000000071,14933700.0,180,-0.15000000000000036,-0.14999999999999858,-3871350,-19.799999999999727,106275,1314450.0,YES,-345375.0,YES,8.9,8.85,9.3,8.1,29.84
2025-04-03 10:30:00,0.05000000000000071,11418675.0,180,0.15000000000000036,0.14999999999999858,-899175,-21.600000000000364,114225,215550.0,N,301350.0,Y,8.85,8.9,9.75,8.45,29.18
2025-04-03 10:35:00,0.0,7458525.0,181,0.0,0.0,-502050,-21.449999999999818,125400,242550.0,YES,390900.0,Y,8.9,8.9,9.55,8.7,28.77
2025-04-03 10:40:00,0.05000000000000071,8489700.0,182,-0.09999999999999964,-0.10000000000000142,306750,-22.09999999999991,112500,-83025.0,Y,4950.0,N,9.0,9.05,9.45,7.75,28.32
2025-04-03 10:45:00,0.6499999999999986,11009925.0,181,0.6499999999999986,0.6500000000000004,562275,-23.749999999999545,130125,-230025.0,Y,85650.0,Y,9.05,9.7,10.8,8.7,27.79
2025-04-03 10:50:00,-0.8499999999999996,10800225.0,180,-0.75,-0.75,-1132875,-23.350000000000364,139650,73575.0,YES,283200.0,Y,9.6,8.75,10.55,8.0,27.29
2025-04-03 10:55:00,-1.8499999999999996,10820625.0,182,-1.7999999999999998,-1.8000000000000007,-995925,-21.0,112350,-232950.0,Y,77850.0,N,8.75,6.9,8.8,6.75,26.76
2025-04-03 11:00:00,2.0500000000000007,10587075.0,181,2.0,2.0,1155825,-20.5,130050,622575.0,YES,-609150.0,YES,6.85,8.9,9.1,6.65,26.28
2025-04-03 11:05:00,-1.4000000000000004,11045100.0,181,-1.4000000000000004,-1.3999999999999995,-1426050,-20.650000000000546,131775,-117750.0,Y,389775.0,Y,8.8,7.4,9.7,7.15,25.82
2025-04-03 11:10:00,-0.6499999999999995,8537250.0,181,-0.7000000000000002,-0.7000000000000002,715950,-20.999999999999545,131175,74400.0,YES,165000.0,N,7.35,6.7,7.7,6.45,25.45
2025-04-03 11:15:00,1.4499999999999993,10354650.0,181,1.4499999999999993,1.4500000000000002,1304850,-20.899999999999636,128025,284100.0,YES,26250.0,N,6.65,8.1,8.65,6.65,25.05
2025-04-03 11:20:00,-1.0499999999999998,11259750.0,180,-1.0499999999999998,-1.0500000000000007,652425,-21.450000000000273,123825,-281250.0,Y,-37200.0,YES,8.1,7.05,9.25,6.9,24.63
2025-04-03 11:25:00,0.04999999999999982,6533400.0,181,0.04999999999999982,0.09999999999999964,522750,-19.199999999999363,110700,313725.0,YES,18675.0,Y,7.0,7.05,8.1,6.7,24.38
2025-04-03 11:30:00,-0.7000000000000002,7430325.0,182,-0.6500000000000004,-0.6500000000000004,-1801275,-19.549999999999727,129300,-11700.0,Y,481950.0,Y,7.0,6.3,7.25,6.2,24.11
2025-04-03 11:35:00,-0.8499999999999996,10339350.0,181,-0.9000000000000004,-0.8999999999999995,-4571175,-18.249999999999773,122325,215100.0,YES,-528600.0,YES,6.25,5.4,6.35,5.1,23.71
2025-04-03 11:40:00,-0.8499999999999996,8200275.0,182,-0.7999999999999998,-0.8000000000000007,-5780100,-19.950000000000273,139425,-411675.0,Y,699375.0,Y,5.35,4.5,5.5,4.5,23.39
2025-04-03 11:45:00,0.20000000000000018,7565700.0,181,0.15000000000000036,0.15000000000000036,-6781725,-19.049999999999727,138300,453600.0,YES,-414525.0,YES,4.55,4.75,4.95,4.5,23.11
2025-04-03 11:50:00,-0.2999999999999998,7168350.0,181,-0.3000000000000007,-0.2999999999999998,-1263300,-18.950000000000045,129225,-184800.0,Y,70425.0,Y,4.7,4.4,4.85,4.25,22.84
2025-04-03 11:55:00,-0.15000000000000036,5091150.0,182,-0.1999999999999993,-0.20000000000000018,-208725,-18.800000000000182,131550,157125.0,YES,6075.0,N,4.4,4.25,4.5,4.15,22.65
2025-04-03 12:00:00,-0.2999999999999998,6334425.0,181,-0.25,-0.25,2018475,-18.699999999999818,127200,-413550.0,Y,402825.0,Y,4.25,3.95,4.4,3.85,22.43
2025-04-03 12:05:00,0.39999999999999947,5469750.0,183,0.34999999999999964,0.34999999999999964,7547700,-19.450000000000273,130725,938700.0,YES,-908400.0,YES,3.95,4.35,4.35,3.8,22.23
2025-04-03 12:10:00,0.7000000000000002,6158550.0,183,0.7000000000000002,0.7000000000000002,6234300,-20.049999999999727,137175,85800.0,N,-374700.0,Y,4.3,5.0,5.05,3.9,22.03
2025-04-03 12:15:00,-0.5999999999999996,7769100.0,182,-0.6000000000000005,-0.5999999999999996,3042525,-19.7999999999995,137475,-1267050.0,Y,742500.0,Y,5.0,4.4,5.25,4.35,21.78
