last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
18-07-2025 09:15,4.7,30900,87,42675,41475,1.3,0.6,1200,-364.9,15750,-3150,N,-8175,N,25153.54,25136,25140.7,25147.3,25136,18-07-2025 09:15,0.15,1171425,104,199350,158025,0.6,0.6,41325,-46.45,18900,99000,N,92700,N,136.05,136.2,140,134.85,142.84,18-07-2025 09:15,0,2678400,103,169425,206775,0.15,0.15,-37350,-44.9,18975,92850,N,110475,N,119.6,119.6,120.85,115,114.82,18-07-2025 09:15,25108.55,25144.6,25082.05,25086.7
18-07-2025 09:20,-6.4,99825,261,138825,101625,-2.5,-6.8,37200,-1346.7,41400,20625,Y,35850,YES,25148.02,25141.1,25134.7,25148.4,25129.4,18-07-2025 09:20,-4,3621225,287,627900,468450,-4.75,-4.9,159450,-121.6,60450,72900,N,197925,YES,136.3,132.3,138.6,130,139.3,18-07-2025 09:20,2.1,6988200,283,588750,558150,3.05,3.05,30600,-120.2,55275,146175,YES,197925,Y,119.05,121.15,124,115.4,116.99,18-07-2025 09:20,25087.3,25097,25077.75,25081.1
18-07-2025 09:25,-6.1,122775,251,230625,210450,-10.7,-6.2,20175,-1220.8,54750,19725,N,12225,N,25141.77,25134.7,25128.6,25138.5,25120,18-07-2025 09:25,-5,4007025,231,599325,483675,-4.75,-4.65,115650,-101.75,55275,132900,Y,189150,N,131.9,126.9,133.15,123.75,135.59,18-07-2025 09:25,4.25,7049475,234,667950,481425,3.7,3.8,186525,-113.35,51900,-68250,Y,123675,N,121.25,125.5,128.75,120.4,119.46,18-07-2025 09:25,25081.45,25084.4,25061.1,25070.2
18-07-2025 09:30,9.4,71625,183,176400,85650,10.8,9,90750,-1204.6,41250,11700,N,79275,YES,25140.4,25128.6,25138,25139.8,25124.6,18-07-2025 09:30,4.75,3069975,252,522750,443775,5,5.05,78975,-106,57825,53850,N,48450,N,126.9,131.65,133.05,126.9,134.55,18-07-2025 09:30,-4.55,3859050,262,494700,518250,-4.7,-4.75,-23550,-109.25,56175,14175,YES,180975,Y,125.25,120.7,125.25,119.05,119.76,18-07-2025 09:30,25071.85,25080.85,25070.6,25077.75
18-07-2025 09:35,1,62550,197,221025,92175,0.6,0.4,128850,-951.7,39300,30600,N,16425,N,25140.14,25137.8,25138.8,25147.3,25130,18-07-2025 09:35,-0.9,3165900,237,391575,412800,-1.25,-1.35,-21225,-106.1,50850,-44100,YES,76725,YES,131.75,130.85,135.8,128,134.21,18-07-2025 09:35,0.05,3990075,239,498825,489225,0.45,0.3,9600,-100.05,57975,38025,YES,37275,N,120.6,120.65,124.5,115.2,119.81,18-07-2025 09:35,25077.7,25086.15,25070,25075.95
18-07-2025 09:40,-31.8,123375,214,201975,95325,-30.3,-31.9,106650,-1420.4,38925,-16950,YES,14250,N,25135.68,25138.8,25107,25138.8,25105.4,18-07-2025 09:40,-15,4568250,323,1028700,503775,-15.15,-15.25,524925,-116.25,58275,-104775,YES,153000,YES,130.55,115.55,131.8,115.5,131.85,18-07-2025 09:40,11.8,8333550,326,452475,767025,11.55,11.55,-314550,-133.25,60150,117225,YES,-169575,YES,120.3,132.1,133.35,120.1,121.5,18-07-2025 09:40,25077.2,25077.75,25043.15,25044.3
18-07-2025 09:45,-5.5,136425,265,651375,182775,-3.8,-5.3,468600,-1250.4,47250,48150,Y,27075,N,25129.99,25107,25101.5,25110,25090,18-07-2025 09:45,-2.15,3599925,336,785325,557850,-2.05,-2,227475,-101.85,60900,180225,Y,125325,N,115.5,113.35,117.2,110.35,129.47,18-07-2025 09:45,6.85,7365975,337,477375,1222050,6.75,6.75,-744675,-135.3,62475,-166425,Y,-125850,Y,132.1,138.95,142.5,132.1,123.89,18-07-2025 09:45,25043.7,25044.95,25026.2,25033.25
18-07-2025 09:50,3.7,62925,220,285150,90300,5.2,5.7,194850,-814.2,39675,19425,N,-375,Y,25128.24,25101.7,25105.4,25112.6,25099.1,18-07-2025 09:50,1.9,2775300,310,927150,564375,1.9,1.95,362775,-96.65,57150,-9750,YES,62325,N,113.5,115.4,117.75,113.3,128.18,18-07-2025 09:50,-3.25,3119175,260,459975,395175,-3.1,-3.2,64800,-98.9,48300,-4800,YES,68400,Y,138.95,135.7,141.25,132.35,124.64,18-07-2025 09:50,25032.5,25050.2,25031.85,25045.2
18-07-2025 09:55,-2.2,38250,154,151725,103275,-1.7,-2.1,48450,-565.9,35925,31800,N,-6600,Y,25127.32,25105.4,25103.2,25110,25101.5,18-07-2025 09:55,-0.9,1454325,358,612375,505125,-1,-0.95,107250,-93.1,56625,-2100,N,41550,N,115.5,114.6,117.3,113.4,127.59,18-07-2025 09:55,0.85,1692900,355,441225,488025,0.7,0.7,-46800,-120.2,58350,525,N,57150,N,135.5,136.35,137.9,134.2,125.01,18-07-2025 09:55,25044.75,25047.25,25039,25039.8
18-07-2025 10:00,-13.4,93900,173,290550,188700,-12,-13.7,101850,-607.7,35025,-18150,YES,21525,YES,25123.96,25103.3,25089.9,25103.3,25081,18-07-2025 10:00,-7.1,3197475,298,554550,671325,-7.1,-7.1,-116775,-77.55,57075,-19275,YES,111900,YES,114.95,107.85,114.95,105.25,125.85,18-07-2025 10:00,9.95,5245575,296,455475,975375,10.25,10.25,-519900,-107.75,51075,-24225,Y,-271125,YES,136.1,146.05,150.2,135.95,126.77,18-07-2025 10:00,25040.3,25042.25,25018.15,25024.95
