last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
07-04-2025 11:55,-15,103650,155,162300,128625,-15.6,-12.75,33675,-724.25,34575,-12600,YES,-24600,Y,22101.39,22056.2,22041.2,22056.65,22020.5,07-04-2025 11:55,-3.05,708975,181,153225,130800,-2.3,-2.25,22425,-131,41325,-11475,YES,25950,N,185.8,182.75,187.15,174.1,211.43,07-04-2025 11:55,9.25,337500,169,83550,77100,9.65,9.7,6450,-277.85,38325,-10950,Y,-14250,YES,383.1,392.35,407.9,380,335.1
07-04-2025 12:00,-30.55,53100,126,74325,80175,-35.05,-30.05,-5850,-690.95,30450,-25200,YES,-28425,Y,22101.08,22041.2,22010.65,22042.55,22006,07-04-2025 12:00,-14.6,473175,180,114300,135675,-14.85,-14.9,-21375,-131.15,39525,-43800,YES,27300,N,182,167.4,182.7,166.5,211.01,07-04-2025 12:00,18.35,158700,162,71700,57000,19.75,20,14700,-272.95,36750,-120000,Y,-18150,YES,393.35,411.7,414,390.6,335.54
07-04-2025 12:05,-2.8,140175,166,121350,109200,-7,-3.95,12150,-947.05,41250,-22050,N,-150,YES,22099.98,22010,22007.2,22021.45,21983.05,07-04-2025 12:05,5.05,644100,180,112425,123450,4.8,4.7,-11025,-131.8,38250,39675,Y,825,Y,167.3,172.35,175.5,164.7,210.34,07-04-2025 12:05,7.25,271800,178,111300,117225,8.4,8.2,-5925,-331.55,42900,-70350,YES,9375,Y,412.7,419.95,437.4,405,336.55
07-04-2025 12:10,-47.2,153150,160,102900,129750,-43.85,-45.15,-26850,-1065.1,34275,-19500,N,106200,YES,22098.45,22009.2,21962,22010,21951.55,07-04-2025 12:10,-7.75,601125,180,96825,119475,-7.15,-7.15,-22650,-127.4,37350,-3450,YES,10575,N,172.75,165,174.85,162.15,209.69,07-04-2025 12:10,41.25,255525,163,135675,123675,40,39.7,12000,-339.8,47100,4950,YES,-18300,YES,419.95,461.2,466.6,418.4,337.71
07-04-2025 12:15,-37,254700,179,254925,264375,-36.95,-35.75,-9450,-1128.95,48150,-13950,N,-49425,Y,22095.39,21962,21925,21966.25,21916.05,07-04-2025 12:15,-2.25,924975,180,109650,124725,-2.05,-2,-15075,-140.6,39900,-12000,YES,18225,N,164.45,162.2,165.4,157.25,208.6,07-04-2025 12:15,35.65,460275,178,163050,148200,33.35,33.7,14850,-464.7,54300,-17700,Y,-2475,N,462.1,497.75,503.7,457.1,340.46
07-04-2025 12:20,-15.1,121575,168,173400,120150,-6.05,-8.65,53250,-1280,34875,-108825,YES,-5025,YES,22093.9,21925.9,21910.8,21949.1,21910.1,07-04-2025 12:20,-2.45,626850,180,96600,91650,-2.85,-2.8,4950,-128.15,35475,-11850,N,-6000,Y,162.9,160.45,167.95,159.95,207.92,07-04-2025 12:20,12.15,268350,167,118650,153750,12.85,13.2,-35100,-359.3,52275,-16200,N,-3825,YES,497.2,509.35,509.4,478.1,342.15
07-04-2025 12:25,-9.85,175800,174,123150,133650,-9,-6.9,-10500,-1307.1,40050,-13950,Y,28725,YES,22091.61,21910.8,21900.95,21948,21900.95,07-04-2025 12:25,-0.5,550050,180,93075,92775,-0.6,-0.6,300,-123.45,35925,-2400,N,4725,N,159.65,159.15,168.9,158.7,207.34,07-04-2025 12:25,2.5,266175,165,280650,155475,2.05,2.3,125175,-385.35,53325,-29325,Y,1200,N,508.5,511,514.85,478.55,343.81
07-04-2025 12:30,-15.6,264375,169,225375,147525,-23.95,-25.9,77850,-1194.3,36075,-4650,N,-46800,Y,22087.88,21901.75,21886.15,21919.25,21860,07-04-2025 12:30,-1.05,880350,180,130275,102075,-0.5,-0.65,28200,-130.4,36075,-14025,YES,-7350,Y,158.7,157.65,166.6,152.8,206.37,07-04-2025 12:30,24.65,317025,170,153000,132600,21.45,21.45,20400,-434.25,57675,-1050,YES,-18525,YES,511,535.65,552.05,502.7,346.09
07-04-2025 12:35,32.6,100725,170,132450,118875,40.5,38.05,13575,-1290.85,39225,525,N,43275,YES,22086.49,21886.4,21919,21928.05,21871.4,07-04-2025 12:35,7.55,612450,180,111525,156525,8.25,8.3,-45000,-125.6,36825,27975,Y,-8700,Y,157.3,164.85,167.8,155.5,205.75,07-04-2025 12:35,-26.6,111675,154,82725,117600,-30.95,-30.5,-34875,-425.1,35250,-5400,Y,15825,Y,534.9,508.3,542.1,499.25,346.86
07-04-2025 12:40,27.4,96225,154,121950,137700,25.3,28.4,-15750,-1386.55,36525,10500,N,7725,N,22085.46,21921.6,21949,21964,21908.6,07-04-2025 12:40,6.85,632925,180,93450,105000,6.6,6.65,-11550,-128.6,36900,9300,N,11100,N,164.9,171.75,175.7,163.4,205.23,07-04-2025 12:40,-24.5,133725,154,55875,54225,-23.7,-23.4,1650,-444,42900,-9375,Y,3975,N,506.6,482.1,512.9,472.5,347.6
07-04-2025 12:45,36,157275,174,385350,124350,34.75,37.2,261000,-1143.55,34200,6525,N,-25500,Y,22084.27,21949,21985,21997,21947.8,07-04-2025 12:45,5.8,833850,181,113850,115725,5.65,5.85,-1875,-143.1,38025,3000,N,825,Y,171.9,177.7,182.45,171.9,204.73,07-04-2025 12:45,-26.9,153600,172,55125,55875,-26.75,-27.6,-750,-434.25,38475,1875,N,7050,N,482.1,455.2,482.1,444.4,348.27
07-04-2025 12:50,-39.1,67500,152,143475,63450,-39.05,-42.05,80025,-1044.8,32550,-25425,YES,13500,YES,22083.65,21980.4,21941.3,21990.45,21931.7,07-04-2025 12:50,-8.95,662400,180,99450,109725,-9.45,-9.2,-10275,-136.8,39750,13950,N,13275,N,177.7,168.75,180.35,166.2,204.24,07-04-2025 12:50,32.5,143175,162,43725,49500,33.85,34.5,-5775,-460.85,37350,-4800,Y,-4350,YES,455.2,487.7,492.75,453.4,348.98
07-04-2025 12:55,-23.8,57450,147,93975,81525,-25,-25.2,12450,-1024.25,37275,21000,Y,10500,N,22083.02,21941.3,21917.5,21945.6,21915,07-04-2025 12:55,-7.05,463200,179,127950,121875,-7.55,-7.4,6075,-135.55,37575,-11025,YES,21525,N,167.95,160.9,171.8,159.55,203.85,07-04-2025 12:55,16.1,104925,150,41475,38100,18.4,18.4,3375,-429.25,33900,6075,N,1275,N,489.55,505.65,507.55,484.5,349.58
07-04-2025 13:00,-26.35,111600,159,99375,138825,-23.65,-21.15,-39450,-1164.75,42000,750,YES,10125,N,22081.7,21918.15,21891.8,21931.65,21890,07-04-2025 13:00,-2.3,477450,180,111150,112350,-1.55,-1.6,-1200,-132.3,36450,-9450,N,-4500,Y,159.85,157.55,166.65,156.2,203.41,07-04-2025 13:00,12.35,104925,140,66600,49725,12.55,12.9,16875,-419.8,39675,-74700,Y,-4200,YES,510.9,523.25,527.65,497.4,350.23
07-04-2025 13:05,38.95,101175,153,100650,126825,34.5,31.85,-26175,-1331.7,43050,17475,N,-14850,Y,22080.46,21890.9,21929.85,21929.85,21888,07-04-2025 13:05,8.9,485550,180,115425,140850,8.5,8.45,-25425,-137.25,39300,32250,Y,-15825,Y,157.55,166.45,166.45,155.6,202.97,07-04-2025 13:05,-26.7,118200,139,53100,43950,-28.85,-28.8,9150,-449.75,35475,-6525,YES,8925,N,521.7,495,526.95,492.5,350.97
07-04-2025 13:10,-15,54675,129,82950,114075,-18.85,-16.85,-31125,-1344.4,33375,32775,N,25200,YES,22079.73,21928.95,21913.95,21938.35,21895.05,07-04-2025 13:10,-4.35,397275,182,113325,138675,-3.8,-3.9,-25350,-141.65,41175,-10950,YES,30300,YES,166.95,162.6,168,156,202.63,07-04-2025 13:10,13.9,94425,143,45975,45300,13.95,14.25,675,-421.65,31575,7950,N,7275,N,493,506.9,520.3,488.8,351.53
07-04-2025 13:15,-28.8,104175,152,138600,85425,-28.45,-26.55,53175,-1177.6,32250,-9750,YES,17325,N,22078.41,21913.95,21885.15,21914.15,21876.5,07-04-2025 13:15,-11.4,497775,178,92400,112500,-11.15,-11.2,-20100,-133.2,38475,-40425,YES,15075,N,162.55,151.15,162.75,148.45,202.13,07-04-2025 13:15,18.05,84525,155,43050,41700,16.85,17.75,1350,-436.15,27900,1275,Y,1650,YES,506.05,524.1,529.25,506.05,352.06
07-04-2025 13:20,46.1,109500,168,140700,115125,46.45,48.5,25575,-1149.5,37125,15450,Y,29400,N,22077.08,21885.5,21931.6,21943.05,21873.85,07-04-2025 13:20,8.7,663675,181,129150,118875,9,9,10275,-126.95,37425,12300,Y,-22050,Y,150.9,159.6,161.6,146.1,201.46,07-04-2025 13:20,-36.2,120825,146,45450,43500,-38.7,-38.2,1950,-473.05,33750,-9075,Y,-1950,YES,525,488.8,530.05,480.05,352.76
07-04-2025 13:25,26.05,111000,170,113625,80325,21,21.55,33300,-1289.55,36525,-18825,YES,-6750,Y,22076.16,21931.6,21957.65,21977.95,21922.9,07-04-2025 13:25,4.15,946275,180,102075,104400,3.85,3.85,-2325,-135.95,39750,-33225,YES,-21150,N,158.85,163,170.15,155.65,200.75,07-04-2025 13:25,-22.8,147525,165,60525,54300,-20.3,-20.3,6225,-450.55,34650,-3000,N,2025,N,488.8,466,493,452.25,353.41
07-04-2025 13:30,56.4,149175,171,121575,100800,51.5,53.65,20775,-1374.95,40725,51450,Y,-11025,Y,22075.29,21953.5,22009.9,22022.1,21935.7,07-04-2025 13:30,14.05,1281975,180,90450,113250,13.7,13.75,-22800,-147.55,35700,525,Y,-50700,Y,162.05,176.1,182.95,157.55,200.06,07-04-2025 13:30,-38.85,171450,176,53175,50025,-39.8,-40.45,3150,-433.6,35550,29400,YES,10500,N,465.95,427.1,479,419.65,353.98
