last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
07-04-2025 13:35,2.5,123750,166,140175,83775,3.5,2.5,56400,-1296.6,35850,1425,YES,10425,YES,22074.81,22007,22009.5,22032.8,22000,07-04-2025 13:35,-1.25,1225875,181,151950,133650,-0.9,-0.9,18300,-143.6,41775,10800,N,40050,YES,176.15,174.9,184.85,172.8,199.56,07-04-2025 13:35,3.35,188025,169,43050,49425,1.7,1.65,-6375,-407.85,33225,-525,Y,28125,N,424.65,428,432.25,407.1,354.44
07-04-2025 13:40,41.05,152700,171,89550,121650,39.45,41.05,-32100,-1136.4,35475,-450,YES,-9600,Y,22074.41,22009.5,22050.55,22063.7,21992.1,07-04-2025 13:40,7.4,1578225,180,133350,114675,7.85,7.85,18675,-161,43125,6450,N,-35100,Y,174.1,181.5,189.3,166.3,198.96,07-04-2025 13:40,-28.85,208950,168,44700,44850,-28.95,-29.2,-150,-366.7,32025,-9675,Y,-3825,YES,427.6,398.75,434.8,391.05,354.85
07-04-2025 13:45,2.8,265950,180,95025,147900,3.1,0.25,-52875,-1271,35625,99900,Y,-23175,Y,22074.5,22048.2,22051,22119.95,22039,07-04-2025 13:45,0.45,2083200,180,115500,120975,0.8,1,-5475,-162.15,38475,-17325,YES,-39000,Y,181.3,181.75,207.15,178.4,198.73,07-04-2025 13:45,-1.3,401775,179,65100,72450,-1.8,-1.5,-7350,-318.15,37200,3225,N,5925,N,399.15,397.85,401.9,352.2,355.23
07-04-2025 13:50,9.15,85275,169,79875,216000,12.6,7.95,-136125,-1064.3,38025,7950,N,27825,YES,22074.38,22051,22060.15,22070,22040,07-04-2025 13:50,8.1,788550,180,122400,128850,8.25,8.3,-6450,-163.75,37050,35025,Y,21750,YES,181.75,189.85,193.1,179.55,198.55,07-04-2025 13:50,-4.1,184425,172,54675,68100,-2.85,-3.05,-13425,-299.55,34575,11175,N,5625,N,397.25,393.15,405.75,386.3,355.5
07-04-2025 13:55,-20.4,111750,161,127500,75525,-24.65,-21.8,51975,-787,39150,-6000,YES,6525,N,22074.15,22060.15,22039.75,22060.95,22023,07-04-2025 13:55,-6.4,786225,180,104850,136050,-5.95,-5.9,-31200,-149.05,37500,-8325,YES,2400,Y,189.65,183.25,190.5,173.35,198.33,07-04-2025 13:55,18.05,135525,160,49650,49425,16.65,16.9,225,-332.5,34500,-8025,Y,-7275,YES,392.85,410.9,416,392.85,355.74
07-04-2025 14:00,27.15,105750,160,116475,101850,27.05,23.85,14625,-1041.25,37125,-7950,YES,4950,N,22073.86,22035.35,22062.5,22065,22012.05,07-04-2025 14:00,9.2,823575,180,134625,146700,10.55,10.65,-12075,-150.3,38400,5775,N,-23850,Y,182.65,191.85,193.45,173.35,198.1,07-04-2025 14:00,-17.6,115875,164,48225,55500,-16.95,-17.15,-7275,-352.7,33900,-3000,N,1275,N,409.95,392.35,424.8,388.85,355.97
07-04-2025 14:05,12.4,112650,162,85125,125325,14.35,16.25,-40200,-823,38325,9900,N,-64350,Y,22073.87,22062.6,22075,22095.5,22060,07-04-2025 14:05,2.05,1096500,180,120300,124800,-0.25,-0.3,-4500,-155.95,36525,-23325,YES,-4950,N,190.2,192.25,202.75,186.6,198.04,07-04-2025 14:05,-14.65,226875,165,61350,52575,-15.85,-16.1,8775,-328.8,35925,3900,N,12000,N,392.35,377.7,392.35,363.85,356.16
07-04-2025 14:10,-25,121800,161,93525,91650,-24.25,-25,1875,-848.15,37275,20700,N,-99675,Y,22073.71,22075,22050,22079.25,22030.05,07-04-2025 14:10,-8.05,1007625,180,124125,145800,-8.75,-8.8,-21675,-149.75,39225,5775,Y,16050,YES,192.85,184.8,193.7,174.8,197.79,07-04-2025 14:10,16.85,203100,176,63375,61050,17.4,17.4,2325,-324.5,33750,-4200,Y,1875,YES,377.4,394.25,405.55,376.45,356.42
07-04-2025 14:15,15.8,83475,151,73950,102225,14.1,15.35,-28275,-825.9,31875,-95100,YES,20175,YES,22073.56,22049.2,22065,22072,22025,07-04-2025 14:15,8.8,743775,180,133500,116700,9.1,9.1,16800,-153.95,39525,28125,Y,-12150,Y,184.35,193.15,195.25,177.1,197.64,07-04-2025 14:15,-0.7,234600,173,63225,71925,-0.9,-0.75,-8700,-314.5,41475,-1875,N,-600,YES,393.1,392.4,416,384.8,356.77
07-04-2025 14:20,11,113250,158,99975,92175,6.55,7,7800,-780.7,31200,6075,Y,-96075,Y,22073.57,22065,22076,22099.05,22043.95,07-04-2025 14:20,-1.3,1022775,180,128250,117075,0.95,1,11175,-161.25,36975,-11475,YES,-5475,N,191.65,190.35,205,184.15,197.59,07-04-2025 14:20,-2.5,176100,167,53850,56325,-5.6,-5.15,-2475,-327.7,36900,-7050,Y,-2250,YES,391.25,388.75,403.6,371.4,356.96
07-04-2025 14:25,-3.65,82950,162,92100,139800,-1.7,-3.1,-47700,-875.95,27825,-42375,YES,-11850,YES,22073.56,22076,22072.35,22086.95,22060.05,07-04-2025 14:25,2.65,576150,180,136350,123600,3.15,3.25,12750,-157.6,41550,11100,Y,4725,N,190.9,193.55,199.15,186.45,197.54,07-04-2025 14:25,-0.55,107175,154,45675,50325,-0.8,-0.65,-4650,-306.2,32100,2475,N,7350,N,388.05,387.5,392.75,376.55,357.06
07-04-2025 14:30,37.1,289950,175,198675,112875,39.15,36.1,85800,-1182.2,43050,-37950,N,23850,YES,22074.22,22074.3,22111.4,22147,22056.8,07-04-2025 14:30,15,1715250,180,112050,113700,14.15,13.95,-1650,-168.65,38100,-16800,YES,-62475,Y,194.15,209.15,227.7,187.3,197.87,07-04-2025 14:30,-21.4,327375,172,52500,48150,-20.55,-21.1,4350,-302.65,34425,-12825,Y,-4050,YES,387.7,366.3,396.4,341.85,357.15
07-04-2025 14:35,-30.1,138975,167,119700,287850,-31.1,-32.05,-168150,-1082.75,37575,-8925,Y,59325,YES,22074.34,22110,22079.9,22117.3,22069.9,07-04-2025 14:35,-10.7,1021800,180,140550,121200,-10.45,-10.4,19350,-164.55,39900,-10800,N,34425,YES,210.1,199.4,212.5,189.15,197.9,07-04-2025 14:35,20.5,245100,179,52050,61050,19.85,19.8,-9000,-305.55,31950,9900,YES,-525,N,366.3,386.8,391.65,360.2,357.34
07-04-2025 14:40,0.4,88050,154,72900,207075,-10.15,-7.8,-134175,-965,34200,16725,Y,-57825,Y,22074.36,22079.9,22080.3,22089.8,22064,07-04-2025 14:40,-2.1,551700,180,126975,130425,-1.25,-1.2,-3450,-168.2,38250,-1725,N,15000,N,199.25,197.15,204.7,192.25,197.9,07-04-2025 14:40,4.2,142800,163,57600,60900,6.95,7.05,-3300,-310,33750,15975,N,-7500,YES,386.8,391,399.65,383.3,357.5
07-04-2025 14:45,-7.55,69525,156,88875,82950,-7.7,-8.1,5925,-1247,30450,-27750,YES,120225,YES,22074.36,22075.55,22068,22085.7,22065,07-04-2025 14:45,4.7,573900,176,125175,118350,4.2,4,6825,-158.35,37800,-6375,YES,-8550,Y,198.25,202.95,207.5,197.3,197.94,07-04-2025 14:45,13.95,148425,166,50400,63150,13,13.3,-12750,-291.85,33450,4650,N,-975,N,390,403.95,408.55,389.75,357.71
07-04-2025 14:50,22.25,140175,173,149475,148425,21.95,16.2,1050,-1176.85,34575,7950,Y,40275,N,22074.46,22068,22090.25,22098,22068,07-04-2025 14:50,11.55,724500,180,140175,113550,11.55,11.55,26625,-169.1,39525,8550,N,-21075,Y,201.6,213.15,218.35,201.6,198.08,07-04-2025 14:50,-6.4,139725,166,63675,58875,-6.7,-6.75,4800,-296.3,34425,-2625,Y,5175,N,405.65,399.25,407.8,387.65,357.9
07-04-2025 14:55,24.75,213750,171,206775,149175,22.45,24,57600,-1094.5,39600,12075,N,-44625,Y,22074.9,22090.25,22115,22143.25,22085.2,07-04-2025 14:55,19.1,1460325,180,124725,110925,18.95,18.95,13800,-169.25,40500,1350,YES,-53850,Y,214.1,233.2,252,213.75,198.77,07-04-2025 14:55,-8.05,269400,168,50250,65025,-8.35,-8.5,-14775,-276,39600,-2475,N,7275,N,396.35,388.3,401.75,370.95,358.18
07-04-2025 15:00,75.35,310800,178,169725,159450,79.65,76.8,10275,-1163.6,36150,-20925,YES,12300,YES,22076.53,22117.5,22192.85,22210,22105.1,07-04-2025 15:00,29.85,2099475,180,103650,100950,28.55,28.5,2700,-195.1,41100,-17625,YES,-28275,YES,232.8,262.65,274.35,229.2,200.37,07-04-2025 15:00,-54.5,561675,177,54525,59250,-55.9,-56,-4725,-270.25,38025,-24900,Y,-1050,YES,389.15,334.65,393.4,322.7,358.04
07-04-2025 15:05,87.55,408075,178,94875,100725,87.4,82.4,-5850,-1113.5,35250,29250,Y,-119700,Y,22080.28,22190.55,22278.1,22293.2,22181,07-04-2025 15:05,50.7,2856975,180,86475,101550,52.85,53,-15075,-216.1,36150,10050,Y,-36525,Y,263.05,313.75,325.65,255.4,203.66,07-04-2025 15:05,-26.1,1214775,180,112200,137550,-27.6,-27.55,-25350,-274.95,48600,-6900,N,12450,N,334.65,308.55,342.75,301.55,356.81
07-04-2025 15:10,14.2,616275,181,180750,299475,11.55,9.45,-118725,-1134.45,42825,308175,Y,-279450,Y,22087.03,22270.75,22284.95,22315.05,22235,07-04-2025 15:10,5.95,3146625,180,93150,110775,4.75,4.8,-17625,-240.1,42900,16200,N,46875,YES,310.85,316.8,343.8,287,208.28,07-04-2025 15:10,-14.05,2092500,180,141450,131175,-14.45,-14.4,10275,-245.3,44700,568800,YES,43500,Y,311.05,297,322,288.6,353.74
07-04-2025 15:15,-21.7,241200,180,161550,146700,-19.05,-18.85,14850,-942.45,39825,75,YES,1275,YES,22089.11,22286,22264.3,22286,22226.65,07-04-2025 15:15,-11.05,1864950,180,128025,115800,-13.15,-13.05,12225,-224.2,44775,-52275,YES,17700,N,317,305.95,318.75,280.8,210.38,07-04-2025 15:15,12.5,1417275,180,117450,153000,12.3,12.3,-35550,-248.25,49425,35700,N,-12675,YES,295.85,308.35,324.8,295.1,352.2
07-04-2025 15:20,75,292800,176,197775,101025,68.8,70.3,96750,-682.7,41250,48450,Y,-45525,Y,22092.1,22264.95,22339.95,22339.95,22249.8,07-04-2025 15:20,22.4,1485150,180,97275,102825,21.6,21.75,-5550,-229.35,41700,15450,Y,-51900,Y,303.4,325.8,326,293.95,212.17,07-04-2025 15:20,-54.2,1325925,180,100575,129900,-52.35,-52.25,-29325,-238.7,44400,-48225,Y,13950,Y,310.9,256.7,318.4,255.65,350.2
07-04-2025 15:25,-17.85,382200,181,210375,113850,-11,-14.7,96525,-996.8,49050,-72375,YES,-55800,Y,22096.62,22337.85,22320,22346.55,22307.65,07-04-2025 15:25,-4.7,1624500,181,146025,157500,-4.15,6.7,-11475,-348.85,51150,-94125,YES,-51975,Y,327.15,322.45,338.15,318.3,214.48,07-04-2025 15:25,3.25,1656900,181,128850,104550,3.85,13.25,24300,-330.15,50025,-303975,Y,-50550,YES,256.75,260,280.85,252.55,346.81
