last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close,volume
13-01-2025 10:10,51.5,263450,505,215950,169625,38.5,39,46325,-3132.5,51475,18675,N,130775,N,23290.88,23287.35,23338.85,23338.85,23266.25,13-01-2025 10:15,13.8,7918725,540,1591800,1444275,10.65,10.7,147525,-184.15,144600,125550,Y,-99225,N,55.35,69.15,70.5,50.65,61.53,13-01-2025 10:15,-30,827400,529,240225,217950,-26.15,-26.4,22275,-791.95,117900,2025,N,35025,N,311,281,332.45,281,318.27,13-01-2025 10:10,23229.65,23274.6,23206.35,23273.2,0
13-01-2025 10:15,5,247150,511,211450,169475,12.05,8.9,41975,-3012,53050,6575,N,8575,N,23294.47,23325,23330,23365,23300.95,13-01-2025 10:20,-1.3,7963500,540,1473075,1437600,-0.85,-0.9,35475,-193.3,139650,15750,N,97500,YES,68.4,67.1,79.55,60.5,62.79,13-01-2025 10:20,-12.5,910200,530,236700,241500,-12.8,-12.95,-4800,-740.3,118500,25650,YES,18975,N,295,282.5,311,262.85,315.09,13-01-2025 10:15,23261,23298.05,23239.2,23266.9,0
13-01-2025 10:20,37.8,231150,508,189775,185475,43.8,40,4300,-3028.85,50125,-4900,YES,13450,N,23295.58,23316.25,23354.05,23365,23306.35,13-01-2025 10:25,11.8,8038500,539,1565850,1658175,12.15,12.25,-92325,-200.6,140775,65325,Y,-27300,Y,62.2,74,79.55,61.7,63.24,13-01-2025 10:25,-34.95,975975,536,248625,263250,-34.9,-35.1,-14625,-734.4,122925,22650,N,24375,N,301.35,266.4,303.75,262.85,313.75,13-01-2025 10:20,23249.85,23298.05,23249.85,23288.15,0
13-01-2025 10:25,39.85,256550,513,170800,240225,39.95,44,-69425,-2698.7,49950,9550,N,4575,N,23298.92,23344.75,23384.6,23390,23322.65,13-01-2025 10:30,15.1,9995025,540,1644225,1731000,15.75,15.85,-86775,-209.95,146250,19800,N,-61875,Y,69.9,85,87.9,63.8,64.48,13-01-2025 10:30,-31.95,1300725,537,288300,263700,-33,-32.85,24600,-704.65,125775,13950,N,39225,N,277.6,245.65,290,242.4,310.09,13-01-2025 10:25,23278.7,23323.45,23258.5,23319.35,0
13-01-2025 10:30,73.9,300200,518,152000,262375,74.75,70.1,-110375,-2771.9,54425,22150,N,-24050,Y,23304.85,23330,23403.9,23406.9,23325,13-01-2025 10:35,25.2,9958050,540,1607550,1775325,24.95,24.95,-167775,-220.95,145425,156225,Y,-31950,YES,66.4,91.6,93.75,64.75,66.54,13-01-2025 10:35,-49.3,1270575,535,287400,233325,-49.7,-49.7,54075,-663.75,126900,-23100,Y,46275,N,284.2,234.9,290,231.65,306.18,13-01-2025 10:30,23266.5,23336.75,23260.95,23334.1,0
13-01-2025 10:35,27.7,340150,533,187300,298125,27.05,27.6,-110825,-2543.65,57950,44450,Y,-13000,N,23308.04,23351.35,23379.05,23408.3,23351,13-01-2025 10:40,8.3,10859625,540,1659075,1574925,8.5,8.5,84150,-229.35,144825,15000,N,48450,YES,72.9,81.2,93.75,71.3,67.85,13-01-2025 10:40,-20.9,1453125,537,291000,281700,-20,-20,9300,-604.35,124950,-4500,N,45375,N,269.05,248.15,270.45,228.8,302.83,13-01-2025 10:35,23287.3,23340.95,23284.6,23310.65,0
13-01-2025 10:40,-7.75,337200,534,207475,272650,-11.95,-6.75,-65175,-3086.15,60700,7700,N,-23300,Y,23310.13,23386.55,23378.8,23408.3,23334,13-01-2025 10:45,-3.5,10944300,540,1510350,1433700,-2.95,-3.05,76650,-231.05,141150,-65700,YES,136725,YES,84.95,81.45,93.75,68.25,68.48,13-01-2025 10:45,2.45,1439100,535,275175,311250,1.15,1.15,-36075,-596.75,120450,39975,YES,20850,N,246.3,248.75,280,228.8,300.49,13-01-2025 10:40,23318.35,23340.95,23277.05,23306.3,0
13-01-2025 10:45,-27.9,278950,521,278175,369900,-27.9,-24.95,-91725,-2815.25,57150,-8400,YES,-8025,N,23313.07,23403.9,23376,23408.3,23334,13-01-2025 10:50,-12.5,9705825,540,1533075,1383525,-10.95,-10.85,149550,-233.6,142875,-98625,YES,153225,N,92.3,79.8,93.2,68.25,69.38,13-01-2025 10:50,16.8,1320150,536,262725,324150,13.55,13.2,-61425,-596.85,115950,52650,N,14025,N,232.9,249.7,280,228.8,298.22,13-01-2025 10:45,23333.5,23340.95,23277.05,23315,0
13-01-2025 10:50,3.95,243175,494,245550,414875,5.15,4.65,-169325,-3087.5,52925,43575,Y,-44300,Y,23314.42,23379.05,23383,23404,23334,13-01-2025 10:55,1.05,8910000,540,1369050,1396200,1.95,2,-27150,-232.8,139575,31275,Y,74775,N,81.35,82.4,91.3,68.25,69.84,13-01-2025 10:55,-3.65,1226175,533,240375,277425,-5,-5.15,-37050,-619.95,120675,17175,N,10200,N,246.4,242.75,280,230.2,296.48,13-01-2025 10:50,23310.65,23331.75,23277.05,23321.75,0
13-01-2025 10:55,-25,190675,475,229150,403275,-20.6,-19.8,-174125,-2517.2,51325,62600,N,-37000,N,23315.3,23378.65,23353.65,23404,23351,13-01-2025 11:00,-8.1,7183500,539,1446675,1372500,-8.55,-8.4,74175,-234.7,138150,52425,Y,177525,YES,80.75,72.65,91.3,71.55,70.06,13-01-2025 11:00,15.7,1058250,537,223875,291825,12.4,12.35,-67950,-629.15,123450,14850,N,18600,N,249.05,264.75,265.6,230.2,295.09,13-01-2025 10:55,23304.85,23331.75,23293.1,23295.65,0
