last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
19-12-2024 14:00,10.5,7.45,9.95,118550,-595.85,23000,-750,YES,33525,N,0.53,24007.5,24018,19-12-2024 14:00,-0.1,-0.05,-0.05,-849650,-20,99600,-268200,YES,-78525,Y,4.1,4,6.9,3.9,-0.3,19-12-2024 14:00,-5.05,-5.05,-5.15,-28100,-108.8,36050,-11400,Y,950,N,145.3,140.25,146.25,131.4,-0.69,19-12-2024 14:00,23955.8,23976.2,23954.75,23963.8
19-12-2024 14:05,-3,0,0.35,-19775,-618.6,6900,1475,N,725,Y,0.08,24018,24015,19-12-2024 14:05,0.35,0.35,0.35,689475,-15.8,78900,-218425,Y,-36350,YES,4,4.35,4.6,3.5,-0.13,19-12-2024 14:05,1.35,1.35,1.4,-21550,-87.8,26950,21775,YES,-5075,YES,140.15,141.5,142.35,139.45,-0.13,19-12-2024 14:05,23965,23966.9,23954.9,23962.15
19-12-2024 14:10,0.65,-2.25,-2.8,-29575,-946.25,10800,-3175,YES,-3725,Y,0.07,24013.25,24013.9,19-12-2024 14:10,-1.3,-1.25,-1.25,651150,-19.35,106250,-88250,Y,185525,YES,4.3,3,4.5,3,-0.15,19-12-2024 14:10,3.2,2.8,2.85,30600,-105.7,33175,-28100,Y,-2600,N,141.3,144.5,146.85,140.5,-0.17,19-12-2024 14:10,23961.85,23965.65,23952.45,23963.15
19-12-2024 14:15,2.15,5,4.8,50675,-585.7,9800,1200,N,400,N,0.09,24013.9,24016.05,19-12-2024 14:15,0.25,0.3,0.3,1383475,-19.35,84800,31625,Y,-89550,Y,3,3.25,3.9,2.9,-0.18,19-12-2024 14:15,-1.25,-1.35,-1.3,20050,-109.75,33325,325,YES,-2700,YES,144.15,142.9,145.25,141.25,-0.12,19-12-2024 14:15,23963.7,23966.7,23955.8,23962.35
19-12-2024 14:20,-9.95,-9.9,-11.6,34000,-676.25,11400,-5500,YES,5275,N,0.11,24016.05,24006.1,19-12-2024 14:20,-1.45,-1.4,-1.4,1445825,-19.4,103225,-395525,YES,5250,YES,3.25,1.8,3.45,1.75,-0.19,19-12-2024 14:20,4.9,4.85,4.85,-16825,-115.6,41175,575,N,17275,N,142.9,147.8,148.25,138.75,-0.24,19-12-2024 14:20,23962.75,23967.15,23939.5,23941.7
19-12-2024 14:25,0.3,0.3,3.95,52425,-605.4,13200,6800,N,-800,Y,0.11,24006.1,24006.4,19-12-2024 14:25,0.15,0.15,0.15,1623150,-18.9,98700,-44500,Y,-103750,Y,1.85,2,2.05,1.7,-0.15,19-12-2024 14:25,-0.95,-0.85,-0.7,-39325,-131.55,30300,-30225,Y,-17625,YES,148.2,147.25,150,145.65,-0.14,19-12-2024 14:25,23941.9,23951.9,23938.8,23948.3
19-12-2024 14:30,-0.25,3.45,1.75,4125,-654.75,7350,-1450,YES,1225,N,0.1,24010.7,24010.45,19-12-2024 14:30,-0.2,-0.15,-0.15,2355950,-12.4,60225,-520800,YES,39400,YES,2.05,1.85,2.65,1.75,-0.14,19-12-2024 14:30,-0.7,-0.75,-0.7,-19525,-72.5,17025,3775,YES,-3925,N,147.25,146.55,148.2,143.75,-0.09,19-12-2024 14:30,23950.05,23959.9,23943.2,23950.35
19-12-2024 14:35,0,0,0,0,0,0,0,N,0,Y,0,0,0,19-12-2024 14:35,0.15,0.1,0.1,523775,-19.35,88975,-137050,Y,-113625,Y,1.85,2,2.35,1.8,-0.12,19-12-2024 14:35,0,0,0,0,0,0,0,Y,0,N,0,0,,,0,19-12-2024 14:35,23950.55,23959.35,23946.9,23950.75
19-12-2024 14:40,0,0,0,0,0,0,0,N,0,N,0,0,0,19-12-2024 14:40,-0.45,-0.45,-0.45,232700,-7.45,38425,-92475,Y,326650,YES,2.1,1.65,2.15,1.6,-0.06,19-12-2024 14:40,0,0,0,0,0,0,0,N,0,N,0,0,,,0,19-12-2024 14:40,23950.2,23953.4,23943.35,23951.15
19-12-2024 14:45,0,0,0,0,0,0,0,N,0,N,0,0,0,19-12-2024 14:45,0,0,0,0,0,0,0,Y,0,Y,0,0,,,0,19-12-2024 14:45,0,0,0,0,0,0,0,N,0,N,0,0,,,0,19-12-2024 14:45,23951.9,23961.9,23948.7,23954.55
19-12-2024 14:50,-1.75,-2,-1.9,158425,-111.8,8375,-8650,YES,-925,Y,0.07,24009,24007.25,19-12-2024 14:50,-0.1,-0.05,-0.05,6087500,-7.35,32475,-130025,YES,-21900,Y,0.75,0.65,0.9,0.65,-0.13,19-12-2024 14:50,-1.35,-0.6,-0.5,14775,-41.6,13450,-283775,Y,-400,YES,149.45,148.1,149.7,147.35,-0.03,19-12-2024 14:50,23955.1,23956.45,23941.15,23947.4
19-12-2024 14:55,-5,-5.4,-5.05,356700,-387.25,15925,-27275,YES,-1700,Y,0.23,24010,24005,19-12-2024 14:55,0.5,0.5,0.5,9290975,-17.5,82700,-166550,YES,-1003700,Y,0.7,1.2,1.2,0.6,-0.19,19-12-2024 14:55,2.15,2.15,2.1,-223375,-95,25775,-823800,Y,-40250,YES,148.3,150.45,151.9,147.75,-0.1,19-12-2024 14:55,23947,23950.2,23941.8,23944.65
19-12-2024 15:00,13.05,14.5,13.6,60325,-404.5,14900,250,Y,-9625,Y,0.39,24006.4,24019.45,19-12-2024 15:00,-0.7,-0.65,-0.65,23668250,-16.75,87500,-2612775,YES,809100,YES,1.2,0.5,1.4,0.5,-0.23,19-12-2024 15:00,-5.9,-5.85,-5.8,-136275,-90.45,31250,-366725,YES,6950,Y,150.85,144.95,151,143.45,-0.17,19-12-2024 15:00,23944.35,23962.2,23943.25,23958
19-12-2024 15:05,3.05,3.1,1.95,43750,-317.25,16075,-8600,YES,-1775,N,0.73,24019.9,24022.95,19-12-2024 15:05,-0.1,-0.1,-0.1,43140575,-18.55,83350,-1587750,Y,324650,N,0.5,0.4,0.65,0.4,-0.22,19-12-2024 15:05,1.5,1.7,1.5,-28800,-99.85,29450,-985750,Y,-13400,YES,144.9,146.4,147,142.2,-0.12,19-12-2024 15:05,23958,23963.8,23951.45,23953.6
19-12-2024 15:10,-2.9,-3.85,-4.45,70550,-195.45,16600,-6025,N,-8650,Y,1.24,24022.3,24019.4,19-12-2024 15:10,-0.15,-0.15,-0.15,154332575,-17.25,83325,-9675925,YES,-94700,Y,0.4,0.25,0.45,0.25,-0.15,19-12-2024 15:10,3.1,2.9,3.1,-88100,-87.95,23575,-803375,YES,-21725,YES,146.25,149.35,149.5,146.2,-0.08,19-12-2024 15:10,23953.95,23957.15,23943.45,23945.55
19-12-2024 15:15,-14,-15.5,-15.2,921175,-188.5,18550,-13300,YES,-1175,N,0.69,24019,24005,19-12-2024 15:15,-0.2,-0.15,-0.15,258540025,-17.05,59825,-8922150,Y,1688575,YES,0.3,0.1,0.3,0.1,-0.12,19-12-2024 15:15,1.9,2,1.95,-115700,-81.35,35300,-1605300,Y,8175,Y,149.35,151.25,151.25,148.85,-0.12,19-12-2024 15:15,23946.65,23949.4,23934.35,23934.65
19-12-2024 15:20,14.5,14.05,15,3625,-672.05,15675,13825,Y,-5950,Y,0.3,24004.6,24019.1,19-12-2024 15:20,-0.05,-0.05,-0.05,948156025,-18.1,87675,-6730700,Y,-422000,Y,0.15,0.1,0.15,0.05,-0.08,19-12-2024 15:20,-2.45,-2.45,-2.45,-396825,-67.95,35800,-1295725,YES,-34775,YES,151.25,148.8,151.4,148.5,-0.1,19-12-2024 15:20,23934.65,23960,23934.35,23958.05
19-12-2024 15:25,2.5,-1.85,2.6,37125,-426.2,15600,-43125,YES,-36275,Y,0.53,24019,24021.5,19-12-2024 15:25,-0.05,0,0,546243975,-15.75,83575,-3300800,Y,-2789250,Y,0.1,0.05,0.1,0.05,-0.07,19-12-2024 15:25,-0.9,-0.8,-0.5,-61500,-84.9,23225,-6113025,Y,-73875,YES,148.7,147.8,149.15,147.8,-0.05,19-12-2024 15:25,23957.35,23964.85,23953.15,23961.95
