last_traded_time,ltp,tot_buy_qty,tot_sell_qty,bid_val,ask_val,bid_price,ask_price,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,bid_val,ask_val,bid_price,ask_price,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,bid_val,ask_val,bid_price,ask_price
28-03-2025 09:19,23758.9,294075,187350,450,375,23758.56364,23760.1,28-03-2025 09:19,96.85,1702275,344250,1800,1050,97.05,97.25454545,28-03-2025 09:19,243.7,660075,70500,450,375,243.25,243.75
28-03-2025 09:19,23755.2,293775,191775,375,750,23753.58182,23755.92273,28-03-2025 09:19,95.65,1694775,354900,825,1125,95.48846154,95.68076923,28-03-2025 09:19,248.2,662100,70800,675,525,246.8,247.3269231
28-03-2025 09:19,23756.8,297225,191775,1725,675,23753.97222,23756.04444,28-03-2025 09:19,96.05,1688925,360225,675,1875,95.51666667,95.68333333,28-03-2025 09:19,245.55,684900,71700,18525,375,247.2269231,247.6846154
28-03-2025 09:19,23755.15,297750,190575,1275,825,23754.65,23756.38333,28-03-2025 09:19,96.6,1690350,363825,1800,1350,95.30333333,95.5,28-03-2025 09:19,244.15,661425,72450,825,600,245.4214286,245.8928571
28-03-2025 09:19,23761.85,302850,190050,375,975,23759.23333,23761.18333,28-03-2025 09:19,96.4,1702500,359400,1125,1125,96.69642857,96.89642857,28-03-2025 09:19,243.2,660450,83475,450,525,242.5642857,243.0357143
28-03-2025 09:20,23759.95,304875,191550,225,675,23756.90909,23759.97273,28-03-2025 09:20,96.35,549525,359325,975,900,95.81875,95.990625,28-03-2025 09:20,241.5,205800,81000,450,450,243.5416667,244.0583333
28-03-2025 09:20,23760,304950,194475,825,675,23756.19091,23758.41818,28-03-2025 09:20,97.1,552000,365400,750,1500,95.56428571,95.71785714,28-03-2025 09:20,242.8,217500,80850,600,900,244.6769231,245.1923077
28-03-2025 09:20,23760.4,307500,195300,750,1200,23760.03333,23762.15,28-03-2025 09:20,96.05,558300,361800,1200,1125,97.00833333,97.18333333,28-03-2025 09:20,240.9,207150,84075,6150,1875,239.7384615,240.2
28-03-2025 09:20,23760,307275,197325,1050,525,23757.44167,23760.04167,28-03-2025 09:20,95.45,556050,366150,450,2250,95.37307692,95.55384615,28-03-2025 09:20,241.65,212775,82050,600,525,240.9692308,241.5
28-03-2025 09:20,23757.05,305925,197625,1125,375,23756.75833,23758.21667,28-03-2025 09:20,95.6,550050,374175,9825,975,94.84615385,95,28-03-2025 09:20,241.25,212775,85725,675,450,242.1692308,242.6615385
28-03-2025 09:20,23757,308025,198225,450,825,23758.47778,23759.21667,28-03-2025 09:20,94.15,550950,380025,2775,1350,95.14166667,95.33333333,28-03-2025 09:20,243.8,217050,86925,600,900,241.6884615,242.2153846
28-03-2025 09:21,23755,302325,201150,1200,3225,23754.95909,23755.09545,28-03-2025 09:21,94.7,550650,390450,1500,1275,94.20833333,94.38333333,28-03-2025 09:21,242.65,215550,86925,450,375,243.7916667,244.2583333
28-03-2025 09:21,23759,306375,200625,825,3300,23755.50385,23757.27308,28-03-2025 09:21,95.75,557475,393525,1350,1500,94.91666667,95.125,28-03-2025 09:21,240.3,214950,89100,525,675,240.6818182,241.1863636
28-03-2025 09:21,23759,307200,199800,750,2400,23755.52778,23758.17778,28-03-2025 09:21,96.55,574275,406575,975,3750,95.35833333,95.49166667,28-03-2025 09:21,237.95,217425,93000,1200,600,239.95,240.4136364
28-03-2025 09:21,23757.7,307425,196800,675,1875,23759.8,23762.09167,28-03-2025 09:21,95.4,572025,395025,750,1050,96.8625,97.075,28-03-2025 09:21,239.55,211575,89925,2700,750,237.4583333,237.925
28-03-2025 09:21,23763.9,309300,197925,600,525,23759.45,23761.95455,28-03-2025 09:21,99,582225,394275,2025,1050,97.23076923,97.44615385,28-03-2025 09:21,236.25,210375,90525,675,825,236.3730769,236.8692308
28-03-2025 09:21,23764.35,311475,200625,750,375,23763.04167,23764.925,28-03-2025 09:21,98.2,585000,391050,2400,1050,97.49642857,97.70357143,28-03-2025 09:21,235.45,210525,93450,525,450,236.6583333,237.1333333
28-03-2025 09:22,23758.4,312150,208950,750,1275,23761.20417,23762.1125,28-03-2025 09:22,95.05,592350,400650,1575,900,96.59230769,96.79615385,28-03-2025 09:22,242.3,216300,93600,900,2325,238.2576923,238.7692308
28-03-2025 09:22,23758,310500,206025,750,1275,23757.04091,23758.14545,28-03-2025 09:22,95.55,562725,414150,2250,1425,94.95833333,95.15833333,28-03-2025 09:22,239.85,218025,93825,675,600,241.225,241.6458333
28-03-2025 09:22,23757.65,312075,207450,750,1950,23757.58333,23757.91667,28-03-2025 09:22,96.2,574350,414300,2250,3825,95.6,95.80769231,28-03-2025 09:22,239.4,220350,94350,975,825,239.8333333,240.3111111
28-03-2025 09:22,23757.65,310575,210000,375,975,23756.22778,23757.68333,28-03-2025 09:22,95.6,571650,420900,1275,1125,95.34166667,95.52083333,28-03-2025 09:22,241.3,225000,96525,600,600,240.7791667,241.2916667
28-03-2025 09:22,23755,310275,207825,900,750,23755.44583,23756.65,28-03-2025 09:22,94.15,571275,428850,2550,1575,95.26538462,95.41153846,28-03-2025 09:22,241.3,220800,96450,1200,1425,240.0923077,240.5461538
28-03-2025 09:22,23752,307500,208725,375,900,23752.6,23754.19,28-03-2025 09:22,92.25,559350,432225,6975,1575,93.01428571,93.17857143,28-03-2025 09:22,244.05,221925,94125,525,675,242.9892857,243.425
28-03-2025 09:23,23747,307275,210900,525,525,23749.25769,23750.31538,28-03-2025 09:23,89.65,534450,437700,1500,1350,90.8625,91.0625,28-03-2025 09:23,248.2,225750,94950,375,300,244.9416667,245.4916667
28-03-2025 09:23,23741.15,297750,211950,525,375,23745.375,23746.25,28-03-2025 09:23,87.15,499050,438225,975,1650,89.88461538,90.06153846,28-03-2025 09:23,253.8,228825,93300,750,450,248.509375,248.98125
28-03-2025 09:23,23736.45,291600,213675,900,225,23735.68182,23737.74091,28-03-2025 09:23,87.45,474000,442500,825,1200,86.53461538,86.71153846,28-03-2025 09:23,253.7,229500,76200,750,300,254.325,254.85
28-03-2025 09:23,23738.95,291600,215400,450,450,23735.70909,23737.71364,28-03-2025 09:23,88.9,504000,434250,2400,750,87.90833333,88.0625,28-03-2025 09:23,255.2,226500,81150,450,750,253.2636364,253.7454545
28-03-2025 09:23,23735.4,294375,215325,375,1050,23735.725,23738.15,28-03-2025 09:23,87.8,517200,442650,2400,1500,88.0625,88.27083333,28-03-2025 09:23,255.95,228225,82950,975,750,254.22,254.75
28-03-2025 09:23,23732.95,294375,214800,225,600,23734.33,23735.34,28-03-2025 09:23,86.25,520125,454125,2400,1650,87.49230769,87.70769231,28-03-2025 09:23,258.9,228000,81075,600,600,255.3363636,255.8818182
28-03-2025 09:24,23725.1,292275,227400,300,525,23728.01923,23730.05,28-03-2025 09:24,84,488925,454950,975,1125,84.78,84.93,28-03-2025 09:24,262.7,233400,74100,450,675,259.4807692,260.0230769
28-03-2025 09:24,23725.05,293400,226650,3900,675,23725.04583,23725.77917,28-03-2025 09:24,84.5,485400,460050,2100,2250,84.36666667,84.57333333,28-03-2025 09:24,261.3,309300,74100,450,1125,261.775,262.2892857
28-03-2025 09:24,23719.45,290325,221250,2775,225,23724.13333,23725.21,28-03-2025 09:24,84,484950,455400,900,2025,84.88928571,85.05714286,28-03-2025 09:24,264.6,303525,74175,30975,450,261,261.4928571
28-03-2025 09:24,23715.05,283800,226650,1350,1500,23717.175,23719.28,28-03-2025 09:24,81.75,481875,452175,1875,1200,82.71666667,82.89,28-03-2025 09:24,268.7,266250,70725,300,300,266.2892857,266.8357143
28-03-2025 09:24,23718,289125,231375,1425,5100,23715.96,23718.03,28-03-2025 09:24,81.85,466125,447375,975,1425,82.31818182,82.48636364,28-03-2025 09:24,267.55,266250,70050,450,750,267.0545455,267.6181818
28-03-2025 09:24,23715,289725,238725,1125,6900,23713.8125,23715.83333,28-03-2025 09:24,79.85,473700,445650,8775,1575,81.25416667,81.42916667,28-03-2025 09:24,270.6,265875,72750,375,375,268.5576923,269.1269231
