last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
26-03-2025 09:15,23715,139350,0,-150,35625,34650,N,34800,N,-2.77,23693.65,23715,105.5,11094600,150,-150,37875,1201200,N,310500,N,-6.17,90.45,11320500,0,675,38925,981525,N,492150,N,-3.34,51688.4,32310,-30,-30,12090,30540,N,7500,N,27.9
26-03-2025 09:20,23735.6,133875,-600,450,35400,12450,N,32100,N,11.67,23715,23735.6,118.75,14675700,675,75,42675,-3893700,YES,280200,N,9.26,85.35,10446450,750,-1875,42600,-2903925,Y,269775,N,-5.52,51754.8,25290,-150,330,11430,4260,N,22200,N,30.09
26-03-2025 09:25,23708,95700,-300,-150,32175,975,YES,-29175,Y,1.44,23735.6,23708,104.5,11323275,975,300,43350,-290100,Y,243900,N,1.05,99.4,11911125,-375,-675,45225,-20925,YES,-103425,YES,-1.86,51734.9,26250,0,-210,11400,8340,N,6150,N,22.68
26-03-2025 09:30,23689.75,118275,225,150,29925,16800,N,30975,YES,-3.52,23710,23689.75,92.7,10158825,525,825,42225,230925,Y,329550,YES,-2.57,104.15,15642525,75,-450,43725,171825,YES,282600,Y,2.09,51695.85,20160,120,120,10440,-5820,YES,10350,N,0.22
26-03-2025 09:35,23674.65,77100,75,300,30375,900,YES,5100,N,-3.19,23685,23674.65,84.55,10006575,0,2775,42225,62625,N,189450,N,-3.24,108.2,15866475,750,-600,42825,45450,N,70425,N,2.01,51675,11310,-60,60,9900,2160,N,5430,N,-2.59
26-03-2025 09:40,23670,58650,-600,-1650,30825,-47925,YES,8775,N,-2.17,23674.65,23670,79.45,6733725,-825,825,44325,-42300,YES,172950,N,-2.07,110.65,9582150,-75,1125,43125,25575,N,95025,Y,0.91,51714.4,10650,0,30,8730,2040,YES,2580,Y,0.79
26-03-2025 09:45,23679,121500,-825,75,31800,-10425,Y,12075,N,-6.76,23670,23679,83.65,11339475,1425,-1275,47550,186375,Y,-41250,Y,-3.96,103.7,13053075,4425,975,40500,-171075,Y,-134850,YES,2.23,51790,25950,0,-630,9690,-19920,YES,7200,N,6.63
26-03-2025 09:50,23677.95,65025,0,-75,29775,16800,N,-42675,Y,-1.95,23679,23677.95,81.85,7222275,675,375,41400,113850,N,208275,YES,-1.78,102.3,6918000,0,-525,40350,110325,YES,118125,Y,0.48,51756.7,14250,0,0,13260,11190,Y,-3270,Y,1.88
26-03-2025 09:55,23698.5,68250,75,75,28350,7650,N,-17100,YES,0.35,23677.9,23698.5,89.5,12746925,-225,1350,43125,73200,N,-192900,Y,-0.83,90.3,9490725,300,600,42000,-109125,Y,295050,Y,-0.91,51796,13770,0,-270,9000,-10980,YES,20130,YES,4.46
26-03-2025 10:00,23690.3,48375,150,-75,27525,13275,N,7875,YES,-0.17,23699.95,23690.3,85.25,9063000,-525,825,48300,-9375,YES,230550,YES,-0.98,93.85,8070750,150,600,46125,76800,YES,19725,N,-0.47,51780,12720,30,0,9510,-8580,N,22200,N,3.28
