last_traded_time,ltp,tot_buy_qty,tot_sell_qty,bid_val,ask_val,ltp,tot_buy_qty,tot_sell_qty,bid_val,ask_val,ltp,tot_buy_qty,tot_sell_qty,bid_val,ask_val
27-03-2025 09:19,23489,162600,99525,675,600,57.25,54467925,631800,2025,1425,72.35,38590200,903675,600,1425
27-03-2025 09:19,23491.05,164625,102375,150,450,61.2,54467475,670200,2625,1275,72.55,38635500,957975,825,1275
27-03-2025 09:19,23500,159150,90375,1350,1950,69,54493575,418950,900,375,70,38629500,971100,750,675
27-03-2025 09:19,23510,161550,94650,225,225,71.7,54627225,411150,1050,1650,65.2,38517300,1022475,825,1200
27-03-2025 09:19,23516.05,159750,87825,150,450,79.25,54764025,421950,1200,1275,60.2,38478900,1016100,675,1050
27-03-2025 09:20,23502,155700,98475,1125,600,70.1,54771375,452625,675,750,67.7,35789175,1049325,1125,450
27-03-2025 09:20,23502,159450,96600,525,1125,71.9,54774150,441525,1500,525,68.4,35838075,1014075,1350,750
27-03-2025 09:20,23504.25,162900,97275,525,375,75.4,54861600,486450,600,1125,67.25,35874225,1047750,525,825
27-03-2025 09:20,23508.55,161400,93675,75,600,78.9,54931950,471300,1200,900,66.65,35918400,1109925,450,750
27-03-2025 09:20,23525,161550,91500,75,450,93.95,55042725,471750,825,1425,63.95,36063000,1130100,11250,900
