last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
02-01-2025 09:15,23900.75,168050,-25,175,11375,-16775,N,33300,N,7.89,23916.4,23900.75,23929.45,23900.1,8.75,5844375,600,2250,8.5,8.5,43500,6704100,N,266850,N,8.11,7.5,1255125,-975,0,7.1,7.1,42825,7275075,N,11325,N,-3.09,-79.95,43725,0,0,-68.45,-74.8,9990,18735,N,25995,N,7.02
02-01-2025 09:20,23887.15,238400,50,-75,18775,115700,Y,26825,N,-12.78,23900.1,23887.15,23902.6,23863.1,-4.75,4623375,-19050,-150,-4.95,-4.95,44700,312075,N,80925,N,-2.21,11.1,1490325,75,375,10.4,10.45,48375,-108525,Y,55650,Y,12.53,-25.9,26820,0,-15,-17.5,-16.8,6975,22890,N,12060,N,-35.13
02-01-2025 09:25,23884.65,99850,275,-75,15975,37525,N,3875,N,-1.05,23885.95,23884.65,23906.95,23881.35,-3.75,3723675,-300,-1950,-3.65,-3.7,50475,-22650,YES,95625,N,-0.82,6.7,1066425,300,75,6.85,6.9,46350,26400,YES,-52875,YES,2.33,-65.85,30015,-195,-330,-54.85,-57.75,8385,-7380,YES,1560,Y,-24.61
02-01-2025 09:30,23907.8,84150,-475,0,13825,36225,N,2975,Y,-1.03,23875,23907.8,23914.7,23866,5.95,4114275,-225,-450,5.6,5.6,49875,164025,Y,36750,N,-1.15,-26.75,1255575,75,225,-26.25,-26.35,42525,-19275,Y,69825,Y,0.83,73.25,19620,-30,0,80,74.9,6630,16125,Y,8400,N,-11.86
02-01-2025 09:35,23936.65,133450,425,1000,14500,19800,N,48250,YES,4.89,23907.05,23936.65,23946.3,23904,11.3,7771350,-2025,1200,11.35,11.35,47250,89925,N,-70950,Y,2.11,-27.15,1731375,-375,75,-26.8,-26.85,44475,12075,YES,27600,N,-6.83,61.4,18645,0,75,55.4,56.5,8775,2295,YES,5325,N,4.04
02-01-2025 09:40,23949.3,97950,-325,450,14250,10500,N,31375,N,4.64,23941.8,23949.3,23959,23931.75,1.65,7046325,-1650,525,1.55,1.5,42150,82050,N,66075,YES,2.12,-7.7,1818225,825,-675,-8.2,-8.25,38850,59925,YES,66225,Y,-6.89,8.6,14400,45,-15,9.45,13.6,6525,-840,YES,6765,N,4.63
02-01-2025 09:45,23928.95,82550,225,50,15550,159825,Y,21000,N,2.54,23944.15,23928.95,23955.75,23924.8,-6.2,5997525,-525,1875,-5.85,-5.85,47250,17100,N,89100,YES,0.58,8.9,1797450,0,75,8.6,8.55,43200,41100,N,15975,N,-4.21,-40,10800,15,-30,-40.55,-37,6510,3750,N,6810,N,0.83
02-01-2025 09:50,23939.55,65875,0,-125,13450,10375,N,-1825,Y,0.76,23930,23939.55,23945,23910,0.55,5703375,2550,-2550,-0.05,-0.05,47925,-53025,YES,-35475,Y,-0.42,-6.15,2453550,-675,0,-5.1,-5.15,42600,-55875,Y,-30300,YES,-2.02,-3.15,15810,0,-60,-12.45,-5.6,8565,1890,YES,-2385,Y,-3.96
02-01-2025 09:55,23949,164775,200,225,13725,4975,N,25325,YES,6.48,23940,23949,23979.9,23940,8.45,10670700,-450,-150,8.4,8.4,44250,142500,Y,-19725,N,2.42,-7.05,3458775,-225,-150,-3.75,-3.75,46125,181725,YES,42675,Y,-7.75,9.05,12270,135,120,7.8,12.45,7380,180,YES,28455,YES,1.27
02-01-2025 10:00,23955,33575,-75,225,12900,14600,N,21175,N,0.81,23949,23955,23955,23940,1.25,3948750,-900,150,-0.65,-0.7,45150,143850,N,122700,YES,0.27,-3.75,1228950,900,675,-1.25,-1.2,40425,36900,N,61800,N,-1.43,0.35,4800,30,-60,0.85,-5.6,5430,600,N,3135,N,-0.01
02-01-2025 10:05,23957,52950,50,0,16425,-3225,YES,925,Y,1.78,23955,23957,23970,23954.9,-1.15,6014775,750,-1800,-0.6,-0.7,44550,-138600,YES,98550,N,0.93,-3.15,1768275,1725,-300,-3.7,-3.9,41025,77550,YES,33150,N,-2.56,-5.35,10260,15,-165,-4.3,1.25,8100,-1965,YES,5010,N,2.05
02-01-2025 10:10,23946,87450,-25,175,17350,-2600,N,38650,YES,2.77,23962.75,23946,23987.5,23945.5,-5.1,9977625,225,75,-3.85,-3.85,48675,-71475,Y,-213825,Y,1.47,5.95,4146450,75,3375,4.55,4.7,39150,62025,N,48225,N,-4.95,-41.75,17385,0,-30,-53.05,-52.8,7185,-1590,N,-1485,Y,2.75
02-01-2025 10:15,23971.75,77450,100,150,18750,15200,N,18825,N,2.42,23954.95,23971.75,23984.15,23946.7,13.1,6162225,-150,-450,12.9,12.9,48075,-119325,YES,99900,YES,0.63,-15.5,2638800,-375,-225,-15.15,-15.1,45450,107175,YES,117900,Y,-2.39,80,4590,-30,-15,79.55,66.05,5115,6015,N,7050,N,0.21
02-01-2025 10:20,23991.1,154150,0,275,19075,-18525,YES,245375,YES,5.89,23974.85,23991.1,24000,23968.1,7.25,8121450,-2175,-750,7.45,7.35,45450,62400,Y,-105525,Y,1.27,-9.05,3902775,0,375,-8.3,-8.3,46425,-105150,Y,78300,N,-4.05,72,19335,30,15,56.8,60,5595,-1545,YES,-8550,Y,5.76
02-01-2025 10:25,23989.5,46025,125,-925,18875,-12275,N,21850,N,1.47,23995,23989.5,23995,23980,-1.4,5468475,225,2025,-1.2,-1.25,47475,70575,N,164775,YES,0.87,0.75,2840475,825,-1275,0.6,0.7,40875,138150,YES,116625,Y,-2.56,-40.7,11070,-15,-255,-26.2,-28,6660,5685,N,11265,N,2.9
02-01-2025 10:30,23980.05,31100,-100,-75,13425,-1275,N,14350,N,0.91,23989.5,23980.05,23990,23980,-2.65,5337975,1275,-375,-2.7,-2.8,49650,-60150,YES,116925,N,0.81,7.4,3236175,-75,75,7.4,7.3,42300,143775,N,-38925,YES,-2.21,-67.8,8430,-15,-75,-65.55,-68.45,7500,1065,YES,405,Y,0.61
02-01-2025 10:35,23986,82200,-25,175,14875,-275,N,-14050,Y,2.56,23980.05,23986,24007,23964.4,-0.1,8708175,150,525,0.8,0.75,51300,-182025,YES,-267450,Y,1.09,-0.55,6441150,-450,-225,-1.25,-1.25,45000,-160800,Y,-59475,YES,-3.16,15.3,8265,15,0,20.8,24.75,9225,990,YES,90,Y,0.31
02-01-2025 10:40,23996.05,86450,75,575,17850,2050,N,44875,YES,2.78,23985,23996.05,24002,23981.75,4.7,5564625,900,450,5.15,5.15,48300,76125,Y,69825,YES,0.84,-8.3,3539025,-300,150,-8.45,-8.5,45150,210300,YES,155925,Y,-1.85,25.7,13620,45,750,10.2,0.25,8220,4110,N,870,N,1.43
02-01-2025 10:45,24021.15,170225,-25,-1575,18325,-2150,YES,-75175,Y,6.11,24000,24021.15,24030,23992.35,18.55,10147500,900,-1950,18.4,18.45,48900,171825,Y,-385050,Y,2.13,-11.1,7006500,1050,300,-11.35,-11.3,48300,298875,YES,215025,Y,-4.18,12.35,12765,0,-105,31.5,16.95,5460,2565,YES,-5085,Y,1.91
02-01-2025 10:50,24025.75,95925,-25,575,20325,1675,N,27975,YES,3.68,24022.1,24025.75,24040.75,24018,-0.05,7667925,150,450,0.75,0.8,38625,-129450,YES,147075,YES,2.11,-4.6,7091475,19125,600,-4.8,-4.8,46350,148050,N,141225,N,-4.36,3.3,9585,15,-30,13.9,9.25,7335,9210,N,-1545,N,1.91
02-01-2025 10:55,24044,109525,25,-300,18900,5525,N,4675,N,3.97,24025.75,24044,24046.3,24016.15,0.55,6224775,225,300,-0.45,-0.4,42600,-86475,Y,40275,N,1.47,-11.15,8631525,-675,5850,-11.2,-11.2,47550,355650,YES,117150,N,-5.08,15,16170,270,-15,10.15,9.95,9285,-1125,YES,3705,N,3.94
02-01-2025 11:00,24042.7,87000,100,525,16525,-625,YES,23800,N,3.25,24042,24042.7,24049,24035.15,5.2,4385925,375,900,3.1,3.2,40650,98625,Y,-22200,Y,1.07,4.7,5016975,1350,-525,5.45,5.45,57075,242025,N,129000,N,-2.57,-15.5,7020,135,15,-21.6,-20,6765,-1065,N,3630,N,1.25
02-01-2025 11:05,24057.7,120675,200,-200,13725,5500,N,-27050,Y,4.4,24043,24057.7,24068.2,24027.75,7.95,5667075,-675,975,5.8,5.65,41775,-74850,YES,-160425,Y,1.54,-5.7,7770750,-750,-375,-5,-5.05,45075,-22950,Y,17700,N,-3.2,27.15,10470,-90,-45,26.7,28,7335,-1515,YES,-19500,Y,2.2
02-01-2025 11:10,24054.7,81050,1550,-225,21375,-5725,YES,41700,YES,3,24059.9,24054.7,24066,24046.45,-10.85,3453225,1050,150,-11.05,-11.05,42600,-208800,YES,162825,YES,0.93,-0.6,5300175,75,825,-1.3,-1.3,45900,150975,YES,128850,Y,-2.35,-1.15,10245,-105,15,-12.9,-11.6,7665,8025,N,3660,YES,2.62
02-01-2025 11:15,24044,55425,125,175,19025,7350,N,4625,N,1.86,24054.7,24044,24065,24042,0.05,3108975,2775,375,0.4,0.3,44025,66675,Y,61350,N,0.75,1.05,5997075,2700,0,1.15,1.2,47850,837825,YES,66300,N,-2.31,-1.4,11010,15,15,-4.55,0.25,7410,-3210,YES,2910,Y,2.5
02-01-2025 11:20,24057,67100,400,-125,12650,9475,N,2425,Y,2,24043.3,24057,24058.8,24031,2.4,3992775,75,225,2.2,2.3,44025,-239850,YES,38025,N,0.8,-6.3,6234600,750,1500,-5.75,-5.75,51375,757650,N,106275,Y,-2.11,-9.35,11340,0,135,0.3,-7.2,7095,-7380,YES,2535,Y,1.65
02-01-2025 11:25,24074.35,83450,0,-25,19975,1500,YES,-16175,Y,2.95,24057,24074.35,24075.25,24056.25,9.7,2963850,600,300,10.25,10.35,41775,187275,Y,-99075,Y,0.73,-6.65,5017800,750,-225,-7,-7.05,59100,-200925,Y,51225,N,-1.9,58.95,13860,-105,0,48.55,48.05,6570,1335,N,3750,N,3.55
02-01-2025 11:30,24067.9,71925,-50,0,17425,5000,N,13825,YES,2.51,24071.15,24067.9,24078.8,24062.5,-5.65,2378325,-75,1950,-5.6,-5.45,44625,-122025,YES,120675,YES,0.59,3.7,4256775,-150,-1200,3.95,3.9,50850,176025,YES,-85650,YES,-1.54,-28.15,25125,45,30,-24.1,-28.1,8220,-1860,YES,11055,N,7
02-01-2025 11:35,24060,56300,-25,25,14475,3500,N,7025,N,1.72,24067.9,24060,24067.95,24055.05,-1.55,1652625,75,-900,-1.45,-1.7,47700,-10425,Y,16800,N,0.35,4.4,3257775,-1050,-2100,4.45,4.45,55725,51600,N,-25350,Y,-0.93,-43.6,6810,-15,60,-30.05,-36.5,5355,-915,N,2310,Y,1.11
02-01-2025 11:40,24058.75,69950,0,-100,14575,-5475,YES,-675,Y,1.92,24060,24058.75,24062.95,24048,-0.55,2104050,-1125,-75,0.05,0,44100,-9525,N,-1650,Y,0.41,2.85,4061625,375,-2775,2.55,2.55,53250,196650,YES,-24975,N,-0.96,-15,15645,0,-30,-19.75,-20,8865,-1560,YES,-1260,Y,1.42
02-01-2025 11:45,24040.05,74625,0,150,15675,15850,Y,3175,N,1.72,24057.05,24040.05,24061.15,24034.2,-6.4,2193900,675,375,-6.75,-6.7,42525,164400,Y,28350,YES,0.4,8.75,5718975,-2100,300,8.7,8.75,46800,79050,N,-239325,YES,-0.98,-82.9,21900,-45,15,-69.75,-65.25,7095,-3270,YES,-2250,Y,-0.6
02-01-2025 11:50,24022,55775,725,25,18800,-16125,YES,-625,Y,1,24042,24022,24047.4,24022,-18.2,3976350,75,1275,-16.55,-16.55,47325,-90300,YES,25125,N,0.47,6.6,8161050,525,1200,4.9,4.9,49725,20475,N,-250425,YES,-0.99,7.1,16260,0,60,-7.4,-6.75,6720,-900,N,-735,N,-1.47
02-01-2025 11:55,24050,50775,-25,375,14875,13875,Y,-7075,Y,0.84,24024.8,24050,24050,24021.1,14.95,3605025,1500,0,15.5,15.6,45525,218325,Y,-92625,Y,0.34,-13.45,6291450,375,-300,-14,-13.95,50100,-301800,Y,343200,Y,-0.68,8.35,12990,30,45,22.3,25.8,7215,8655,N,-1890,Y,-1.41
02-01-2025 12:00,24057.15,59275,25,-50,12600,9600,N,50225,YES,1.56,24056.6,24057.15,24070.9,24047.85,-3.15,4816275,-525,375,-3.15,-3.15,39675,-133050,YES,101925,YES,0.8,-8.35,8178225,-150,-525,-9.35,-9.45,53175,265725,YES,22725,N,-1.92,-10,9840,30,0,-10.05,-12.1,6990,1635,YES,2520,N,-0.16
02-01-2025 12:05,24062,23675,-25,1350,11250,-2350,YES,-10600,Y,0.59,24057.15,24062,24065.55,24057.15,5.7,1890675,900,-450,5.45,5.45,40500,-89400,Y,25575,N,0.28,1.8,3380025,-675,900,2.05,2.05,47850,230250,N,58800,Y,-0.74,-3.1,4965,-30,0,-5.5,-13,5475,270,YES,-3180,Y,-0.39
02-01-2025 12:10,24040,56875,0,-1350,15500,-5100,YES,-1250,N,1.32,24062.05,24040,24069,24040,-9.55,2253975,-375,-375,-9.9,-9.95,45375,-115125,YES,28500,N,0.3,11.05,4561800,-750,-1200,11.4,11.35,49200,52350,N,-187275,YES,-0.75,-50,12585,15,270,-39,-43.15,5235,-3885,YES,-1320,N,-1.49
02-01-2025 12:15,24058.6,52000,-75,250,13950,35375,Y,25075,YES,0.87,24042.25,24058.6,24059.9,24031,3,3441150,450,0,3.55,3.5,41550,176625,Y,-24900,Y,0.29,-5.95,7776300,1575,1425,-5.65,-5.65,44325,-127350,Y,97350,Y,-0.85,2.9,15735,-30,0,3.05,0.8,7740,11655,N,-3030,Y,-2.93
02-01-2025 12:20,24062.4,28700,-25,-100,12900,150,YES,-2625,Y,0.62,24058.6,24062.4,24063.75,24052.3,8.7,2185050,-300,900,8.05,8.05,41250,3600,N,-17625,N,0.31,0.65,3547725,-675,-2850,1.05,1,49425,267300,YES,62025,N,-0.49,26.95,4650,-90,45,14.15,16.6,7605,1950,YES,5505,N,-0.61
02-01-2025 12:25,24119,338200,-50,675,18900,-650,YES,-212875,Y,10.41,24062.35,24119,24119.8,24062.35,51.3,7978200,750,-150,51.7,51.9,40725,-405000,YES,-422400,Y,2.58,-11.55,10043925,-975,-1050,-11.75,-11.8,53925,109050,N,20325,N,-1.83,115.1,17250,30,165,114.65,103.75,7320,-2175,YES,-7455,Y,0.21
02-01-2025 12:30,24141.2,259400,-125,50,20250,-13075,YES,-31475,YES,9.36,24119,24141.2,24159,24117.1,14.65,3892125,150,225,15.1,14.95,42225,-265575,Y,-47400,YES,1.92,-5.2,8047575,825,-450,-4.85,-4.85,56925,611400,YES,-67725,YES,-1.71,39.55,23475,45,15,25.5,34.8,8145,-1035,N,7515,N,3.01
02-01-2025 12:35,24147,112625,50,-500,18750,-1650,N,23500,YES,3.77,24142.6,24147,24150,24131,-0.1,1355175,-225,975,0.35,0.45,42000,-46425,Y,24675,YES,0.62,-3.55,4065375,1125,2775,-3.45,-3.4,50400,452475,N,12075,Y,-0.87,0,15450,405,-90,8.7,5,7560,-7425,YES,2340,Y,1.82
02-01-2025 12:40,24144.3,113675,0,75,16725,3775,N,15975,N,3.96,24147.05,24144.3,24172.1,24136.6,-1.4,1519200,75,150,-1.7,-1.65,40650,-274125,YES,43650,N,0.75,1,4950975,-2475,-675,0.9,0.85,51900,-36450,Y,-151275,YES,-1.1,14.5,24300,30,45,8.55,10.05,8355,-405,N,2820,N,3.5
02-01-2025 12:45,24145.9,77775,150,200,16925,8525,N,8400,N,2.45,24146.95,24145.9,24155.15,24136.8,-6.1,799725,-825,75,-5.55,-5.25,41175,-43200,Y,19125,N,0.36,-3.15,3175575,-975,1425,-3.05,-3.05,50475,15825,YES,63675,Y,-0.68,-5.5,14205,-420,45,0.45,-5.05,7920,4920,N,-1545,Y,1.92
02-01-2025 12:50,24165.95,201325,-150,-125,16475,12550,N,-11200,Y,6.78,24145.9,24165.95,24178.45,24136,12.85,1131150,0,-150,11.6,11.65,50700,-1917375,YES,-19800,Y,0.52,-10.95,6711900,-375,4800,-10.9,-10.9,55350,-87675,Y,26250,N,-1.59,15,8730,0,15,19,15.35,7530,2055,YES,-3645,Y,1.04
02-01-2025 12:55,24156.05,100025,-75,25,19625,-400,YES,12000,YES,2.93,24165.95,24156.05,24168.9,24142.05,-18.4,1349700,0,-300,-17.3,-17.35,48825,-120075,Y,45225,YES,0.55,-3.1,5938350,375,-1125,-2.95,-2.95,57450,271350,YES,26475,N,-1.47,-20.65,9525,0,-15,-12.45,-16,7230,-435,YES,4275,N,1.01
02-01-2025 13:00,24162,100800,25,175,21875,2475,N,-17575,Y,3.08,24156.05,24162,24185.95,24145.15,-0.9,1449300,-600,75,-1,-1.15,46350,-249225,YES,-13875,Y,0.6,-7,10846350,4575,375,-6.75,-6.75,70275,4575,N,-16350,YES,-2.87,36.65,26565,-60,0,24.05,30.25,7575,-360,N,-19425,Y,4.73
