last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
03-03-2025 12:05:00,48275.0,8460.0,-240.0,30.0,8880.0,6150.0,N,-30.0,Y,-1.0400000000008731,48217.55,48275.0
03-03-2025 12:10:00,48350.2,19980.0,-240.0,0.0,9690.0,2520.0,YES,-12330.0,Y,-0.6900000000023283,48275.0,48350.2
03-03-2025 12:15:00,48359.05,16710.0,-30.0,-360.0,11400.0,3090.0,N,4860.0,N,-0.00999999999476131,48355.95,48359.05
03-03-2025 12:20:00,48388.85,25440.0,120.0,3480.0,11220.0,300.0,YES,5190.0,N,1.0,48359.05,48388.85
03-03-2025 12:25:00,48362.0,15150.0,-60.0,-2730.0,10650.0,-3510.0,YES,11250.0,N,0.7399999999979627,48395.1,48362.0
03-03-2025 12:30:00,48477.0,31440.0,870.0,-60.0,13500.0,-4290.0,YES,-18150.0,Y,3.0100000000020373,48362.0,48477.0
03-03-2025 12:35:00,48415.0,25770.0,-780.0,-300.0,12060.0,19560.0,Y,9780.0,YES,2.7600000000020373,48477.0,48415.0
03-03-2025 12:40:00,48423.3,6330.0,0.0,0.0,2610.0,4230.0,N,-4470.0,Y,0.43000000000029104,48415.0,48423.3
03-03-2025 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,YES,0.0,N,0.0,0.0,0.0
03-03-2025 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 12:55:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:10:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:25:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 13:30:00,48360.45,3450.0,30.0,0.0,3150.0,6960.0,N,8910.0,N,-0.049999999995634425,48325.05,48360.45
03-03-2025 13:35:00,48388.35,5190.0,0.0,30.0,11190.0,-2160.0,YES,6570.0,N,0.12000000000261934,48370.45,48388.35
03-03-2025 13:40:00,48409.25,2640.0,0.0,-30.0,6960.0,-3210.0,YES,-3120.0,Y,0.040000000000873115,48396.45,48409.25
03-03-2025 13:45:00,48440.0,5280.0,-60.0,0.0,7860.0,4320.0,N,-4860.0,Y,0.23000000000320142,48409.25,48440.0
03-03-2025 13:50:00,48430.1,14340.0,30.0,0.0,12000.0,2550.0,YES,-24780.0,Y,1.1299999999973807,48440.0,48430.1
03-03-2025 13:55:00,48325.15,18990.0,0.0,0.0,13590.0,-28050.0,YES,-18690.0,N,-0.1500000000014552,48430.1,48325.15
03-03-2025 14:00:00,48370.0,8400.0,0.0,-30.0,10230.0,6930.0,Y,-2670.0,N,-0.21000000000640284,48325.15,48370.0
03-03-2025 14:05:00,48323.15,16770.0,30.0,90.0,9990.0,1140.0,YES,7710.0,N,-0.7999999999956344,48368.0,48323.15
03-03-2025 14:10:00,48382.0,10800.0,-30.0,-60.0,11190.0,4050.0,N,8820.0,N,0.049999999995634425,48310.0,48382.0
03-03-2025 14:15:00,48366.1,5310.0,90.0,-30.0,10590.0,5670.0,N,-5160.0,Y,0.030000000006111804,48381.15,48366.1
03-03-2025 14:20:00,48420.65,6630.0,150.0,0.0,7650.0,7890.0,N,-9180.0,Y,0.18999999999505235,48366.1,48420.65
03-03-2025 14:25:00,48460.2,11520.0,0.0,90.0,9870.0,3540.0,N,6150.0,N,0.7000000000043656,48420.65,48460.2
03-03-2025 14:30:00,48415.05,5970.0,0.0,0.0,6300.0,8370.0,N,23250.0,N,0.31999999999970896,48460.2,48415.05
03-03-2025 14:35:00,0.0,0.0,0.0,0.0,0.0,0.0,YES,0.0,Y,0.0,0.0,0.0
03-03-2025 14:40:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 14:50:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 14:55:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 15:10:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 15:20:00,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,N,0.0,0.0,0.0
03-03-2025 15:25:00,48410.0,0.0,0.0,0.0,30.0,0.0,N,0.0,N,0.0,48410.0,48410.0
