,,,,20575,12825,168575,8200,2100,2225,,0.384765446,-0.806948845,0.403210289,-0.778181137,0.254773874,-0.474392649,,,
07-11-2024 09:35,sell,SL,,-4075,24600,-116575,172550,3350,-6075,,0.479556287,-0.679510751,0.743616876,-0.88146906,0.431075835,-0.549870726,,,
,,,,,,,,,,,,,,,,,,,
,,,,2675,-400,17275,-1875,-14450,18350,,0.866354774,-0.754827905,0.914595568,-0.900657825,0.941258313,-0.841186381,,,
08-11-2024 11:15,sell ,zero,,-13750,2650,-17200,22475,4000,-19125,,0.460777809,-0.127398123,0.79747863,-0.593376683,0.709903719,-0.875887981,,,
,,,,,,,,,,,,,,,,,,,
,,,,-2500,2800,-31425,52425,13025,-475,,0.876405297,-0.845149602,0.888469628,-0.891137358,0.638204467,-0.682137184,,,
08-11-2024 13:20,buy,SL,,8800,-13625,8500,-62775,-975,6425,,-0.360911217,0.384693143,0.880199195,-0.823027276,0.352007052,-0.67772482,,,
,,,,,,,,,,,,,,,,,,,
,,,,7125,1800,-13925,2800,-19775,4975,,0.74589681,-0.845782574,0.794415505,-0.483535404,0.54635159,-0.859339615,,,
11-11-2024 12:00,sell,profit,,-12375,4725,58550,10200,42950,-22150,,0.783612543,-0.580859038,0.272523591,-0.14083963,0.343011474,-0.75860816,,,
,,,,,,,,,,,,,,,,,,,
,,,,1975,9775,21575,23100,13425,10275,,0.762776745,-0.895969655,0.327995501,-0.906746407,0.951507666,-0.675677839,,,
12-11-2024 09:55,buy,not executed,,11725,-42175,23000,-340075,-36900,10975,,0.708681984,-0.956961093,0.25659546,-0.930820873,0.914968488,-0.548705688,,,
,,,,,,,,,,,,,,,,,,,
,,,,-2450,-3325,38400,-41650,4525,13675,,0.623513402,-0.873743269,0.87873977,-0.847113832,0.824430141,-0.872234846,,,
12-11-2024 10:30,sell,profit,,-3325,13750,-36925,113200,3450,-15225,,0.436178299,-0.773196118,0.530571448,-0.742818536,-0.512184549,-0.778195955,,,
,,,,,,,,,,,,,,,,,,,
,,,,-3800,3150,-44250,45550,-9875,-17775,,0.129770334,-0.258122104,0.792550499,-0.658071323,0.589765922,-0.305364233,,,
13-11-2024 10:15,buy,profit,,-1425,-325,96825,-42150,-16475,9250,,0.923330119,0.777724341,0.726799814,-0.721229136,0.89396115,-0.758800468,,,
,,,,,,,,,,,,,,,,,,,
,,,,-2275,-1275,-66525,55175,1850,-8750,,0.386377797,0.232010014,0.6408441,-0.670978399,0.802096634,-0.81748986,,,
13-11-2024 11:20,buy,loss,,8850,-175,35900,-24775,-6850,20900,,0.711438072,-0.657998173,0.387990221,-0.732233838,0.521388644,-0.286616899,,,
,,,,,,,,,,,,,,,,,,,
,,,,500,-700,39075,-15450,2025,-1725,,0.395237613,-0.490428982,0.271255962,-0.194653569,0.470876786,-0.266625411,,,
13-11-2024 14:00,sell,profit,,-4900,4875,-25950,53825,1950,-5750,,0.777266638,-0.87894589,0.911298588,-0.928824474,0.68403312,-0.911941711,,,
,,,,,,,,,,,,,,,,,,,
,,,,-18425,-5125,-65925,15350,-775,-2775,,0.576425014,-0.514311272,0.900125991,-0.933711624,0.504796579,-0.395836505,,,
13-11-2024 14:45,sell ,not executed,,22375,3525,43150,-84425,-275,1525,,0.679824596,0.137563343,0.873392021,-0.740259855,0.370495547,-0.302240593,,,
,,,,,,,,,,,,,,,,,,,
,,,,1475,-10750,296700,2325,-58200,-29550,,-0.134840066,-0.619465166,0.652735863,-0.719771063,0.752983227,-0.33571235,,,
21-11-2024 10:05,sell,zero,,-10825,29925,-52800,-49975,96875,-21500,,0.730952745,-0.828819778,0.331096626,-0.933711425,0.630009128,-0.623813626,,,
,,,,,,,,,,,,,,,,,,,
,,,,3025,-2100,-54675,69300,-15975,38600,,0.562509238,-0.051276348,0.588334756,-0.548468523,0.527451476,-0.417227748,,,
21-11-2024 12:20,sell,not executed,,-1675,8675,111050,290600,258375,-11750,,0.815108069,-0.359236376,0.382685089,-0.825469765,0.76517243,-0.891058785,,,
,,,,,,,,,,,,,,,,,,,
,,,,4500,-325,317675,118475,84325,25550,,0.942137034,-0.412088369,0.836792858,-0.808777425,0.76706134,-0.685496797,,,
21-11-2024 13:35,sell,not executed,,-4725,5300,-442200,345600,41150,-12725,,0.084760603,-0.537889512,0.733514657,-0.742651241,0.461000529,-0.511088803,,,
,,,,,,,,,,,,,,,,,,,
,,,,6175,200,3375,2175,-15325,69875,,0.490707092,-0.225074159,0.745697068,-0.949925278,0.920584032,-0.442236729,,,
22-11-2024 11:15,sell,not executed,,2475,5700,-775,9050,35650,-20125,,0.694269691,-0.414901713,-0.006824217,-0.676988243,0.252175335,-0.247341641,,,
,,,,,,,,,,,,,,,,,,,
,,,,2275,-17900,-9725,1625,6750,-20525,,0.70739828,-0.940787783,0.358874412,-0.973538481,0.889598984,-0.355137702,,,
