last_traded_time,n_buy_corr,n_sell_corr,n_tb_ts,ce_buy_corr,ce_sell_corr,ce_tb_ts,pe_buy_corr,pe_sell_corr,pe_tb_ts,n_buy_diff,n_sell_diff,ce_buy_diff,ce_sell_diff,pe_buy_diff,pe_sell_diff,n_bid_diff,n_ask_diff,ce_bid_diff,ce_ask_diff,pe_bid_diff,pe_ask_diff,percentage
17-12-2024 09:15,0.6341242093466284,0.272749569461161,0.6456341386414832,0.7731453347044902,0.2706958109108197,0.7909261243660763,0.47245114920315223,-0.6259650558013506,0.17862187370117383,19625,15200,103625,106875,19300,12625,-475.0,-50.0,-575.0,-175.0,100.0,175.0,51.8257029570704
17-12-2024 09:20,0.7048553570792158,0.4876119034799735,0.8988226629450654,-0.14912440139675495,-0.3083765219403798,-0.08517869147074908,0.28107081308777077,-0.7802268564621083,-0.2229124809312546,69200,37750,-1296125,55850,-2370675,45575,-125.0,-150.0,-1225.0,-125.0,575.0,-175.0,43.53532987548079
17-12-2024 09:25,0.4670246074808497,-0.864781524986905,-0.3432762213503205,0.8893214617289045,-0.9266667690911081,-0.945462239284588,0.8803544073719464,0.5236357104210626,0.5868002286944343,-1450,22125,-207900,143575,29350,11975,0.0,-325.0,-700.0,-1150.0,-100.0,275.0,71.41470189344577
17-12-2024 09:30,0.7056468959485058,0.2688266349599292,0.6672699586508873,0.7076362530821686,-0.17374460768056274,0.3396736385652219,0.8890162761798068,-0.4052922107647168,-0.20054382822116096,19750,20075,34400,106600,12250,23100,-25.0,75.0,-800.0,150.0,400.0,450.0,48.41833671169955
17-12-2024 09:35,0.5809577004133554,-0.3615521580236398,0.39623172526226974,0.07429099356936349,-0.6873607656595799,0.17539303703043832,0.2579948821487313,-0.42823134028315407,-0.054240665153346065,-14025,10925,1425,75875,1950,-18500,-100.0,-2625.0,1450.0,-875.0,-150.0,475.0,33.51392519493198
17-12-2024 09:40,0.3159528378164713,-0.43254909400125297,0.14887485925771884,0.9834257108930812,0.9847013344406051,0.9580340927275428,0.984693482644843,0.966037606790867,0.9245967049009267,-4350,4550,-576550,-925225,-354775,-218000,-25.0,-1750.0,,,,,74.43184137192566
17-12-2024 09:45,0.7628618457100953,0.07683676381003102,-0.01951866338871229,0.5946757352364949,-0.7699233514476255,-0.2599933199267546,0.1852934005929087,-0.8741859602835258,-0.16730009386036646,-10200,3325,-28900,32575,8475,-134475,-100.0,0.0,125.0,-575.0,75.0,-25.0,41.22876815840572
17-12-2024 09:50,0.7087113618256203,-0.24508408068577198,-0.38451039661949055,0.6270575528057432,-0.300376265099793,0.31349534297932313,0.7836106276098581,0.6846879972297331,0.513234227556822,2950,10700,90000,58600,27525,30500,-25.0,275.0,575.0,2125.0,225.0,1225.0,50.675198360135056
17-12-2024 09:55,0.5542857655654585,0.017244692742864852,0.6231543833208523,0.37279515028380666,-0.20184866004625734,0.42993930944402536,0.5943048723943639,-0.43136387308531016,-0.5963261905651842,10750,12825,66200,58000,-22875,35475,-25.0,1325.0,100.0,1350.0,-175.0,350.0,42.45847663831249
17-12-2024 10:00,0.5233859633669079,0.3879620725050999,0.25968443086213605,0.34499149808018026,0.09281995868602984,0.8111011029708344,0.2616705305076992,-0.5370750574931994,-0.5421957057291678,-25800,16300,139575,123875,-400,-7950,-1875.0,-825.0,-75.0,-350.0,675.0,-50.0,41.78762578001394
17-12-2024 10:05,0.5560057089616439,-0.11441885603323625,0.1433870680866361,0.4412477854569138,-0.6016501657709401,0.24307615273533636,0.5257977507429271,-0.5205279263955169,-0.6491410489124377,8300,2375,57475,-925,-24425,22500,500.0,-250.0,2275.0,-200.0,75.0,-200.0,42.16947181217321
17-12-2024 10:10,0.2585881681060194,-0.2950368704474947,-0.4917858610512968,0.9949620902772169,0.983683982123709,0.9881254205054668,0.9985338923906268,0.9880320813428966,0.9904168540017606,-2325,10625,11650,81575,7675,-2450,-450.0,-125.0,-350.0,-1050.0,25.0,1900.0,77.65739133607208
17-12-2024 10:15,0.31275085708265943,-0.5121254580623108,0.4868085874319573,-0.02548718911296074,-0.7096418338365669,0.5435259215771893,0.4398177584145156,-0.7471435220524595,-0.4347605541668464,11500,4475,55850,62625,21125,-10050,2625.0,-925.0,725.0,-1725.0,50.0,-475.0,46.80068535263851
17-12-2024 10:20,0.8361392960999792,-0.5413330157612404,-0.48084695779277864,0.7179759978480029,0.6472853319470221,0.24676918322983546,-0.6337417943870904,-0.7735416414231145,0.6077022880569721,-72075,16100,-272950,-94250,-37000,-75575,800.0,475.0,6525.0,-1275.0,-675.0,500.0,60.94817229495595
17-12-2024 10:25,0.8231922348411488,0.2633494034568572,0.37883526646728455,0.7256958179865545,-0.13584064316473846,-0.05030677312284248,0.7724079173347161,-0.6723764730367219,-0.5647674544380248,23675,15475,134350,8350,-16600,13325,75.0,-1025.0,-8225.0,1050.0,800.0,-175.0,48.74191093165432
17-12-2024 10:30,-0.0017045117237552048,-0.1957200964107466,0.8801090213500797,0.38792482141589685,-0.7815569783245179,-0.5640322143038774,0.09990575870843423,-0.7052272693301617,-0.1663747319489564,16375,9100,12700,45050,-9650,-6450,-2650.0,-50.0,1375.0,8300.0,-325.0,25.0,42.02839337240473
