last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
07-03-2025 09:15,22651,44175,0,375,9900,13950,N,52650,N,3.26,22655,22651,140.6,1682025,300,-750,10275,92250,N,-2550,N,1.5,171.15,735225,0,-75,10950,51375,N,44400,N,-3.11,48774.7,11790,-90,-900,3240,3990,N,10800,N,8.72
07-03-2025 09:20,22608,186525,450,0,42000,-17700,YES,60900,N,-1.54,22645,22608,118.8,4468500,300,0,39750,-705150,YES,194400,YES,-5.17,186,2812425,375,-300,44175,2400,Y,40500,N,4.07,48644.1,56880,0,30,15330,42120,Y,17010,N,-32.77
07-03-2025 09:25,22609.75,177375,-675,0,41100,4575,Y,12975,N,-2.35,22609.65,22609.75,118.25,2994000,0,-150,39975,58575,Y,90225,N,-2.67,188.55,1899900,-600,0,39900,4500,N,32175,N,1.74,48601.95,45000,-390,90,11520,3450,N,26430,N,-24.5
07-03-2025 09:30,22662,123900,0,450,40125,36300,Y,-22725,Y,1.87,22610.15,22662,143.1,4868250,-150,-1050,39150,153600,Y,-98550,Y,-0.5,159.25,2284350,75,0,43800,-65925,Y,69675,Y,-1.81,48665.5,40980,-90,-120,13410,33540,Y,-3480,Y,-14
07-03-2025 09:35,22582.95,157575,-300,300,38025,-55050,YES,140700,YES,0.28,22663,22582.95,104.8,5111175,675,975,43200,-237375,YES,308400,YES,-1.18,204.9,2690700,-75,-150,42000,107400,YES,-107775,YES,-0.32,48550,27210,210,-630,11640,9510,N,19740,YES,-5.62
07-03-2025 09:40,22605.2,108375,0,-525,33075,52125,Y,14175,N,-2.18,22582.95,22605.2,114.4,3123975,225,375,43800,233400,Y,133950,N,-2,188.45,2176950,75,1425,37500,-46275,Y,95550,Y,2.2,48587.55,28530,0,90,12690,18840,N,2190,Y,-10.27
07-03-2025 09:45,22606,95400,-3300,225,40425,113175,Y,5850,N,-1.51,22605,22606,114.5,2193750,-450,75,41250,-7950,YES,72750,N,-1.15,185.5,1422900,-375,-750,37725,-6075,YES,3975,N,0.88,48610,14400,-210,-90,11370,9210,N,-38400,Y,-3.33
07-03-2025 09:50,22620,70425,225,-525,36150,113400,N,-11700,Y,0.16,22606,22620,118.55,3613875,0,75,42450,29325,Y,-7050,Y,-0.68,176.75,1228350,-75,150,41775,40500,YES,35700,Y,-0.46,48595.1,12090,60,90,10920,-14700,YES,-2910,YES,-1.32
07-03-2025 09:55,22640.1,91575,-450,0,40650,-112500,YES,4875,N,0.65,22620,22640.1,126.15,2933250,300,-225,39150,97275,Y,-85875,Y,-0.27,164.65,1247550,75,-375,39750,-24600,Y,24825,N,-0.82,48681.35,24510,150,-30,10980,-9270,N,-7650,Y,0.4
07-03-2025 10:00,22645.5,87600,825,300,33525,114825,Y,-17325,Y,1.64,22640,22645.5,131.85,4371300,375,-300,37950,25425,N,-38625,YES,0.64,158.45,1435650,-300,525,35925,34425,YES,41100,N,-1.6,48680,23340,-30,-30,12510,-7410,N,-10740,Y,2.77
07-03-2025 10:05,22681.35,175050,75,150,33525,-1275,YES,-18450,Y,5.44,22646.7,22681.35,151.4,6358875,450,375,34125,201300,Y,-201000,Y,2.38,142,2426250,-450,675,39975,1200,Y,80550,Y,-3.56,48737.25,24660,-90,-30,9450,-2940,N,-10950,Y,4.87
