last_traded_time,bid_ask_diff,bid_ask_pr_diff
2025-03-25 09:15:00,11925,0.04999999999999716
2025-03-25 09:20:00,2100,0.04999999999999716
2025-03-25 09:25:00,21975,0.0
2025-03-25 09:30:00,23400,0.10000000000000853
2025-03-25 09:35:00,15600,0.04999999999999716
2025-03-25 09:40:00,5775,-0.04999999999998295
2025-03-25 09:45:00,34725,-0.29999999999999716
2025-03-25 09:50:00,7050,-0.09999999999999432
2025-03-25 09:55:00,37200,-0.29999999999998295
2025-03-25 10:00:00,1950,-2.842170943040401e-14
2025-03-25 10:05:00,21150,-0.09999999999999432
2025-03-25 10:10:00,13500,-0.04999999999998295
2025-03-25 10:15:00,2925,-0.05000000000001137
2025-03-25 10:20:00,10725,-0.15000000000000568
2025-03-25 10:25:00,3975,0.0
2025-03-25 10:30:00,2100,-0.04999999999998295
2025-03-25 10:35:00,5550,-0.04999999999999716
2025-03-25 10:40:00,2250,-0.04999999999999716
2025-03-25 10:45:00,18300,-0.04999999999999716
2025-03-25 10:50:00,3750,0.04999999999999716
2025-03-25 10:55:00,2925,-0.10000000000000853
2025-03-25 11:00:00,2325,0.0
2025-03-25 11:05:00,11775,0.0
2025-03-25 11:10:00,2550,-0.04999999999999716
2025-03-25 11:15:00,7800,-0.05000000000001137
2025-03-25 11:20:00,28725,-0.10000000000000853
2025-03-25 11:25:00,10350,0.0
2025-03-25 11:30:00,2550,0.04999999999999716
2025-03-25 11:35:00,1875,0.10000000000000853
2025-03-25 11:40:00,4275,-0.04999999999999716
2025-03-25 11:45:00,2850,-1.4210854715202004e-14
2025-03-25 11:50:00,3150,-0.04999999999999716
2025-03-25 11:55:00,4275,-0.04999999999998295
2025-03-25 12:00:00,5025,0.0
2025-03-25 12:05:00,4050,-0.04999999999999716
2025-03-25 12:10:00,28575,-0.04999999999999716
2025-03-25 12:15:00,10275,0.04999999999999716
2025-03-25 12:20:00,3600,0.05000000000001137
2025-03-25 12:25:00,2550,-0.05000000000001137
2025-03-25 12:30:00,4725,1.4210854715202004e-14
2025-03-25 12:35:00,4725,-0.04999999999999716
2025-03-25 12:40:00,9750,-1.4210854715202004e-14
2025-03-25 12:45:00,6075,1.4210854715202004e-14
2025-03-25 12:50:00,15000,0.0
2025-03-25 12:55:00,11925,1.4210854715202004e-14
2025-03-25 13:00:00,3975,0.10000000000000853
2025-03-25 13:05:00,2025,0.04999999999998295
2025-03-25 13:10:00,3750,-0.04999999999999716
2025-03-25 13:15:00,13125,0.0
2025-03-25 13:20:00,5850,0.05000000000001137
2025-03-25 13:25:00,2700,-1.4210854715202004e-14
2025-03-25 13:30:00,3225,-1.4210854715202004e-14
2025-03-25 13:35:00,2850,-1.4210854715202004e-14
2025-03-25 13:40:00,8775,0.0
2025-03-25 13:45:00,6375,0.0
2025-03-25 13:50:00,3000,-0.04999999999999716
2025-03-25 13:55:00,14325,-0.04999999999999716
2025-03-25 14:00:00,4350,0.04999999999999716
2025-03-25 14:05:00,2850,1.4210854715202004e-14
2025-03-25 14:10:00,13125,-0.04999999999999716
2025-03-25 14:15:00,14025,-0.05000000000001137
2025-03-25 14:20:00,21525,-1.4210854715202004e-14
2025-03-25 14:25:00,2625,1.4210854715202004e-14
2025-03-25 14:30:00,6600,0.15000000000000568
2025-03-25 14:35:00,10875,0.0
2025-03-25 14:40:00,13950,-0.15000000000000568
2025-03-25 14:45:00,11175,-1.4210854715202004e-14
2025-03-25 14:50:00,8775,0.0
2025-03-25 14:55:00,2925,-1.4210854715202004e-14
2025-03-25 15:00:00,3000,-1.4210854715202004e-14
2025-03-25 15:05:00,3075,-0.05000000000001137
2025-03-25 15:10:00,42675,0.15000000000000568
2025-03-25 15:15:00,14475,0.0
2025-03-25 15:20:00,40350,1.4210854715202004e-14
2025-03-25 15:25:00,13725,-0.05000000000000426
