last_traded_time,ltp,tot_buy_qty,tot_sell_qty
19-03-2025 09:15,75.55,3772800,266775
19-03-2025 09:15,71.55,3799725,309075
19-03-2025 09:15,69.95,3747675,327600
19-03-2025 09:15,69.95,3783900,340650
19-03-2025 09:16,77.35,3874650,307125
19-03-2025 09:16,78.75,3903600,301725
19-03-2025 09:16,76.15,3903450,375600
19-03-2025 09:16,77.75,3875850,404550
19-03-2025 09:16,80.2,3959250,392850
19-03-2025 09:16,83.7,4048650,351900
19-03-2025 09:17,86.1,4069800,317700
19-03-2025 09:17,87,4095750,345825
19-03-2025 09:17,84.2,4100625,413325
19-03-2025 09:17,86.5,4115925,421575
19-03-2025 09:17,85.45,4137075,451725
19-03-2025 09:17,83.3,4114125,483300
19-03-2025 09:18,86.05,4116225,495975
19-03-2025 09:18,88.4,4173900,453825
19-03-2025 09:18,89.65,4773000,452625
19-03-2025 09:18,92.55,4865625,377250
19-03-2025 09:18,89.75,4887900,433725
19-03-2025 09:18,90.35,4828200,449175
19-03-2025 09:19,91.25,4840500,484425
19-03-2025 09:19,92.15,4835775,524025
19-03-2025 09:19,92.8,4880475,502875
19-03-2025 09:19,91.85,4932450,489300
19-03-2025 09:19,93.75,4923600,536025
19-03-2025 09:19,91.15,4944750,592800
19-03-2025 09:20,91,1444275,631575
19-03-2025 09:20,88.8,1442100,696975
19-03-2025 09:20,85.85,1351050,757800
19-03-2025 09:20,84.9,1266225,772875
19-03-2025 09:20,84.15,1321725,793200
19-03-2025 09:20,78.55,1331250,815550
19-03-2025 09:21,75.4,1129125,849075
19-03-2025 09:21,75.9,1086300,850875
19-03-2025 09:21,77.9,1178925,837825
19-03-2025 09:21,76.05,1198875,859800
19-03-2025 09:21,73.95,1192650,889875
19-03-2025 09:21,73.9,1190475,897900
19-03-2025 09:22,72.6,1237425,912075
19-03-2025 09:22,72,1242525,918000
19-03-2025 09:22,74,1293450,927375
19-03-2025 09:22,71.55,1293825,960450
19-03-2025 09:22,71.65,1337925,939900
19-03-2025 09:22,71.5,1389225,944475
19-03-2025 09:23,70.75,1399950,976650
19-03-2025 09:23,69.3,1245375,984525
19-03-2025 09:23,68.45,1227900,980475
19-03-2025 09:23,69.8,1288350,973800
19-03-2025 09:23,69.65,1312575,995775
19-03-2025 09:23,67.9,1341600,1011900
19-03-2025 09:24,67.9,1298025,1031175
19-03-2025 09:24,65.35,1298400,1055475
19-03-2025 09:24,62.95,1199325,1040100
19-03-2025 09:24,61.95,1152750,1050375
19-03-2025 09:24,62.15,1232250,1043475
19-03-2025 09:24,60.55,1255875,1040925
19-03-2025 09:25,60.65,1206300,1072125
19-03-2025 09:25,61.5,1217100,1024800
19-03-2025 09:25,63.75,1351800,1017375
19-03-2025 09:25,63.25,1350825,1020750
19-03-2025 09:25,64.6,1375425,1090725
19-03-2025 09:25,62.1,1391325,1146525
19-03-2025 09:26,63.1,1355475,1160775
19-03-2025 09:26,61.5,1367550,1181325
19-03-2025 09:26,60.5,1364850,1203450
19-03-2025 09:26,60.75,1339725,1207725
19-03-2025 09:26,61.6,1390800,1218150
19-03-2025 09:26,64.1,1416375,1219725
19-03-2025 09:27,67.4,1444800,1162275
19-03-2025 09:27,67.2,1456950,1039500
19-03-2025 09:27,67.2,1456425,1060050
19-03-2025 09:27,66.8,1446525,1137825
19-03-2025 09:27,67.4,1489050,1132950
19-03-2025 09:27,67.2,1492575,1155450
19-03-2025 09:28,64.45,1408350,1227750
19-03-2025 09:28,64.6,1371375,1255200
19-03-2025 09:28,64.2,1393725,1268700
19-03-2025 09:28,65.15,1446150,1285950
19-03-2025 09:28,65.85,1484400,1269150
19-03-2025 09:28,67.35,1490325,1285500
19-03-2025 09:29,70.2,1519050,1265175
19-03-2025 09:29,71.55,1540500,1142475
19-03-2025 09:29,71.2,1501125,1203525
19-03-2025 09:29,70.7,1530525,1219500
19-03-2025 09:29,71.65,1585350,1245600
19-03-2025 09:29,69.15,1587675,1262325
19-03-2025 09:30,68.55,1504725,1282200
19-03-2025 09:30,66.05,1500525,1296300
19-03-2025 09:30,65.55,1429875,1310550
19-03-2025 09:30,66.05,1446825,1317525
19-03-2025 09:30,65.7,1506900,1321650
19-03-2025 09:30,65.8,1543350,1351500
19-03-2025 09:31,69.75,1588575,1370850
19-03-2025 09:31,71.15,1622850,1294950
19-03-2025 09:31,72,1643400,1303500
19-03-2025 09:31,76.55,1648350,1270425
19-03-2025 09:31,72.35,1662600,1161150
19-03-2025 09:31,72.9,1664325,1188450
