last_traded_time,bid_ask_diff,bid_ask_pr_diff
2024-12-17 09:15:00,11150,-0.04999999999998295
2024-12-17 09:20:00,40200,-2.842170943040401e-14
2024-12-17 09:25:00,-22050,-0.05000000000001137
2024-12-17 09:30:00,-71400,-0.15000000000000568
2024-12-17 09:35:00,-23425,-0.20000000000001705
2024-12-17 09:40:00,52350,0.19999999999998863
2024-12-17 09:45:00,425,-0.3499999999999943
2024-12-17 09:50:00,9500,-0.04999999999998295
2024-12-17 09:55:00,-14625,0.04999999999998295
2024-12-17 10:00:00,78750,-0.10000000000002274
2024-12-17 10:05:00,23625,0.0999999999999659
2024-12-17 10:10:00,-14575,0.24999999999997158
2024-12-17 10:15:00,21925,0.25
2024-12-17 10:20:00,7300,-0.44999999999998863
2024-12-17 10:25:00,28800,0.44999999999998863
2024-12-17 10:30:00,13700,-0.14999999999997726
2024-12-17 10:35:00,-6400,0.10000000000002274
2024-12-17 10:40:00,-23450,-0.1999999999999318
2024-12-17 10:45:00,3325,0.0999999999999659
2024-12-17 10:50:00,31075,-0.39999999999997726
2024-12-17 10:55:00,32550,0.05000000000001137
2024-12-17 11:00:00,-8350,0.10000000000002274
2024-12-17 11:05:00,19825,-0.25
2024-12-17 11:10:00,20050,-0.39999999999997726
2024-12-17 11:15:00,42575,-0.05000000000001137
2024-12-17 11:20:00,-78550,0.1500000000000341
2024-12-17 11:25:00,-20800,-0.049999999999954525
2024-12-17 11:30:00,-11725,-0.4000000000000341
2024-12-17 11:35:00,28450,-0.049999999999954525
2024-12-17 11:40:00,3375,0.30000000000001137
2024-12-17 11:45:00,56450,0.14999999999997726
2024-12-17 11:50:00,31550,-0.0999999999999659
2024-12-17 11:55:00,7950,0.0999999999999659
2024-12-17 12:00:00,-675,-0.44999999999998863
2024-12-17 12:05:00,34900,0.35000000000002274
2024-12-17 12:10:00,75,-0.05000000000001137
2024-12-17 12:15:00,950,-0.20000000000004547
2024-12-17 12:20:00,-7350,0.049999999999954525
2024-12-17 12:25:00,-10900,0.14999999999997726
2024-12-17 12:30:00,-17925,0.14999999999992042
2024-12-17 12:35:00,-32525,-0.14999999999997726
2024-12-17 12:40:00,-5400,-0.049999999999954525
2024-12-17 12:45:00,-3775,0.30000000000001137
2024-12-17 12:50:00,-6175,-0.0999999999999659
2024-12-17 12:55:00,24550,-0.14999999999997726
2024-12-17 13:00:00,-15175,-0.19999999999998863
2024-12-17 13:05:00,-3850,-0.05000000000001137
2024-12-17 13:10:00,12250,-0.30000000000001137
2024-12-17 13:15:00,13500,-0.35000000000002274
2024-12-17 13:20:00,-27550,-0.05000000000001137
2024-12-17 13:25:00,-6650,-0.44999999999998863
2024-12-17 13:30:00,-14575,-0.3499999999999659
2024-12-17 13:35:00,30425,-0.14999999999997726
2024-12-17 13:40:00,-3100,0.05000000000001137
2024-12-17 13:45:00,11825,-0.39999999999997726
2024-12-17 13:50:00,13400,0.0999999999999659
2024-12-17 13:55:00,-8975,0.14999999999997726
2024-12-17 14:00:00,22025,-0.05000000000001137
2024-12-17 14:05:00,-25475,0.05000000000001137
2024-12-17 14:10:00,8800,-0.1500000000000341
2024-12-17 14:15:00,24225,-0.25
2024-12-17 14:20:00,-10000,0.0
2024-12-17 14:25:00,7675,-0.1999999999999318
2024-12-17 14:30:00,-26200,-0.4000000000000341
2024-12-17 14:35:00,-22675,0.05000000000001137
2024-12-17 14:40:00,-15425,0.05000000000001137
2024-12-17 14:45:00,-17550,0.14999999999997726
2024-12-17 14:50:00,79200,-0.19999999999998863
2024-12-17 14:55:00,-17250,0.2999999999999545
2024-12-17 15:00:00,21050,-0.05000000000006821
2024-12-17 15:05:00,-23125,0.2999999999999545
2024-12-17 15:10:00,800,-0.10000000000002274
2024-12-17 15:15:00,30250,-0.10000000000002274
2024-12-17 15:20:00,2950,-0.20000000000004547
2024-12-17 15:25:00,-152050,-0.049999999999954525
