last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
18-02-2025 11:25,22870.8,33375,0,675,24600,11850,N,-8025,Y,-0.73,22861.85,22870.8,71.7,1219350,-75,900,43500,6750,N,-5700,N,-0.48,223.65,377400,-1500,600,38025,-14025,N,13800,N,0.29,49071.45,5340,-30,30,7770,1650,Y,180,Y,-0.67
18-02-2025 11:30,22887.95,39525,75,-600,27000,-16875,YES,-6600,N,-0.59,22870.8,22887.95,115.6,1904100,1200,225,40875,7950,N,-18525,Y,-0.74,152.35,49088775,1275,675,95100,145050,YES,283200,Y,-51.51,49120,11220,-840,540,10410,1560,YES,2100,N,-0.59
18-02-2025 11:35,22879.3,27975,150,-75,28350,-19350,YES,59250,YES,-0.36,22887.95,22879.3,110.35,1341600,375,-2100,42150,-12750,YES,72975,YES,-0.49,222,411300,0,-750,93675,19875,N,-10725,YES,0.17,49112.15,5490,0,-540,7770,-9930,YES,1140,Y,-0.2
18-02-2025 11:40,22905,55950,0,150,33675,16725,Y,-26700,Y,-0.53,22878,22905,121.2,1941375,750,1200,35775,69225,Y,-97425,Y,-0.58,144.4,1245075,750,1425,82800,-40275,Y,31275,Y,0.04,49167,17100,0,30,9180,9870,N,-37470,Y,0.18
18-02-2025 11:45,22914.95,95025,-150,0,28275,-75,YES,28575,YES,0.26,22908,22914.95,128.25,5406000,-1650,150,42075,-9225,YES,-353700,Y,-0.51,137.75,3086100,75,2250,48825,68100,YES,53700,Y,-0.41,49144.95,23370,0,-30,11100,-1080,YES,-1830,YES,1.66
18-02-2025 11:50,22894,34725,-150,-600,27300,3375,N,12000,N,-0.2,22915,22894,116.05,2043225,-1275,375,41400,-67125,YES,88875,YES,-0.46,149.9,2159625,75,0,45600,19425,N,-36900,YES,-0.05,49080,10320,-120,0,10200,-5970,YES,300,N,-0.5
18-02-2025 11:55,22871.5,30600,-75,0,26850,-40500,YES,-4650,Y,-0.3,22894,22871.5,110.15,2116425,-450,225,42000,-17175,Y,30150,N,-0.56,160.6,2215350,-375,750,45675,17325,N,-63600,YES,0.09,49076.35,7980,0,0,9690,19830,Y,4290,N,-0.6
18-02-2025 12:00,22872.45,33675,-450,-150,27375,17625,Y,91575,YES,-0.44,22871.5,22872.45,104.45,1485450,19725,450,35400,32475,Y,123675,YES,-0.48,166,1590825,-150,-150,42825,-23325,Y,21600,Y,0.17,49088.05,3870,0,-30,8580,9390,N,-5970,Y,-0.22
18-02-2025 12:05,22894,21675,0,75,27450,37275,N,-6675,Y,-0.26,22870.4,22894,115.55,1452075,300,-1500,40500,82650,Y,21975,N,-0.45,147.7,1199700,0,825,39225,-55275,Y,60300,Y,0.11,49156.4,5010,30,0,9150,4380,N,-2310,N,0.01
18-02-2025 12:10,22900.85,34200,75,75,25050,-3450,YES,9900,N,-0.17,22894,22900.85,119,1838400,-1575,375,36150,-16950,YES,36225,N,-0.42,144,956025,450,0,44175,75750,YES,8925,N,-0.02,49139.9,7290,-30,-90,8880,2340,YES,-6570,Y,0.14
18-02-2025 12:15,22916.65,26850,-150,0,23550,-525,N,60375,YES,-0.09,22904.7,22916.65,125.7,1730550,-375,225,39075,40725,Y,-65475,Y,-0.32,135.3,1220325,150,-75,38100,-55875,Y,44175,Y,-0.08,49184.5,8220,30,30,11100,-23550,YES,9900,N,0.24
18-02-2025 12:20,22890,33150,0,375,25650,52050,Y,12150,N,-0.12,22915.25,22890,112.25,1624425,-975,600,38625,-81300,YES,88125,YES,-0.31,148,1269375,2475,75,51525,97875,YES,-13725,YES,-0.07,49113.85,6000,0,0,8970,300,Y,1260,Y,0.14
18-02-2025 12:25,22918.95,85425,-75,525,23475,31125,N,-6750,Y,-0.2,22890,22918.95,126.45,2093400,-300,-375,41325,40500,Y,-66900,Y,-0.3,133.6,1357500,450,0,47475,-34800,Y,72225,Y,-0.12,49180,3510,0,0,7230,8610,N,3840,N,0.12
18-02-2025 12:30,22949.15,92700,450,150,29100,26325,N,-16650,Y,0.63,22918.95,22949.15,138.75,3506250,-225,10275,40650,4725,N,-247500,Y,-0.14,121.85,2103375,150,-1050,42150,-20550,N,52425,N,-0.41,49202.8,9630,60,30,8850,-35850,YES,-420,Y,0.67
18-02-2025 12:35,22944.95,158175,0,0,34650,71100,Y,-29625,Y,1.51,22947.55,22944.95,136.45,3845100,-450,-300,44325,-42450,YES,-14625,YES,0.08,121.95,3082725,-975,450,43050,24300,YES,81225,Y,-0.73,49166.8,13110,30,-30,10140,-2520,Y,-60,N,0.82
18-02-2025 12:40,22931.5,44925,75,-75,31275,8250,N,3675,YES,0.23,22944.95,22931.5,128.1,1878150,-675,225,39900,35625,Y,24750,YES,-0.08,127.5,1940850,0,75,44925,52950,YES,-12675,YES,-0.37,49125,3720,90,30,8640,18150,Y,510,N,0.05
18-02-2025 12:45,22933,16500,0,225,20250,5850,N,-12600,Y,0.09,22931.5,22933,129.3,1747800,1050,-150,41475,23025,N,47550,YES,-0.09,128.3,1400475,1950,1575,42375,-11850,Y,3825,N,-0.25,49135,3900,0,480,9960,1950,YES,-15270,Y,0.02
18-02-2025 12:50,22909.85,64425,0,-225,27825,-62325,YES,9525,YES,-0.1,22933,22909.85,116,2726025,600,-225,40725,-63450,YES,-5325,Y,-0.42,140.3,3251850,-525,825,44250,-34575,Y,-85425,YES,-0.21,49075,15120,60,30,11820,18630,N,-2910,N,-1.03
18-02-2025 12:55,22906.5,58800,0,525,27825,-4200,Y,2550,Y,-0.31,22909.85,22906.5,115.15,2030700,300,450,42150,11700,Y,109950,YES,-0.38,144.6,2688825,1425,-975,40950,-33150,N,-62175,Y,0.03,49080,12060,-60,-60,9540,18780,N,-4500,Y,-1.09
18-02-2025 13:00,22917.25,38475,225,0,28350,-42750,YES,9975,N,-0.01,22901.75,22917.25,121.2,2108775,-12375,450,39450,25050,N,-26025,Y,-0.26,136.3,1607475,-300,-375,40200,-7500,YES,55350,Y,-0.12,49093.25,7770,-90,30,10830,-11250,YES,2700,N,-0.22
18-02-2025 13:05,22929.5,28650,-300,-75,24525,6075,Y,2925,Y,0.05,22917.25,22929.5,126.4,1376925,750,0,38025,62775,Y,30150,YES,-0.13,130,880950,-225,375,41325,7425,N,61725,N,-0.1,49112.8,3600,-60,30,7440,0,N,-60,Y,-0.11
