last_traded_time,ltp,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-02-07 13:15:00,210.55,29025,0.0,43350,-18450.0,Y,-1575.0,Y,0.13999999999998636
2025-02-07 13:20:00,206.0,27825,-2.842170943040401e-14,46050,17625.0,YES,15150.0,N,0.10000000000002274
2025-02-07 13:25:00,195.75,22500,-0.15000000000000568,42075,-11400.0,Y,21000.0,N,0.08999999999997499
2025-02-07 13:30:00,194.7,70425,0.0,53625,2550.0,N,8550.0,N,-0.01999999999998181
2025-02-07 13:35:00,202.95,-9300,0.04999999999998295,46575,34125.0,YES,-33600.0,YES,0.03999999999999204
2025-02-07 13:40:00,206.5,5700,0.09999999999999432,44700,-7575.0,Y,4875.0,Y,0.09999999999999432
2025-02-07 13:45:00,218.4,9300,0.04999999999998295,42675,12375.0,N,-22575.0,YES,0.20000000000001705
2025-02-07 13:50:00,254.4,27150,-0.15000000000000568,51675,-23625.0,Y,-79050.0,YES,1.2699999999999818
2025-02-07 13:55:00,248.1,-44925,-0.05000000000001137,43050,25350.0,YES,8625.0,Y,0.4399999999999977
2025-02-07 14:00:00,245.9,12375,0.14999999999997726,44250,-1650.0,Y,20325.0,N,0.37000000000000455
2025-02-07 14:05:00,277.85,-10200,-0.14999999999997726,38250,-6975.0,Y,-50100.0,YES,0.839999999999975
2025-02-07 14:10:00,290.1,3375,-0.05000000000001137,45225,-150.0,N,-11025.0,Y,1.1200000000000045
2025-02-07 14:15:00,292.9,12450,-0.25,54375,-20400.0,Y,1575.0,N,0.789999999999992
2025-02-07 14:20:00,283.3,-3975,-0.19999999999998863,43275,-5550.0,N,6750.0,N,0.3900000000000148
2025-02-07 14:25:00,280.15,-6600,0.10000000000002274,39900,-300.0,N,9525.0,N,0.28999999999999204
2025-02-07 14:30:00,280.0,-2400,0.20000000000004547,38325,-25500.0,Y,13500.0,N,0.37000000000000455
2025-02-07 14:35:00,270.6,-9675,0.0999999999999659,40575,7800.0,YES,13125.0,N,0.3199999999999932
2025-02-07 14:40:00,285.1,18375,-0.05000000000001137,45750,-75.0,Y,-16125.0,YES,0.36000000000001364
2025-02-07 14:45:00,269.2,-2850,0.10000000000002274,41625,375.0,N,1725.0,N,0.3499999999999943
2025-02-07 14:50:00,267.95,-101325,-0.0999999999999659,38400,-1500.0,Y,2550.0,N,0.37000000000000455
2025-02-07 14:55:00,258.45,19725,-0.049999999999954525,37650,-11700.0,Y,-10650.0,YES,0.3300000000000125
2025-02-07 15:00:00,241.9,33300,-0.10000000000002274,43200,14400.0,YES,-7575.0,N,0.3400000000000034
2025-02-07 15:05:00,228.7,39975,0.0,46125,-11325.0,Y,29250.0,Y,0.18999999999999773
2025-02-07 15:10:00,219.5,-6450,0.09999999999999432,50325,26175.0,YES,-2325.0,YES,0.12000000000000455
2025-02-07 15:15:00,216.1,41625,-0.10000000000002274,63300,2175.0,Y,-47400.0,YES,0.18000000000000682
2025-02-07 15:20:00,220.7,-5400,-0.05000000000001137,46500,-10575.0,Y,-225.0,Y,0.09000000000000341
2025-02-07 15:25:00,221.25,11850,-0.20000000000001705,42375,-804525.0,Y,-69600.0,YES,0.06999999999999318
