last_traded_time,bid_ask_diff,bid_ask_pr_diff
2025-03-27 09:15:00,49125,-0.14999999999999858
2025-03-27 09:20:00,51525,0.04999999999999716
2025-03-27 09:25:00,150675,-0.04999999999999005
2025-03-27 09:30:00,-13125,0.0
2025-03-27 09:35:00,170100,7.105427357601002e-15
2025-03-27 09:40:00,209550,0.05000000000000426
2025-03-27 09:45:00,100950,-0.04999999999999716
2025-03-27 09:50:00,103425,7.105427357601002e-15
2025-03-27 09:55:00,54975,3.552713678800501e-15
2025-03-27 10:00:00,42375,0.0
2025-03-27 10:05:00,318600,0.05000000000000426
2025-03-27 10:10:00,146250,0.05000000000000426
2025-03-27 10:15:00,-93825,-1.7763568394002505e-15
2025-03-27 10:20:00,-275325,-0.04999999999999716
2025-03-27 10:25:00,-228675,0.0
2025-03-27 10:30:00,-86700,0.049999999999998934
2025-03-27 10:35:00,-260550,1.7763568394002505e-15
2025-03-27 10:40:00,140925,0.049999999999998934
2025-03-27 10:45:00,449850,0.05000000000000249
2025-03-27 10:50:00,28425,0.049999999999998934
2025-03-27 10:55:00,549825,0.049999999999998934
2025-03-27 11:00:00,-500400,0.0
2025-03-27 11:05:00,-81300,-1.7763568394002505e-15
2025-03-27 11:10:00,-183825,0.0
2025-03-27 11:15:00,-404550,1.7763568394002505e-15
2025-03-27 11:20:00,-864300,0.0
2025-03-27 11:25:00,-373725,-0.05000000000000071
2025-03-27 11:30:00,1510275,-8.881784197001252e-16
2025-03-27 11:35:00,-533400,0.0
2025-03-27 11:40:00,-6621225,-8.881784197001252e-16
2025-03-27 11:45:00,-3178575,0.0
2025-03-27 11:50:00,-1789650,0.0
2025-03-27 11:55:00,-3197400,0.0
2025-03-27 12:00:00,18450,-8.881784197001252e-16
2025-03-27 12:05:00,963975,-8.881784197001252e-16
2025-03-27 12:10:00,3197550,0.0
2025-03-27 12:15:00,-2033175,0.0
2025-03-27 12:20:00,32250,8.881784197001252e-16
2025-03-27 12:25:00,-523200,0.0
2025-03-27 12:30:00,-329550,1.7763568394002505e-15
2025-03-27 12:35:00,0,
2025-03-27 12:40:00,0,
2025-03-27 12:45:00,0,
2025-03-27 12:50:00,0,
2025-03-27 12:55:00,0,
2025-03-27 13:00:00,0,
2025-03-27 13:05:00,0,
2025-03-27 13:10:00,-1512000,0.0
2025-03-27 13:15:00,-942450,-8.881784197001252e-16
2025-03-27 13:20:00,-574500,0.0
2025-03-27 13:25:00,-84900,8.881784197001252e-16
2025-03-27 13:30:00,-991350,0.0
2025-03-27 13:35:00,6092700,0.0
2025-03-27 13:40:00,6684900,4.440892098500626e-16
2025-03-27 13:45:00,7165500,0.0
2025-03-27 13:50:00,4861875,0.0
2025-03-27 13:55:00,3465525,-4.440892098500626e-16
2025-03-27 14:00:00,3507150,0.0
2025-03-27 14:05:00,6342900,-4.440892098500626e-16
2025-03-27 14:10:00,16250100,2.220446049250313e-16
2025-03-27 14:15:00,6408675,-2.220446049250313e-16
2025-03-27 14:20:00,3686175,0.0
2025-03-27 14:25:00,12512625,0.0
2025-03-27 14:30:00,5672100,2.220446049250313e-16
2025-03-27 14:35:00,10726725,0.0
2025-03-27 14:40:00,-2002575,0.0
2025-03-27 14:45:00,11772525,0.0
2025-03-27 14:50:00,10415700,0.0
2025-03-27 14:55:00,48758325,-5.551115123125783e-17
2025-03-27 15:00:00,38099775,-1.1102230246251565e-16
2025-03-27 15:05:00,74044950,-5.551115123125783e-17
2025-03-27 15:10:00,155560350,0.0
2025-03-27 15:15:00,234504675,0.0
2025-03-27 15:20:00,777844575,2.7755575615628914e-17
2025-03-27 15:25:00,2312796225,-1.3877787807814457e-17
