last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
10-01-2025 12:35,23578.6,32825,0,25,17550,4975,N,59250,YES,0.08,23576.9,23578.6,23593.9,23571.65,0.15,1129875,75,600,0,0.15,43200,49725,Y,60075,YES,-0.16,-1.1,638025,-375,-1125,-0.8,-0.8,41625,-2475,N,19875,Y,-0.06,5.25,-9210,-45,0,-5.2,-4.75,6435,-7020,YES,-1380,N,0.92
10-01-2025 12:40,23609.85,33825,25,-50,14225,-16325,YES,-8800,Y,0.22,23578.6,23609.85,23616,23578.15,11.8,1484850,-825,1275,12.15,12,40425,-4950,YES,-54525,Y,-0.1,-16.3,791025,600,-150,-16.35,-16.5,37500,-10500,Y,26475,N,-0.23,-56.05,-11295,30,-255,-44.5,-42.5,5535,2340,N,2265,N,0.77
10-01-2025 12:45,23623.95,29250,-125,1550,12800,-3700,N,-8250,N,0.25,23609.3,23623.95,23624,23595.7,4.8,1714125,900,525,4.95,4.95,48525,-9900,YES,-46425,N,-0.07,-5.9,789450,-750,0,-5.3,-5.3,47475,-13875,Y,-2925,YES,-0.28,-32,-10035,-930,225,-40.55,-35.1,5445,-12750,YES,12825,N,0.57
10-01-2025 12:50,23616.8,22400,25,75,13475,5425,N,-46450,Y,0.19,23623.95,23616.8,23623.95,23600,-4.15,1410750,750,-150,-3.5,-3.35,46875,41850,Y,52050,YES,-0.06,4.6,575100,600,-225,3.45,3.5,43200,35400,YES,13650,N,-0.2,30,-9600,420,-15,30,27.45,5820,-3765,N,-3450,Y,0.56
10-01-2025 12:55,23598.8,24500,-75,0,11525,-8350,YES,45550,YES,0.2,23613.4,23598.8,23619.65,23592,-9.4,1322550,-300,-750,-7.8,-7.85,47100,-33375,YES,29925,N,-0.06,10.1,618000,-1050,300,9.6,9.6,40425,5325,N,-23250,YES,-0.18,92.15,-10995,30,-15,75.2,78.65,6060,1725,N,-2685,N,1.07
10-01-2025 13:00,23595,18675,-225,75,13600,71625,Y,-4125,Y,0.1,23598.8,23595,23609.9,23590.1,-1.75,1033125,-75,-150,-1.55,-1.7,46350,17400,Y,50175,YES,-0.09,1.9,653025,-150,-75,1.85,1.8,41175,-8100,Y,3900,Y,-0.14,3.85,-12060,-30,45,-5.8,3.8,5865,-90,YES,1575,N,1.35
10-01-2025 13:05,23600,8875,-50,-725,10325,3150,N,1050,N,0.06,23595,23600,23609,23591.8,1.4,720075,-150,600,1.75,1.75,48075,38025,Y,12900,N,-0.06,-3.7,406050,0,-150,-3.95,-4.05,38100,2700,N,1800,YES,-0.1,-27.4,-8190,0,-15,-28,-27.45,7050,-6465,YES,-12750,Y,0.81
10-01-2025 13:10,23589.55,13600,75,50,11700,-39300,YES,3925,N,0.06,23600,23589.55,23604.95,23586,-5.1,1044825,-525,150,-3.55,-3.5,46575,-6375,YES,49575,YES,-0.11,7.25,567225,0,-300,4.9,4.85,42000,6225,N,-19500,YES,-0.11,43.75,-19800,-15,60,41.25,35.45,6675,-1020,N,1350,N,2.24
10-01-2025 13:15,23597,27775,1600,-50,13300,14025,Y,2325,Y,0.11,23589,23597,23599.8,23581,4.9,981000,-75,975,4.55,4.7,40650,-225,N,-21975,Y,-0.11,-5.85,569550,-5400,0,-5.1,-4.95,42825,-24900,Y,15225,Y,-0.07,-12.5,-29790,75,30,-10,-11.05,7365,-1800,YES,-3765,Y,3.84
10-01-2025 13:20,23595,11775,-1400,75,12375,2575,YES,-11275,Y,0.06,23597,23595,23599.8,23585.05,-1,598350,525,-1650,-1.75,-1.75,43500,-5625,YES,15300,YES,-0.07,-0.85,308850,300,-675,-0.15,-0.15,44775,6975,YES,5400,N,-0.05,-30,-7755,390,-15,-19.75,-22.6,4830,-2400,YES,240,N,0.8
10-01-2025 13:25,23573.55,40500,75,175,14300,53250,Y,-3325,N,0.1,23595,23573.55,23611.9,23569.5,-9.7,1816575,75,0,-10.3,-10.35,40800,-54600,YES,-10650,Y,-0.24,12.65,1062750,-225,675,13.45,13.5,39300,-1650,Y,-52500,YES,-0.14,51.8,-17700,45,150,54.9,54.35,6540,5790,N,-3060,Y,1.52
10-01-2025 13:30,23573,8150,100,-100,5550,3100,N,-7900,Y,0,23580,23573,23580.3,23570,3.85,1121175,-75,-450,2.55,2.55,41625,42675,Y,22425,YES,-0.19,-11.9,755925,-375,-75,-9.35,-9.55,41400,9225,N,51450,Y,0.03,10.9,-2520,30,-30,1.6,10.95,1950,-3405,YES,-135,N,0.34
10-01-2025 13:35,23570,16600,5225,-25,13500,-575,YES,-1850,N,0.01,23572.15,23570,23579,23565.7,-4.6,639075,-75,300,-3.6,-3.55,44850,5250,N,20775,N,-0.12,2.4,399750,150,150,1.4,1.45,42000,-7200,Y,4575,N,-0.01,-0.2,-8265,-30,-30,-1.65,-8,5700,510,N,-1740,Y,1.09
10-01-2025 13:40,23577.9,25900,175,0,12200,6950,N,-4175,Y,-0.03,23570,23577.9,23589.9,23551.45,6.15,1593300,-600,1950,5.9,5.85,46425,28725,Y,-74925,Y,-0.31,-9.2,852600,75,-2025,-8.35,-8.4,39825,-29025,Y,21150,N,0.01,-24.85,-16485,6240,-225,-25,-23.65,5955,8610,N,75,N,2.22
10-01-2025 13:45,23598,23600,100,75,12000,15650,N,-5975,Y,0.1,23577.75,23598,23605,23573.3,6.05,1425300,375,-375,6.15,6.15,46800,1875,YES,-31125,YES,-0.17,-8.85,726975,-150,150,-9,-9,41400,-9450,N,10350,N,-0.11,-23.65,-11580,15,0,-14.7,-22.55,6420,-23250,YES,23145,YES,1.16
10-01-2025 13:50,23580.7,16325,-250,25,12875,-9925,YES,3400,N,0.07,23598,23580.7,23601.1,23580.05,-5.4,1207575,600,-1725,-5.25,-5.3,44775,19275,N,36300,YES,-0.14,4.95,503400,225,300,5.05,5.1,42900,25875,YES,8475,N,-0.09,19.1,-7350,-30,15,17.15,19.1,5640,2835,Y,-15705,Y,0.75
10-01-2025 13:55,23593,12975,0,425,10725,5050,N,5675,N,0.03,23582,23593,23595,23580,6.3,783900,75,-525,5.05,5.05,45375,29025,N,-21375,Y,-0.1,-8.5,299475,600,300,-7.1,-6.9,43800,-23250,Y,21525,N,-0.04,-30.15,-13935,0,0,-20.2,-27.1,9165,-7380,YES,315,N,1.47
10-01-2025 14:00,23571.65,16575,-25,50,10150,-2225,YES,-13225,Y,0.02,23593,23571.65,23600,23565.3,-9.1,1323825,1650,75,-9.3,-9.2,43275,-22125,YES,27150,YES,-0.2,14.7,698400,-825,0,13.9,13.85,35475,-1125,YES,-33225,YES,-0.06,77,-12795,0,0,64.5,68.65,6375,7395,N,-9735,Y,1.4
10-01-2025 14:05,23562.05,24350,125,50,12825,42975,Y,1825,N,-0.03,23576,23562.05,23581.95,23556,-4.55,1106175,300,75,-4.8,-4.75,43575,66825,Y,52650,YES,-0.21,7.6,724350,150,675,7.35,7.45,39300,17400,N,10950,Y,0.05,-5.6,-15705,-15,30,7.25,3.45,5505,945,YES,-105,N,2.31
10-01-2025 14:10,23514.4,180400,-475,75,18225,-69325,YES,35650,YES,-1.47,23560.3,23514.4,23569,23511,-18.05,2684250,-150,0,-18.05,-18.1,46050,-110925,YES,26475,N,-0.74,35.8,1851450,-675,150,35.5,35.6,41475,-1125,Y,-127425,YES,0.71,95.15,-44745,0,0,106.85,99.8,7335,10230,N,5130,N,7.87
10-01-2025 14:15,23500.05,148200,-600,-25,19100,28725,Y,125500,YES,-1.71,23511,23500.05,23522.85,23491.75,-4.6,2199000,-375,75,-4.3,-4.4,48375,-44775,Y,-8025,Y,-0.72,2.35,1138050,75,-525,2.5,2.5,41025,-35925,Y,-47400,Y,0.67,0,-24525,45,15,-12.8,-3.35,8730,6675,N,-7110,Y,4.44
10-01-2025 14:20,23489,52525,850,-50,16750,20775,N,-221900,Y,-0.68,23500.05,23489,23514.3,23485,-4.7,1762050,375,300,-4.6,-4.55,49425,18375,Y,16125,YES,-0.62,10,833400,-150,225,9.95,9.9,39225,-1575,YES,-6150,Y,0.54,62.4,-24285,15,60,60,59.65,8670,1785,YES,6600,N,4.6
10-01-2025 14:25,23503,81050,525,-75,19000,-925,YES,6975,YES,-1.17,23489,23503,23509.95,23470.1,5.8,2061000,-1050,1425,6.5,6.5,50175,45975,Y,-5025,Y,-0.72,-11,886500,675,450,-10.55,-10.7,40650,-43800,Y,-525,N,0.64,28.85,-61410,0,-90,25.05,17.25,8790,9495,N,3825,N,14.57
10-01-2025 14:30,23489,63800,-675,-275,15800,18200,N,-6250,Y,-0.78,23504,23489,23512,23482.55,-4.25,1371825,-1050,1200,-4.45,-4.5,46125,18750,N,43200,YES,-0.44,4.35,510525,-225,-1425,4.2,4.15,41550,5250,YES,19725,Y,0.3,-7.45,-17595,-105,45,-7.9,-2.9,8475,-3135,YES,-5775,Y,3.68
10-01-2025 14:35,23476.2,67775,350,500,14775,-9650,YES,23850,YES,-0.96,23492,23476.2,23500.55,23472,-5,1305000,2325,-1575,-5,-4.95,45075,-41475,YES,18525,N,-0.46,13.35,482175,300,-150,14,13.95,40500,25950,YES,-30975,YES,0.33,63.85,-22530,0,0,73.1,67.15,9345,4005,N,-12045,Y,4.78
10-01-2025 14:40,23499.5,57450,-250,-350,12525,6200,N,24625,N,-0.81,23480.65,23499.5,23499.5,23470.3,6.2,1100625,225,600,5.75,5.8,53100,40350,Y,-17250,Y,-0.37,-14.45,414525,-75,-75,-13.65,-13.7,39600,-27375,Y,18525,Y,0.28,-55,-11235,-30,-840,-65.9,-65,7920,-2160,YES,-1260,N,2.32
10-01-2025 14:45,23485.5,53975,-150,1475,16750,-4750,YES,-300800,Y,-0.62,23497,23485.5,23507.5,23485.5,-5.3,1073925,675,-900,-5.35,-5.35,48975,-16425,YES,71700,YES,-0.34,5.45,360450,375,0,5.2,5.2,38700,5325,YES,300,YES,0.21,50.3,-23160,90,60,56.7,50.35,8130,6825,N,-25800,Y,4.24
10-01-2025 14:50,23494,42525,-325,-675,12250,34750,Y,-11625,YES,-0.52,23490,23494,23499,23484,2.35,966075,-225,-1500,2.3,2.25,53850,14850,Y,-34050,Y,-0.31,-5.55,282525,375,150,-4.35,-4.3,44625,-6225,Y,6600,N,0.16,-37,-8640,-105,-75,-32.4,-36,6585,-3705,YES,1800,YES,1.69
