last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty
01-04-2025 10:03,23597,423000,282000,01-04-2025 10:03,54.2,645675,1097550,01-04-2025 10:03,167.25,456075,302400
01-04-2025 10:03,23596.65,420600,282975,01-04-2025 10:03,55,672300,1087875,01-04-2025 10:03,166,462450,301875
01-04-2025 10:03,23596.65,426600,280200,01-04-2025 10:03,54.45,686400,1082025,01-04-2025 10:03,167.55,460350,307950
01-04-2025 10:04,23605,431100,281100,01-04-2025 10:04,56.2,732300,1081125,01-04-2025 10:04,162.7,473850,313200
01-04-2025 10:04,23600,427875,283200,01-04-2025 10:04,55.3,718575,1125375,01-04-2025 10:04,165.3,468900,311775
01-04-2025 10:04,23604.15,430200,281850,01-04-2025 10:04,56.05,696750,1133025,01-04-2025 10:04,163.85,474450,312000
01-04-2025 10:04,23600,429075,283500,01-04-2025 10:04,56.3,701850,1076925,01-04-2025 10:04,164.8,474225,310575
01-04-2025 10:04,23600,430575,285000,01-04-2025 10:04,56.75,718425,1120875,01-04-2025 10:04,164.45,483525,313350
01-04-2025 10:04,23593.25,421350,282975,01-04-2025 10:04,54.2,715800,1095375,01-04-2025 10:04,169.1,475950,312600
01-04-2025 10:05,23596.25,428100,285825,01-04-2025 10:05,55.75,693975,1106025,01-04-2025 10:05,165.65,484875,309225
01-04-2025 10:05,23598,431100,284175,01-04-2025 10:05,56.15,709275,1096575,01-04-2025 10:05,164.55,488625,314550
01-04-2025 10:05,23604.2,431250,285450,01-04-2025 10:05,56.4,712350,1089675,01-04-2025 10:05,164.2,483000,319350
01-04-2025 10:05,23604.95,432300,283350,01-04-2025 10:05,57,729675,1086525,01-04-2025 10:05,162.4,485175,327225
01-04-2025 10:05,23600,426075,283800,01-04-2025 10:05,55.85,747825,1088400,01-04-2025 10:05,165.75,493800,325875
01-04-2025 10:05,23600,432375,284100,01-04-2025 10:05,55.65,757425,1090425,01-04-2025 10:05,164.4,493800,325950
01-04-2025 10:06,23600,430425,288150,01-04-2025 10:06,54.2,772275,1083750,01-04-2025 10:06,167.8,495825,328650
01-04-2025 10:06,23604.9,435825,282750,01-04-2025 10:06,56.3,757350,1086450,01-04-2025 10:06,162.8,503325,329175
01-04-2025 10:06,23608.7,434400,287100,01-04-2025 10:06,56.7,766575,1100175,01-04-2025 10:06,160.45,500250,330825
01-04-2025 10:06,23611,435300,279075,01-04-2025 10:06,58.1,771975,1080600,01-04-2025 10:06,158.15,485025,337800
01-04-2025 10:06,23605.15,429225,284925,01-04-2025 10:06,57.95,770325,1096500,01-04-2025 10:06,158.85,490350,338700
01-04-2025 10:06,23608.2,433500,288150,01-04-2025 10:06,55.7,763725,1129275,01-04-2025 10:06,162.05,491400,332100
01-04-2025 10:07,23599.5,432900,293475,01-04-2025 10:07,53,762150,1135125,01-04-2025 10:07,170.8,491775,326925
01-04-2025 10:07,23592,429600,293025,01-04-2025 10:07,52.7,723975,1148100,01-04-2025 10:07,171.3,495000,315375
01-04-2025 10:07,23592.05,433125,292350,01-04-2025 10:07,52.5,738750,1146825,01-04-2025 10:07,170.45,490200,322875
01-04-2025 10:07,23588.6,434325,295350,01-04-2025 10:07,50.7,721500,1145700,01-04-2025 10:07,175.5,493350,321525
01-04-2025 10:07,23585,430575,296775,01-04-2025 10:07,50.8,709350,1155525,01-04-2025 10:07,174.75,502725,320400
01-04-2025 10:07,23586.95,431700,296325,01-04-2025 10:07,50.65,710250,1152825,01-04-2025 10:07,172.5,511425,314100
01-04-2025 10:08,23593.3,432600,295200,01-04-2025 10:08,51.95,690225,1143825,01-04-2025 10:08,169.25,506325,330225
01-04-2025 10:08,23594.5,435225,296475,01-04-2025 10:08,52.9,713850,1135425,01-04-2025 10:08,166.7,481650,337425
01-04-2025 10:08,23599.5,434025,292350,01-04-2025 10:08,53.85,708075,1138725,01-04-2025 10:08,168.05,480825,336750
01-04-2025 10:08,23599,435225,296250,01-04-2025 10:08,54.95,726450,1147725,01-04-2025 10:08,164.1,480300,338100
01-04-2025 10:08,23595,437700,296775,01-04-2025 10:08,53.8,729450,1151625,01-04-2025 10:08,166.05,473475,340125
01-04-2025 10:08,23594.95,439725,290700,01-04-2025 10:08,53.6,761025,1144425,01-04-2025 10:08,167.4,482475,342225
01-04-2025 10:09,23592.5,422550,297600,01-04-2025 10:09,51.75,706350,1151475,01-04-2025 10:09,172.6,485025,337575
01-04-2025 10:09,23585,432600,298875,01-04-2025 10:09,50.6,702225,1167975,01-04-2025 10:09,174.55,494700,325350
01-04-2025 10:09,23583.7,430125,295875,01-04-2025 10:09,50.35,698100,1163475,01-04-2025 10:09,174.3,499275,318300
01-04-2025 10:09,23586.75,437325,296775,01-04-2025 10:09,50,709950,1171875,01-04-2025 10:09,175.4,501600,318675
01-04-2025 10:09,23583,434400,294975,01-04-2025 10:09,50.5,697650,1163475,01-04-2025 10:09,173.4,498675,326850
01-04-2025 10:09,23583,430350,296550,01-04-2025 10:09,49.85,687600,1171800,01-04-2025 10:09,175,492825,327675
01-04-2025 10:10,23587.55,434325,296475,01-04-2025 10:10,51.15,708375,1175850,01-04-2025 10:10,170.5,494175,335400
01-04-2025 10:10,23585,437400,297075,01-04-2025 10:10,49.2,681225,1177725,01-04-2025 10:10,176.95,494325,335625
01-04-2025 10:10,23584.5,432825,297225,01-04-2025 10:10,50.35,668175,1189425,01-04-2025 10:10,172,496875,315975
01-04-2025 10:10,23586.85,443100,294975,01-04-2025 10:10,50.45,717300,1170600,01-04-2025 10:10,170.75,491775,336600
01-04-2025 10:10,23590,442950,292575,01-04-2025 10:10,51.8,726225,1175925,01-04-2025 10:10,169.6,495450,333675
01-04-2025 10:10,23588,435150,297750,01-04-2025 10:10,50.2,724500,1163625,01-04-2025 10:10,172.15,498600,338850
01-04-2025 10:11,23590.95,441675,294450,01-04-2025 10:11,51,730200,1163850,01-04-2025 10:11,170.3,493950,340575
01-04-2025 10:11,23588,434025,296775,01-04-2025 10:11,51.5,739875,1153725,01-04-2025 10:11,170.6,494400,340500
01-04-2025 10:11,23587.5,440475,294450,01-04-2025 10:11,50.45,754200,1164975,01-04-2025 10:11,172.6,495000,354075
