last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
17-02-2025 09:15,22888,236325,-825,675,25275,25275,N,161025,N,-0.21,22852.9,22888,101,1668375,-75,75,12600,293850,N,-7800,N,1.18,257.2,331800,375,-900,13350,2325,N,4875,N,-1.98,49010.85,55020,-90,0,10260,3270,N,9000,N,-13.74,48911.15,49010.85
17-02-2025 09:20,22933.4,280800,300,0,47325,80250,Y,-75075,Y,20.6,22887.25,22933.4,121.6,5562225,-675,-525,38475,-2487075,YES,111000,YES,14.42,225,1644750,0,75,42975,-2114925,Y,47925,Y,-18.07,49130,64140,-690,-30,13860,16650,N,9840,N,43.58,49029.2,49130
17-02-2025 09:25,22927.05,187050,-75,450,38325,-44925,YES,99300,YES,9.38,22933.4,22927.05,119,3611850,-1350,-150,38025,88950,Y,177675,YES,3.35,229.9,1265700,225,1125,47550,28800,YES,15075,N,-7.38,49123.4,39510,-150,240,13290,2820,YES,32520,YES,22.25,49118,49123.4
17-02-2025 09:30,22902.7,232425,375,150,37425,25350,Y,32775,N,0.38,22929.95,22902.7,108.9,3785700,2325,75,39450,-59400,YES,69375,N,-0.96,244.95,1465725,-300,-900,47550,-11775,Y,-25125,YES,0.24,49121,30480,-30,30,13290,14790,N,660,Y,5.39,49124.7,49121
17-02-2025 09:35,22867.65,117000,-75,75,33975,9900,N,9825,N,-0.46,22902.7,22867.65,98.75,2575200,-4050,225,42300,46275,Y,96075,YES,-0.93,263.75,835275,-300,75,46350,41100,YES,-1725,Y,0.88,49054.05,32280,60,-30,17910,3150,N,-18930,Y,6.22,49116,49054.05
17-02-2025 09:40,22862.15,184950,75,600,38475,7050,N,28950,N,-3.62,22866.05,22862.15,93.25,2712000,1575,-900,39825,106650,Y,80250,N,-1.75,270.9,1051950,0,1125,42825,-16875,Y,3300,N,3.06,48938.7,30510,-120,-180,12570,8070,N,-5010,N,-5.1,49071.2,48938.7
17-02-2025 09:45,22879,122400,-450,0,39675,45900,Y,27300,N,-1.3,22862.15,22879,96.6,2404050,-1650,0,42300,21225,N,18225,N,-1.16,259.2,591675,-600,75,47850,-21300,Y,24075,Y,0.97,48998,36990,-660,-90,14580,14310,N,-8370,Y,-7.85,48925,48998
17-02-2025 09:50,22838.95,119775,-450,300,41625,-74025,YES,-975,Y,-1.83,22879,22838.95,84.95,2295750,150,600,42300,-56175,YES,120000,YES,-1.37,282.35,576675,300,-75,45525,9300,YES,-28350,YES,1.19,48890.1,30660,-240,0,12330,-10860,YES,3270,N,-7.3,48998,48890.1
17-02-2025 09:55,22863.05,135300,75,-75,46725,-14100,Y,30975,YES,-2.61,22838.95,22863.05,91.85,2436075,-1200,0,43800,184200,Y,19950,N,-1.49,265.1,705525,-150,225,41925,-13800,Y,18825,Y,1.94,48822.2,87810,30,-210,16860,30060,Y,-12570,Y,-40.3,48897.65,48822.2
17-02-2025 10:00,22845.15,79800,150,75,35775,-10500,N,-22275,Y,-1.27,22865,22845.15,87.8,1490700,900,-300,42975,-1575,YES,73950,YES,-0.72,276.3,434550,150,-75,37275,4800,N,17625,N,0.86,48734.1,54420,-60,-90,14340,6180,N,4080,N,-24.91,48812.95,48734.1
17-02-2025 10:05,22878.7,74325,0,225,35925,-42150,YES,29025,YES,-0.68,22845.15,22878.7,96.35,1947750,975,-375,41175,20850,Y,-80100,Y,-0.61,253.25,393675,75,75,38700,-9675,Y,4350,N,0.28,48798.95,30120,-30,-90,11310,33000,Y,27660,YES,-10.06,48730.2,48798.95
17-02-2025 10:10,22854.05,59475,0,75,32775,-32925,N,24675,N,-0.49,22878.7,22854.05,87.65,1905375,450,1500,42900,-28500,YES,145425,YES,-0.69,270,408225,300,0,36075,17400,YES,-5550,YES,0.43,48775,15450,-60,150,10680,-7080,YES,2340,Y,-4.95,48798.95,48775
17-02-2025 10:15,22875.55,41775,-300,75,30300,2925,Y,225,Y,-0.34,22851,22875.55,95.5,1430250,-825,975,46350,51225,Y,-54450,Y,-0.43,256.3,311025,225,-150,37875,-1950,Y,35025,Y,0.26,48822.15,11550,-30,0,9720,1380,N,13020,N,-3.25,48775,48822.15
17-02-2025 10:20,22895.35,167325,0,0,29550,1650,YES,-5625,Y,1.89,22878.95,22895.35,101.25,4467900,-825,-375,40125,-109575,YES,-173475,Y,0.59,240.5,718350,300,0,40200,-7650,Y,-4275,YES,-1.17,48862,33480,0,0,11760,22710,Y,4290,N,-3.77,48811,48862
17-02-2025 10:25,22921.25,68175,75,300,31200,52350,Y,-14175,Y,0.22,22895,22921.25,111.05,3217650,-7800,1275,40425,131850,Y,-1875,YES,-0.28,224.65,637950,450,-150,43650,-16725,Y,24000,Y,-0.45,48939,22890,-30,0,13230,-10530,YES,6120,N,-2.45,48862,48939
17-02-2025 10:30,22914.3,99075,75,-150,35925,2400,YES,29925,YES,1.19,22923.05,22914.3,105.5,3149475,450,-225,40350,60900,N,75375,YES,0.36,232.05,625950,-825,75,39525,32850,YES,-1200,YES,-1.12,48961.55,33360,120,-120,15000,-780,N,2610,Y,0.84,48944.95,48961.55
17-02-2025 10:35,22963.05,382950,0,150,36600,2850,N,-198300,Y,10.37,22914.3,22963.05,130.15,6660975,-375,150,39300,-106725,YES,-326325,Y,3.3,199.5,1547175,-750,-75,39825,-12150,Y,40425,Y,-5.44,49096.55,71040,-150,-30,16620,2520,N,-29640,Y,11.69,48965,49096.55
17-02-2025 10:40,23005.4,110850,-75,75,34950,-27075,YES,825,YES,3.15,22963.05,23005.4,150.7,3317025,150,-75,40500,75075,Y,-168300,YES,1.75,182.15,835425,525,75,38100,-5250,N,24450,N,-2.74,49180,40470,30,30,16800,17760,N,-26760,N,9.36,49084.45,49180
17-02-2025 10:45,22989.65,187650,75,0,33375,15150,Y,59775,YES,5.79,23005.4,22989.65,144.35,3142950,-675,-300,42375,40050,N,264150,YES,1.92,188,1112475,150,0,39900,73425,YES,46800,Y,-3.71,49142.35,35550,-30,-150,13620,5820,N,1740,YES,9.5,49180,49142.35
17-02-2025 10:50,22996.35,72825,0,0,27750,9000,N,19200,N,2.05,22990.1,22996.35,146.6,2797650,0,225,39975,-86475,YES,42825,N,1.57,185.6,830100,-150,525,42450,27075,N,29400,N,-2.48,49144.15,10110,0,-30,10200,1080,YES,7200,N,2.08,49146.75,49144.15
17-02-2025 10:55,22965.05,97125,-75,0,31050,-10050,YES,-69825,Y,1.82,22999,22965.05,129.5,2771175,-225,-525,42900,-132375,YES,5175,N,0.91,204,1384275,-225,300,39825,-12300,Y,-65250,YES,-2.71,49080,17010,0,0,12510,-2100,YES,13890,N,2.15,49151,49080
17-02-2025 11:00,22945,45975,1200,75,31950,43350,Y,-5325,YES,0.69,22963.85,22945,123.6,2084925,300,75,43875,11475,Y,68925,YES,0.53,212.8,854475,-75,-525,39450,32250,YES,-8100,Y,-1.19,49031.25,15000,30,0,12870,-4140,YES,-2880,Y,1.32,49080,49031.25
17-02-2025 11:05,22925.3,77700,-1200,-75,29550,85200,Y,4200,N,0.57,22944.75,22925.3,111.25,2542575,0,150,45825,17025,N,32025,N,0.1,228.5,993525,-225,525,37425,-16275,Y,-45075,YES,-0.6,48986,16200,30,60,9720,-2430,N,6030,N,0.25,49031.25,48986
17-02-2025 11:10,22890.05,126825,0,-75,36450,-14475,YES,3975,N,-0.35,22925,22890.05,97.6,3120375,3975,-225,44250,-47925,YES,56100,YES,-0.47,252,1232025,600,-150,42375,-5850,N,-41250,N,0.56,48928.05,23640,-270,-450,11910,-5250,YES,-4980,Y,-1.53,48986,48928.05
17-02-2025 11:15,22886.15,59925,675,0,33750,18900,Y,18225,N,-0.29,22889,22886.15,97.15,1425900,1125,-1350,47400,154650,Y,51450,N,-0.26,252.85,467850,-75,-150,41925,-18750,Y,15150,Y,0.33,48925.15,6750,0,30,9660,-19320,YES,10830,N,-0.29,48928.05,48925.15
17-02-2025 11:20,22917.1,65325,0,0,36750,74550,Y,-5475,Y,-0.25,22883.8,22917.1,104.9,2265075,-225,450,44550,16275,N,51300,N,-0.35,233,737925,0,150,39300,-38925,Y,8175,N,0.36,48990.05,4890,0,0,9030,2160,Y,-990,Y,-0.08,48925.15,48990.05
17-02-2025 11:25,22916.55,34500,0,150,37725,-3975,YES,-17400,Y,0.08,22915.05,22916.55,103.75,2063325,-450,525,46125,-27750,YES,39675,N,-0.18,233.1,454800,-225,-150,40875,11175,YES,-6675,YES,-0.04,48990.55,4470,330,-120,9690,480,YES,9510,N,0.06,49000.9,48990.55
17-02-2025 11:30,22922.95,40575,-225,0,36450,-12975,YES,26625,YES,0.14,22917.05,22922.95,107.75,1620450,1500,1200,42150,37425,Y,29625,N,-0.09,224,401700,-75,0,38250,12675,N,-2700,N,-0.13,49028.75,7980,-240,0,13140,-11040,YES,2040,Y,0.29,48990.55,49028.75
17-02-2025 11:35,22905,33750,0,0,27075,-5250,N,1425,Y,0.01,22920.8,22905,101.2,1595250,225,1200,47325,-16200,YES,20550,N,-0.19,236.05,476100,-150,-150,38250,12975,N,-6300,YES,0.01,49005.4,4770,0,0,8460,-9870,N,810,Y,0.17,49028.95,49005.4
17-02-2025 11:40,22943.6,33975,0,825,28725,7875,N,-44625,Y,0.17,22905,22943.6,117.1,1832400,-300,-675,45825,10275,Y,-105750,Y,-0.03,211.6,480675,225,-375,45450,-26550,Y,10125,N,-0.21,49088.3,6990,0,0,8790,-7260,N,-4290,Y,0.56,49006.9,49088.3
17-02-2025 11:45,22940,42225,0,-525,25275,5550,N,44850,YES,0.39,22945,22940,118.6,2483850,1800,300,45525,7650,N,65700,YES,0.16,210.35,498825,675,-450,36000,35400,YES,17400,N,-0.44,49063.4,8160,0,0,18630,-360,N,5190,N,0.8,49088.3,49063.4
17-02-2025 11:50,22938.75,26850,0,150,25125,15675,N,1275,Y,0.15,22940,22938.75,111.9,1487625,-675,225,46800,-17475,YES,63075,N,-0.02,215.4,377100,-300,-900,39375,-10050,Y,-9000,YES,-0.22,49052.6,4530,270,60,9270,270,N,-2430,Y,0.27,49061,49052.6
17-02-2025 11:55,22950,26400,-225,150,25950,80850,Y,-1875,Y,0.23,22932.25,22950,116.8,1320825,825,375,41925,26625,Y,-44925,Y,0.04,207,288750,750,75,37425,40050,YES,12750,Y,-0.25,49085,3120,0,0,10890,14280,N,990,N,0.28,49052.6,49085
17-02-2025 12:00,22940,45975,0,-150,33600,15225,N,-6900,Y,0.49,22950,22940,113.7,2881050,-975,225,40350,-34725,YES,-39525,N,0.28,213.6,828375,-225,375,40125,-13200,Y,6225,N,-0.77,49073.6,17130,-30,-60,15720,12870,N,270,Y,2.07,49085,49073.6
17-02-2025 12:05,22933,35775,-675,75,25800,-48600,YES,26550,YES,0.21,22945.4,22933,110.2,1729500,750,675,42900,-19650,N,36300,YES,-0.03,218.6,631275,-600,150,40350,-5325,N,2175,YES,-0.29,49038.5,6660,0,-30,10800,-2280,YES,-6870,Y,0.23,49073.6,49038.5
17-02-2025 12:10,22906.15,25350,675,0,24750,-1500,Y,11775,N,0.03,22933,22906.15,102,1085175,825,-525,42675,-15900,N,55950,N,-0.07,232.05,404550,300,-75,44175,14850,YES,-33150,YES,-0.09,48980,3930,-270,-90,8700,-4200,YES,1410,N,0.06,49038.5,48980
17-02-2025 12:15,22899.3,35925,75,375,32325,-1350,N,5700,N,-0.05,22906.15,22899.3,100.25,1303350,-1200,525,42600,-17850,YES,7125,N,-0.14,237.9,485100,0,-300,42150,2400,Y,-21825,N,0.05,48970.15,6510,-60,-210,11220,-450,N,18060,N,-0.06,48980,48970.15
17-02-2025 12:20,22904.25,44850,0,375,30525,36825,Y,-1200,Y,-0.21,22899.3,22904.25,101,1551675,300,600,40500,84225,Y,-6075,Y,-0.23,238.85,622275,-225,150,36150,-21300,Y,7950,Y,0.3,48955.4,7860,0,0,9990,-7050,YES,630,Y,-0.4,48970.15,48955.4
17-02-2025 12:25,22900.9,23475,-150,-225,24675,8475,N,14250,N,-0.05,22904.85,22900.9,100.6,1291425,-1125,-150,43725,-13275,YES,87150,YES,-0.15,237.7,299475,-75,-225,37200,5250,YES,6000,N,0.05,48975,3720,0,0,9540,750,N,-240,Y,-0.03,48955.4,48975
17-02-2025 12:30,22909.1,30450,0,75,27900,-3825,YES,8100,N,0,22905.55,22909.1,101.25,1403100,-3000,225,43800,-5475,N,8025,N,-0.14,231.65,363900,375,-300,42600,-4125,Y,13950,N,0.04,48990,3360,240,0,9000,-720,YES,-4950,Y,0.01,48972.75,48990
17-02-2025 12:35,22900,20025,-75,-75,25725,26100,Y,4425,N,-0.06,22909.1,22900,96.5,1144575,1275,-150,43950,-20850,YES,60600,YES,-0.17,240.65,310125,450,-375,41025,16500,YES,-6975,YES,0.1,48950,2820,-240,0,9000,-3840,YES,4230,N,-0.09,48990,48950
17-02-2025 12:40,22919.5,38025,0,-75,32550,-17475,YES,82425,YES,0.02,22901.65,22919.5,103.55,1948200,-300,300,47925,31575,Y,-58575,Y,-0.18,226.5,496050,75,75,39525,150,Y,-6375,N,-0.07,49010.95,5670,30,0,8250,-1110,N,600,Y,0.13,48950,49010.95
17-02-2025 12:45,22923,65325,0,-75,27075,13425,Y,51375,N,0.37,22919.5,22923,106.95,3462375,-2100,1725,44775,-6300,YES,-99450,Y,0.04,219.9,706425,450,75,40500,24525,YES,15825,Y,-0.39,49030,9510,30,0,9210,9030,N,-3420,Y,0.7,49010.95,49030
