last_traded_time,ltp,tot_buy_qty,tot_sell_qty
2025-02-18 11:25:40,234.45,447375,183675
2025-02-18 11:25:50,233.0,447825,189525
2025-02-18 11:26:00,231.4,442275,191250
2025-02-18 11:26:10,233.8,444300,189750
2025-02-18 11:26:20,231.9,445350,188400
2025-02-18 11:26:30,231.05,444600,189150
2025-02-18 11:26:40,231.0,447075,189000
2025-02-18 11:26:50,232.55,444225,190800
2025-02-18 11:27:00,237.2,447225,188400
2025-02-18 11:27:10,238.1,450975,182175
2025-02-18 11:27:20,237.05,449475,188475
2025-02-18 11:27:30,236.3,445050,192675
2025-02-18 11:27:40,236.55,449100,195375
2025-02-18 11:27:50,235.9,451350,194175
2025-02-18 11:28:00,236.85,451575,195225
2025-02-18 11:28:10,234.8,451200,195000
2025-02-18 11:28:20,234.75,448500,198600
2025-02-18 11:28:30,231.85,444000,199575
2025-02-18 11:28:40,232.95,447825,201300
2025-02-18 11:28:50,230.75,445275,201825
2025-02-18 11:29:00,229.0,441975,200025
2025-02-18 11:29:10,230.3,440625,204375
2025-02-18 11:29:20,227.8,441225,203850
2025-02-18 11:29:30,226.5,438600,203025
2025-02-18 11:29:40,228.0,439875,201375
2025-02-18 11:29:50,223.65,436275,201225
2025-02-18 11:30:00,224.0,578700,452925
2025-02-18 11:30:10,227.55,591600,459450
2025-02-18 11:30:20,227.7,595650,449850
2025-02-18 11:30:30,224.55,594300,449625
2025-02-18 11:30:40,226.5,599925,457725
2025-02-18 11:30:50,166.8,612225,449025
2025-02-18 11:31:00,231.1,612825,448275
2025-02-18 11:31:10,229.55,621750,446625
2025-02-18 11:31:20,226.15,620550,452025
2025-02-18 11:31:30,164.0,607200,455775
2025-02-18 11:31:40,166.45,616875,453150
2025-02-18 11:31:50,165.1,631125,451200
2025-02-18 11:32:00,159.45,599775,456450
2025-02-18 11:32:10,215.6,564225,456525
2025-02-18 11:32:20,156.1,546525,460050
2025-02-18 11:32:30,217.5,556875,463950
2025-02-18 11:32:40,159.2,571350,463500
2025-02-18 11:32:50,157.5,574200,468075
2025-02-18 11:33:00,157.8,572475,471075
2025-02-18 11:33:10,158.05,579375,472650
2025-02-18 11:33:20,158.9,589800,480750
2025-02-18 11:33:30,218.4,589275,477825
2025-02-18 11:33:40,158.3,592800,481275
2025-02-18 11:33:50,219.1,594675,478500
2025-02-18 11:34:00,159.65,601425,482850
2025-02-18 11:34:10,220.8,602775,466800
2025-02-18 11:34:20,216.8,600225,473850
2025-02-18 11:34:30,155.2,584475,475650
2025-02-18 11:34:40,215.0,580350,478050
2025-02-18 11:34:50,152.35,595125,478650
2025-02-18 11:35:00,213.4,581850,482775
2025-02-18 11:35:10,153.05,586650,480975
2025-02-18 11:35:20,214.85,595725,481875
2025-02-18 11:35:30,216.75,600675,480075
2025-02-18 11:35:40,153.55,598425,480600
2025-02-18 11:35:50,154.3,603450,480300
2025-02-18 11:36:00,212.75,603300,477375
2025-02-18 11:36:10,216.5,606600,475200
2025-02-18 11:36:20,215.9,614175,473850
2025-02-18 11:36:30,215.75,621375,478275
2025-02-18 11:36:40,216.8,629850,480150
2025-02-18 11:36:50,216.6,631050,483675
2025-02-18 11:37:00,214.2,630075,489375
2025-02-18 11:37:10,217.5,636150,487950
2025-02-18 11:37:20,219.25,638775,482550
2025-02-18 11:37:30,220.05,644550,482775
2025-02-18 11:37:40,219.9,640125,484500
2025-02-18 11:37:50,222.55,635175,482100
2025-02-18 11:38:00,221.2,636150,464025
2025-02-18 11:38:10,223.0,637575,468825
2025-02-18 11:38:20,224.5,644100,466950
2025-02-18 11:38:30,223.0,646350,469275
2025-02-18 11:38:40,222.65,646800,474600
2025-02-18 11:38:50,223.6,641100,476850
2025-02-18 11:39:00,223.15,647400,475875
2025-02-18 11:39:10,161.25,649425,480375
2025-02-18 11:39:20,223.75,651900,475800
2025-02-18 11:39:30,160.95,646275,481200
2025-02-18 11:39:40,157.5,642600,489750
2025-02-18 11:39:50,222.0,632850,495675
2025-02-18 11:40:00,160.95,630750,496650
2025-02-18 11:40:10,161.1,630975,495525
2025-02-18 11:40:20,160.95,633000,495600
2025-02-18 11:40:30,158.55,635775,498375
2025-02-18 11:40:40,222.5,631950,501150
2025-02-18 11:40:50,161.85,643350,498975
2025-02-18 11:41:00,161.0,643425,491250
2025-02-18 11:41:10,161.3,643350,492900
2025-02-18 11:41:20,223.35,646950,489525
2025-02-18 11:41:30,219.0,638475,493950
2025-02-18 11:41:40,219.1,622800,495375
2025-02-18 11:41:50,215.75,621150,499200
2025-02-18 11:42:00,214.7,610200,504300
2025-02-18 11:42:10,152.5,612675,500400
2025-02-18 11:42:20,214.0,618900,497925
2025-02-18 11:42:30,153.0,629100,497700
2025-02-18 11:42:40,151.85,624675,502875
2025-02-18 11:42:50,210.45,610350,502725
2025-02-18 11:43:00,150.85,608325,504900
2025-02-18 11:43:10,208.45,570825,504900
2025-02-18 11:43:20,146.4,568050,506550
2025-02-18 11:43:30,148.8,572925,507450
2025-02-18 11:43:40,148.75,588375,500400
2025-02-18 11:43:50,148.05,594525,505425
2025-02-18 11:44:00,147.3,597750,506400
2025-02-18 11:44:10,148.35,604425,505950
2025-02-18 11:44:20,207.05,605775,511125
2025-02-18 11:44:30,206.0,604950,519375
2025-02-18 11:44:40,145.0,594225,517275
2025-02-18 11:44:50,144.4,588825,524025
2025-02-18 11:45:00,143.05,585750,530625
2025-02-18 11:45:10,140.85,574200,526500
2025-02-18 11:45:20,140.0,541275,530550
2025-02-18 11:45:30,134.5,516000,536100
2025-02-18 11:45:40,134.55,496950,532725
2025-02-18 11:45:50,130.45,495750,543450
2025-02-18 11:46:00,132.7,489000,528300
2025-02-18 11:46:10,133.65,505725,530850
2025-02-18 11:46:20,133.2,542025,536475
2025-02-18 11:46:30,132.0,547275,548175
2025-02-18 11:46:40,133.7,553875,543825
2025-02-18 11:46:50,134.05,558000,555975
2025-02-18 11:47:00,135.55,583200,540075
2025-02-18 11:47:10,134.0,589800,545100
2025-02-18 11:47:20,137.25,603225,554325
2025-02-18 11:47:30,136.85,610500,551775
2025-02-18 11:47:40,138.9,622575,550200
2025-02-18 11:47:50,138.45,635925,547125
2025-02-18 11:48:00,137.35,625800,558375
2025-02-18 11:48:10,136.65,612150,567150
2025-02-18 11:48:20,137.65,611700,569325
2025-02-18 11:48:30,137.7,627975,574200
2025-02-18 11:48:40,139.85,640200,567225
2025-02-18 11:48:50,138.9,637650,565200
2025-02-18 11:49:00,136.4,630825,573750
2025-02-18 11:49:10,137.95,622950,574800
2025-02-18 11:49:20,137.9,628875,572700
2025-02-18 11:49:30,137.65,642300,579450
