last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
17-03-2025 09:15,22584,414225,300,-75,33300,-3675,N,36900,N,15.96,22568.05,22584,147.3,9443475,150,3750,35625,370350,N,164400,N,6.31,102.65,5847075,75,375,33225,718125,N,286725,N,-6.56,48418,86940,-4080,-300,12660,21540,N,21870,N,77.72,48284.25,48418
17-03-2025 09:20,22607,348000,-75,-75,39450,32550,Y,31725,N,12.4,22584.95,22607,156.35,7305600,225,-75,41400,-1230150,YES,136125,N,6.25,91.75,6047850,-75,-300,42075,-1120725,Y,410175,Y,-6.9,48414.95,37920,-2700,-30,13260,19440,N,12690,N,17.22,48418,48414.95
17-03-2025 09:25,22620.75,219900,0,225,38175,-37125,YES,30975,N,8.86,22608,22620.75,160,6452850,75,525,43500,-117225,Y,82050,N,5.3,85.1,6558525,900,0,46500,89550,YES,266550,N,-6.8,48462,58800,-30,-30,13080,-1800,YES,18300,N,26.86,48424.15,48462
17-03-2025 09:30,22660.3,351750,0,75,44025,-19050,N,-30150,Y,14.49,22624.7,22660.3,186.75,7083225,-675,450,39675,-36300,Y,-244275,Y,6.62,73.75,7120875,450,75,45000,-41400,Y,251550,N,-5.69,48505.95,89550,120,-450,16350,2940,N,2040,Y,34.72,48472,48505.95
17-03-2025 09:35,22645.15,141750,-75,0,41850,36750,Y,28500,YES,4.05,22660,22645.15,180.5,3170925,750,-225,40125,-15150,Y,80400,YES,2.11,77.75,5656200,-900,-750,50100,37350,YES,183225,N,-2.36,48490,28620,90,0,14970,1950,YES,7920,N,4.25,48516.35,48490
17-03-2025 09:40,22636.05,88725,75,1275,31125,-6375,YES,21075,N,1.71,22646,22636.05,170.1,2823000,-75,-1050,46950,-25425,YES,108225,YES,1.1,79.85,4899900,-75,1575,48300,115800,YES,17775,N,-1.05,48512.3,23640,-120,0,13770,-26040,YES,3000,N,3.72,48490,48512.3
17-03-2025 09:45,22616.25,101100,3975,-1350,43950,-12450,YES,9000,N,1.34,22639.95,22616.25,156.75,3005400,-225,900,40425,-29850,YES,117075,N,0.51,87.9,5308275,975,75,45375,180300,YES,-159600,YES,-0.47,48505,19560,120,-60,12630,46200,Y,-26040,Y,2.99,48509.45,48505
17-03-2025 09:50,22602.55,92700,-3600,-150,29925,38925,Y,-40725,Y,0.49,22616.25,22602.55,148.35,4080900,-150,-150,40500,-40575,YES,51375,N,-0.3,93.55,7088250,525,-1425,51900,-32100,Y,-84750,Y,0.14,48475,22080,-60,150,12630,-12840,YES,-420,YES,3.02,48505,48475
17-03-2025 09:55,22611.9,62100,75,300,32025,41850,N,12075,YES,0.06,22606.6,22611.9,153.6,2911950,-225,1050,39525,130125,Y,97200,YES,-0.48,89.15,4552125,-825,2850,47550,81000,YES,197250,Y,0.25,48480.2,18810,-60,-30,12600,10260,Y,18030,N,1.3,48475,48480.2
17-03-2025 10:00,22595,103125,225,-150,38400,0,YES,11400,N,0.06,22611.2,22595,142.2,4318050,225,-375,39900,-71475,YES,123900,YES,-0.86,94.4,6724050,-450,750,44175,-61125,Y,-165225,YES,0.56,48470,17040,180,60,14310,5100,N,43230,YES,0.74,48475.2,48470
17-03-2025 10:05,22595,42450,0,1800,30675,15525,N,5250,N,-0.1,22594.45,22595,142.35,2012100,-225,1575,45975,56550,Y,9825,N,-0.45,94,2775675,2100,-150,42300,110700,YES,57075,Y,0.17,48492.85,14700,-180,60,10500,2460,YES,13860,N,1.37,48470.2,48492.85
17-03-2025 10:10,22576.2,68700,-225,1200,27450,-44250,YES,4350,N,-0.49,22595,22576.2,131.95,2794875,375,-225,51750,-75450,YES,35475,YES,-0.93,102.25,5378925,-1425,675,45975,16425,N,-204375,YES,0.7,48480.6,6930,0,0,11880,-7800,YES,270,Y,0.54,48492.85,48480.6
17-03-2025 10:15,22577.45,109275,150,-75,36300,42750,Y,8700,N,-1.44,22575.4,22577.45,130.45,4399125,-1725,-2175,44775,103350,Y,112575,YES,-1.92,102.5,7980075,2850,-225,43125,-119175,Y,-40575,Y,1.59,48500,12000,0,0,10950,19140,Y,-4110,Y,0.49,48471.05,48500
17-03-2025 10:20,22583.65,71475,0,75,38625,5250,N,2700,Y,-0.79,22577.95,22583.65,132.75,3156750,-450,1425,46050,71100,N,38250,N,-1.16,101.95,4709775,0,-1200,50025,7875,YES,84075,Y,0.81,48500,10320,30,-30,11160,-6510,YES,3390,N,1.17,48500,48500
17-03-2025 10:25,22561.7,75600,525,525,28200,-22125,YES,21300,N,-1.16,22583.65,22561.7,122.8,4383450,-525,-525,48825,-106500,YES,218625,YES,-1.81,111.2,7057200,-75,-1725,49275,26175,N,-340125,YES,1.59,48485.2,9810,30,-30,9120,-150,N,2640,Y,0.24,48500,48485.2
17-03-2025 10:30,22545.65,57225,-975,300,28875,-10425,N,42300,YES,-1.01,22561.7,22545.65,113.8,3050400,225,-900,48900,-70800,Y,52800,N,-1.26,118.95,4825725,150,600,44625,-14700,Y,16575,Y,1.04,48431.1,13200,0,0,10950,-3540,YES,-13800,Y,-0.11,48481.4,48431.1
17-03-2025 10:35,22536.35,64725,-1350,225,34575,1800,N,-9675,Y,-1.37,22545,22536.35,110.7,3547800,150,-1650,46800,141300,Y,76725,YES,-1.67,125.9,5950200,-150,-150,46875,92025,YES,-31425,YES,1.58,48436.25,12330,0,270,11610,-6420,YES,34350,YES,-0.6,48431.1,48436.25
17-03-2025 10:40,22552.55,63075,75,0,42150,19650,N,-23475,Y,-1.36,22536.35,22552.55,117.75,3040950,-75,3000,45600,142950,N,-32550,Y,-1.29,116.7,4103550,375,225,47850,-222375,Y,10725,Y,1.06,48449.95,8760,0,0,10920,810,N,8580,N,-0.44,48436.25,48449.95
17-03-2025 10:45,22559.75,52800,-75,0,36900,-6000,YES,10200,YES,-0.72,22552.55,22559.75,121.65,3992850,300,-21375,45300,-2175,YES,84075,YES,-1.22,113.2,4091025,450,150,40050,17025,YES,65850,Y,0.6,48434.85,4290,30,-180,8610,2940,N,-1080,Y,-0.07,48449.95,48434.85
17-03-2025 10:50,22558.05,25725,-75,0,27525,5100,N,4125,N,-0.34,22559.75,22558.05,121,2348850,-450,450,47025,-6975,YES,87225,N,-0.66,114.9,2267475,300,-525,45375,56850,YES,-1050,YES,0.35,48463.8,4230,90,120,7770,4650,N,5760,N,0.02,48434.85,48463.8
17-03-2025 10:55,22575.5,104775,300,75,34875,-300,YES,6375,N,-0.89,22558.05,22575.5,126.7,4436550,-825,900,46050,36825,Y,-60300,Y,-0.8,106.6,3315375,600,75,43725,33675,N,63300,Y,0.23,48482,9330,-210,60,8880,-1470,YES,-30240,Y,0.45,48463.8,48482
17-03-2025 11:00,22570,51075,75,-600,30300,750,N,20850,N,-0.25,22575.5,22570,126.45,3583800,375,-375,46425,-51900,YES,34350,YES,-0.5,107,3017400,225,-525,47925,99225,YES,-29100,YES,0.12,48475,7710,30,0,9660,-7170,YES,9240,YES,0.44,48482,48475
17-03-2025 11:05,22566,30150,-975,0,24975,-11100,YES,54900,YES,-0.33,22570,22566,124.55,3675450,-675,150,46800,-53700,YES,3375,N,-0.73,109.95,4428450,-975,-750,43650,-95400,Y,28425,Y,0.38,48507,6630,270,-30,9030,30,N,-6660,Y,0.5,48475,48507
17-03-2025 11:10,22550,39075,1650,0,44925,-2400,N,-25050,Y,-0.53,22567,22550,116.2,2424525,-75,-750,47550,-34500,N,58725,YES,-0.57,118.2,3388650,225,600,41400,54450,YES,-91125,YES,0.42,48495.8,7440,-240,0,9000,210,N,1260,N,0.64,48507,48495.8
17-03-2025 11:15,22558,25350,-1575,525,25425,-12000,YES,2700,YES,-0.38,22546.1,22558,119,2620575,-900,-300,42000,51675,Y,41400,N,-0.67,111.95,4056825,150,750,39750,-79875,Y,39375,Y,0.57,48488.55,10320,-30,90,8970,-6510,YES,16380,N,0.99,48500,48488.55
17-03-2025 11:20,22560,22650,75,-600,22725,21075,Y,-5850,Y,-0.28,22553,22560,122.35,2314350,0,15675,43350,59400,N,35700,N,-0.48,110.6,2584950,3750,-1575,43275,22575,YES,49125,N,0.25,48523,6540,0,630,12420,12450,N,-1920,Y,0.62,48492.25,48523
17-03-2025 11:25,22571.8,24225,375,225,24525,12900,N,1275,N,-0.2,22560,22571.8,127.7,2532975,75,-450,46575,52725,N,-7950,Y,-0.37,106.35,1859100,525,-1050,44475,29325,N,42450,N,0.12,48523,3930,60,120,14460,6240,N,5790,N,0.36,48520.3,48523
17-03-2025 11:30,22572.55,13500,-375,-150,21150,20550,N,900,Y,-0.09,22571.8,22572.55,128.45,2681850,-525,300,43725,-37275,YES,-38025,Y,-0.27,106.45,1947525,525,0,42300,31425,N,63300,Y,0.07,48510,3270,210,0,8970,-2190,YES,-1680,Y,0.31,48523,48510
