last_traded_time,ltp,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-03-05 13:05:00,170.1,2775,-0.049999999999954525,43950,39525.0,Y,18075.0,N,0.4899999999999949
2025-03-05 13:10:00,180.0,2400,0.15000000000000568,37275,-1650.0,YES,75.0,Y,0.28000000000000114
2025-03-05 13:15:00,174.35,9075,-0.15000000000000568,38550,-10575.0,YES,34050.0,YES,0.23999999999999488
2025-03-05 13:20:00,174.2,6375,-0.15000000000000568,40725,24525.0,Y,12975.0,N,0.20999999999999375
2025-03-05 13:25:00,174.5,14400,0.0,41325,30375.0,N,-14850.0,Y,0.18000000000000682
2025-03-05 13:30:00,165.0,30750,-2.842170943040401e-14,38100,-69600.0,YES,3600.0,N,0.35999999999999943
2025-03-05 13:35:00,152.8,1650,0.0,40350,-24375.0,Y,29250.0,YES,0.21999999999999886
2025-03-05 13:40:00,141.05,6450,-0.05000000000001137,38175,65175.0,Y,89325.0,YES,0.3199999999999932
2025-03-05 13:45:00,143.75,5175,-0.10000000000002274,42975,6150.0,N,6900.0,N,0.19000000000001194
2025-03-05 13:50:00,147.9,8400,-0.15000000000000568,47550,75.0,YES,-46500.0,Y,0.2599999999999909
2025-03-05 13:55:00,155.6,17700,-0.05000000000003979,43200,10950.0,N,-30975.0,N,0.269999999999996
2025-03-05 14:00:00,148.4,12075,0.15000000000000568,40200,19725.0,N,34950.0,YES,0.22000000000001307
2025-03-05 14:05:00,157.15,9075,-0.25,43800,4950.0,N,-10125.0,Y,0.1799999999999926
2025-03-05 14:10:00,153.8,3300,-0.04999999999998295,45450,10125.0,N,21825.0,YES,0.1700000000000017
2025-03-05 14:15:00,135.2,6375,0.0,45825,-39375.0,YES,50550.0,YES,0.20000000000000284
2025-03-05 14:20:00,141.2,1875,0.0,43950,65850.0,Y,15075.0,N,0.1600000000000108
2025-03-05 14:25:00,154.35,2025,-0.04999999999998295,42975,19200.0,N,-121425.0,Y,0.22999999999998977
2025-03-05 14:30:00,145.35,7875,0.0,40050,-18300.0,YES,43800.0,YES,0.1599999999999966
2025-03-05 14:35:00,166.4,16950,0.05000000000001137,36900,31350.0,Y,-113475.0,Y,0.29999999999999716
2025-03-05 14:40:00,167.0,4950,0.04999999999998295,45750,-10950.0,YES,33150.0,YES,0.39000000000000057
2025-03-05 14:45:00,163.2,4575,-0.05000000000001137,40425,-24525.0,YES,-2700.0,Y,0.3200000000000074
2025-03-05 14:50:00,175.3,36225,0.04999999999998295,37800,-2625.0,Y,-23775.0,Y,0.4399999999999977
2025-03-05 14:55:00,169.25,21150,0.0,38400,-11700.0,YES,82800.0,YES,0.23000000000000398
2025-03-05 15:00:00,166.4,3600,2.842170943040401e-14,45225,-21675.0,YES,26775.0,N,0.23999999999999488
2025-03-05 15:05:00,169.2,7725,-2.842170943040401e-14,50475,1725.0,Y,-64425.0,Y,0.18000000000000682
2025-03-05 15:10:00,170.75,35025,2.842170943040401e-14,42525,-42375.0,YES,-12150.0,YES,0.1699999999999875
2025-03-05 15:15:00,167.6,50100,-0.15000000000000568,40500,-33000.0,N,16500.0,YES,0.1700000000000017
2025-03-05 15:20:00,169.0,15225,-0.25,44400,-45750.0,YES,-145950.0,Y,0.1599999999999966
2025-03-05 15:25:00,175.05,8400,-0.05000000000001137,52575,-1165425.0,YES,-233025.0,Y,0.25
