last_traded_time,ltp,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-03-05 09:15:00,49.9,5850,-0.05000000000000426,44400,898275.0,N,561525.0,N,-1.6899999999999977
2025-03-05 09:20:00,67.9,32325,-0.10000000000000853,43725,-2593875.0,YES,-277425.0,Y,5.310000000000002
2025-03-05 09:25:00,87.55,103200,0.0,45300,-192975.0,Y,120600.0,YES,9.959999999999994
2025-03-05 09:30:00,87.8,25500,-0.10000000000000853,41475,67650.0,Y,564750.0,YES,6.13000000000001
2025-03-05 09:35:00,87.75,51075,-0.10000000000000853,47175,135525.0,Y,309825.0,N,3.0799999999999983
2025-03-05 09:40:00,111.05,100875,-0.10000000000000853,44100,-113550.0,YES,-729450.0,Y,5.6699999999999875
2025-03-05 09:45:00,127.1,125775,-1.4210854715202004e-14,45000,-4725.0,Y,-289125.0,YES,5.009999999999991
2025-03-05 09:50:00,117.3,63375,0.0,44025,-36075.0,YES,175950.0,YES,1.7399999999999949
2025-03-05 09:55:00,118.8,13125,0.0,41550,-97050.0,YES,46725.0,N,1.8499999999999943
2025-03-05 10:00:00,102.95,18675,-0.05000000000001137,46275,-43050.0,Y,153525.0,YES,1.0300000000000011
2025-03-05 10:05:00,112.0,3750,-0.04999999999999716,46950,173175.0,Y,29325.0,N,0.7600000000000051
2025-03-05 10:10:00,102.85,6225,-0.04999999999999716,47550,79875.0,N,169650.0,YES,0.4200000000000017
2025-03-05 10:15:00,93.4,28425,-0.09999999999999432,45150,-1500.0,YES,156675.0,N,0.20000000000000284
2025-03-05 10:20:00,99.8,46725,-0.04999999999999716,49725,147600.0,Y,-11175.0,Y,0.21999999999999886
2025-03-05 10:25:00,103.15,27375,0.05000000000001137,27825,35400.0,N,-30900.0,Y,0.269999999999996
2025-03-05 10:30:00,120.25,2025,0.0,17925,11475.0,N,-229275.0,Y,0.6099999999999994
2025-03-05 10:35:00,123.8,14100,0.0,43800,-152250.0,YES,-88500.0,YES,1.2900000000000063
2025-03-05 10:40:00,128.35,1950,0.14999999999999147,39750,25350.0,Y,34725.0,YES,0.5100000000000051
2025-03-05 10:45:00,117.0,15150,1.4210854715202004e-14,45750,-99450.0,YES,19875.0,N,0.5899999999999892
2025-03-05 10:50:00,126.7,7950,-0.15000000000000568,45900,108450.0,Y,-94875.0,Y,0.3300000000000125
2025-03-05 10:55:00,123.4,5325,-0.04999999999998295,42825,-23775.0,YES,24075.0,YES,0.4399999999999977
2025-03-05 11:00:00,124.35,7800,0.0,44925,51075.0,Y,-87150.0,Y,0.6700000000000017
2025-03-05 11:05:00,119.1,7275,0.04999999999999716,45675,-57900.0,YES,94950.0,YES,0.2600000000000051
2025-03-05 11:10:00,123.9,2625,-0.04999999999999716,47775,39300.0,Y,-37350.0,Y,0.2600000000000051
2025-03-05 11:15:00,125.65,3675,-0.20000000000000284,40200,-3600.0,YES,-69300.0,Y,0.3499999999999943
2025-03-05 11:20:00,121.25,10200,-0.19999999999998863,44925,-72000.0,YES,73425.0,YES,0.20999999999999375
2025-03-05 11:25:00,126.0,52725,0.0,47775,13050.0,Y,10350.0,N,0.21000000000000796
2025-03-05 11:30:00,134.25,4200,-0.10000000000000853,47775,57900.0,Y,-145800.0,Y,0.5300000000000011
2025-03-05 11:35:00,170.8,8775,-0.04999999999998295,42150,-143850.0,YES,-373500.0,Y,1.730000000000004
2025-03-05 11:40:00,170.9,4950,0.0,45525,-53325.0,Y,60000.0,YES,0.9699999999999989
2025-03-05 11:45:00,185.5,5850,-0.04999999999998295,42075,-122475.0,YES,30000.0,N,1.0499999999999972
2025-03-05 11:50:00,199.4,1725,-0.05000000000001137,46575,-176250.0,YES,-63075.0,Y,1.3199999999999932
2025-03-05 11:55:00,194.9,6000,-0.09999999999999432,43875,-80775.0,Y,39300.0,YES,0.7099999999999937
2025-03-05 12:00:00,190.4,13050,-0.15000000000000568,43050,27225.0,Y,31125.0,N,0.5300000000000011
2025-03-05 12:05:00,193.7,10050,-0.05000000000001137,40125,-33375.0,YES,-19425.0,Y,0.27000000000001023
2025-03-05 12:10:00,195.0,4875,-0.05000000000001137,39450,-27975.0,N,-23550.0,Y,0.3399999999999892
2025-03-05 12:15:00,192.6,2925,-0.20000000000001705,41250,-55575.0,YES,27525.0,YES,0.3100000000000023
2025-03-05 12:20:00,188.05,1875,-0.05000000000001137,42300,5925.0,Y,26775.0,N,0.3100000000000023
2025-03-05 12:25:00,197.8,1425,0.05000000000001137,43425,37275.0,Y,-28800.0,Y,0.37999999999999545
2025-03-05 12:30:00,210.6,8100,2.842170943040401e-14,42750,-115200.0,YES,-71325.0,Y,1.0300000000000011
2025-03-05 12:35:00,216.9,7875,0.05000000000001137,43275,300.0,Y,23025.0,YES,0.35999999999999943
2025-03-05 12:40:00,202.6,2550,-0.05000000000001137,41700,-63150.0,YES,42375.0,N,0.30000000000001137
2025-03-05 12:45:00,199.7,1725,-0.29999999999998295,44625,-1650.0,Y,225.0,Y,0.35999999999999943
2025-03-05 12:50:00,193.2,2850,0.0,43650,-32025.0,YES,33825.0,YES,0.22999999999998977
2025-03-05 12:55:00,183.05,3000,0.15000000000000568,44625,-56775.0,YES,2550.0,Y,0.4300000000000068
2025-03-05 13:00:00,181.75,1425,2.842170943040401e-14,39000,-15975.0,Y,450.0,Y,0.25
