last_traded_time,ltp,tot_buy_qty,tot_sell_qty
24-10-2024 09:30:30,116.9,38310625,931950
24-10-2024 09:30:40,121.55,38336950,925600
24-10-2024 09:30:50,117.5,38345725,946775
24-10-2024 09:31:00,122.95,38336325,946900
24-10-2024 09:31:10,128.2,38346700,941725
24-10-2024 09:31:20,120.0,38338100,943175
24-10-2024 09:31:30,123.5,38340800,950775
24-10-2024 09:31:40,116.4,38339525,975675
24-10-2024 09:31:50,119.55,38335750,978300
24-10-2024 09:32:00,120.05,38353100,991125
24-10-2024 09:32:10,115.1,38351625,1010975
24-10-2024 09:32:20,116.8,38311825,1003400
24-10-2024 09:32:30,119.15,38330300,1003650
24-10-2024 09:32:40,124.1,38357400,996075
24-10-2024 09:32:50,122.0,38351050,973400
24-10-2024 09:33:00,129.7,38358925,962050
24-10-2024 09:33:10,141.35,38387825,865100
24-10-2024 09:33:20,134.35,38373700,709050
24-10-2024 09:33:30,131.05,38355550,747925
24-10-2024 09:33:40,132.2,38365475,768400
24-10-2024 09:33:50,134.95,38391025,779525
24-10-2024 09:34:00,130.1,38382975,811025
24-10-2024 09:34:10,133.45,38388200,821100
24-10-2024 09:34:20,133.85,38400175,843025
24-10-2024 09:34:30,134.55,38409700,863175
24-10-2024 09:34:40,136.35,38409600,878025
24-10-2024 09:34:50,135.1,38406250,879050
24-10-2024 09:35:00,137.3,38396675,877500
24-10-2024 09:35:10,137.2,38396850,873600
24-10-2024 09:35:20,131.7,38384775,876250
24-10-2024 09:35:30,133.35,38375575,875950
24-10-2024 09:35:40,141.2,38391100,877350
24-10-2024 09:35:50,138.55,38387700,854975
24-10-2024 09:36:00,145.9,38392725,852425
24-10-2024 09:36:10,151.25,38391075,737400
24-10-2024 09:36:20,157.65,38384700,709350
24-10-2024 09:36:30,157.25,38372625,730150
24-10-2024 09:36:40,154.15,38351225,714800
24-10-2024 09:36:50,156.7,38332550,726500
24-10-2024 09:37:00,160.75,38351275,724175
24-10-2024 09:37:10,161.45,38354675,699850
24-10-2024 09:37:20,157.35,38326650,724350
24-10-2024 09:37:30,159.85,38310650,743275
24-10-2024 09:37:40,153.65,38305300,759675
24-10-2024 09:37:50,152.0,38238425,768900
24-10-2024 09:38:00,156.9,38204475,756600
24-10-2024 09:38:10,158.8,38202050,742600
24-10-2024 09:38:20,158.4,38214900,718900
24-10-2024 09:38:30,160.1,38223300,706200
24-10-2024 09:38:40,162.25,38227075,710375
24-10-2024 09:38:50,162.1,38235025,723925
24-10-2024 09:39:00,163.0,38240900,741200
24-10-2024 09:39:10,159.1,38241975,755375
24-10-2024 09:39:20,163.65,38216675,753750
24-10-2024 09:39:30,160.35,38217325,754625
24-10-2024 09:39:40,156.25,38200975,761675
24-10-2024 09:39:50,160.4,38022150,756475
24-10-2024 09:40:00,163.7,38038750,728625
24-10-2024 09:40:10,163.7,38049175,703575
24-10-2024 09:40:20,161.25,38063775,677700
24-10-2024 09:40:30,160.65,38041775,718550
24-10-2024 09:40:40,163.6,38044650,721125
24-10-2024 09:40:50,176.7,38053775,716050
24-10-2024 09:41:00,172.35,38062650,603075
24-10-2024 09:41:10,177.7,38065775,621200
24-10-2024 09:41:20,177.1,38061500,624225
24-10-2024 09:41:30,178.25,37653075,618850
24-10-2024 09:41:40,173.4,37644750,570750
24-10-2024 09:41:50,166.2,37620550,543400
24-10-2024 09:42:00,166.85,37595250,563625
24-10-2024 09:42:10,165.45,37596575,565575
24-10-2024 09:42:20,164.25,37593525,574675
24-10-2024 09:42:30,167.95,37613875,578325
24-10-2024 09:42:40,170.55,37627675,582775
24-10-2024 09:42:50,170.75,37632875,586825
24-10-2024 09:43:00,172.9,37637375,586100
24-10-2024 09:43:10,171.65,37633625,586075
24-10-2024 09:43:20,175.2,37632525,590150
24-10-2024 09:43:30,181.25,37649000,566150
24-10-2024 09:43:40,177.8,37648650,549475
24-10-2024 09:43:50,177.6,37621500,561250
24-10-2024 09:44:00,176.0,37621700,572700
24-10-2024 09:44:10,173.6,37620725,583550
24-10-2024 09:44:20,165.05,37599325,566350
24-10-2024 09:44:30,155.3,37570075,572775
24-10-2024 09:44:40,160.35,37542225,579400
24-10-2024 09:44:50,163.05,37558900,581475
24-10-2024 09:45:00,169.85,37572325,580375
24-10-2024 09:45:10,160.95,37570050,590200
24-10-2024 09:45:20,163.6,37566225,599675
24-10-2024 09:45:30,156.95,37568375,630475
24-10-2024 09:45:40,160.25,37557100,612025
24-10-2024 09:45:50,164.35,37563925,605425
24-10-2024 09:46:00,166.35,37571550,604550
24-10-2024 09:46:10,168.4,37581975,585800
24-10-2024 09:46:20,168.35,37566900,580250
24-10-2024 09:46:30,162.45,37557325,599325
24-10-2024 09:46:40,157.3,37544975,623825
24-10-2024 09:46:50,158.5,37557325,627350
24-10-2024 09:47:00,161.25,37554100,623475
24-10-2024 09:47:10,162.75,37569200,613850
24-10-2024 09:47:20,156.75,37560100,613475
24-10-2024 09:47:30,155.65,37553150,614300
24-10-2024 09:47:40,155.6,37564725,587700
24-10-2024 09:47:50,159.6,37562925,613125
24-10-2024 09:48:00,160.25,37569925,610325
24-10-2024 09:48:10,162.35,37571800,607300
24-10-2024 09:48:20,161.55,37576750,607375
24-10-2024 09:48:30,163.7,37585975,602850
24-10-2024 09:48:40,160.3,37580375,610200
24-10-2024 09:48:50,158.1,37581425,584600
24-10-2024 09:49:00,164.45,37578825,606875
24-10-2024 09:49:10,165.65,37588825,607250
24-10-2024 09:49:20,163.7,37588450,608175
24-10-2024 09:49:30,160.75,37576475,619500
24-10-2024 09:49:40,164.55,37584450,622100
24-10-2024 09:49:50,165.55,37585925,615125
24-10-2024 09:50:00,162.15,37586575,624425
24-10-2024 09:50:10,158.35,37583300,631350
24-10-2024 09:50:20,160.45,37587125,635375
24-10-2024 09:50:30,159.85,37582675,641175
24-10-2024 09:50:40,155.0,37574425,641575
24-10-2024 09:50:50,160.65,37565225,642700
24-10-2024 09:51:00,167.6,37572075,630525
24-10-2024 09:51:10,164.55,37578575,604900
24-10-2024 09:51:20,158.4,37570250,619500
24-10-2024 09:51:30,160.3,37564375,620525
24-10-2024 09:51:40,157.55,37571375,625550
24-10-2024 09:51:50,159.15,37579200,618000
24-10-2024 09:52:00,164.6,37592600,621450
24-10-2024 09:52:10,161.35,37584550,626400
24-10-2024 09:52:20,159.65,37580250,638050
24-10-2024 09:52:30,160.55,37597275,638300
24-10-2024 09:52:40,154.9,37577725,642550
24-10-2024 09:52:50,157.6,37561400,651050
24-10-2024 09:53:00,154.25,37564725,649375
24-10-2024 09:53:10,152.25,37554600,654225
24-10-2024 09:53:20,142.7,37542750,662750
24-10-2024 09:53:30,143.65,37504350,654925
24-10-2024 09:53:40,144.65,37500400,646700
24-10-2024 09:53:50,150.5,37522875,636425
24-10-2024 09:54:00,148.1,37522175,625075
24-10-2024 09:54:10,144.7,37514950,638475
24-10-2024 09:54:20,145.6,37515775,627650
24-10-2024 09:54:30,148.05,37521975,619600
24-10-2024 09:54:40,148.0,37528850,623350
24-10-2024 09:54:50,146.55,37532475,618075
24-10-2024 09:55:00,146.75,37524200,622400
24-10-2024 09:55:10,145.6,37529300,621000
24-10-2024 09:55:20,142.55,37525125,628000
24-10-2024 09:55:30,140.2,37525675,624775
24-10-2024 09:55:40,142.7,37505200,597600
24-10-2024 09:55:50,142.95,37514000,611900
24-10-2024 09:56:00,139.55,37511875,629850
24-10-2024 09:56:10,137.4,37510675,635775
24-10-2024 09:56:20,135.9,37511850,632625
24-10-2024 09:56:30,133.8,37495975,631525
24-10-2024 09:56:40,136.1,37495625,630325
24-10-2024 09:56:50,132.95,37500600,634025
24-10-2024 09:57:00,125.7,37492450,647725
24-10-2024 09:57:10,127.75,37459350,650300
24-10-2024 09:57:20,132.55,37498550,653150
24-10-2024 09:57:30,133.8,37516825,630650
24-10-2024 09:57:40,133.15,37552475,626675
24-10-2024 09:57:50,134.1,37560750,621025
24-10-2024 09:58:00,130.05,37556800,631100
24-10-2024 09:58:10,129.6,37542000,630775
24-10-2024 09:58:20,130.9,37538450,638550
24-10-2024 09:58:30,127.9,37533200,650450
24-10-2024 09:58:40,123.95,37529600,638475
24-10-2024 09:58:50,125.2,37488350,648775
24-10-2024 09:59:00,125.55,37532350,621025
24-10-2024 09:59:10,120.35,37522625,630550
24-10-2024 09:59:20,121.5,37496575,622400
24-10-2024 09:59:30,121.05,37525300,620300
24-10-2024 09:59:40,121.1,37519650,625850
24-10-2024 09:59:50,119.6,37523250,640075
24-10-2024 10:00:00,122.5,37529975,642325
24-10-2024 10:00:10,115.2,37528775,670750
24-10-2024 10:00:20,118.6,37504475,672100
24-10-2024 10:00:30,120.85,37535750,665125
24-10-2024 10:00:40,118.65,37544875,677800
24-10-2024 10:00:50,114.15,37539200,683500
24-10-2024 10:01:00,117.1,37532950,686125
24-10-2024 10:01:10,117.0,37546600,680125
24-10-2024 10:01:20,116.7,37550175,680775
24-10-2024 10:01:30,113.65,37543900,689750
24-10-2024 10:01:40,113.1,37552475,702725
24-10-2024 10:01:50,108.75,37548200,708775
24-10-2024 10:02:00,107.0,37496075,703825
24-10-2024 10:02:10,107.1,37518875,697025
24-10-2024 10:02:20,109.4,37566250,692425
24-10-2024 10:02:30,109.35,37572200,687425
24-10-2024 10:02:40,110.85,37595950,689500
24-10-2024 10:02:50,111.55,37586900,688800
24-10-2024 10:03:00,114.1,37592775,695425
24-10-2024 10:03:10,117.9,37610975,696600
24-10-2024 10:03:20,121.05,37628775,666375
24-10-2024 10:03:30,120.3,37639950,658900
24-10-2024 10:03:40,121.65,37628500,673375
