last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
07-11-2024 09:30,24468,178450,-875,100,15175,20225,N,13575,N,-7.49,24468,24468,10.3,5072250,8550,8625,36775,116450,N,90550,N,-0.88,261.4,256325,-200,-100,18550,-725,N,975,N,4.12
07-11-2024 09:35,24450.45,102825,-75,0,14925,-4250,YES,23825,N,-3.58,24472.65,24450.45,8.9,6270175,-1400,6700,54625,-116575,YES,152300,YES,-0.9,281.25,242175,75,-400,27375,5200,N,-7875,YES,3.45
07-11-2024 09:40,24471.8,129350,0,-25,15650,2225,N,-4900,Y,-4.33,24452.1,24471.8,9.25,7084175,17900,-4950,61175,79000,Y,149200,N,-0.75,258,310900,350,-50,26125,-58100,Y,9075,N,3.74
07-11-2024 09:45,24476.75,106100,-225,50,14125,-3875,YES,31700,YES,-1.66,24468.05,24476.75,10.25,9550200,-11775,4025,66900,142600,Y,-25575,Y,-0.55,260,263425,25,-300,27025,-311850,Y,-3475,YES,1.66
07-11-2024 09:50,24445,85475,-525,25,15100,-1750,N,2175,Y,-2.26,24474.7,24445,7.75,4826775,10450,-6125,70325,-243475,YES,264475,YES,-0.35,281,216725,150,-25,26350,15025,YES,725,N,2.17
07-11-2024 09:55,24388,268900,-50,0,19050,-33950,YES,7850,N,-11.36,24444,24388,6.6,7438475,2725,3975,62000,34775,Y,-145325,Y,-0.61,338.8,427775,0,-225,20875,-9875,Y,-18925,YES,6.61
07-11-2024 10:00,24326.25,455875,-725,-100,20925,-7675,Y,15725,N,-26.1,24385.1,24326.25,4.5,10255100,20525,50300,94475,-652400,YES,335975,YES,-0.89,398.15,356775,0,-400,25600,-708950,Y,-11975,N,9.51
07-11-2024 10:05,24335,214450,-200,-100,18875,49450,Y,11750,N,-10.73,24326.1,24335,4.25,5439325,78400,32800,70525,112200,Y,193550,N,-0.44,390.8,131200,25,-75,21575,-344675,YES,8550,Y,3.7
07-11-2024 10:10,24325,136500,-325,0,17550,-21725,YES,8750,N,-6.29,24335,24325,3.8,5937075,-46475,33975,71375,54375,N,-500,Y,-0.46,393.85,61525,150,-50,21300,-3600,YES,-7125,YES,1.75
07-11-2024 10:15,24327.95,92000,125,175,15525,25625,Y,9150,N,-3.56,24326.1,24327.95,3.55,4162725,-8800,-32200,76775,-173325,YES,251675,YES,-0.29,395.2,52050,-25,125,24300,-4200,Y,4600,N,1.31
