last_traded_time,bid_ask_diff,bid_ask_pr_diff
2024-12-17 09:15:00,1450,0.0
2024-12-17 09:20:00,2075,-1.4210854715202004e-14
2024-12-17 09:25:00,10825,1.4210854715202004e-14
2024-12-17 09:30:00,1375,0.0
2024-12-17 09:35:00,1925,0.0
2024-12-17 09:40:00,25850,-0.04999999999999716
2024-12-17 09:45:00,12075,-0.05000000000001137
2024-12-17 09:50:00,5100,-0.09999999999999432
2024-12-17 09:55:00,4175,0.0
2024-12-17 10:00:00,2550,0.04999999999999716
2024-12-17 10:05:00,7800,0.0
2024-12-17 10:10:00,3375,-0.04999999999999716
2024-12-17 10:15:00,3475,-0.09999999999999432
2024-12-17 10:20:00,7575,-0.15000000000000568
2024-12-17 10:25:00,36250,-0.04999999999999716
2024-12-17 10:30:00,16725,-7.105427357601002e-15
2024-12-17 10:35:00,4425,0.10000000000000853
2024-12-17 10:40:00,3650,-0.05000000000000426
2024-12-17 10:45:00,4400,-0.09999999999999432
2024-12-17 10:50:00,3925,-0.04999999999999716
2024-12-17 10:55:00,18000,-0.04999999999999716
2024-12-17 11:00:00,4450,0.0
2024-12-17 11:05:00,5100,0.04999999999998295
2024-12-17 11:10:00,9875,0.05000000000001137
2024-12-17 11:15:00,2925,-0.04999999999998295
2024-12-17 11:20:00,6475,-0.0999999999999801
2024-12-17 11:25:00,7000,-0.05000000000000426
2024-12-17 11:30:00,4125,-7.105427357601002e-15
2024-12-17 11:35:00,13000,7.105427357601002e-15
2024-12-17 11:40:00,3950,0.0
2024-12-17 11:45:00,17475,-0.05000000000000426
2024-12-17 11:50:00,3775,-0.05000000000000426
2024-12-17 11:55:00,4000,-0.04999999999999716
2024-12-17 12:00:00,4175,7.105427357601002e-15
2024-12-17 12:05:00,25125,0.05000000000000426
2024-12-17 12:10:00,10950,0.0
2024-12-17 12:15:00,4800,0.0
2024-12-17 12:20:00,18625,-0.04999999999999716
2024-12-17 12:25:00,4450,0.04999999999999716
2024-12-17 12:30:00,5575,0.05000000000001137
2024-12-17 12:35:00,3950,-0.05000000000000426
2024-12-17 12:40:00,4250,0.0
2024-12-17 12:45:00,25325,-0.05000000000000426
2024-12-17 12:50:00,6150,0.04999999999999716
2024-12-17 12:55:00,4925,-0.09999999999999432
2024-12-17 13:00:00,4825,7.105427357601002e-15
2024-12-17 13:05:00,7275,0.10000000000000142
2024-12-17 13:10:00,6575,0.0
2024-12-17 13:15:00,11725,-0.04999999999999716
2024-12-17 13:20:00,5325,0.04999999999999716
2024-12-17 13:25:00,6175,-0.05000000000000426
2024-12-17 13:30:00,5250,0.0
2024-12-17 13:35:00,10050,7.105427357601002e-15
2024-12-17 13:40:00,30325,-0.04999999999999716
2024-12-17 13:45:00,6475,0.0
2024-12-17 13:50:00,6900,0.0
2024-12-17 13:55:00,5150,0.05000000000000426
2024-12-17 14:00:00,9650,0.04999999999999716
2024-12-17 14:05:00,16625,0.0
2024-12-17 14:10:00,7325,-0.05000000000000426
2024-12-17 14:15:00,21375,-0.05000000000000426
2024-12-17 14:20:00,43200,-0.04999999999999716
2024-12-17 14:25:00,10000,-3.552713678800501e-15
2024-12-17 14:30:00,13200,0.0
2024-12-17 14:35:00,11775,-3.552713678800501e-15
2024-12-17 14:40:00,9375,-3.552713678800501e-15
2024-12-17 14:45:00,10375,-3.552713678800501e-15
2024-12-17 14:50:00,11200,-3.552713678800501e-15
2024-12-17 14:55:00,10775,-0.04999999999999716
2024-12-17 15:00:00,10550,-0.05000000000000071
2024-12-17 15:05:00,11925,0.0
2024-12-17 15:10:00,10150,-3.552713678800501e-15
2024-12-17 15:15:00,11850,0.0
2024-12-17 15:20:00,10800,3.552713678800501e-15
2024-12-17 15:25:00,7700,0.09999999999999787
