last_traded_time,ltp,tot_buy_qty,tot_sell_qty
05-03-2025 09:15:30,53.5,4560450,379950
05-03-2025 09:15:40,54.25,4595625,384000
05-03-2025 09:15:50,48.9,4610400,447450
05-03-2025 09:16:00,45.45,4476825,479100
05-03-2025 09:16:10,46.1,4526250,504675
05-03-2025 09:16:20,46.75,4646325,535425
05-03-2025 09:16:30,45.35,4661700,592050
05-03-2025 09:16:40,46.3,4686675,583350
05-03-2025 09:16:50,45.85,4724025,603450
05-03-2025 09:17:00,45.0,4730775,645075
05-03-2025 09:17:10,48.05,4791900,634425
05-03-2025 09:17:20,48.4,4815675,644700
05-03-2025 09:17:30,50.0,4842825,646650
05-03-2025 09:17:40,50.4,4819350,642750
05-03-2025 09:17:50,48.25,4797750,691800
05-03-2025 09:18:00,48.2,4759200,723600
05-03-2025 09:18:10,48.4,4829400,728625
05-03-2025 09:18:20,50.7,4881600,730950
05-03-2025 09:18:30,50.6,5365950,723075
05-03-2025 09:18:40,49.3,5399325,770550
05-03-2025 09:18:50,49.25,5391300,799425
05-03-2025 09:19:00,48.8,5392275,843375
05-03-2025 09:19:10,48.55,5405100,890700
05-03-2025 09:19:20,47.6,5418975,899850
05-03-2025 09:19:30,48.6,5431500,918450
05-03-2025 09:19:40,49.0,5453925,929700
05-03-2025 09:19:50,49.9,5473050,925425
05-03-2025 09:20:00,48.0,5211300,952200
05-03-2025 09:20:10,48.35,2132550,966600
05-03-2025 09:20:20,47.35,2158800,995400
05-03-2025 09:20:30,47.45,2141400,995475
05-03-2025 09:20:40,47.2,2161725,1024650
05-03-2025 09:20:50,47.15,2209800,1020525
05-03-2025 09:21:00,46.5,2207400,1025325
05-03-2025 09:21:10,47.2,2227050,1031925
05-03-2025 09:21:20,48.4,2249400,1041600
05-03-2025 09:21:30,50.5,2295225,1009725
05-03-2025 09:21:40,53.45,2335200,959925
05-03-2025 09:21:50,55.8,2285250,844200
05-03-2025 09:22:00,57.0,2297850,736425
05-03-2025 09:22:10,57.1,2334750,715050
05-03-2025 09:22:20,61.25,2331075,671400
05-03-2025 09:22:30,60.0,2372775,674775
05-03-2025 09:22:40,60.3,2401050,697125
05-03-2025 09:22:50,59.7,2378550,733575
05-03-2025 09:23:00,58.8,2353125,793275
05-03-2025 09:23:10,58.75,2363625,773625
05-03-2025 09:23:20,59.55,2412450,824475
05-03-2025 09:23:30,60.3,2453775,820050
05-03-2025 09:23:40,60.15,2493225,790050
05-03-2025 09:23:50,63.55,2482650,792300
05-03-2025 09:24:00,62.2,2503650,750525
05-03-2025 09:24:10,62.15,2499375,792150
05-03-2025 09:24:20,61.15,2495175,862050
05-03-2025 09:24:30,65.2,2517450,866700
05-03-2025 09:24:40,67.0,2541375,659925
05-03-2025 09:24:50,67.9,2617425,651225
05-03-2025 09:25:00,69.25,2687625,621750
05-03-2025 09:25:10,65.95,2693850,696000
05-03-2025 09:25:20,63.6,2538975,751125
05-03-2025 09:25:30,64.75,2411400,756750
05-03-2025 09:25:40,65.25,2607750,778275
05-03-2025 09:25:50,67.4,2668425,787350
05-03-2025 09:26:00,65.8,2676075,808200
05-03-2025 09:26:10,62.55,2634900,870300
05-03-2025 09:26:20,63.6,2575875,886350
05-03-2025 09:26:30,66.65,2656200,878100
05-03-2025 09:26:40,67.65,2702775,867450
05-03-2025 09:26:50,76.35,2741925,831975
05-03-2025 09:27:00,75.7,2754375,577500
05-03-2025 09:27:10,80.0,2761875,595275
05-03-2025 09:27:20,78.7,2721450,607575
05-03-2025 09:27:30,80.0,2633175,646875
05-03-2025 09:27:40,81.85,2715375,648825
05-03-2025 09:27:50,81.25,2715450,699300
05-03-2025 09:28:00,78.55,2670000,746025
05-03-2025 09:28:10,79.3,2573250,812100
05-03-2025 09:28:20,78.9,2596950,836475
05-03-2025 09:28:30,75.5,2588400,889350
05-03-2025 09:28:40,75.95,2424150,905400
05-03-2025 09:28:50,77.95,2449875,929850
05-03-2025 09:29:00,78.55,2428875,903825
05-03-2025 09:29:10,81.05,2470575,906075
05-03-2025 09:29:20,88.9,2513775,863175
05-03-2025 09:29:30,89.3,2482125,614850
05-03-2025 09:29:40,89.35,2455800,613875
05-03-2025 09:29:50,87.55,2455425,689400
05-03-2025 09:30:00,92.75,2457600,718125
05-03-2025 09:30:10,89.8,2462700,688575
05-03-2025 09:30:20,90.3,2492025,716325
05-03-2025 09:30:30,88.1,2493225,772950
05-03-2025 09:30:40,85.3,2403450,806400
05-03-2025 09:30:50,81.65,2272500,836625
05-03-2025 09:31:00,83.05,2241900,859725
05-03-2025 09:31:10,81.9,2352000,885525
05-03-2025 09:31:20,79.35,2323950,923550
05-03-2025 09:31:30,84.2,2356875,933000
05-03-2025 09:31:40,86.1,2422875,902250
05-03-2025 09:31:50,87.95,2466300,862125
05-03-2025 09:32:00,88.15,2451075,935025
05-03-2025 09:32:10,86.4,2448975,973875
05-03-2025 09:32:20,84.0,2405550,1041225
05-03-2025 09:32:30,84.4,2433225,1053525
05-03-2025 09:32:40,85.55,2447400,1066950
05-03-2025 09:32:50,86.8,2504925,1076025
05-03-2025 09:33:00,89.05,2538225,1014075
05-03-2025 09:33:10,88.0,2546925,972975
05-03-2025 09:33:20,88.85,2567325,1031850
05-03-2025 09:33:30,90.45,2597775,1114500
05-03-2025 09:33:40,94.0,2655900,1034325
05-03-2025 09:33:50,94.2,2703075,990900
05-03-2025 09:34:00,88.75,2608500,1112025
05-03-2025 09:34:10,89.6,2464275,1171050
05-03-2025 09:34:20,87.25,2464275,1199550
05-03-2025 09:34:30,84.5,2461650,1230975
05-03-2025 09:34:40,87.1,2433750,1239450
05-03-2025 09:34:50,87.8,2484525,1254600
05-03-2025 09:35:00,88.95,2565525,1276875
