last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
18-10-2024 12:10,24882.35,67925,-300,75,18075,15450,N,11000,YES,2.34,24907.9,24882.35,226.9,463775,125,350,23050,-6500,Y,8875,N,0.55,96.3,833475,-1125,450,34600,30350,YES,-36000,YES,-1.01
18-10-2024 12:15,24888,36625,175,-25,18625,-1225,YES,7975,N,1.15,24882,24888,231.25,389625,700,-650,31925,1500,N,-10500,Y,0.41,94.6,494025,-450,1575,33325,11575,N,34625,Y,-0.55
18-10-2024 12:20,24898,29775,-125,600,12400,8775,N,-7425,Y,0.96,24888,24898,239.1,267625,150,-250,24050,8975,N,-7900,N,0.33,91.2,366200,-125,-900,31050,-29575,Y,4975,N,-0.42
18-10-2024 12:25,24943.55,197725,-50,-600,15925,-14525,YES,-40200,Y,8.3,24898,24943.55,268.4,1098875,850,0,22900,-2975,YES,-66125,Y,1.93,76.4,1313125,50,-75,28950,-5600,YES,16275,N,-1.79
18-10-2024 12:30,24959.6,132925,300,-675,19725,75350,Y,12075,YES,5.65,24943.25,24959.6,278.1,569975,25,50,23650,-13675,YES,3775,YES,1.13,73.2,822850,875,1600,29350,2475,N,-850,YES,-1.18
18-10-2024 12:35,24946.4,95300,-100,75,18075,3225,N,17875,N,3.92,24959.7,24946.4,271.25,324150,-325,-50,19850,-17025,YES,18750,N,0.65,75.85,636925,325,-25,29900,14900,N,-23750,YES,-0.89
18-10-2024 12:40,24952.1,49775,-25,-75,15650,21825,N,2250,Y,1.8,24946.05,24952.1,277.5,228975,450,150,21875,12175,Y,-7750,Y,0.41,74.05,524800,500,1050,28925,2750,Y,28300,Y,-0.68
18-10-2024 12:45,24950.65,34625,-150,200,14825,8075,N,24400,YES,1.27,24954,24950.65,276.45,195525,125,125,26150,-5150,YES,6700,N,0.36,74.9,398175,225,-50,30625,16650,N,-14800,YES,-0.51
18-10-2024 12:50,24943.4,69475,25,325,15975,-10525,YES,6275,N,2.36,24950.65,24943.4,271.05,160875,-800,-25,24400,-6150,YES,10075,N,0.29,78.25,396125,-1275,-950,35800,13600,N,-9825,N,-0.49
18-10-2024 12:55,24944,37750,-225,-150,13050,-1375,N,5925,N,1.31,24941.8,24944,270.3,204075,75,250,24800,-8625,YES,-1475,Y,0.36,78.65,360875,525,25,31200,-33125,Y,16575,Y,-0.44
18-10-2024 13:00,24928.9,60350,0,0,13000,-13500,YES,-11325,Y,1.83,24944,24928.9,261.6,274500,-50,200,23450,-3175,N,2900,N,0.42,81.7,796025,-450,-800,27050,2225,YES,11700,N,-0.87
18-10-2024 13:05,24920.2,28400,1550,200,19000,-9925,N,-875,N,0.82,24929.3,24920.2,253.25,164375,-250,375,27025,-1350,N,20575,N,0.24,85.85,507475,-825,800,33525,18375,N,-13425,YES,-0.53
18-10-2024 13:10,24913.95,50075,-1625,-100,12400,-6425,N,-1775,Y,1.32,24920.2,24913.95,249.4,241525,-75,25,26700,7925,N,-1725,Y,0.31,87.85,737350,-1975,450,33925,-3100,Y,-18875,YES,-0.7
18-10-2024 13:15,24942,28825,350,175,15150,6400,N,-1350,N,0.8,24913.95,24942,266.15,225450,25,325,24225,9000,N,-23450,Y,0.32,79.3,632300,-475,-300,36175,-34475,Y,25625,Y,-0.62
18-10-2024 13:20,24950,43150,-375,-100,12375,-4850,YES,-350,N,1.4,24943.05,24950,271.45,275100,75,25,26625,17225,N,-2150,YES,0.45,76.5,476050,-25,-125,31950,-875,YES,1750,YES,-0.52
18-10-2024 13:25,24954.9,46925,-125,50,19100,4650,N,8200,N,1.54,24950,24954.9,273.95,303400,75,175,22950,-17300,YES,-3175,Y,0.52,76.4,419975,1250,-50,30400,31000,YES,6875,N,-0.47
18-10-2024 13:30,24965.05,113125,-25,200,17875,-10325,YES,-16550,Y,3.86,24954.9,24965.05,282.7,290175,-250,-325,29425,-6200,N,-2700,N,0.51,73.5,423050,-600,50,33625,-24025,Y,-7400,YES,-0.46
18-10-2024 13:35,24955.05,34025,0,0,17225,2975,N,-2975,N,1.12,24965.05,24955.05,277.65,286350,25,-50,23750,825,N,46775,YES,0.54,75.8,396650,-700,825,33725,16350,YES,-3925,N,-0.44
18-10-2024 13:40,24970,34575,1350,1525,19100,7250,N,-14800,Y,1.08,24955.8,24970,288.15,254575,-50,75,28500,725,YES,-63475,Y,0.46,73.95,377925,100,0,31725,-16475,Y,-5925,YES,-0.4
18-10-2024 13:45,24968.95,136300,-1325,-725,16875,-26125,YES,-9675,N,4.81,24970,24968.95,285.8,582050,75,-125,24400,-2900,YES,-21175,YES,1.22,74.3,986000,-250,-1250,27775,-22975,Y,-7125,YES,-1.11
18-10-2024 13:50,24959.9,29475,0,-75,13225,2850,Y,7325,N,0.86,24963,24959.9,282.95,192875,100,25,26000,6900,N,2275,YES,0.34,74.7,390400,400,-925,28350,-10425,N,30800,Y,-0.39
18-10-2024 13:55,24972,30650,-75,25,12075,-6975,YES,300,Y,0.92,24959.9,24972,288,168775,-75,-25,31050,725,YES,-125,Y,0.31,72,334075,-1425,-775,28625,23700,YES,-4225,YES,-0.35
18-10-2024 14:00,24956.1,25625,-100,2350,14725,-1700,N,9425,N,0.74,24974.05,24956.1,277.15,115525,300,0,20850,-4700,YES,5100,N,0.2,75.85,297100,-1025,-325,34025,5250,N,-19625,YES,-0.3
18-10-2024 14:05,24964,29775,200,625,16275,6350,N,1950,Y,0.81,24956.1,24964,281,136800,-150,125,24750,2775,N,-725,Y,0.22,73.4,379650,-25,-275,34125,1125,Y,22225,Y,-0.37
18-10-2024 14:10,24971.8,25225,-225,-50,15775,-1875,YES,-150,Y,0.74,24964,24971.8,282.1,134450,50,-125,26550,9350,N,15475,N,0.23,71.05,360650,400,775,34525,-7275,Y,-12475,YES,-0.37
18-10-2024 14:15,24972,40350,0,150,17525,6300,N,-1500,Y,1.21,24972.2,24972,283.2,105350,-5900,150,21000,-5225,YES,2325,Y,0.19,69.3,388425,-50,700,28450,6525,N,-16300,YES,-0.4
18-10-2024 14:20,24969.7,36900,-475,150,10625,9725,N,-5225,Y,1.13,24972,24969.7,280.45,159625,50,525,21850,-1925,N,-23500,Y,0.28,69.5,476200,-800,975,31600,-12925,Y,-450,N,-0.51
18-10-2024 14:25,24976,55500,-125,75,12725,3775,N,-2025,N,1.61,24967,24976,285.2,85925,175,750,22900,-725,N,-6425,N,0.15,65.35,303925,1350,-275,27850,-25325,Y,13550,N,-0.32
18-10-2024 14:30,24971.4,60000,-400,-1500,17350,4225,N,-1600,N,1.8,24980,24971.4,283.5,168950,250,-125,25075,-4350,YES,3800,N,0.31,64.2,449475,450,-25,30950,12775,YES,-13000,YES,-0.51
18-10-2024 14:35,24966,27900,400,-150,10375,-20075,YES,12250,N,0.76,24971.4,24966,274.5,148475,100,25,25000,-10525,YES,4875,N,0.25,67.4,308500,-225,-2175,27975,1700,Y,-14700,YES,-0.32
18-10-2024 14:40,24964.3,40925,-400,-25,10475,2950,Y,-5500,Y,1.07,24966.15,24964.3,275.15,129775,-50,-325,24625,-1575,N,4800,N,0.2,66.3,333400,575,400,32625,-18150,Y,7525,Y,-0.34
18-10-2024 14:45,24962.7,34400,75,0,14950,6850,N,-2375,N,0.84,24964,24962.7,276.3,118650,175,150,20375,2125,N,2225,Y,0.18,65.25,306375,25,475,33900,-14975,N,12300,N,-0.31
18-10-2024 14:50,24970.5,15975,300,25,10900,-5575,YES,2750,N,0.42,24962.7,24970.5,276.5,85225,-25,325,18025,3000,N,7025,N,0.13,64.55,308825,-625,275,27225,7325,YES,-1150,YES,-0.32
18-10-2024 14:55,24974.35,33875,-125,0,14300,6950,N,-925,Y,0.9,24970.5,24974.35,280.05,157500,850,100,23050,11425,N,-14325,Y,0.25,62.05,354125,-875,550,29550,-14700,Y,5525,N,-0.37
18-10-2024 15:00,24959.2,56750,100,75,17800,-12675,YES,4775,N,1.43,24975.1,24959.2,264.8,192275,25,75,21075,-21450,YES,13500,YES,0.28,65.85,502600,1025,-300,27300,35450,YES,-27175,YES,-0.52
18-10-2024 15:05,24944.55,103775,75,175,18750,925,N,4475,N,2.08,24959.05,24944.55,252.95,488375,0,50,25425,-7825,N,-12975,Y,0.5,69.95,1017125,275,250,31925,-27850,Y,-24150,N,-0.9
18-10-2024 15:10,24931.5,47100,-75,-600,15000,-28475,YES,1150,Y,0.88,24941.95,24931.5,245.5,120025,175,150,24625,-6525,N,3625,N,0.12,74.25,1050450,5500,-575,32800,50300,YES,-35500,YES,-0.88
18-10-2024 15:15,24939.5,81550,425,0,15525,16850,Y,-3925,Y,1.52,24930.1,24939.5,256.95,410125,50,-25,26000,6325,N,-12450,Y,0.44,72.65,735700,-650,-275,28575,-58950,Y,-9100,Y,-0.59
18-10-2024 15:20,24960.05,159750,-1075,0,27725,14625,N,-13200,Y,3.12,24939.45,24960.05,269.55,172525,525,-675,23400,2225,YES,-10500,N,0.22,65.25,631675,300,325,27875,-33575,YES,-32750,YES,-0.53
18-10-2024 15:25,24965.55,135075,-300,50,22600,-72775,YES,-62275,Y,2.78,24960.1,24965.55,269,187550,-125,1150,25400,-35500,YES,-26475,Y,0.25,62.75,700100,-100,300,28225,-66875,Y,-87200,YES,-0.62
