last_traded_time,ltp,tot_buy_qty,tot_sell_qty
19-03-2025 09:15,103.65,1458000,208125
19-03-2025 09:15,103.5,1460175,242175
19-03-2025 09:15,106.4,1487100,219600
19-03-2025 09:15,105.5,1485000,243600
19-03-2025 09:16,97.65,1420125,262050
19-03-2025 09:16,97.8,1385550,273075
19-03-2025 09:16,97.1,1411650,278550
19-03-2025 09:16,97.05,1455075,283050
19-03-2025 09:16,94.55,1456050,301725
19-03-2025 09:16,90.15,1424400,310575
19-03-2025 09:17,92,1382025,318900
19-03-2025 09:17,92,1441575,318225
19-03-2025 09:17,93.9,1487775,335025
19-03-2025 09:17,91.55,1493550,362775
19-03-2025 09:17,92.15,1494825,363750
19-03-2025 09:17,92.45,1550325,361200
19-03-2025 09:18,92.05,1557150,373725
19-03-2025 09:18,89.05,1557150,383925
19-03-2025 09:18,89,1934625,395175
19-03-2025 09:18,87.15,1917300,403200
19-03-2025 09:18,88.55,1948125,408300
19-03-2025 09:18,86.4,1967850,426600
19-03-2025 09:19,86.9,2007600,421800
19-03-2025 09:19,86.3,2036400,428925
19-03-2025 09:19,87.2,2036925,446400
19-03-2025 09:19,88.85,2032275,449775
19-03-2025 09:19,88,2041275,454500
19-03-2025 09:19,89.55,2069400,470475
19-03-2025 09:20,89.95,963675,468075
19-03-2025 09:20,92.75,981375,464775
19-03-2025 09:20,96.1,1054575,460650
19-03-2025 09:20,96.5,1063575,451425
19-03-2025 09:20,96.95,1033950,469050
19-03-2025 09:20,99,1041750,492975
19-03-2025 09:21,107.5,1066950,427425
19-03-2025 09:21,110.6,1052400,324750
19-03-2025 09:21,109.25,1033575,356325
19-03-2025 09:21,112.8,1001400,392100
19-03-2025 09:21,116.35,1009350,356850
19-03-2025 09:21,114.5,1014150,375600
19-03-2025 09:22,113.55,996375,410625
19-03-2025 09:22,113.05,1023750,432375
19-03-2025 09:22,110.5,1032150,456075
19-03-2025 09:22,116.55,991050,447900
19-03-2025 09:22,117.15,1004175,409425
19-03-2025 09:22,114.2,983475,406650
19-03-2025 09:23,116.6,977250,438750
19-03-2025 09:23,116.55,997350,447750
19-03-2025 09:23,117.9,1003500,440025
19-03-2025 09:23,117.25,999450,407550
19-03-2025 09:23,117.6,981075,422700
19-03-2025 09:23,119.95,996375,432525
19-03-2025 09:24,121.85,1017900,408450
19-03-2025 09:24,124.7,1059825,383400
19-03-2025 09:24,127,1070175,361350
19-03-2025 09:24,129.25,1089150,348750
19-03-2025 09:24,127.8,1066950,350700
19-03-2025 09:24,130.05,1015425,368775
19-03-2025 09:25,128,1024350,365100
19-03-2025 09:25,128.05,1038675,378375
19-03-2025 09:25,122.85,1034475,403575
19-03-2025 09:25,124.65,951825,430200
19-03-2025 09:25,121.6,956475,460650
19-03-2025 09:25,126.9,974775,460350
19-03-2025 09:26,124.95,1009125,442800
19-03-2025 09:26,127.8,1015350,454425
19-03-2025 09:26,129.05,1032825,450000
19-03-2025 09:26,127.65,1033575,425475
19-03-2025 09:26,124.5,1033950,457650
19-03-2025 09:26,118.95,996675,468075
19-03-2025 09:27,113.9,852675,461925
19-03-2025 09:27,114.9,803700,464175
19-03-2025 09:27,116,803100,469650
19-03-2025 09:27,117.85,850950,472650
19-03-2025 09:27,116.6,851925,495975
19-03-2025 09:27,115.95,862725,512250
19-03-2025 09:28,118.45,879525,493800
