last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
24-03-2025 09:15,23522.55,220575,0,150,34200,45975,N,19275,N,18.94,23505,23522.55,136.3,9790800,825,-300,35250,496200,N,255450,N,11.5,110.95,4920900,150,-375,28875,543825,N,244800,N,-10.8,50989.85,70320,-120,-60,11550,12480,N,11850,N,44.53
24-03-2025 09:20,23520.95,194625,75,750,31050,8025,N,15300,N,5.11,23527.5,23520.95,136.1,9856725,-1275,150,44625,-3220125,YES,282150,YES,2.96,114.3,7403625,675,600,41775,-742425,Y,143925,N,-1.38,51104.85,66900,-30,0,14430,-8100,YES,22350,N,36.43
24-03-2025 09:25,23500,153075,75,1050,35100,26100,N,28050,N,0.69,23519.85,23500,126.65,6029850,-150,-975,41700,42150,Y,369975,YES,0.51,127.85,5476575,-975,225,40350,203925,YES,37125,N,0.65,51030.1,47850,0,-630,16230,4740,N,15540,N,14.78
24-03-2025 09:30,23457.5,215025,75,150,40650,-675,YES,40725,N,-5.88,23500,23457.5,110.8,9310875,750,150,47025,-192375,YES,215100,N,-2.11,154.8,11292825,-750,-150,42675,-55725,Y,-142275,YES,7.2,51020,55350,0,390,13440,23130,N,-5970,Y,4.38
24-03-2025 09:35,23450,90525,-150,75,34500,-11100,YES,48300,N,-2.44,23457,23450,108.5,5172300,-1275,825,46575,-1650,Y,196950,N,-1.07,161.3,6068250,225,-225,40050,60300,YES,-39225,Y,3.4,51045.9,31740,0,270,14370,-32460,YES,29580,YES,3.78
24-03-2025 09:40,23488.5,122100,150,150,37500,-81300,YES,-5475,Y,-1.12,23452.2,23488.5,124.85,9318525,450,1125,42375,217200,Y,-124575,Y,-0.27,137.6,6411450,-75,-975,40050,-149550,Y,141600,Y,1.49,51156,40800,30,-90,14340,19800,Y,3780,N,11.3
24-03-2025 09:45,23512.05,94425,-75,150,34050,16350,Y,7650,N,0.76,23486.75,23512.05,134.75,8291925,-1425,-900,43875,127725,N,-221850,Y,1.08,125.2,4128375,150,-75,40950,35250,YES,92025,N,-0.23,51222.7,54510,0,-120,14730,8040,N,19230,N,23.2
24-03-2025 09:50,23517,162150,75,-75,38550,1125,YES,12600,N,3.95,23512.05,23517,142,9852000,75,300,45750,-78000,YES,-216900,N,2.62,122.2,5177475,-75,-75,44700,10725,N,145950,Y,-1.44,51278.35,65220,30,0,15720,12300,N,24420,N,32.65
24-03-2025 09:55,23565.4,139275,-150,-150,37500,18525,N,-1575,Y,4.65,23517,23565.4,164.05,9366600,75,225,47475,133500,Y,-404400,Y,3.33,102,5160150,-675,1575,45225,-167100,Y,158550,N,-2.17,51342.3,30510,0,120,12060,-10200,YES,9810,N,15.42
24-03-2025 10:00,23570.15,149400,225,-300,37275,26100,N,-20025,Y,5.91,23562.75,23570.15,171.5,6352500,525,300,42450,-120375,YES,-3075,YES,2.83,99.8,3798150,300,-150,46500,129075,YES,179025,Y,-1.89,51330,29850,30,-90,12210,5610,N,-1320,Y,13.61
