last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
20-02-2025 09:15,22907.75,111450,-525,-150,24975,24525,N,41775,N,1.08,22905.65,22907.75,58.55,8483100,1500,225,35325,6448875,N,450000,N,-2.92,91.3,4979625,450,225,33900,4722750,N,311325,N,-1.63,49455.65,27330,-60,210,9090,4380,N,23670,N,1.98
20-02-2025 09:20,22896.9,132375,-750,75,36225,39825,N,25350,N,-0.22,22907.15,22896.9,47.65,13246800,2475,-900,51675,413700,N,587100,YES,-4.23,88.85,8348025,150,525,44475,575175,N,202875,N,-2.73,49381.55,61320,-120,30,14730,9990,N,27660,N,-45.72
20-02-2025 09:25,22885.6,100650,0,0,31725,-1425,YES,55275,YES,-1.07,22896.9,22885.6,41.45,14174175,5550,-2025,49725,594300,Y,319050,N,-3.23,94.15,9734850,600,600,40650,257025,N,39375,N,-1.15,49352.25,54060,0,-60,13470,-22950,YES,4320,N,-32.82
20-02-2025 09:30,22910.45,65325,0,-75,31800,19050,Y,-6075,Y,0.07,22889.95,22910.45,44.1,10185300,-600,525,52125,444600,N,210225,N,-1.78,75.8,8118825,225,-150,50475,-64875,Y,356100,Y,-1.58,49405,28830,0,-120,12780,3420,Y,-960,Y,-5.78
20-02-2025 09:35,22935.05,88350,0,-75,29700,6300,N,21225,YES,3.22,22910.45,22935.05,62.1,21758325,-2175,1050,47025,602550,Y,-395775,Y,1.8,59.15,11116350,1350,525,48450,195300,YES,366300,N,-5.07,49465,41730,90,90,13830,5880,N,1560,N,6.92
20-02-2025 09:40,22920,54300,150,525,29625,1500,YES,-21525,Y,1.78,22935,22920,50,15489300,0,2700,53400,-134925,YES,631800,YES,0.53,63.9,10823475,-675,-300,54750,463950,YES,299025,N,-4.26,49416.2,24600,90,-30,12270,-2880,YES,2340,N,1.6
20-02-2025 09:45,22861.55,248325,-75,525,36150,-23850,YES,8925,YES,-8.4,22920.9,22861.55,30.65,24042300,3525,525,66525,1797075,Y,410775,N,-4.01,104.45,24459150,-375,-2175,41100,-208275,Y,-1203825,YES,4.58,49312.1,48180,-240,60,14490,-13320,YES,30330,YES,-13.58
20-02-2025 09:50,22901,93975,450,-75,30675,48375,Y,-40725,Y,-1.25,22861.55,22901,41.15,14911200,-61950,-1875,64125,327450,N,-175500,Y,-1.52,69.85,10045500,-525,-2025,42975,-81150,YES,306975,Y,0.28,49388,28380,540,-30,14490,23310,Y,-32130,Y,-4.68
20-02-2025 09:55,22919,68775,75,0,30975,-14775,YES,90150,YES,0.81,22901,22919,49.1,17419650,-975,1200,64575,527100,Y,-283200,Y,-0.63,55.6,11866725,375,-750,47700,222150,YES,288600,N,-2.12,49400.95,15720,-270,90,10830,1080,YES,12720,YES,-1.68
20-02-2025 10:00,22914.4,31500,75,0,25575,-13275,N,63825,N,0.48,22922,22914.4,44.25,11521350,225,750,52800,394200,N,454950,YES,-0.22,57.55,7572375,1875,-150,49950,635100,YES,328875,Y,-1.5,49407.95,11190,0,0,11370,4620,N,2520,Y,-0.6
