last_traded_time,ltp,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-02-07 09:15:00,158.2,-63900,0.04999999999998295,34425,193500.0,N,80925.0,N,-4.649999999999977
2025-02-07 09:20:00,154.2,-67575,0.09999999999999432,40725,56325.0,N,58725.0,N,-3.670000000000016
2025-02-07 09:25:00,155.6,51900,-0.05000000000001137,42900,19050.0,N,70050.0,N,-1.259999999999991
2025-02-07 09:30:00,155.3,-37800,2.842170943040401e-14,42975,18825.0,N,41175.0,N,-0.7599999999999909
2025-02-07 09:35:00,157.4,-73275,0.0,44325,39975.0,Y,7125.0,N,-0.4099999999999966
2025-02-07 09:40:00,155.55,9225,0.10000000000002274,44925,25800.0,N,89475.0,YES,-0.37000000000000455
2025-02-07 09:45:00,147.7,65175,0.0,38475,-14400.0,YES,22875.0,N,-1.7800000000000011
2025-02-07 09:50:00,154.65,-23400,-0.09999999999999432,39750,29700.0,Y,16725.0,N,-0.3900000000000148
2025-02-07 09:55:00,157.4,25125,-0.15000000000000568,39975,10950.0,N,18900.0,N,-0.14999999999997726
2025-02-07 10:00:00,140.1,-9825,0.0,40050,-61950.0,YES,61275.0,YES,-1.2600000000000193
2025-02-07 10:05:00,167.65,-88275,-2.842170943040401e-14,39000,14850.0,Y,-232050.0,Y,0.0800000000000125
2025-02-07 10:10:00,142.35,-22200,0.09999999999999432,37275,-225.0,YES,227100.0,YES,-1.3700000000000045
2025-02-07 10:15:00,117.1,38475,-0.14999999999999147,40650,-63150.0,YES,88200.0,N,-4.010000000000019
2025-02-07 10:20:00,109.55,-11175,-0.04999999999999716,37950,46125.0,Y,73650.0,N,-2.5200000000000102
2025-02-07 10:25:00,109.1,-67650,0.0,40050,86550.0,Y,150.0,Y,-3.75
2025-02-07 10:30:00,104.2,20700,-0.09999999999999432,41550,36225.0,N,92550.0,YES,-2.259999999999991
2025-02-07 10:35:00,117.15,42300,-0.05000000000001137,41475,87975.0,Y,-36675.0,Y,-1.6500000000000057
2025-02-07 10:40:00,122.35,-44100,0.0,37500,-22200.0,YES,-15000.0,YES,-1.3199999999999932
2025-02-07 10:45:00,117.15,5100,0.04999999999999716,38625,20175.0,Y,35700.0,YES,-0.6200000000000045
2025-02-07 10:50:00,129.95,68475,-0.05000000000001137,39600,40725.0,Y,-34650.0,Y,-0.45999999999997954
2025-02-07 10:55:00,138.05,-12900,-0.0999999999999801,42450,34350.0,N,-4275.0,YES,-0.28000000000000114
2025-02-07 11:00:00,142.55,-192975,0.09999999999999432,44325,6225.0,N,-33150.0,Y,0.20999999999997954
2025-02-07 11:05:00,143.55,35475,-0.05000000000001137,41250,-8100.0,YES,-9600.0,YES,0.160000000000025
2025-02-07 11:10:00,140.8,-111225,0.19999999999998863,40275,19950.0,Y,24075.0,YES,0.1599999999999966
2025-02-07 11:15:00,156.4,-38550,-0.15000000000000568,40875,56475.0,Y,-94275.0,Y,0.5600000000000023
