last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
22-10-2024 09:25,24861.3,17425,300,-75,3050,-4500,N,-17675,N,0.35,24860.05,24861.3,71.9,145675,-1025,-675,3325,-5400,N,8550,N,0.05,157.6,55650,100,400,3450,2325,N,225,N,-0.18
22-10-2024 09:30,24846.45,58150,100,-50,15200,11975,N,12750,YES,0.85,24861.25,24846.45,66,1350625,-1600,-125,27875,-30150,YES,75850,YES,-0.03,166.3,493225,-400,400,22100,1500,Y,-250,YES,-0.95
22-10-2024 09:35,24866.85,55125,150,175,13975,16525,N,-4775,Y,1.18,24846.45,24866.85,71.85,1184175,-125,-100,30575,55800,Y,-3525,Y,0.32,151.5,533100,25,750,27150,4550,N,34250,Y,-1.62
22-10-2024 09:40,24901.25,78375,-100,0,15850,-2650,YES,-43700,Y,3.07,24867.65,24901.25,85.55,1594850,100,-200,30175,90925,Y,-89050,Y,0.8,129.6,621575,-25,-125,26350,-38425,Y,700,YES,-2.17
22-10-2024 09:45,24895,188525,1000,75,19850,60450,Y,-475,YES,10.79,24900.95,24895,83.85,3475325,1525,-175,23725,-45675,YES,142125,YES,4.37,131.05,1288725,550,250,26775,65900,YES,24175,Y,-7.95
22-10-2024 09:50,24904,76350,25,-75,16925,40150,N,19075,N,2.14,24894.4,24904,87,1909175,1100,625,29250,50250,Y,30475,N,0.95,127.35,945225,-500,1050,27475,-6100,Y,35350,N,-2.82
22-10-2024 09:55,24913.4,68800,75,-1100,17600,29875,N,-525,Y,2.49,24904,24913.4,90.4,1599325,-1725,50,29875,-1000,YES,21100,N,0.84,122.2,729500,0,600,25550,10500,N,17175,N,-2.16
22-10-2024 10:00,24900,120150,-50,50,14850,-5650,YES,2775,N,5.31,24913.85,24900,84,3424675,650,550,28850,-23075,YES,-18925,Y,2.42,126.15,1731825,125,-825,26150,32775,YES,5650,N,-5.89
22-10-2024 10:05,24867,81225,50,25,19600,-6800,YES,-23775,Y,0.41,24901.6,24867,68.3,2367950,200,225,30625,-53450,YES,37400,YES,-0.64,150.7,1633175,350,-275,24925,-35150,Y,-54950,YES,-0.29
22-10-2024 10:10,24804.95,229375,-275,-50,27000,-65450,YES,31475,YES,-8.06,24867,24804.95,49.2,2889450,-125,-925,29075,-52425,N,30725,N,-2.42,196.85,2209050,-125,50,24050,650,YES,-61725,YES,5.82
22-10-2024 10:15,24774.9,227025,-200,0,21725,-54225,N,37850,N,-10.51,24802.35,24774.9,45.5,2107525,-125,1400,25100,31400,Y,48675,N,-2.23,223.9,1415500,150,0,22975,-7500,Y,-30575,Y,6.03
22-10-2024 10:20,24762,72350,150,50,19625,24175,Y,54650,N,-3.3,24768.3,24762,45.25,1148125,25,-950,27250,63600,Y,73650,YES,-1.12,230.55,611325,-125,-75,22925,179300,YES,18500,Y,2.8
22-10-2024 10:25,24695,230025,1300,150,17925,-55525,YES,58175,N,-13.83,24762,24695,34.3,2339475,-900,-575,28800,-109250,YES,18275,N,-2.57,291.5,821775,50,75,23400,-4625,Y,-54925,YES,5.21
22-10-2024 10:30,24739,181325,-23175,-150,17775,-5725,Y,9575,N,-10.34,24695,24739,39.65,1527825,-100,100,30525,85100,Y,-22600,Y,-1.59,254.25,560850,-75,200,35325,-24525,Y,49050,Y,3.89
22-10-2024 10:35,24734.95,90925,-50,-300,17350,11725,N,-275,Y,-3.72,24738.1,24734.95,39.05,1025400,-250,675,28100,21925,N,70850,YES,-0.93,258.1,306175,-325,75,27700,-4050,YES,5975,N,1.65
22-10-2024 10:40,24721.4,66175,1800,-225,17575,-6850,YES,-8100,Y,-2.49,24730,24721.4,37.65,903275,-350,425,27325,-9150,YES,-8900,Y,-0.73,267.7,285850,150,-125,26950,3775,N,6275,N,1.5
22-10-2024 10:45,24758,72825,-1325,0,16275,8375,N,4650,N,-2.69,24721.4,24758,42.65,717525,850,-300,29175,46350,Y,3025,N,-0.56,237.3,283925,100,400,25250,-1100,Y,-17250,YES,1.4
22-10-2024 10:50,24750,66925,25,0,14650,4775,N,-12375,Y,-1.48,24758,24750,41.45,1156300,2875,-275,28775,-42375,YES,27575,YES,-0.74,236.4,341150,-50,150,26675,-1400,Y,5400,Y,1.16
22-10-2024 10:55,24773.6,93100,0,275,19575,71825,Y,-6225,N,-1.41,24750,24773.6,45.05,1381325,-1650,1275,24700,28475,Y,-59850,Y,-0.74,217.65,409925,25,-100,26500,9400,N,16875,N,1.1
22-10-2024 11:00,24780,64450,675,-1350,16850,-7775,YES,6600,N,-0.91,24775.6,24780,47.05,957525,0,-300,25450,13450,N,20625,YES,-0.49,214.25,230825,-300,-75,25275,-2650,Y,6750,N,0.58
22-10-2024 11:05,24787.5,35950,-750,75,15800,28325,Y,6225,N,-0.54,24780.05,24787.5,47.4,795400,-1275,75,30400,4425,N,3925,N,-0.4,209.8,238775,25,150,23450,-1075,N,14200,N,0.6
22-10-2024 11:10,24783.5,18375,-25,200,11025,-48550,YES,57850,YES,-0.2,24787.5,24783.5,46.6,715775,-125,-375,34700,29125,Y,2425,Y,-0.32,212.05,221500,250,200,24250,3050,N,-4250,YES,0.47
22-10-2024 11:15,24761.55,19950,150,-250,13450,6050,Y,-6750,Y,-0.29,24783.5,24761.55,41.65,606875,200,-200,31125,5750,N,24525,YES,-0.3,226.25,177425,-450,225,23450,-2625,Y,-9200,YES,0.42
22-10-2024 11:20,24738.9,57200,-25,0,17725,17675,N,10500,N,-1.44,24761.55,24738.9,38.1,939700,-550,25,30900,-48675,YES,19975,N,-0.58,245.75,444850,475,325,32200,3675,N,-8450,N,1.54
22-10-2024 11:25,24749,25675,-500,-175,15275,17750,N,-3650,Y,-0.63,24738.25,24749,40.35,420575,500,-325,33200,23600,Y,1200,Y,-0.24,240.2,138475,225,-250,27050,-9950,Y,15900,Y,0.48
22-10-2024 11:30,24769.25,25275,-225,175,17425,8850,N,5875,N,-0.44,24744.7,24769.25,42.95,669050,-2200,-1275,29700,-9975,YES,37225,YES,-0.33,225.9,188050,-150,-150,25300,1900,N,1025,YES,0.52
22-10-2024 11:35,24723.7,38250,175,-25,12300,375,YES,-6000,Y,-0.9,24766,24723.7,36.6,650175,400,625,24925,4475,N,6675,N,-0.36,263,253675,125,150,25550,3200,N,-37700,YES,0.83
22-10-2024 11:40,24710,60500,-25,50,18750,27750,Y,-1350,N,-1.91,24723,24710,36.75,834925,825,0,27500,22725,N,8200,N,-0.49,274.25,260150,225,-600,27975,-9750,Y,21950,Y,1.17
22-10-2024 11:45,24707.45,59525,-150,-50,17675,19800,N,-20150,Y,-1.77,24710.1,24707.45,36.35,693100,225,-1225,27925,-7750,YES,8250,N,-0.38,276.25,195400,-75,-25,24625,700,N,6200,N,0.85
22-10-2024 11:50,24697,66800,-50,650,17225,-47575,YES,-8825,N,-2.18,24710,24697,33.6,877950,-1075,175,29450,-39250,YES,43000,YES,-0.51,283.5,147025,-75,25,26350,-4200,Y,-13275,YES,0.7
22-10-2024 11:55,24738,73925,-2025,-1225,18125,8100,Y,-1575,N,-2.11,24695,24738,38.05,1135925,1050,525,31450,15500,Y,-11275,Y,-0.6,252.15,161650,325,0,28750,-4400,Y,7925,Y,0.65
22-10-2024 12:00,24725,54425,1875,-225,22150,-12375,YES,14475,N,-1.17,24738,24725,35.45,861925,825,850,28200,-4450,YES,-13925,Y,-0.41,263,121000,-25,150,21925,-300,N,500,YES,0.41
22-10-2024 12:05,24726,23000,-550,300,12550,14075,Y,-11100,Y,-0.51,24725,24726,35.25,456950,975,-575,29125,9075,N,21075,YES,-0.23,260.95,53250,-50,25,21050,600,N,-4075,YES,0.19
22-10-2024 12:10,24715.7,29850,25,-125,12150,-35300,YES,23200,YES,-0.7,24725.1,24715.7,33.85,421250,150,-225,30150,3975,N,19275,N,-0.21,267.8,101125,75,0,26950,-4200,Y,-3050,N,0.36
22-10-2024 12:15,24719.1,39475,25,0,13275,10875,Y,-1775,Y,-1.06,24715.5,24719.1,34.4,502050,1475,2575,35125,21350,N,16775,N,-0.27,265.5,96775,0,0,24100,-4625,Y,-9250,YES,0.4
22-10-2024 12:20,24752.3,47850,-100,-125,14000,-7600,YES,33000,YES,-0.84,24719.1,24752.3,39.9,747600,-325,825,32725,-22575,YES,-45250,Y,-0.32,235,121075,-250,0,22625,-7750,Y,-3300,N,0.36
22-10-2024 12:25,24703,45900,0,-25,18000,-20600,YES,22200,N,-0.95,24752.4,24703,32.95,941475,-225,-775,32875,-1775,Y,19900,YES,-0.44,278.5,197675,-150,-250,28100,7275,N,-5950,YES,0.71
22-10-2024 12:30,24721,136100,-25,175,19950,-14200,N,14800,N,-3.88,24703,24721,34.65,905300,200,-1300,32050,47225,Y,4100,N,-0.47,264.3,284450,625,25,29350,6125,N,26725,Y,1.27
22-10-2024 12:35,24693,51575,225,-125,17775,14625,Y,1325,Y,-1.4,24721,24693,31.95,412200,350,175,30350,8900,N,28325,YES,-0.21,282.8,133625,775,0,23625,-2875,Y,-21875,YES,0.6
22-10-2024 12:40,24703.95,48550,-175,150,16675,-6100,YES,-6225,Y,-1.24,24693.05,24703.95,32.4,501750,-225,-300,30675,-2125,YES,-15975,Y,-0.24,280,87325,0,0,27125,6175,N,18675,Y,0.38
22-10-2024 12:45,24675,64500,-25,75,14550,-20475,YES,3825,N,-1.84,24703.95,24675,28.65,646900,600,1825,28775,-76825,YES,22775,YES,-0.33,303.65,303900,0,100,26275,-575,Y,-32825,YES,1.54
22-10-2024 12:50,24668.45,89875,0,-250,16175,6700,Y,7650,N,-2.78,24675,24668.45,28.2,802925,2075,-675,31175,14025,Y,-4375,Y,-0.43,310.05,162850,350,-125,26450,3550,N,2300,Y,0.85
22-10-2024 12:55,24676.75,39575,-25,0,13575,5075,N,75,Y,-1.08,24668.45,24676.75,28.85,444650,0,625,30575,3100,N,10950,N,-0.22,297.8,97050,50,-75,22200,-2000,Y,-2975,YES,0.47
22-10-2024 13:00,24664.2,49425,75,250,15625,325,YES,-16950,Y,-1.56,24679.65,24664.2,26.75,1266400,2975,1575,29300,-10975,YES,-13250,Y,-0.68,315.45,150425,150,0,29375,375,N,-10950,YES,0.83
22-10-2024 13:05,24660,54600,2700,-100,15600,30950,Y,1725,N,-1.62,24664.2,24660,26.55,369150,-1375,1375,28050,1525,N,23350,YES,-0.19,316.65,117550,-50,200,24475,-3475,Y,-4900,N,0.61
22-10-2024 13:10,24678,74725,800,300,17800,-15850,YES,6775,N,-2.2,24655.1,24678,28.65,402925,-425,-2325,30250,-7075,YES,-18150,Y,-0.2,295.8,105675,0,-450,26925,1025,N,375,N,0.55
22-10-2024 13:15,24636.05,80925,-600,-250,13675,-8200,N,9925,N,-2.58,24678,24636.05,23.5,607875,2150,175,32000,-14000,YES,6775,YES,-0.33,333.1,141925,-150,200,34850,6275,N,-7900,YES,0.78
22-10-2024 13:20,24644.25,80050,775,200,19050,13125,Y,-43225,Y,-2.59,24636.05,24644.25,24.45,573125,2200,-1525,29975,20775,Y,-9875,Y,-0.31,325.95,119675,0,-150,23725,-4600,Y,9525,N,0.72
22-10-2024 13:25,24644,47650,0,-175,14200,15450,N,-8275,YES,-1.49,24644.25,24644,24.45,302350,1650,425,35525,-10250,YES,30850,YES,-0.16,330.8,54575,225,-225,20275,-29550,Y,6425,N,0.33
22-10-2024 13:30,24651.25,43525,-25,-2000,14200,-3375,YES,6250,N,-1.24,24646.55,24651.25,24,418800,1000,-1800,34900,-6875,N,10075,N,-0.22,322.5,59900,200,-500,21800,1650,YES,2450,YES,0.32
22-10-2024 13:35,24653.35,41000,0,0,14475,8050,N,6350,N,-1.23,24649.15,24653.35,24,432325,225,-675,33900,10725,N,-3250,Y,-0.23,318.2,41175,-175,-325,20525,1875,N,-5175,YES,0.24
22-10-2024 13:40,24641.4,30275,-350,100,13400,-29500,YES,-2350,Y,-0.82,24650.05,24641.4,22.95,339275,-425,-1375,28850,-22800,YES,12100,N,-0.17,324.05,38000,0,200,22250,4900,N,-5000,N,0.2
22-10-2024 13:45,24668.35,39950,1450,175,15025,-7000,Y,-950,N,-1.05,24646.75,24668.35,25.2,386975,925,3200,39125,20875,Y,-44425,Y,-0.2,304.45,50350,-125,150,19775,-9200,Y,3625,N,0.26
22-10-2024 13:50,24673.8,46050,-1425,-125,12700,10025,N,1675,N,-1.04,24667,24673.8,25.2,380950,1125,2375,32750,8475,N,34650,YES,-0.19,301.6,45650,0,200,20775,-3975,N,5225,N,0.21
22-10-2024 13:55,24661.65,22000,100,-50,10875,20325,N,-1925,Y,-0.52,24673.8,24661.65,23.9,294400,775,-475,36825,-6575,YES,-5000,Y,-0.15,310.3,46025,-125,-275,20375,1375,N,-2050,YES,0.22
22-10-2024 14:00,24639.6,35200,-25,75,15350,-7750,YES,-400,N,-0.9,24661.65,24639.6,21.4,499050,-1025,-200,47325,-36300,YES,36600,YES,-0.25,331.9,60450,0,325,21125,-5575,Y,-3300,YES,0.32
22-10-2024 14:05,24639,23225,225,150,13125,30300,Y,875,N,-0.67,24639.6,24639,21,814125,1400,3025,38175,23600,Y,-850,Y,-0.43,331.7,49600,150,200,18350,4925,N,-3225,N,0.29
22-10-2024 14:10,24675,58525,675,2825,14950,-27600,YES,-9325,Y,-1.2,24639,24675,25.4,777075,-425,-5800,33650,20150,N,-31200,Y,-0.36,294,88325,25,-175,21325,-4925,Y,-3400,YES,0.41
22-10-2024 14:15,24643.4,36450,-1000,-2775,16700,1300,Y,12850,YES,-0.86,24677.1,24643.4,20.95,485400,2525,-2725,34200,-6900,YES,11025,YES,-0.23,327.45,91725,25,-150,24300,5075,N,1150,N,0.46
22-10-2024 14:20,24643.35,19575,0,100,11325,2475,N,5075,N,-0.5,24643.4,24643.35,20.85,438525,-2425,-450,49325,47350,Y,41500,YES,-0.22,328.05,73700,125,-150,21975,1850,Y,7600,N,0.39
22-10-2024 14:25,24623.6,120575,-50,-800,14725,-24475,YES,700,Y,-3.67,24643.35,24623.6,20.1,731375,-50,1425,39725,8200,N,-5725,Y,-0.38,347.6,103800,-25,0,21950,-8550,Y,-7475,YES,0.65
22-10-2024 14:30,24620,33775,1275,100,13850,30425,Y,1675,N,-0.95,24620.05,24620,19.6,495100,1200,975,47225,625,YES,12350,N,-0.24,346,68500,-325,1025,26950,-6475,N,7850,N,0.41
22-10-2024 14:35,24607.7,71950,-975,200,18600,-30725,YES,-4925,Y,-2.19,24620,24607.7,18.95,802300,775,1725,45900,975,N,25625,N,-0.4,355.55,104775,0,0,26000,27750,YES,-5875,YES,0.68
22-10-2024 14:40,24612.95,55175,0,-100,16050,-9050,Y,-4975,Y,-1.51,24607.2,24612.95,18,851500,-175,-450,41675,-43400,YES,-3925,Y,-0.41,357.7,58725,325,0,28075,-9750,Y,2775,N,0.36
22-10-2024 14:45,24612.7,92150,250,-150,18850,-32700,YES,82625,YES,-2.73,24612.95,24612.7,18.3,740275,-525,600,32100,5425,Y,-12875,Y,-0.36,355.65,75250,100,75,29275,-4700,N,-1175,YES,0.49
22-10-2024 14:50,24584,114975,125,1050,25950,-18100,N,8550,N,-3.46,24613,24584,16.3,491850,2725,875,35375,-50400,YES,43500,YES,-0.25,384,74100,-375,0,21125,6175,N,-10575,YES,0.52
22-10-2024 14:55,24587.45,115775,-475,-425,20600,11925,Y,-3675,Y,-3.7,24584,24587.45,16.15,667875,3025,1400,34525,22825,Y,-56200,Y,-0.33,383,81600,75,-75,24925,2050,Y,-750,N,0.61
22-10-2024 15:00,24543.15,223050,-875,-50,18600,-32925,YES,48725,YES,-7.6,24585.55,24543.15,15.45,1427475,400,6475,42075,-8850,YES,-88300,Y,-0.71,426.2,107600,150,-75,25850,2925,N,-5475,YES,0.89
22-10-2024 15:05,24542.85,133150,475,1375,18600,-125,Y,2900,Y,-4.66,24544.05,24542.85,14.8,1598225,-3600,-2925,41400,-2475,N,-46650,YES,-0.76,415.3,79350,50,0,24200,-3175,Y,6400,N,0.71
22-10-2024 15:10,24513.4,129750,0,-25,21425,43350,Y,-27125,Y,-4.73,24549,24513.4,12.1,1407125,1625,2275,42750,-19200,YES,-1600,YES,-0.68,449.1,67150,1625,0,26600,3175,N,-6900,YES,0.64
22-10-2024 15:15,24537.3,192500,-175,325,16475,-57150,YES,13350,YES,-6.32,24514.65,24537.3,13.45,1461025,-925,-975,53075,56050,Y,-36400,Y,-0.69,420.75,96100,0,100,24325,2300,Y,9825,N,0.89
22-10-2024 15:20,24537.4,121225,-25,0,22575,-10500,Y,-15525,Y,-3.65,24538,24537.4,12.95,1067525,-1075,50,37525,-50625,YES,8625,YES,-0.48,422.15,49150,0,0,31050,-3000,Y,-6400,YES,0.43
22-10-2024 15:25,24525.45,147750,-200,175,20750,-65525,YES,-50250,Y,-4.32,24538.85,24525.45,12,938475,3725,-2925,39400,-72625,YES,-35425,Y,-0.41,432.7,43025,-150,-125,22775,-20250,Y,-21675,YES,0.38
