last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
17-02-2025 09:15,22888,236325,-825,675,25275,25275,N,161025,N,-0.21,22852.9,22888,194.75,1740600,75,75,13725,414375,N,-29550,N,2.86,149.6,1553175,675,-525,11625,-54450,N,66450,N,-1.9,49010.85,55020,-90,0,10260,3270,N,9000,N,-13.74,48911.15,49010.85
17-02-2025 09:20,22933.4,280800,300,0,47325,80250,Y,-75075,Y,20.6,22887.25,22933.4,224.95,4586175,-150,75,38625,-65175,YES,39000,YES,19.12,129.15,6389100,-450,1500,38325,-2899425,Y,252750,Y,-10.99,49130,64140,-690,-30,13860,16650,N,9840,N,43.58,49029.2,49130
17-02-2025 09:25,22927.05,187050,-75,450,38325,-44925,YES,99300,YES,9.38,22933.4,22927.05,219.4,2106375,75,0,39225,56925,Y,48225,N,4.16,132.5,5129775,75,75,41100,102225,YES,141300,N,-5.45,49123.4,39510,-150,240,13290,2820,YES,32520,YES,22.25,49118,49123.4
17-02-2025 09:30,22902.7,232425,375,150,37425,25350,Y,32775,N,0.38,22929.95,22902.7,205.95,2672250,0,0,37425,31275,N,59550,N,-0.57,141.6,8073375,75,-75,42900,32850,N,-163650,YES,-0.28,49121,30480,-30,30,13290,14790,N,660,Y,5.39,49124.7,49121
17-02-2025 09:35,22867.65,117000,-75,75,33975,9900,N,9825,N,-0.46,22902.7,22867.65,190.6,2525475,-525,300,38475,-29700,YES,122025,YES,-1.07,154.45,5366850,-1575,-1500,42450,138450,YES,21900,Y,0.37,49054.05,32280,60,-30,17910,3150,N,-18930,Y,6.22,49116,49054.05
17-02-2025 09:40,22862.15,184950,75,600,38475,7050,N,28950,N,-3.62,22866.05,22862.15,182.9,2578425,450,-150,34050,89550,Y,67275,N,-2.69,160,5763750,-675,-675,41775,57825,N,23400,N,2.01,48938.7,30510,-120,-180,12570,8070,N,-5010,N,-5.1,49071.2,48938.7
17-02-2025 09:45,22879,122400,-450,0,39675,45900,Y,27300,N,-1.3,22862.15,22879,189.2,2591925,825,-225,38625,6000,N,3075,N,-1.87,150.45,4310700,-300,2175,39525,-111825,Y,130500,Y,0.62,48998,36990,-660,-90,14580,14310,N,-8370,Y,-7.85,48925,48998
17-02-2025 09:50,22838.95,119775,-450,300,41625,-74025,YES,-975,Y,-1.83,22879,22838.95,168.45,2110350,375,0,36675,-91425,YES,92325,YES,-1.87,167.95,3770025,-225,5400,45525,112800,YES,-118425,YES,0.81,48890.1,30660,-240,0,12330,-10860,YES,3270,N,-7.3,48998,48890.1
17-02-2025 09:55,22863.05,135300,75,-75,46725,-14100,Y,30975,YES,-2.61,22838.95,22863.05,180.35,2349000,75,75,37500,105000,Y,10875,N,-2.26,154.85,4313925,1275,-1650,41250,-91800,Y,107475,Y,1.29,48822.2,87810,30,-210,16860,30060,Y,-12570,Y,-40.3,48897.65,48822.2
17-02-2025 10:00,22845.15,79800,150,75,35775,-10500,N,-22275,Y,-1.27,22865,22845.15,173.8,1749075,-450,-75,38325,24450,N,59250,YES,-1.26,163.95,2762625,-75,-1875,43575,10950,YES,26700,N,0.53,48734.1,54420,-60,-90,14340,6180,N,4080,N,-24.91,48812.95,48734.1
17-02-2025 10:05,22878.7,74325,0,225,35925,-42150,YES,29025,YES,-0.68,22845.15,22878.7,188.45,2123625,-375,75,37500,14400,N,-85125,Y,-0.84,146.05,2972775,75,-900,41475,-107850,Y,81150,Y,0.09,48798.95,30120,-30,-90,11310,33000,Y,27660,YES,-10.06,48730.2,48798.95
17-02-2025 10:10,22854.05,59475,0,75,32775,-32925,N,24675,N,-0.49,22878.7,22854.05,174.15,2145000,-525,-225,38250,15825,N,57450,YES,-1.05,157.3,3044100,900,0,45150,116475,YES,-13125,YES,0.17,48775,15450,-60,150,10680,-7080,YES,2340,Y,-4.95,48798.95,48775
17-02-2025 10:15,22875.55,41775,-300,75,30300,2925,Y,225,Y,-0.34,22851,22875.55,186.8,1456200,450,300,40275,19200,N,-13875,Y,-0.58,147.55,2055600,600,-75,43050,-23400,Y,72300,Y,0.07,48822.15,11550,-30,0,9720,1380,N,13020,N,-3.25,48775,48822.15
