last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
12-12-2024 10:30,24700,103150,-400,0,17650,-10950,YES,5700,N,-3.63,24696.2,24700,15.5,11253750,200,4050,68650,-653225,YES,229525,YES,-0.53,114.4,5173375,-450,0,27675,-9175,YES,-119450,YES,1.55
12-12-2024 10:35,24701.45,29800,250,625,16950,1450,N,2025,Y,-0.75,24700,24701.45,15.55,5945025,-875,-11875,62800,157550,Y,161575,N,-0.31,115,1880625,-275,300,28375,1450,N,65400,Y,0.43
12-12-2024 10:40,24700,20175,-175,0,14675,2850,N,4325,N,-0.51,24701.45,24700,15.85,4082875,-2900,950,77700,120750,N,50800,N,-0.21,116.2,1804975,625,500,29700,-4600,Y,7325,N,0.46
12-12-2024 10:45,24706.45,13900,100,50,12100,5525,N,-1850,Y,-0.3,24701.8,24706.45,16.55,2769875,-75,-13000,71400,122975,N,-4425,Y,-0.12,111.2,1229025,-300,-125,24825,-61425,Y,50150,Y,0.26
12-12-2024 10:50,24707.5,23725,-125,-125,13700,6825,N,2600,N,-0.32,24707.85,24707.5,15.8,3381925,-6150,7275,69500,-22975,YES,157250,YES,-0.15,113.5,1749275,-475,625,31600,-24725,YES,-14075,YES,0.31
12-12-2024 10:55,24692.05,36600,-325,275,16625,-2275,YES,4350,N,-0.64,24707,24692.05,16.05,4754225,225,2200,71050,269675,Y,-115150,Y,-0.19,125.6,3060975,-50,125,27775,29675,YES,-134875,YES,0.83
12-12-2024 11:00,24691,90475,250,-50,22575,425,N,-5475,Y,-2.65,24691,24691,13.5,8629825,7475,12175,54775,-69175,YES,-86325,YES,-0.39,128.9,4018275,-1150,175,26800,-70825,Y,2925,Y,1.42
12-12-2024 11:05,24678.95,44975,-175,0,20800,7050,N,-1025,N,-1.26,24691,24678.95,11.05,6289100,1975,6400,73225,-141325,YES,-218600,Y,-0.35,125.7,1935425,-350,250,26525,-29700,YES,66075,Y,0.63
12-12-2024 11:10,24694.6,45750,750,-1475,14225,6075,N,9825,N,-0.98,24679.6,24694.6,13.1,5971725,-3900,1925,81750,121100,Y,18125,YES,-0.29,122.25,2623075,175,425,36175,5925,YES,-12200,YES,0.56
12-12-2024 11:15,24693.45,14750,-675,-75,11325,-1275,YES,1750,Y,-0.25,24694.7,24693.45,14,4176725,-2875,575,77400,-11100,YES,-35875,Y,-0.17,122.5,1240150,-100,500,26450,-23000,Y,-7075,N,0.3
12-12-2024 11:20,24685,14450,-50,775,14925,-850,N,-3775,Y,-0.3,24693.45,24685,14.05,3598625,875,10725,58850,85250,Y,4500,YES,-0.14,128.1,1245250,75,-25,24925,58225,YES,1175,N,0.34
12-12-2024 11:25,24689,19275,0,-675,24100,225,N,4075,N,-0.43,24685,24689,13.7,2900975,23950,5050,53650,-393825,YES,107175,YES,-0.11,124.3,1298175,-300,-150,29750,-45400,Y,25800,Y,0.34
12-12-2024 11:30,24689.5,9425,-125,-25,10850,1425,N,1750,Y,-0.17,24685.35,24689.5,12.9,5651125,-9075,-10475,64750,80100,Y,-35450,Y,-0.25,124.15,1393425,25,75,30200,3800,YES,-13400,YES,0.3
12-12-2024 11:35,24685.1,14500,400,-75,9650,-775,YES,-1175,Y,-0.27,24688,24685.1,13.45,2966375,-16825,50,57125,299150,Y,27075,YES,-0.12,124.3,991100,-300,-575,32300,-3825,Y,-12200,N,0.22
12-12-2024 11:40,24693.6,49100,-375,0,17550,4175,N,-4050,Y,-0.82,24685,24693.6,11.6,3974050,425,-5400,58900,-198825,YES,271425,YES,-0.16,125.45,1278650,3625,150,31300,21600,YES,6725,N,0.29
12-12-2024 11:45,24685,17600,0,625,14300,1550,YES,3125,N,-0.32,24693.1,24685,10.2,5261275,-29875,400,66150,-53150,Y,93850,N,-0.24,124.45,1384500,-250,125,30725,-21275,Y,7300,N,0.31
12-12-2024 11:50,24685,131475,100,1475,19650,-4850,YES,675,Y,-3.15,24685,24685,11.15,4631025,9075,10325,65825,90925,Y,-210400,Y,-0.21,121,2239200,-700,-475,30000,-84200,Y,-14650,YES,0.5
12-12-2024 11:55,24684.8,14800,300,-1475,13125,3025,N,4350,N,-0.27,24685,24684.8,11.45,3266125,-225,850,61050,13175,N,118300,YES,-0.14,120.75,867225,475,-25,32275,31875,YES,2375,N,0.16
12-12-2024 12:00,24659.35,180850,-400,-25,20250,-20550,YES,11575,N,-4.68,24684.8,24659.35,7.5,9477575,26825,-7875,70325,-257425,YES,177750,YES,-0.45,138.65,3316525,-325,0,29225,37425,N,-164400,YES,0.96
12-12-2024 12:05,24656.3,149325,25,-125,20150,-11750,N,1925,Y,-4.3,24659.35,24656.3,7.9,6389450,-22375,31475,70425,143850,Y,-83550,Y,-0.31,144.75,3384725,-75,0,27100,-10250,Y,-51375,Y,1.21
12-12-2024 12:10,24651,83000,0,25,21875,8125,N,2725,N,-2.33,24661.2,24651,7.35,5887900,16975,2200,71200,-3450,YES,-44050,YES,-0.28,146.45,2416550,-50,-1450,27550,-73400,Y,11500,Y,0.92
12-12-2024 12:15,24647.55,116950,25,25,19825,20700,N,7475,N,-3.16,24645,24647.55,6.4,6909975,-18000,18475,83725,-95500,YES,-233800,Y,-0.33,149,1629825,-50,350,33625,11475,YES,22850,N,0.59
12-12-2024 12:20,24643.95,28875,325,200,11400,25975,N,1750,Y,-0.71,24647.55,24643.95,7.5,4288550,19575,-18775,94775,264725,Y,-307775,Y,-0.19,152.4,835350,125,-1375,30625,7175,N,-16600,YES,0.31
12-12-2024 12:25,24653.55,26875,-350,25,14400,4975,N,-4225,Y,-0.58,24641.15,24653.55,7.55,4562825,-34250,21825,106925,3450,N,13575,YES,-0.19,145.05,847300,700,400,30425,-45325,Y,23900,Y,0.3
12-12-2024 12:30,24662.5,62650,125,-25,14625,1750,YES,-2025,N,-0.98,24653.6,24662.5,7.35,6108525,7775,-7775,81100,-75775,YES,23200,N,-0.25,140.2,1496975,-150,350,30250,67550,YES,-1725,YES,0.45
12-12-2024 12:35,24657.7,16800,950,50,10975,4950,N,4525,N,-0.25,24662.5,24657.7,7.9,4321275,12925,-11750,100375,1150,Y,38625,N,-0.17,145,726275,-25,-125,26475,1194625,YES,6800,N,0.21
12-12-2024 12:40,24657.95,16650,-1025,-100,12600,900,YES,-4675,Y,-0.28,24657.7,24657.95,6.9,4557850,-6875,13875,106775,24575,Y,85300,YES,-0.17,141.3,1055600,-325,100,33275,-1237300,Y,1275,YES,0.33
12-12-2024 12:45,24653.3,17000,0,125,15125,-950,YES,2575,N,-0.26,24657.95,24653.3,7.15,3032425,4925,-2225,92350,-12125,YES,47275,N,-0.11,145.75,836725,-425,900,30250,37875,YES,-28475,YES,0.25
12-12-2024 12:50,24658,8925,25,150,9050,4450,N,-975,Y,-0.14,24656.95,24658,6.4,3597225,22975,-16950,88175,-189075,YES,291100,YES,-0.14,143.1,661800,675,-50,31325,-26200,Y,28475,Y,0.18
12-12-2024 12:55,24655.4,23725,-1700,-225,12525,1400,YES,1650,N,-0.33,24658,24655.4,6.3,3832500,-225,9025,98550,-152750,Y,-58600,Y,-0.15,143.35,768100,-50,475,32625,25750,YES,-46525,YES,0.23
12-12-2024 13:00,24653,11500,925,175,11550,1950,N,-125,Y,-0.18,24659.95,24653,6.75,3692475,-550,-8400,99000,169375,Y,-207375,Y,-0.15,145.6,531325,850,-200,35300,-14300,Y,-5500,Y,0.15
12-12-2024 13:05,24650,21625,-975,-25,10325,3675,N,-9625,Y,-0.36,24653,24650,7.45,3724700,-5875,20525,92825,195250,Y,-169975,YES,-0.13,146.75,674800,-775,-50,31150,-168025,Y,-18700,YES,0.21
12-12-2024 13:10,24645.1,17475,-100,50,15375,-150,YES,900,N,-0.31,24650,24645.1,6.2,3178975,-19625,21100,94375,-221725,YES,285425,YES,-0.11,151.65,727325,-625,125,32375,17475,YES,-850,N,0.23
12-12-2024 13:15,24648.95,51400,-925,125,12125,-21900,YES,575,Y,-1.09,24645,24648.95,5.35,6101050,-19200,9400,104125,-266000,YES,-77100,Y,-0.22,150.15,2043000,-25,-6000,42100,-69950,Y,-41500,YES,0.73
12-12-2024 13:20,24642,15100,-325,50,12475,-4825,N,2050,N,-0.29,24646,24642,4.25,7809275,-36650,13250,90725,-68450,Y,-50875,YES,-0.31,155.95,735925,600,100,30975,2725,YES,4025,Y,0.24
12-12-2024 13:25,24639.8,45975,50,-25,12800,-14550,YES,4600,N,-1.08,24642,24639.8,3.7,8547475,-6300,8075,87525,149175,Y,-278100,Y,-0.35,160.55,1469950,-1450,225,34425,-81800,Y,-2750,YES,0.57
12-12-2024 13:30,24630.6,43675,25,50,14675,-4600,N,725,Y,-0.95,24635,24630.6,3.2,4270025,26400,-3250,65075,-195300,YES,318175,YES,-0.17,160.85,948400,-525,-550,31775,37575,YES,31300,Y,0.35
12-12-2024 13:35,24658.35,38675,0,50,15750,7925,N,-1625,Y,-0.61,24630.6,24658.35,4.3,5567900,-41175,53075,90625,513825,Y,-480900,Y,-0.21,143.5,1348525,-375,-700,28400,-62700,Y,1750,YES,0.39
12-12-2024 13:40,24660,21875,150,-175,15100,-6350,YES,625,N,-0.23,24658.35,24660,3.8,6540350,53725,-29025,95925,-560550,YES,362675,YES,-0.22,143.75,1204675,150,1125,34250,-76450,Y,18350,N,0.27
12-12-2024 13:45,24655.3,26650,-75,200,16425,225,N,1800,N,-0.32,24660,24655.3,3.85,5168925,51075,-51475,85075,288125,Y,-316450,Y,-0.19,147.05,882500,-200,500,36950,23425,YES,-9150,YES,0.22
12-12-2024 13:50,24650.3,28550,-100,250,11575,3150,N,18675,N,-0.45,24655.3,24650.3,2.9,4326225,107950,13975,85500,-175675,YES,371000,YES,-0.15,150.3,870450,300,925,30025,-10025,Y,-1900,N,0.24
12-12-2024 13:55,24638,31175,25,325,14950,2350,YES,3400,N,-0.52,24650.3,24638,2.4,4835100,16450,29600,99950,-358300,YES,268200,N,-0.18,153.95,772650,300,25,34200,1200,N,-10875,YES,0.24
12-12-2024 14:00,24639.55,39050,75,25,13925,-2750,YES,-3325,Y,-0.67,24638,24639.55,2.3,3647325,2775,-33575,89800,-48225,Y,-49650,Y,-0.13,151.6,614400,-50,75,31925,-1050,Y,30900,Y,0.17
12-12-2024 14:05,24643.3,37900,50,-150,16150,675,N,-2425,N,-0.56,24639.55,24643.3,2.15,4416675,-41950,49175,102475,-170475,YES,72275,YES,-0.16,147,744725,-1025,-900,37325,-29450,Y,-22250,YES,0.19
12-12-2024 14:10,24654.15,36450,350,50,17300,1000,N,1325,N,-0.45,24643.3,24654.15,1.4,6737100,32775,72925,106725,-611175,YES,-166025,Y,-0.24,139.75,754450,275,-6600,31400,-43450,Y,11050,Y,0.17
12-12-2024 14:15,24660,48275,25,-25,14525,575,YES,-1025,Y,-0.36,24657.55,24660,1.85,12927225,-135175,-59225,112300,-52825,Y,-488650,Y,-0.44,132.7,1532325,0,-275,37925,-507550,Y,-28375,YES,0.22
12-12-2024 14:20,24650.55,39000,0,25,20550,-975,YES,2025,N,-0.37,24657,24650.55,1.3,9236975,145425,125275,86850,-708325,YES,953225,YES,-0.3,141.35,916550,100,-150,41925,-53550,YES,5750,Y,0.16
12-12-2024 14:25,24649.95,29125,100,50,19625,2125,N,-475,Y,-0.35,24650.55,24649.95,1.15,7403375,96200,-108425,60550,325175,Y,-759175,Y,-0.24,143.5,733325,-500,-500,36650,-483525,Y,-12575,YES,0.15
12-12-2024 14:30,24643.7,31300,0,1425,8950,-9600,YES,5775,N,-0.39,24649.95,24643.7,0.8,5394725,-86700,189200,98200,-1836275,YES,583475,YES,-0.17,147,811800,-175,-400,33325,-106000,YES,-8925,N,0.19
12-12-2024 14:35,24649.6,16775,25,-1450,11350,16675,Y,-1075,Y,-0.21,24643.65,24649.6,0.85,7074900,-16850,-143275,116900,849575,Y,-970450,Y,-0.22,142.7,623125,-75,-700,29775,-302150,Y,14250,Y,0.14
12-12-2024 14:40,24647.4,29375,100,150,11600,-2950,YES,-2950,Y,-0.32,24649.6,24647.4,0.95,7041150,-24725,-5375,97425,512750,N,-22350,YES,-0.21,142.3,591150,-175,-25,35925,-278225,YES,25950,N,0.11
12-12-2024 14:45,24647.8,41100,100,50,11675,-800,N,12750,N,-0.5,24650,24647.8,0.65,6978650,233375,164725,140550,-2910325,YES,877575,YES,-0.2,145.55,794325,-100,-50,36400,-413150,Y,-31000,YES,0.18
12-12-2024 14:50,24637.1,95975,25,25,16425,-10775,YES,-2625,Y,-1.31,24647.8,24637.1,0.45,10962100,93025,221550,78575,-771675,Y,-384525,Y,-0.32,153.25,918950,450,2575,30500,-5017875,Y,-19300,N,0.23
12-12-2024 14:55,24641.9,65875,-50,75,17725,-3950,N,-3275,Y,-0.82,24637.85,24641.9,0.4,4144550,251775,-177225,48200,-1659350,YES,293400,YES,-0.11,149.4,666150,-125,-350,37000,-777125,YES,-11150,N,0.17
12-12-2024 15:00,24645,71675,850,75,19950,-16825,YES,2425,N,-0.87,24641.85,24645,0.15,6162100,1627025,897750,90750,-8542425,YES,1009725,YES,-0.17,150.35,1263375,500,25,32525,-1096950,Y,-27525,YES,0.33
12-12-2024 15:05,24652.85,44200,50,-500,17775,925,N,-6400,Y,-0.4,24647,24652.85,0.2,5034000,-1234150,-698225,86600,-2848075,Y,-2500875,Y,-0.13,147.7,746400,0,-200,33375,-1554325,Y,-54850,YES,0.17
12-12-2024 15:10,24647,33750,850,-175,14575,-7700,YES,7775,N,-0.29,24652.85,24647,0.15,2747625,3548475,1180875,83450,-2527300,Y,1329825,YES,-0.07,148.95,430350,-5975,-350,35925,-932275,YES,-42100,N,0.1
12-12-2024 15:15,24653.95,66350,-875,-275,16200,-59350,YES,12650,N,-0.51,24652,24653.95,0.1,3407950,-2759525,-383675,75600,-3706700,YES,-759175,Y,-0.09,150,502575,950,-425,27050,-609750,YES,-43825,YES,0.11
12-12-2024 15:20,24651.2,64475,0,0,15175,-22100,Y,-3500,Y,-0.45,24653.95,24651.2,0.1,2569725,1654525,831125,82175,-4514050,YES,1143825,YES,-0.07,151.05,375775,7225,-75,38350,-392475,YES,-24175,N,0.09
12-12-2024 15:25,24647,127425,2225,-25,22925,-90500,YES,-67100,Y,-0.95,24652.8,24647,0.05,3153425,-3791675,-1478600,91625,-3791675,Y,-2670250,Y,-0.08,151,345850,20300,-525,38725,-6105750,Y,-63550,YES,0.08
