last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
07-03-2025 09:20:00,1218.1,22753.0,746.0,151.0,2669.0,-5909.0,N,-2000.0,N,0.01999999999998181,1218.25,1218.1
07-03-2025 09:25:00,1215.6,140214.0,-6.0,10.0,15263.0,4455.0,N,49469.0,YES,-0.06999999999993634,1218.25,1215.6
07-03-2025 09:30:00,1222.25,169579.0,-1.0,141.0,16070.0,53370.0,Y,-36514.0,Y,0.2599999999999909,1215.8,1222.25
07-03-2025 09:35:00,1219.7,201878.0,33.0,-64.0,38745.0,-11836.0,YES,74135.0,YES,0.5099999999999909,1222.8,1219.7
07-03-2025 09:40:00,1220.15,115877.0,-14.0,0.0,22388.0,30310.0,Y,5494.0,N,0.07999999999992724,1219.85,1220.15
07-03-2025 09:45:00,1222.6,108904.0,-1627.0,23.0,10486.0,17940.0,N,-10836.0,Y,0.08000000000015461,1220.05,1222.6
07-03-2025 09:50:00,1225.2,332476.0,121.0,-692.0,22007.0,16465.0,N,-45149.0,Y,0.9399999999998272,1222.85,1225.2
07-03-2025 09:55:00,1227.5,214017.0,-117.0,-220.0,20791.0,1628.0,YES,-14115.0,YES,0.6100000000001273,1225.5,1227.5
07-03-2025 10:00:00,1231.15,394084.0,772.0,-168.0,22198.0,3954.0,N,-31805.0,Y,1.4299999999998363,1227.55,1231.15
07-03-2025 10:05:00,1234.4,289832.0,15.0,1987.0,20544.0,6523.0,N,31899.0,YES,1.1000000000001364,1231.0,1234.4
07-03-2025 10:10:00,1236.5,240521.0,-315.0,-1619.0,22412.0,-2816.0,YES,261.0,Y,0.9200000000000728,1234.5,1236.5
07-03-2025 10:15:00,1238.25,337163.0,156.0,-194.0,20190.0,-9141.0,YES,2716.0,N,1.4699999999998,1236.5,1238.25
07-03-2025 10:20:00,1241.45,282352.0,132.0,-611.0,24903.0,23218.0,Y,-3164.0,Y,1.1700000000000728,1238.5,1241.45
07-03-2025 10:25:00,1240.5,321726.0,47.0,169.0,31871.0,2993.0,YES,74123.0,YES,1.0499999999999545,1241.5,1240.5
07-03-2025 10:30:00,1239.45,169137.0,-15.0,873.0,18636.0,2349.0,YES,24921.0,N,0.5199999999999818,1240.4,1239.45
07-03-2025 10:35:00,1240.55,153683.0,-22.0,-158.0,16270.0,8406.0,N,5408.0,N,0.41000000000008185,1239.45,1240.55
07-03-2025 10:40:00,1240.9,140337.0,129.0,-379.0,14660.0,3071.0,N,23778.0,N,0.38000000000010914,1240.55,1240.9
07-03-2025 10:45:00,1244.7,277604.0,-206.0,1218.0,21005.0,30258.0,Y,-63775.0,Y,0.7899999999999636,1240.9,1244.7
07-03-2025 10:50:00,1243.65,213923.0,208.0,6370.0,16904.0,3804.0,N,16626.0,YES,0.6199999999998909,1244.7,1243.65
07-03-2025 10:55:00,1244.85,237909.0,83.0,-4624.0,20144.0,-7323.0,YES,-7051.0,Y,0.7000000000000455,1244.0,1244.85
07-03-2025 11:00:00,1247.1,191481.0,-59.0,-1818.0,18719.0,24346.0,Y,4931.0,N,0.5299999999999727,1245.0,1247.1
07-03-2025 11:05:00,1248.8,239047.0,-111.0,541.0,17454.0,892.0,YES,7398.0,N,0.6800000000000637,1247.25,1248.8
07-03-2025 11:10:00,1249.0,405304.0,-63.0,-779.0,31228.0,4549.0,N,-54489.0,Y,1.1400000000001,1248.65,1249.0
07-03-2025 11:15:00,1248.75,203479.0,151.0,239.0,23011.0,12532.0,N,39458.0,YES,0.4799999999997908,1248.5,1248.75
07-03-2025 11:20:00,1250.5,265820.0,-1.0,-729.0,24586.0,22010.0,N,-31566.0,Y,0.6300000000001091,1248.85,1250.5
07-03-2025 11:25:00,1248.95,173199.0,213.0,-385.0,19602.0,-11556.0,YES,57604.0,YES,0.39000000000010004,1250.6,1248.95
07-03-2025 11:30:00,1250.7,235856.0,41.0,148.0,26227.0,43104.0,Y,-29557.0,Y,0.5,1249.0,1250.7
07-03-2025 11:35:00,1250.2,209006.0,-51.0,-484.0,17707.0,2149.0,YES,30616.0,YES,0.4399999999998272,1250.9,1250.2
07-03-2025 11:40:00,1253.3,267228.0,15.0,-192.0,18615.0,10184.0,N,-22254.0,Y,0.5800000000001546,1250.2,1253.3
07-03-2025 11:45:00,1249.75,433490.0,7.0,-180.0,33507.0,-42478.0,YES,61360.0,YES,0.9099999999998545,1253.25,1249.75
07-03-2025 11:50:00,1251.45,204460.0,177.0,-1844.0,23271.0,13351.0,Y,700.0,Y,0.3200000000001637,1249.75,1251.45
07-03-2025 11:55:00,1252.25,132014.0,464.0,553.0,15550.0,26262.0,N,20612.0,N,0.22999999999979082,1251.45,1252.25
07-03-2025 12:00:00,1250.3,195469.0,-945.0,537.0,18864.0,-15323.0,YES,15932.0,N,0.3200000000001637,1252.25,1250.3
07-03-2025 12:05:00,1249.45,161384.0,-235.0,5880.0,14675.0,-6949.0,N,22015.0,N,0.2300000000000182,1250.35,1249.45
07-03-2025 12:10:00,1246.45,312624.0,-44.0,761.0,20914.0,-15535.0,YES,7964.0,N,0.2799999999999727,1249.3,1246.45
07-03-2025 12:15:00,1244.35,238945.0,-18.0,-2199.0,19429.0,-22606.0,YES,781.0,Y,0.18000000000006366,1246.5,1244.35
07-03-2025 12:20:00,1247.0,151157.0,-136.0,-746.0,17957.0,42158.0,Y,10390.0,N,0.11999999999989086,1244.55,1247.0
07-03-2025 12:25:00,1249.4,184525.0,31.0,-1231.0,22279.0,14590.0,N,9213.0,N,0.18000000000006366,1247.0,1249.4
07-03-2025 12:30:00,1250.5,122225.0,246.0,8065.0,15724.0,26799.0,N,-10253.0,Y,0.13999999999987267,1249.2,1250.5
07-03-2025 12:35:00,1252.15,147060.0,-270.0,-7986.0,16472.0,24004.0,N,-20734.0,Y,0.18000000000006366,1250.45,1252.15
07-03-2025 12:40:00,1252.6,127135.0,3499.0,123.0,14894.0,-3314.0,YES,17739.0,YES,0.16000000000008185,1252.15,1252.6
07-03-2025 12:45:00,1250.5,136621.0,-3500.0,332.0,17063.0,-22572.0,YES,10230.0,N,0.16999999999984539,1252.6,1250.5
07-03-2025 12:50:00,1248.75,113770.0,251.0,499.0,16266.0,-19204.0,N,13578.0,N,0.11000000000012733,1250.65,1248.75
07-03-2025 12:55:00,1249.35,197854.0,172.0,-178.0,18427.0,4664.0,Y,-1909.0,Y,0.20000000000004547,1248.75,1249.35
