last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
07-03-2025 13:00:00,1248.25,128011.0,3.0,-189.0,21007.0,-7383.0,YES,8342.0,N,0.09999999999990905,1249.5,1248.25
07-03-2025 13:05:00,1248.5,139449.0,-62.0,228.0,20298.0,6349.0,N,6777.0,N,0.11999999999989086,1248.4,1248.5
07-03-2025 13:10:00,1247.95,159943.0,28.0,-405.0,19258.0,-343.0,YES,-12801.0,Y,0.10000000000013642,1248.4,1247.95
07-03-2025 13:15:00,1249.0,109592.0,366.0,369.0,17872.0,-3639.0,YES,6094.0,N,0.08999999999991815,1248.4,1249.0
07-03-2025 13:20:00,1249.65,102555.0,-356.0,174.0,17442.0,6360.0,N,-1469.0,Y,0.08000000000015461,1249.0,1249.65
07-03-2025 13:25:00,1249.95,102914.0,18.0,-208.0,15541.0,1035.0,YES,-6256.0,Y,0.07999999999992724,1249.7,1249.95
07-03-2025 13:30:00,1250.5,122579.0,665.0,364.0,16904.0,8495.0,N,7267.0,N,0.09999999999990905,1249.95,1250.5
07-03-2025 13:35:00,1251.2,121809.0,149.0,19285.0,21829.0,1067.0,YES,7387.0,N,0.11000000000012733,1250.5,1251.2
07-03-2025 13:40:00,1250.9,102944.0,-28.0,369.0,16987.0,3706.0,N,-15188.0,Y,0.08999999999991815,1251.25,1250.9
07-03-2025 13:45:00,1251.1,88091.0,-971.0,-203.0,11594.0,-3636.0,YES,-2869.0,N,0.06999999999993634,1250.85,1251.1
07-03-2025 13:50:00,1249.8,142698.0,337.0,928.0,19730.0,1341.0,N,11861.0,N,0.11000000000012733,1251.0,1249.8
07-03-2025 13:55:00,1248.75,105830.0,-273.0,-1719.0,18129.0,-17470.0,YES,5851.0,N,0.06999999999993634,1250.0,1248.75
07-03-2025 14:00:00,1249.2,104219.0,-15.0,-21.0,19354.0,2459.0,N,6758.0,N,0.05999999999994543,1248.8,1249.2
07-03-2025 14:05:00,1250.0,106462.0,20.0,0.0,19317.0,2128.0,YES,-13081.0,Y,0.08000000000015461,1249.0,1250.0
07-03-2025 14:10:00,1250.5,107860.0,-243.0,345.0,20320.0,13261.0,N,5632.0,N,0.07999999999992724,1250.05,1250.5
07-03-2025 14:15:00,1250.95,106286.0,1144.0,2210.0,20745.0,12965.0,N,-4539.0,Y,0.06999999999993634,1250.5,1250.95
07-03-2025 14:20:00,1250.75,107035.0,-1160.0,789.0,14449.0,-9746.0,YES,14387.0,N,0.09000000000014552,1251.0,1250.75
07-03-2025 14:25:00,1251.8,95380.0,-142.0,49.0,14158.0,8842.0,N,-15055.0,Y,0.06999999999993634,1250.7,1251.8
07-03-2025 14:30:00,1254.4,267684.0,606.0,-553.0,21245.0,7702.0,N,-101303.0,Y,0.2300000000000182,1251.85,1254.4
07-03-2025 14:35:00,1252.55,206954.0,-454.0,-212.0,26191.0,-11647.0,YES,61604.0,YES,0.19000000000005457,1254.4,1252.55
07-03-2025 14:40:00,1252.8,137573.0,229.0,-270.0,23530.0,-6217.0,N,29103.0,N,0.11999999999989086,1252.9,1252.8
07-03-2025 14:45:00,1253.05,193257.0,410.0,-21595.0,35846.0,6866.0,N,-16928.0,Y,0.15000000000009095,1253.0,1253.05
07-03-2025 14:50:00,1252.0,156596.0,-91.0,6497.0,27180.0,1114.0,YES,24235.0,YES,0.11999999999989086,1253.05,1252.0
07-03-2025 14:55:00,1252.6,248349.0,-181.0,-6693.0,34244.0,12821.0,N,-19188.0,Y,0.18000000000006366,1252.0,1252.6
07-03-2025 15:00:00,1251.15,475659.0,-149.0,98.0,41050.0,-93449.0,YES,33892.0,YES,0.2999999999999545,1252.6,1251.15
07-03-2025 15:05:00,1250.95,402952.0,655.0,-367.0,40364.0,20270.0,Y,-12803.0,Y,0.2300000000000182,1251.0,1250.95
07-03-2025 15:10:00,1250.25,470926.0,1907.0,-144.0,48076.0,-71664.0,YES,-67432.0,Y,0.2400000000000091,1250.95,1250.25
07-03-2025 15:15:00,1249.05,649406.0,-15.0,-18.0,52616.0,-107438.0,YES,-47161.0,YES,0.2400000000000091,1250.3,1249.05
07-03-2025 15:20:00,1247.95,527172.0,-1745.0,55.0,49043.0,-32597.0,Y,-48342.0,Y,0.14999999999986358,1249.05,1247.95
07-03-2025 15:25:00,1249.8,321085.0,-1.0,-9.0,36589.0,-400773.0,YES,-554937.0,Y,0.08000000000015461,1247.9,1249.8
