last_traded_time,bid_ask_diff,bid_ask_pr_diff
2025-03-25 09:15:00,9375,0.049999999999954525
2025-03-25 09:20:00,-21225,-0.05000000000001137
2025-03-25 09:25:00,-25650,-0.05000000000001137
2025-03-25 09:30:00,-31200,0.1500000000000341
2025-03-25 09:35:00,23250,0.0
2025-03-25 09:40:00,-35775,-0.04999999999998295
2025-03-25 09:45:00,-43350,-0.0999999999999801
2025-03-25 09:50:00,-40275,0.0
2025-03-25 09:55:00,-17475,-0.09999999999999432
2025-03-25 10:00:00,-114600,-0.05000000000001137
2025-03-25 10:05:00,-65250,-0.14999999999999147
2025-03-25 10:10:00,-195375,-0.15000000000000568
2025-03-25 10:15:00,-27375,-0.05000000000001137
2025-03-25 10:20:00,3900,-0.15000000000000568
2025-03-25 10:25:00,86550,-0.09999999999999432
2025-03-25 10:30:00,-100875,-0.10000000000000853
2025-03-25 10:35:00,7125,-0.0999999999999801
2025-03-25 10:40:00,-32850,0.0
2025-03-25 10:45:00,4725,-0.04999999999998295
2025-03-25 10:50:00,9900,-0.14999999999997726
2025-03-25 10:55:00,22275,-0.14999999999997726
2025-03-25 11:00:00,-37875,0.09999999999999432
2025-03-25 11:05:00,-28275,-0.09999999999999432
2025-03-25 11:10:00,31575,-0.20000000000001705
2025-03-25 11:15:00,18075,-0.04999999999998295
2025-03-25 11:20:00,13425,-0.09999999999999432
2025-03-25 11:25:00,-16125,-0.05000000000001137
2025-03-25 11:30:00,-21150,-0.09999999999999432
2025-03-25 11:35:00,33225,-0.14999999999997726
2025-03-25 11:40:00,-67800,-0.05000000000001137
2025-03-25 11:45:00,-9825,-0.09999999999999432
2025-03-25 11:50:00,-19800,0.04999999999998295
2025-03-25 11:55:00,13275,-0.19999999999998863
2025-03-25 12:00:00,44025,0.0
2025-03-25 12:05:00,12225,-0.20000000000001705
2025-03-25 12:10:00,65475,-0.10000000000002274
2025-03-25 12:15:00,-34875,-0.15000000000000568
2025-03-25 12:20:00,-19425,0.10000000000002274
2025-03-25 12:25:00,-20250,-0.15000000000000568
2025-03-25 12:30:00,-6375,-0.04999999999998295
2025-03-25 12:35:00,-30000,-0.05000000000001137
2025-03-25 12:40:00,-40650,0.0
2025-03-25 12:45:00,-33225,0.0
2025-03-25 12:50:00,-375,-0.05000000000001137
2025-03-25 12:55:00,3450,0.15000000000000568
2025-03-25 13:00:00,5025,0.05000000000001137
2025-03-25 13:05:00,-94050,-0.09999999999999432
2025-03-25 13:10:00,-39900,0.0
2025-03-25 13:15:00,5475,0.0
2025-03-25 13:20:00,-16275,-0.15000000000000568
2025-03-25 13:25:00,16950,-0.04999999999998295
2025-03-25 13:30:00,-38025,-0.05000000000001137
2025-03-25 13:35:00,-25350,0.0
2025-03-25 13:40:00,10050,0.09999999999999432
2025-03-25 13:45:00,9900,-1.4210854715202004e-14
2025-03-25 13:50:00,-34800,-1.4210854715202004e-14
2025-03-25 13:55:00,11925,0.20000000000000284
2025-03-25 14:00:00,-43350,0.10000000000002274
2025-03-25 14:05:00,27600,-1.4210854715202004e-14
2025-03-25 14:10:00,-40650,0.15000000000000568
2025-03-25 14:15:00,-38400,0.0
2025-03-25 14:20:00,-9225,0.0
2025-03-25 14:25:00,35250,0.05000000000001137
2025-03-25 14:30:00,34125,-0.04999999999998295
2025-03-25 14:35:00,-32475,0.15000000000000568
2025-03-25 14:40:00,-17700,0.15000000000000568
2025-03-25 14:45:00,975,-0.10000000000002274
2025-03-25 14:50:00,-39300,-0.25
2025-03-25 14:55:00,-72225,-0.0999999999999801
2025-03-25 15:00:00,49575,0.0
2025-03-25 15:05:00,-31650,-0.09999999999999432
2025-03-25 15:10:00,-45375,-0.14999999999997726
2025-03-25 15:15:00,-91425,0.05000000000001137
2025-03-25 15:20:00,-159675,-0.14999999999997726
2025-03-25 15:25:00,-4275,-0.25
