last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
18-11-2024 09:35,23440,107325,0,75,11450,-2325,N,300,N,-9.18,23460.9,23440,55.5,1747875,500,-200,20400,18475,N,26500,N,-4.61,260.15,864225,100,-75,15300,7275,N,-21375,N,3.92
18-11-2024 09:40,23410,193650,25,-175,19200,53675,Y,-3050,Y,-16.58,23440,23410,49.45,2919025,-75,100,31475,-7825,YES,34400,N,-6.51,288.45,1116500,0,-50,22500,-16675,Y,-8375,N,6.54
18-11-2024 09:45,23465.95,197650,-25,25,19875,42400,N,22950,YES,-10.36,23406.45,23465.95,62.75,2468800,175,375,27950,127200,Y,2525,Y,-3.82,246.3,723375,50,200,22275,-20775,Y,8875,N,2.97
18-11-2024 09:50,23451.45,140175,0,25,19250,-10175,YES,57925,YES,-4.09,23466.95,23451.45,57.9,1845525,1300,250,27850,-28650,YES,83675,YES,-1.9,256,406000,125,100,19275,12900,YES,22025,N,1.13
18-11-2024 09:55,23451,46525,-200,50,13600,2675,N,33950,N,-1.24,23451.65,23451,56.85,1149800,500,-300,25950,24825,Y,53475,N,-1.09,256.35,295525,-125,-25,20850,5475,N,12275,N,0.78
18-11-2024 10:00,23521,175900,625,0,17650,11300,N,-36875,Y,-0.74,23450,23521,77,3301950,-150,-850,24500,16700,N,-188700,Y,-1.57,203.05,651800,275,100,22425,-25350,Y,17175,N,0.08
18-11-2024 10:05,23540.25,116425,-25,600,16650,1500,YES,-40975,Y,1.58,23525,23540.25,84.65,2427000,-75,1300,27200,3500,N,-54200,YES,-0.13,191.85,618675,-25,-50,20575,-1450,YES,-4675,YES,-0.64
18-11-2024 10:10,23507.6,77550,0,-100,19200,28200,Y,22850,YES,1.26,23540,23507.6,69.55,1850225,325,0,28925,-29525,YES,113775,YES,0.03,213.8,478750,-75,100,21425,58950,YES,6025,N,-0.59
18-11-2024 10:15,23482.9,76375,525,75,14675,-1900,YES,13900,N,-0.26,23510.15,23482.9,64.45,1673350,-975,450,25075,33750,Y,59400,N,-0.6,234.15,814100,75,325,24875,-12325,Y,-8250,YES,0.36
18-11-2024 10:20,23510,38350,-550,100,13000,14100,N,8800,N,0.01,23482,23510,71.55,1295500,75,-275,29025,63550,Y,-4225,Y,-0.37,212.35,631050,0,-125,24025,35675,YES,22600,Y,0.23
18-11-2024 10:25,23462.75,44500,75,100,15725,-8775,YES,32250,YES,-0.43,23513.35,23462.75,57.85,1293425,950,250,29800,-87150,YES,40575,YES,-0.54,246,528575,-75,-250,20775,-39675,Y,-12900,YES,0.45
18-11-2024 10:30,23457.55,55675,-425,-25,17575,139625,Y,325,Y,-1.02,23466,23457.55,54.65,1363825,-2900,275,30425,17700,Y,60825,YES,-0.8,249.7,686850,150,25,24025,331900,YES,-12600,N,1.22
18-11-2024 10:35,23431.75,62150,-225,0,12925,-8250,YES,18000,N,-1.39,23457.55,23431.75,50,975225,75,-575,27175,-18775,YES,24150,N,-0.63,269.6,414175,-400,0,25350,90225,N,-10725,N,0.92
18-11-2024 10:40,23424.95,75150,275,-25,14325,-8825,YES,15825,N,-2.24,23437,23424.95,46.65,1291300,-275,150,26600,22400,Y,50475,YES,-0.89,278.1,474325,250,-50,21625,-444200,Y,-5075,N,1.4
18-11-2024 10:45,23398,152700,-275,100,20025,-20725,YES,28500,N,-5.34,23421,23398,43.3,1549950,-1025,450,29625,-4600,YES,-350,Y,-1.16,298.05,550675,0,-25,22700,6475,YES,-29750,YES,1.96
18-11-2024 10:50,23423.9,74825,0,100,17650,41925,Y,31700,N,-2.05,23398,23423.9,47.25,1302225,625,-575,34275,47625,Y,40600,YES,-0.86,276.05,323375,250,-50,21100,2025,Y,18600,Y,0.94
18-11-2024 10:55,23465,97025,-25,-25,17075,-7900,YES,-2125,Y,-0.99,23423.9,23465,57.25,1948625,-1750,1475,37225,18525,N,-30700,Y,-0.83,239.5,309500,200,50,26375,-10475,Y,2675,YES,0.41
18-11-2024 11:00,23437.5,32150,25,0,13900,-8025,YES,-18600,Y,-0.44,23471.45,23437.5,49.35,1033275,-450,25,29525,-49750,YES,83050,YES,-0.45,264,278375,75,-425,28925,7675,N,7350,N,0.42
18-11-2024 11:05,23419.4,28250,-200,-400,13700,1850,N,3800,YES,-0.6,23437.5,23419.4,45,1044675,125,-325,32050,-1775,Y,20500,N,-0.56,280.45,286525,-125,-50,20075,-725,Y,-7700,YES,0.65
18-11-2024 11:10,23429.3,20525,25,125,12700,-9625,YES,-9900,Y,-0.44,23419.4,23429.3,47.6,679575,-275,225,28325,10825,N,2725,Y,-0.35,268.95,157350,-50,50,23550,-5225,Y,5025,N,0.36
18-11-2024 11:15,23451.55,39125,125,0,15700,-2925,N,9675,N,-0.49,23429.3,23451.55,52.1,714725,-725,-300,28700,-21300,YES,-35475,Y,-0.3,251.15,174425,100,50,23500,-3050,N,300,YES,0.26
18-11-2024 11:20,23448,18725,25,-175,13550,9200,N,3325,N,-0.22,23452.05,23448,49.85,664450,-950,1050,29275,12850,Y,6575,YES,-0.26,255.9,131625,150,-150,22850,1825,N,13000,N,0.17
18-11-2024 11:25,23488.35,67650,725,-25,13125,6950,N,-1825,Y,-0.11,23448,23488.35,59.25,1645400,-1200,-475,31975,-9075,YES,-67925,Y,-0.38,227,316525,-75,175,21550,-6525,Y,8125,N,0.09
18-11-2024 11:30,23463.35,29750,-25,200,14650,34075,Y,6975,N,-0.15,23481,23463.35,53.5,1012925,150,725,33725,4425,N,54325,YES,-0.29,247.15,273075,-375,-75,26175,-3400,N,31825,Y,0.16
18-11-2024 11:35,23465,14850,-75,25,16975,6025,N,-4475,Y,-0.11,23460.05,23465,55,578375,-100,600,28400,53475,Y,950,Y,-0.18,241.25,153750,-25,175,24300,225,N,12975,N,0.13
18-11-2024 11:40,23487,19375,0,475,16775,-450,YES,1100,N,-0.08,23469.75,23487,59.95,791525,-300,-150,34075,30525,N,-11625,Y,-0.19,224,161725,0,-25,23500,3125,N,17350,N,0.04
18-11-2024 11:45,23476.4,58700,0,-600,15775,-10350,YES,-6100,Y,0.23,23486.95,23476.4,58.15,1442700,-50,2525,32925,-67550,YES,-32475,Y,-0.2,229.25,366375,150,100,27750,-12200,Y,-3450,YES,-0.11
18-11-2024 11:50,23500,21325,75,775,13450,18875,Y,-14675,Y,0.01,23481.1,23500,64.75,695125,-350,1100,30550,23350,Y,7825,YES,-0.1,216,184400,50,50,26875,263300,YES,8800,N,-0.01
18-11-2024 11:55,23515.05,35075,50,6300,12400,2700,YES,25550,YES,0.2,23500,23515.05,69.6,1234550,275,-550,37125,28125,N,-58500,Y,-0.11,205,256200,175,-175,27750,2600,Y,-1125,YES,-0.15
18-11-2024 12:00,23525.05,64675,-300,0,15475,2250,YES,-8775,Y,0.77,23518.75,23525.05,70.95,1867300,-1100,900,30975,22450,N,-10950,YES,0.05,198.8,443775,-175,-400,29250,24675,YES,19825,Y,-0.49
18-11-2024 12:05,23530,66250,-25,50,15000,23550,Y,-1775,N,0.98,23524,23530,73.95,1547225,-350,-100,29725,15775,N,-30900,Y,0.13,194.2,413375,-175,-1500,21750,44775,YES,10600,N,-0.54
18-11-2024 12:10,23540,65750,-25,-50,16925,2400,YES,-19350,Y,1.08,23530.45,23540,75.9,1415100,100,-525,33250,-17175,YES,-35475,Y,0.16,191.9,344150,-200,175,26350,-3150,Y,8800,N,-0.51
18-11-2024 12:15,23548.15,100825,375,-25,18550,-1450,YES,-6825,N,1.86,23540,23548.15,78.1,1782900,275,-500,32600,17600,Y,-27200,N,0.27,187.35,468275,125,-800,24300,-37225,Y,-900,YES,-0.75
18-11-2024 12:20,23542.9,36725,-175,-150,13725,2275,N,6375,N,0.5,23548.6,23542.9,75.8,1130450,-275,200,31100,3375,N,49200,YES,0.09,190.9,362050,-300,-25,25600,800,YES,5875,N,-0.47
18-11-2024 12:25,23618.75,326975,-25,0,19000,-36475,YES,-92650,Y,9.29,23542.9,23618.75,112.95,5751750,-300,-200,26125,133225,Y,-357500,Y,2.44,147,1114550,25,-650,24350,25550,YES,9925,N,-2.74
18-11-2024 12:30,23606,264575,75,0,18950,12250,Y,-30950,YES,7.85,23619,23606,104.2,5279575,-525,200,22825,-88075,YES,84975,YES,2.86,150.95,1958250,-350,-50,26525,5450,N,27000,N,-5.37
18-11-2024 12:35,23580,60100,0,-550,16975,-725,YES,-11400,N,1.26,23606,23580,93.45,2453125,-875,375,25800,3000,Y,110525,YES,0.78,165.25,1081250,-125,875,24700,53400,YES,11700,N,-2.18
