last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
18-12-2024 09:15,24383.3,126750,100,0,16650,10825,N,39850,N,-2.47,24366.45,24383.3,89.6,3344200,-175,575,18825,106575,N,77100,N,0.39,155.35,2709275,1075,125,19000,22475,N,43525,N,3.65,52860.3,94695,150,60,8040,32370,N,-22035,N,-13.55
18-12-2024 09:20,24367.1,128150,25,-400,15200,7400,N,68725,YES,9.1,24380.9,24367.1,85.25,6810000,-9850,-125,19325,-2310925,YES,267950,YES,8.38,169.45,3414775,75,500,18575,-2438050,Y,40975,N,-3.45,52750,55665,1245,-45,8205,-4470,YES,33195,YES,25.09
18-12-2024 09:25,24346.15,139075,850,50,15375,40025,Y,-375,Y,-10.67,24366.1,24346.15,78.05,3867525,100,950,27600,33500,Y,170550,N,-2.84,180.45,3526050,25,-225,21900,-34000,YES,58100,N,6.93,52700.1,64215,-1065,-45,8940,-1125,N,28845,N,-32.23
18-12-2024 09:30,24366,89125,-1175,-300,19475,7450,N,3700,N,0.57,24346.15,24366,79.6,4527625,250,-100,23825,61525,Y,26350,N,-0.25,165.8,2317875,425,75,24550,-45475,Y,64725,N,-0.45,52793.85,45795,105,210,9510,-8235,YES,5910,N,1.16
18-12-2024 09:35,24404,67825,-525,-50,15400,-17775,YES,22775,N,2.39,24365.05,24404,93.1,4785075,250,-250,27100,148850,Y,40975,N,0.11,139,2416750,-150,425,24975,-2175,YES,60075,N,-2.94,52850,27780,-60,30,9120,31470,Y,-15345,Y,1.86
18-12-2024 09:40,24449,194425,-775,125,20125,19350,Y,-43225,Y,14.74,24401,24449,106.65,8328975,175,750,23575,158625,N,-34775,Y,3.52,107.2,3967275,250,-75,20950,-58800,Y,76875,N,-8.66,52963.9,52095,345,270,7860,21270,N,-6960,N,16.01
18-12-2024 09:45,24445.05,119700,0,-175,16525,32550,N,17400,YES,8.05,24446.2,24445.05,100.75,8440525,400,-1250,25100,-110300,YES,295850,YES,2.4,103.25,4879125,50,-700,21500,160400,YES,10250,N,-9.35,52898.2,43665,-165,0,8085,3900,N,12915,N,13.4
18-12-2024 09:50,24398.25,116575,100,-100,20600,26500,N,22450,N,2.51,24450.4,24398.25,78.2,9266100,-400,150,25100,-117750,YES,82025,N,-1.77,133.35,5969450,575,875,22500,39025,N,-36250,YES,-4.45,52755,35925,15,0,8505,-3585,YES,16965,N,-2.43
18-12-2024 09:55,24335.5,214600,-100,-150,23825,-23150,YES,16500,N,-6.25,24398.25,24335.5,55.1,7112850,-325,100,24850,-131300,YES,61975,N,-3.15,174.65,5402475,-150,75,21150,30225,N,-135875,YES,2.19,52601.45,60555,0,15,8595,3315,N,-4185,Y,-18.85
18-12-2024 10:00,24331.3,186650,525,150,23425,27700,Y,-5375,Y,-6.96,24330,24331.3,54.45,4904775,-375,1175,30275,141250,Y,51225,N,-2.44,178.2,3431350,25,-100,23075,-39600,Y,-25950,Y,2.71,52584.5,59535,-105,-105,8775,26190,Y,90,N,-20.36
18-12-2024 10:05,24326.9,83500,-525,-75,22925,13300,N,15100,YES,-2.87,24335,24326.9,51.4,3016975,-625,-850,31075,131700,N,13850,N,-1.43,180.8,1923875,150,-150,24225,-1125,YES,9950,Y,1.46,52574.1,97305,75,15,16095,4125,N,6375,N,-24.06
18-12-2024 10:10,24314.5,87375,325,-75,12525,-31600,YES,105425,YES,-3.31,24326.9,24314.5,45.25,4376075,0,775,25775,-27375,YES,99250,YES,-2.29,185.3,1728300,300,0,18750,-29625,Y,11450,N,1.47,52545.2,38010,0,0,6870,9960,N,5175,N,-10.27
18-12-2024 10:15,24308.6,72825,975,-25,18200,-10275,Y,23550,N,-2.31,24310,24308.6,44.65,3397275,-475,-2550,39000,1325,Y,33400,N,-1.52,191.8,1523975,125,-1525,30700,-5550,YES,-48500,YES,1.15,52520,46710,390,0,8925,4170,N,-2595,Y,-11.59
18-12-2024 10:20,24338,52900,25,-25,17200,-575,N,-2175,Y,-1.49,24309.95,24338,53.7,2590775,-2175,-1850,42100,143200,Y,-88575,Y,-1,173.1,1366950,775,-375,25375,5325,N,52100,Y,0.91,52566.85,17760,0,-105,7320,21060,N,-5250,Y,-4.15
18-12-2024 10:25,24319.75,61425,-100,225,16700,-9425,YES,8775,N,-1.35,24338,24319.75,45.1,3162000,250,-1350,36175,-62650,YES,177850,YES,-1.13,181.5,1003775,-100,0,26425,17475,N,-15875,YES,0.54,52485.05,59130,-195,15,8985,-11940,YES,-10350,Y,-13.81
18-12-2024 10:30,24359,79150,1250,-475,14550,7075,N,-7125,Y,-0.67,24319.75,24359,59.3,5080900,-825,1950,32650,11450,Y,-163575,Y,-1.25,156,1742975,125,-200,23625,-53600,Y,9200,Y,0.24,52601.65,31110,15,-15,7980,31350,Y,-7530,N,-5.09
18-12-2024 10:35,24354.1,55625,75,250,16000,24375,N,12875,N,-0.41,24359,24354.1,54.6,3518425,600,725,26075,-22625,YES,111475,YES,-0.84,159,1013700,-175,-500,19550,21375,YES,18075,N,0.14,52635,30405,-75,90,8070,29205,N,495,N,-2.96
18-12-2024 10:40,24364.8,125875,1175,175,23950,15800,N,-1425,Y,-0.68,24354.3,24364.8,57.9,3532675,700,175,31300,71775,Y,-11775,Y,-0.72,152.9,1449700,50,25,29750,12000,N,20050,N,0.1,52647.5,22830,-90,0,6615,-3150,YES,16335,N,-1.51
18-12-2024 10:45,24335,189750,25,-250,22175,3200,N,24725,YES,-0.96,24362.5,24335,49.35,4563250,3575,25,27675,-9725,YES,91450,YES,-0.86,164.6,2015925,-25,325,22100,16450,N,-33325,YES,0.02,52578.85,13230,-15,0,6900,5835,N,-19530,Y,-1.14
