last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
02-12-2025 11:20,23032.6,55800,-750,-225,29775,30000,Y,-33000,Y,0.17,23033,23032.6,26.8,2917650,-3750,3000,90150,19950,N,45000,YES,-0.03,268,44700,-1350,0,14250,-6150,N,5325,N,0.04,49309,8520,0,-60,9930,-3720,YES,-810,Y,0.1
02-12-2025 11:25,23022.7,79050,0,75,32550,-3675,YES,26325,YES,0.35,23034.1,23022.7,23.3,1909050,-1350,5475,73575,-32100,YES,111825,YES,-0.01,278.8,100875,-900,-300,43350,1950,N,-1950,YES,0.14,49291.2,7770,-270,0,8400,11220,N,4500,N,0.25
02-12-2025 11:30,23009.95,67200,-525,-150,31500,7575,N,-132300,Y,0.24,23022.7,23009.95,21.8,3260400,6450,2400,84075,89100,Y,9000,N,-0.07,281.35,255675,-300,150,40575,-12600,Y,2775,N,0.35,49271.95,14490,0,30,12000,2310,YES,-2580,Y,0.83
02-12-2025 11:35,23025,64125,-225,0,23400,-21825,YES,99300,YES,0,23009.95,23025,24.2,2288625,-9600,1425,68175,-21675,YES,-10875,Y,-0.07,273.15,184350,-150,-150,44625,19950,YES,-5175,YES,0.45,49328.05,8100,-210,0,9900,-18270,YES,3480,N,0.12
02-12-2025 11:40,23109.8,196275,0,600,35850,109800,Y,-89025,Y,2.31,23025,23109.8,49.25,7853775,-1425,-8100,60600,176625,Y,-764475,Y,0.59,207.3,412650,150,-225,42000,-48375,Y,19800,Y,-0.45,49567.8,89940,-60,30,14400,7770,Y,-59460,Y,16.84
02-12-2025 11:45,23105,441525,-300,-150,36675,-30975,YES,-100725,Y,9.24,23109.8,23105,44.55,12277950,-1050,-225,49650,-174825,YES,111525,YES,2.29,209.1,1191750,-825,0,46650,23850,YES,15750,N,-3.76,49532,84270,0,0,15930,-3480,YES,210,YES,23.72
02-12-2025 11:50,23122.9,111900,-225,375,42150,17250,Y,-6225,YES,1.6,23100.8,23122.9,47.4,5298675,-825,0,50175,6750,Y,54450,N,0.48,198.8,538200,-300,-150,36300,-1950,Y,10950,N,-1.11,49571.8,29010,-150,30,13080,5340,N,33390,YES,5.18
02-12-2025 11:55,23150,226350,-1350,-300,47025,16575,N,4800,N,5.18,23122.9,23150,64,13140450,121200,-675,46950,53175,Y,-97500,Y,2.81,179.15,1213800,75,225,46125,21000,YES,19725,N,-4.82,49595.6,26430,-30,0,14490,30030,Y,-1980,Y,6.33
02-12-2025 12:00,23154.15,163500,0,300,36675,-14250,YES,4200,N,3.63,23150,23154.15,70.8,6548175,-46875,750,50400,134400,Y,37725,YES,1.52,178.6,737775,450,375,42450,24075,N,42150,Y,-2.68,49596.85,19740,150,0,14550,-1350,YES,-7950,Y,4.7
02-12-2025 12:05,23139.45,90900,-75,0,31125,76200,Y,-77100,Y,1.63,23153.35,23139.45,61.25,4669275,675,-1575,48525,-220350,YES,53850,N,0.82,188.55,848850,-75,75,40125,1650,Y,-33975,YES,-2.28,49567.15,15390,-90,0,12330,-30030,YES,-23190,Y,2.95
