last_traded_time,ltp,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
07-02-2025 10:05,23737.75,14475,1.2,32400,9075,N,-144225,Y,8.94,23651.9,23737.75,07-02-2025 10:05,167.65,-88275,-2.84E-14,39000,14850,Y,-232050,Y,0.08,07-02-2025 10:05,183.85,24075,-0.15,41100,-57900,Y,15450,Y,-2.86
07-02-2025 10:10,23693.2,121050,3,43575,-42225,YES,66000,YES,1.37,23732.1,23693.2,07-02-2025 10:10,142.35,-22200,0.1,37275,-225,YES,227100,YES,-1.37,07-02-2025 10:10,202.35,-9975,-0.15,37875,48000,YES,26400,N,-4.18
07-02-2025 10:15,23630.3,1275,-0.1,43875,-71400,YES,104925,YES,-10.72,23693.2,23630.3,07-02-2025 10:15,117.1,38475,-0.15,40650,-63150,YES,88200,N,-4.01,07-02-2025 10:15,236.25,41025,-0.1,37725,4575,N,-77025,YES,0.91
07-02-2025 10:20,23606.15,14850,0.35,38475,64575,Y,19725,N,-4.01,23629.1,23606.15,07-02-2025 10:20,109.55,-11175,-0.05,37950,46125,Y,73650,N,-2.52,07-02-2025 10:20,247.75,-27450,2.84E-14,41925,4125,N,36750,Y,1.12
07-02-2025 10:25,23620,37050,4.8,38850,112725,Y,-15600,Y,-8.71,23603.45,23620,07-02-2025 10:25,109.1,-67650,0,40050,86550,Y,150,Y,-3.75,07-02-2025 10:25,236.65,14925,-0.2,38625,-6450,Y,-21300,YES,1.74
07-02-2025 10:30,23609,72825,-1.65,30675,47475,N,-100425,Y,-1.87,23620,23609,07-02-2025 10:30,104.2,20700,-0.1,41550,36225,N,92550,YES,-2.26,07-02-2025 10:30,241.9,-13425,0.1,36375,3975,N,10950,Y,0.46
07-02-2025 10:35,23647,9600,0.5,31050,121425,Y,-16500,YES,-1.51,23609,23647,07-02-2025 10:35,117.15,42300,-0.05,41475,87975,Y,-36675,Y,-1.65,07-02-2025 10:35,220,3000,-0.1,39450,-16875,Y,13425,N,0.29
07-02-2025 10:40,23657.15,91950,-0.95,35175,11250,N,6750,YES,-0.46,23647,23657.15,07-02-2025 10:40,122.35,-44100,0,37500,-22200,YES,-15000,YES,-1.32,07-02-2025 10:40,213.45,-31950,0,38025,25950,YES,17175,N,-0.23
07-02-2025 10:45,23642,133200,-1,34275,-115050,YES,19800,N,-0.33,23655.7,23642,07-02-2025 10:45,117.15,5100,0.05,38625,20175,Y,35700,YES,-0.62,07-02-2025 10:45,223,21150,-0.15,38775,20250,N,-12825,YES,-0.11
07-02-2025 10:50,23669.9,14550,4.6,23775,36150,Y,-39825,Y,-0.07,23642,23669.9,07-02-2025 10:50,129.95,68475,-0.05,39600,40725,Y,-34650,Y,-0.46,07-02-2025 10:50,205.1,13575,0.05,40650,-16575,Y,16200,Y,-0.18
07-02-2025 10:55,23694.9,-31125,1.25,30600,14475,N,-22125,N,1.24,23669.9,23694.9,07-02-2025 10:55,138.05,-12900,-0.1,42450,34350,N,-4275,YES,-0.28,07-02-2025 10:55,189.35,-16950,0.1,42000,15150,YES,20775,N,-0.97
07-02-2025 11:00,23705,-8775,2.1,36750,52950,Y,8325,YES,1.68,23694.9,23705,07-02-2025 11:00,142.55,-192975,0.1,44325,6225,N,-33150,Y,0.21,07-02-2025 11:00,182.45,15375,0,43500,22500,N,50850,Y,-2.02
07-02-2025 11:05,23711,9900,-2.05,33075,50925,N,5925,N,1.28,23708,23711,07-02-2025 11:05,143.55,35475,-0.05,41250,-8100,YES,-9600,YES,0.16,07-02-2025 11:05,180.8,-16200,0.15,47100,-14025,Y,17250,N,-1.46
07-02-2025 11:10,23705,23625,1.75,31725,2175,YES,7050,N,0.79,23711,23705,07-02-2025 11:10,140.8,-111225,0.2,40275,19950,Y,24075,YES,0.16,07-02-2025 11:10,182.25,31800,-0.05,41775,14325,YES,20025,N,-1.09
07-02-2025 11:15,23739.95,-44625,1,39975,-43575,YES,6675,N,2.92,23705,23739.95,07-02-2025 11:15,156.4,-38550,-0.15,40875,56475,Y,-94275,Y,0.56,07-02-2025 11:15,162.9,-8175,0.1,41925,-17625,Y,23625,N,-2.21
07-02-2025 11:20,23765.4,-12150,0,44475,21675,Y,-42000,Y,6.34,23738.55,23765.4,07-02-2025 11:20,170.3,-15000,-0.1,37350,87600,Y,-147975,Y,1.66,07-02-2025 11:20,148.1,8175,0.1,37350,-1800,N,55725,Y,-3.82
07-02-2025 11:25,23783.25,-2025,0.95,40800,28725,N,-38700,N,6.35,23765,23783.25,07-02-2025 11:25,178.8,-101175,-0.05,40275,-30075,YES,-63600,YES,2.61,07-02-2025 11:25,142.85,9900,0,40125,83400,YES,83850,Y,-5.09
07-02-2025 11:30,23765.95,-83325,-3.85,36525,-5925,YES,70425,YES,4.53,23785.4,23765.95,07-02-2025 11:30,172.5,227550,-0.1,48075,-115425,YES,33900,YES,2.19,07-02-2025 11:30,147.25,38625,-0.1,45825,139425,YES,32625,N,-5.87
07-02-2025 11:35,23747,-18600,-1.7,33975,-60225,YES,12450,N,1.39,23765.9,23747,07-02-2025 11:35,158.4,-14625,0.1,42675,-3750,Y,93225,YES,0.73,07-02-2025 11:35,156.3,-136275,0,43275,48750,N,-25575,YES,-3.41
07-02-2025 11:40,23770.55,-70200,0.5,29700,-33750,Y,-11400,Y,0.95,23747,23770.55,07-02-2025 11:40,168.75,23700,0,48975,67875,Y,-4425,Y,0.71,07-02-2025 11:40,148,-61350,0.05,39600,-129300,Y,17325,Y,-2.54
07-02-2025 11:45,23742,-66900,-1.4,31050,-27750,N,2850,N,0.88,23770.55,23742,07-02-2025 11:45,154,-49875,0.1,41700,-145125,YES,112200,YES,0.59,07-02-2025 11:45,162.2,70875,0,34050,84975,YES,-40050,YES,-1.89
07-02-2025 11:50,23728.15,-75000,-1.95,29250,-110775,YES,22725,N,0.71,23742,23728.15,07-02-2025 11:50,145.35,-30900,0.15,43875,40800,Y,57225,N,0.14,07-02-2025 11:50,167.3,30525,0,37800,33300,N,11475,Y,-1.54
07-02-2025 11:55,23720.6,-78150,-3.7,33825,50700,Y,-29100,Y,0.45,23725,23720.6,07-02-2025 11:55,142.8,-38175,0.2,44625,19125,N,-5025,Y,-0.07,07-02-2025 11:55,169.45,-47475,0.2,39825,-54375,Y,36675,Y,-0.94
07-02-2025 12:00,23693.85,15075,0.65,35175,-65175,YES,-600,YES,0.29,23720.6,23693.85,07-02-2025 12:00,131.85,-17400,-0.2,45675,-64725,YES,56625,YES,-0.3,07-02-2025 12:00,181.85,-52350,2.84E-14,37350,53625,YES,-92625,YES,-0.69
07-02-2025 12:05,23680.55,-1500,0.4,33300,9450,Y,-121350,Y,-0.04,23692.5,23680.55,07-02-2025 12:05,125.3,-10200,0.1,46725,36975,Y,5700,N,-0.53,07-02-2025 12:05,193.3,-17925,0,45150,-82500,Y,-39000,Y,-0.1
07-02-2025 12:10,23636.55,-38850,-3.15,39825,-42750,YES,112650,YES,-1.64,23680.65,23636.55,07-02-2025 12:10,107.4,-4725,-0.05,50550,-98700,YES,72975,YES,-1.2,07-02-2025 12:10,224,8775,-0.15,49800,-45375,YES,-78075,YES,1.08
07-02-2025 12:15,23645,-57225,3.2,33375,7875,Y,9900,N,-1.11,23636,23645,07-02-2025 12:15,111.2,-18825,-0.05,46275,106800,Y,6750,N,-0.69,07-02-2025 12:15,218.2,-35250,0.2,49125,-10125,YES,17775,Y,0.72
07-02-2025 12:20,23645,-9450,1.75,28575,8850,N,22200,N,-0.55,23641.35,23645,07-02-2025 12:20,110.55,79800,0,41700,-16650,YES,50100,YES,-0.61,07-02-2025 12:20,214.9,-7950,-0.15,49200,7500,N,13125,N,0.48
07-02-2025 12:25,23674.65,93900,-0.45,27975,-30075,YES,10200,N,-0.34,23647.3,23674.65,07-02-2025 12:25,117.8,25425,-0.05,48300,63225,Y,-24000,Y,-0.67,07-02-2025 12:25,198,-64050,-0.1,42675,-32850,Y,-16500,YES,0.28
07-02-2025 12:30,23677.5,21075,-0.2,26100,1275,Y,-11175,Y,-0.09,23671,23677.5,07-02-2025 12:30,119,-74475,-0.05,47250,35775,N,41775,YES,-0.46,07-02-2025 12:30,197.15,32850,-0.05,53475,22350,YES,-13125,N,0.04
07-02-2025 12:35,23657.35,64875,-1.45,27975,-130425,YES,3525,N,-0.13,23677.5,23657.35,07-02-2025 12:35,113.25,-80100,-0.1,49575,-54450,YES,21675,N,-0.43,07-02-2025 12:35,208.4,103275,-0.05,50775,32775,N,11775,Y,0.15
07-02-2025 12:40,23663,29325,0.75,28200,15375,Y,15675,N,-0.31,23655.8,23663,07-02-2025 12:40,114,17325,-0.05,38175,20625,Y,52725,YES,-0.5,07-02-2025 12:40,205.55,-23775,0,42675,-26475,Y,4950,N,0.29
07-02-2025 12:45,23655,12825,1.55,22725,900,YES,8925,N,-0.08,23663,23655,07-02-2025 12:45,111.05,-6975,0.1,47250,-14775,YES,76050,YES,-0.25,07-02-2025 12:45,210,18750,0.05,53100,-11250,N,-9825,YES,0.13
07-02-2025 12:50,23630.65,21900,-2.1,25800,-9750,YES,4350,N,-0.36,23653.15,23630.65,07-02-2025 12:50,103.7,55575,-0.1,49050,-27750,YES,30900,N,-0.46,07-02-2025 12:50,222.2,20925,-0.1,47325,23925,YES,-16575,YES,0.33
07-02-2025 12:55,23644.1,-30000,-0.2,24600,5925,N,18000,N,-0.26,23630.65,23644.1,07-02-2025 12:55,106.25,-25950,0.05,44775,46275,Y,-8025,Y,-0.41,07-02-2025 12:55,216.7,-21375,0.15,48600,-3900,Y,14925,Y,0.28
07-02-2025 13:00,23667.95,26925,0.65,27525,119325,Y,-3975,Y,-0.25,23641,23667.95,07-02-2025 13:00,111.6,-22800,0,45225,27150,N,5025,N,-0.51,07-02-2025 13:00,201.2,-37500,0.25,47775,-18675,Y,24975,N,0.18
07-02-2025 13:05,23650.9,-31950,-0.85,26250,-975,YES,9975,N,-0.13,23667.95,23650.9,07-02-2025 13:05,107.5,-21825,0.05,44625,9450,N,58950,YES,-0.29,07-02-2025 13:05,210.7,59400,0.05,44775,9300,YES,6150,N,0.14
07-02-2025 13:10,23636.65,-100800,1.05,32625,-36375,YES,6825,N,-1.11,23650.9,23636.65,07-02-2025 13:10,103,92475,0,46725,-50400,YES,6675,N,-0.54,07-02-2025 13:10,219,51825,-0.1,50025,-7425,Y,-38550,YES,0.35
07-02-2025 13:15,23650,-2475,0.9,27900,14325,Y,19725,N,-0.25,23636.65,23650,07-02-2025 13:15,107.1,16800,1.42E-14,48075,22725,Y,-31350,Y,-0.3,07-02-2025 13:15,210.55,29025,0,43350,-18450,Y,-1575,Y,0.14
07-02-2025 13:20,23649.85,-71775,1.9,26025,1800,YES,20100,N,-0.12,23650,23649.85,07-02-2025 13:20,108.05,-10950,0.05,47850,19950,N,40500,YES,-0.34,07-02-2025 13:20,206,27825,-2.84E-14,46050,17625,YES,15150,N,0.1
07-02-2025 13:25,23666,4875,4.15,32175,11025,N,-66150,Y,-0.15,23649.85,23666,07-02-2025 13:25,114.2,4275,-0.1,46725,3525,N,-103800,Y,-0.29,07-02-2025 13:25,195.75,22500,-0.15,42075,-11400,Y,21000,N,0.09
07-02-2025 13:30,23667.5,-14475,-1.8,24750,1500,YES,-6675,YES,-0.06,23666.5,23667.5,07-02-2025 13:30,114,-44400,0,46200,-15075,YES,54900,YES,-0.39,07-02-2025 13:30,194.7,70425,0,53625,2550,N,8550,N,-0.02
07-02-2025 13:35,23655.2,-50400,-1.2,28650,-8250,YES,-3300,N,-0.12,23667.5,23655.2,07-02-2025 13:35,107.95,40425,0.1,43350,-65100,YES,54525,N,-0.29,07-02-2025 13:35,202.95,-9300,0.05,46575,34125,YES,-33600,YES,0.04
07-02-2025 13:40,23649.05,-22875,2.05,25875,825,N,5700,N,-0.12,23659.45,23649.05,07-02-2025 13:40,105.2,54675,-0.1,53400,18675,Y,24150,N,-0.31,07-02-2025 13:40,206.5,5700,0.1,44700,-7575,Y,4875,Y,0.1
07-02-2025 13:45,23633,-8925,-2.4,19950,-7350,YES,-150,Y,-0.16,23650.45,23633,07-02-2025 13:45,99.5,87300,0.05,38100,-71925,YES,49650,YES,-0.43,07-02-2025 13:45,218.4,9300,0.05,42675,12375,N,-22575,YES,0.2
07-02-2025 13:50,23580.95,13050,3.35,42300,-120750,YES,-32775,Y,-6.8,23633,23580.95,07-02-2025 13:50,86.4,-101850,0,45300,-52125,N,-30975,Y,-1.36,07-02-2025 13:50,254.4,27150,-0.15,51675,-23625,Y,-79050,YES,1.27
07-02-2025 13:55,23592.95,-10950,1.1,37500,22950,Y,111000,YES,-1.58,23580,23592.95,07-02-2025 13:55,86.3,11325,0.05,44250,67350,Y,73725,YES,-0.65,07-02-2025 13:55,248.1,-44925,-0.05,43050,25350,YES,8625,Y,0.44
07-02-2025 14:00,23597.7,525,1.95,35100,16200,N,11100,N,-1.1,23590.95,23597.7,07-02-2025 14:00,87.55,53400,-0.05,43425,19950,N,-10125,Y,-0.52,07-02-2025 14:00,245.9,12375,0.15,44250,-1650,Y,20325,N,0.37
07-02-2025 14:05,23555.1,300,3.5,36900,-114225,YES,33000,YES,-2.59,23597.7,23555.1,07-02-2025 14:05,77.5,-125625,0.05,43950,-98625,YES,57150,YES,-0.93,07-02-2025 14:05,277.85,-10200,-0.15,38250,-6975,Y,-50100,YES,0.84
07-02-2025 14:10,23541,50100,2.15,46425,-81000,Y,20025,N,-4.51,23555.3,23541,07-02-2025 14:10,76.55,-142200,-0.05,47925,10275,Y,-22125,Y,-1.03,07-02-2025 14:10,290.1,3375,-0.05,45225,-150,N,-11025,Y,1.12
07-02-2025 14:15,23529.15,21375,0.2,38475,5100,Y,10800,N,-2.54,23540,23529.15,07-02-2025 14:15,74.2,-58800,-0.05,53475,16725,N,27600,YES,-0.72,07-02-2025 14:15,292.9,12450,-0.25,54375,-20400,Y,1575,N,0.79
07-02-2025 14:20,23547,-34125,3.85,33000,-24825,YES,4350,N,-2,23534.25,23547,07-02-2025 14:20,74.45,-18150,-0.05,47250,36000,N,-14325,Y,-0.6,07-02-2025 14:20,283.3,-3975,-0.2,43275,-5550,N,6750,N,0.39
07-02-2025 14:25,23546.3,101550,2.8,28575,11400,Y,-13725,Y,-1.42,23545.5,23546.3,07-02-2025 14:25,76.8,3900,-1.42E-14,63525,40650,N,-13500,N,-0.49,07-02-2025 14:25,280.15,-6600,0.1,39900,-300,N,9525,N,0.29
07-02-2025 14:30,23548,20700,1.4,31950,-3150,YES,-18525,Y,-1.39,23546.3,23548,07-02-2025 14:30,76.1,-37275,1.42E-14,49875,-31500,YES,52275,YES,-0.7,07-02-2025 14:30,280,-2400,0.2,38325,-25500,Y,13500,N,0.37
07-02-2025 14:35,23561.1,172650,1.95,31950,10125,N,-47100,Y,-1.27,23548,23561.1,07-02-2025 14:35,77.4,-55425,0.05,53850,21075,Y,-23700,Y,-0.62,07-02-2025 14:35,270.6,-9675,0.1,40575,7800,YES,13125,N,0.32
07-02-2025 14:40,23535.95,95475,0.55,30525,-2550,YES,-7500,YES,-0.85,23560,23535.95,07-02-2025 14:40,70.75,-299025,0.05,53775,-50025,YES,70800,YES,-0.66,07-02-2025 14:40,285.1,18375,-0.05,45750,-75,Y,-16125,YES,0.36
07-02-2025 14:45,23561,50100,-1.75,39000,-4275,YES,17250,YES,-1,23538.9,23561,07-02-2025 14:45,76.15,-100350,0.05,48450,35250,Y,-71100,Y,-0.48,07-02-2025 14:45,269.2,-2850,0.1,41625,375,N,1725,N,0.35
07-02-2025 14:50,23562.05,-21075,-0.75,32775,-52650,YES,-1950,Y,-0.83,23555,23562.05,07-02-2025 14:50,76.7,-66375,-0.1,50475,-39525,YES,-58875,N,-0.54,07-02-2025 14:50,267.95,-101325,-0.1,38400,-1500,Y,2550,N,0.37
07-02-2025 14:55,23567,-13800,1.35,32400,6900,Y,-4650,Y,-0.55,23560,23567,07-02-2025 14:55,80.5,-1500,0,54600,55500,Y,-43050,N,-0.47,07-02-2025 14:55,258.45,19725,-0.05,37650,-11700,Y,-10650,YES,0.33
07-02-2025 15:00,23589.15,-107400,-0.45,37275,-10500,YES,91725,YES,-1.61,23567.95,23589.15,07-02-2025 15:00,84.4,61200,0.1,45825,27150,N,-44850,Y,-0.94,07-02-2025 15:00,241.9,33300,-0.1,43200,14400,YES,-7575,N,0.34
07-02-2025 15:05,23604.75,-312750,0.8,39150,2475,N,-33750,Y,-1.44,23589,23604.75,07-02-2025 15:05,91.55,-19275,0,52050,6900,N,-75975,Y,-0.79,07-02-2025 15:05,228.7,39975,0,46125,-11325,Y,29250,Y,0.19
07-02-2025 15:10,23626,-121575,-0.45,49200,-2700,YES,75525,YES,-0.9,23608.5,23626,07-02-2025 15:10,96.95,-127350,0,52500,-55575,YES,-69825,N,-0.67,07-02-2025 15:10,219.5,-6450,0.1,50325,26175,YES,-2325,YES,0.12
07-02-2025 15:15,23628.95,91950,1.95,40650,-48300,YES,-388950,Y,-0.72,23623.3,23628.95,07-02-2025 15:15,98.95,-114675,-0.1,52725,-23925,Y,-13275,YES,-0.65,07-02-2025 15:15,216.1,41625,-0.1,63300,2175,Y,-47400,YES,0.18
07-02-2025 15:20,23617.95,-62550,-1.4,47100,-4950,Y,13500,YES,-0.64,23628.95,23617.95,07-02-2025 15:20,97.55,23400,0.1,50550,-69900,YES,-17850,Y,-0.3,07-02-2025 15:20,220.7,-5400,-0.05,46500,-10575,Y,-225,Y,0.09
07-02-2025 15:25,23622.85,-140625,-5.1,45300,-104550,YES,-91050,Y,-0.6,23617.8,23622.85,07-02-2025 15:25,96,-107175,0.05,41025,-412500,YES,-215400,Y,-0.32,07-02-2025 15:25,221.25,11850,-0.2,42375,-804525,Y,-69600,YES,0.07
