last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
14-02-2025 09:15,23174,267450,0,0,45225,49125,N,99000,N,14.31,23191.15,23174,138,3588375,150,1800,35325,72600,N,151125,N,1.46,210.2,1526100,300,-75,34500,16350,N,8100,N,-8.37,49687.3,44190,0,-90,13800,17220,N,26610,N,6.82
14-02-2025 09:20,23176.95,141900,750,-150,36750,32550,N,8475,N,-5.69,23169.35,23176.95,139.6,2677350,0,-1275,40950,159600,Y,87600,N,-2.9,210.25,1642125,450,300,35850,6975,N,24225,N,7.09,49710,32670,-30,-30,11250,-3270,YES,12030,N,-17.45
14-02-2025 09:25,23116.95,273150,-450,0,38700,-16350,YES,21750,N,-15.43,23176.95,23116.95,120,3067275,-75,225,41400,-129150,YES,102000,N,-4.59,249.5,1511550,2925,-300,38475,3525,N,-7125,YES,7.63,49567.55,58050,120,-150,15450,2970,N,8940,N,-16.13
14-02-2025 09:30,23107.5,258300,0,-75,46875,-4050,N,157875,YES,-12.06,23114.55,23107.5,118.65,2174175,-300,300,43350,70800,Y,30975,N,-2.96,257,1056450,225,-225,42000,-975,Y,5025,N,6.04,49550.6,32970,-30,30,11940,840,YES,26100,N,-20.12
14-02-2025 09:35,23137.9,156600,-75,150,37950,-6375,YES,25050,N,-4.31,23107.5,23137.9,127,2897025,300,-2025,45225,6525,N,-5925,Y,-1.96,236.05,923475,0,225,36900,-9600,Y,-525,YES,2.91,49602,24090,30,60,13920,21180,Y,-900,Y,-10.68
14-02-2025 09:40,23119.1,90375,300,150,31350,-50775,YES,50775,YES,-1.42,23137.9,23119.1,116.05,2113725,-2475,150,41775,-46575,YES,105075,YES,-1.29,247.7,732600,150,75,35400,4650,N,75,N,1.53,49562.35,19350,-480,150,13110,720,YES,8160,N,-4.1
14-02-2025 09:45,23130,69825,450,-150,29325,26700,Y,27525,N,-1.73,23119.1,23130,119.5,1941750,225,-75,39525,28350,Y,23025,N,-1.81,235,585525,0,75,37125,-7200,Y,1050,N,1.39,49577,9120,0,-120,9390,-6450,YES,-4230,Y,-3.18
14-02-2025 09:50,23098.15,106800,-375,-300,31950,125325,Y,39075,N,-1.49,23133,23098.15,106.7,2628675,-225,-75,40050,-3525,YES,64425,YES,-1.33,256.8,961875,0,0,42675,-2250,N,4875,N,0.83,49467.65,46020,30,30,12600,-25770,YES,-1380,N,-15.26
14-02-2025 09:55,23133.2,54525,450,825,31425,36600,N,-1800,Y,-1.08,23098.15,23133.2,119.2,1597500,0,-150,43575,62850,Y,150,Y,-1,227.7,710025,-75,300,39750,3900,N,-3000,YES,1.01,49550,21660,720,-390,11820,-1140,Y,22170,YES,-8.43
14-02-2025 10:00,23155,69225,-75,-300,32550,25350,N,58575,YES,0.04,23133.2,23155,126.85,1995000,150,-675,36300,49425,N,-5550,Y,-0.32,216.15,604125,750,150,39600,0,Y,4275,N,-0.44,49609.15,17730,-780,30,12000,-9750,YES,6000,N,-2.01
