last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
30-10-2024 09:30,24376.35,2650,50,-825,375,5300,N,425,N,-0.08,24383.55,24376.35,86.25,108525,-225,400,1325,975,N,11275,N,-0.04,110.9,27100,0,-300,225,8875,N,325,N,0.01
30-10-2024 09:35,24424,145250,50,3500,16050,4275,N,-19650,Y,0.99,24380.25,24424,108.5,4728750,-75,50,24300,99175,Y,-208475,Y,0.98,89.15,4149575,0,-600,23150,-24125,Y,195575,Y,-0.41
30-10-2024 09:40,24426,70600,-50,25,15725,800,YES,13925,YES,2.9,24423.9,24426,111.4,6124350,550,100,24125,17175,N,-8000,YES,3.8,88.25,4182425,825,750,28550,77075,YES,94225,N,-2.1
30-10-2024 09:45,24392.15,60825,0,100,15425,-75,YES,21950,N,0.46,24426,24392.15,91.3,4109775,-425,1350,26125,-90175,YES,160250,YES,0.15,99.9,4242050,-175,4550,30625,52400,N,-66675,YES,-0.54
30-10-2024 09:50,24438.05,42625,100,-75,14175,525,N,-6700,Y,0.62,24392.75,24438.05,111.75,3722025,-500,50,30025,126975,Y,-37350,Y,0.29,80.5,3626925,-400,25,29900,-98650,Y,148575,Y,-0.85
30-10-2024 09:55,24427.95,54700,-225,-50,13050,2475,N,16425,YES,1.8,24436.8,24427.95,105.95,4037375,-275,175,23700,1950,YES,112450,YES,1.16,82.35,3218000,-625,-425,29400,-13925,YES,82300,N,-1.44
30-10-2024 10:00,24413.4,35150,125,75,13550,2925,N,-8175,Y,0.34,24428,24413.4,99,3159050,100,-75,26075,85050,Y,64600,N,-0.19,86.7,3085475,150,200,29575,-15625,Y,-9825,YES,-0.65
30-10-2024 10:05,24425,54900,-25,275,13725,5700,N,5900,N,0.82,24413.4,24425,104.5,2596275,0,-125,29075,-17400,YES,85050,YES,0.11,81.2,2000950,-50,750,29450,23575,YES,42950,Y,-0.53
30-10-2024 10:10,24441,58675,100,-150,12775,1875,YES,-6900,Y,1.67,24425,24441,112.85,3763575,-750,-450,27650,147775,Y,-27175,Y,0.82,77.7,2446525,-775,-350,27175,16300,N,17750,N,-0.91
30-10-2024 10:15,24435.1,41875,-25,100,13450,-5050,YES,20575,YES,1.33,24436.95,24435.1,110.2,3865625,525,-425,27875,670925,Y,-25475,N,1.05,80.35,2352900,525,100,28900,86025,YES,-12250,YES,-0.85
30-10-2024 10:20,24413.85,68400,175,-1475,12600,-6125,YES,18450,N,1.3,24432.45,24413.85,99.05,4107575,450,750,24625,-96775,YES,36575,YES,0.39,90.1,3388050,-100,225,26075,3400,N,-123750,YES,-0.63
30-10-2024 10:25,24432,41225,0,50,13075,6975,N,-9375,Y,0.33,24411.35,24432,107.8,3278025,0,1025,24550,102925,Y,60650,YES,0.1,81.15,4069625,-175,-700,32075,-31875,Y,77775,Y,-0.3
30-10-2024 10:30,24431,35125,-50,-25,10600,16125,N,-2025,N,0.34,24426.65,24431,106.3,2246900,100,275,24900,27050,N,77975,N,0.05,80.15,2340750,400,-700,29350,-59075,Y,37525,N,-0.39
