ltp,vol_traded_today,last_traded_time,exch_feed_time,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,low_price,high_price,lower_ckt,upper_ckt,open_price,prev_close_price,type,symbol,ch,chp
23505.0,208650,2025-03-24 09:16:19,1742787979,75,75,23505.0,23507.25,75,238500,118350,23474.19,23443.55,23513.4,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23513.55,212475,2025-03-24 09:16:21,1742787981,75,75,23506.75,23512.85,75,246750,112800,23474.84,23443.55,23513.55,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,133.7,0.5719
23510.0,212475,2025-03-24 09:16:21,1742787982,75,75,23506.75,23512.85,75,246750,112800,23474.84,23443.55,23513.55,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,130.15,0.5567
23505.5,213600,2025-03-24 09:16:23,1742787983,75,150,23506.7,23510.0,75,245100,125475,23475.02,23443.55,23513.55,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.65,0.5374
23510.75,213600,2025-03-24 09:16:23,1742787983,75,150,23506.7,23510.0,75,245100,125475,23475.02,23443.55,23513.55,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,130.9,0.5599
23505.0,217725,2025-03-24 09:16:24,1742787984,150,525,23503.45,23509.9,75,260250,118800,23475.63,23443.55,23513.55,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23506.0,217725,2025-03-24 09:16:24,1742787985,150,525,23503.45,23509.9,75,260250,118800,23475.63,23443.55,23513.55,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,126.15,0.5396
23506.0,220650,2025-03-24 09:16:26,1742787986,75,450,23507.3,23512.7,75,248700,122325,23476.06,23443.55,23513.95,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,126.15,0.5396
23507.45,220650,2025-03-24 09:16:26,1742787987,75,450,23507.3,23512.7,150,248700,122325,23476.06,23443.55,23513.95,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,127.6,0.5458
23507.35,221850,2025-03-24 09:16:28,1742787988,375,225,23506.85,23510.0,75,256875,114825,23476.24,23443.55,23513.95,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,127.5,0.5453
23507.3,221850,2025-03-24 09:16:28,1742787988,375,225,23506.85,23510.0,75,256875,114825,23476.24,23443.55,23513.95,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,127.45,0.5451
23516.1,227250,2025-03-24 09:16:29,1742787990,750,150,23515.0,23516.35,75,260925,100650,23477.13,23443.55,23516.1,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,136.25,0.5828
23515.0,227250,2025-03-24 09:16:29,1742787990,750,150,23515.0,23516.35,75,260925,100650,23477.13,23443.55,23516.1,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,135.15,0.5781
23513.0,229725,2025-03-24 09:16:31,1742787991,825,75,23505.35,23513.25,75,255375,127875,23477.51,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,133.15,0.5695
23512.5,229725,2025-03-24 09:16:31,1742787991,825,75,23505.35,23513.25,75,255375,127875,23477.51,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,132.65,0.5674
23508.15,229725,2025-03-24 09:16:31,1742787992,825,75,23505.35,23513.25,75,255375,127875,23477.51,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,128.3,0.5488
23508.15,231600,2025-03-24 09:16:32,1742787992,375,300,23507.3,23508.15,75,259875,110175,23477.76,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,128.3,0.5488
23505.35,231600,2025-03-24 09:16:32,1742787993,375,300,23507.3,23508.15,75,259875,110175,23477.76,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.5,0.5368
23508.15,232575,2025-03-24 09:16:34,1742787994,450,225,23505.4,23510.0,75,254400,129750,23477.89,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,128.3,0.5488
23509.9,232575,2025-03-24 09:16:34,1742787994,450,225,23505.4,23510.0,75,254400,129750,23477.89,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,130.05,0.5562
23505.0,232575,2025-03-24 09:16:34,1742787995,450,225,23505.4,23510.0,75,254400,129750,23477.89,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23509.95,235800,2025-03-24 09:16:36,1742787996,450,375,23504.3,23509.95,75,261150,129525,23478.28,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,130.1,0.5565
23505.0,235800,2025-03-24 09:16:36,1742787997,450,375,23504.3,23509.95,150,261150,129525,23478.28,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23505.0,238500,2025-03-24 09:16:37,1742787998,75,4200,23504.55,23505.0,150,252750,128250,23478.6,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23504.05,238500,2025-03-24 09:16:37,1742787998,75,4200,23504.55,23505.0,75,252750,128250,23478.6,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,124.2,0.5312
23505.0,241650,2025-03-24 09:16:39,1742787999,150,1275,23503.0,23505.0,75,243000,133875,23478.94,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23505.0,241650,2025-03-24 09:16:39,1742788000,150,1275,23503.0,23505.0,375,243000,133875,23478.94,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23505.0,242775,2025-03-24 09:16:40,1742788001,150,750,23502.0,23505.0,225,233250,129150,23479.06,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23502.45,242775,2025-03-24 09:16:40,1742788001,150,750,23502.0,23505.0,75,233250,129150,23479.06,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,122.6,0.5244
23505.0,243750,2025-03-24 09:16:42,1742788002,225,450,23502.0,23505.0,75,245925,135975,23479.15,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.15,0.5353
23502.6,243750,2025-03-24 09:16:42,1742788003,225,450,23502.0,23505.0,75,245925,135975,23479.15,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,122.75,0.525
23500.0,247350,2025-03-24 09:16:44,1742788004,825,2400,23500.0,23502.6,75,248775,141750,23479.47,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,120.15,0.5139
23502.6,247350,2025-03-24 09:16:44,1742788004,825,2400,23500.0,23502.6,75,248775,141750,23479.47,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,122.75,0.525
23499.4,248400,2025-03-24 09:16:45,1742788006,150,975,23499.4,23501.1,75,240600,142725,23479.56,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,119.55,0.5113
23501.1,250350,2025-03-24 09:16:47,1742788007,75,150,23500.05,23501.1,75,247200,138825,23479.72,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,121.25,0.5186
23502.1,250350,2025-03-24 09:16:47,1742788008,75,150,23500.05,23501.1,75,247200,138825,23479.72,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,122.25,0.5229
23503.0,253425,2025-03-24 09:16:49,1742788009,75,75,23502.75,23504.3,75,254175,134100,23479.98,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,123.15,0.5267
23511.25,253425,2025-03-24 09:16:49,1742788009,75,75,23502.75,23504.3,75,254175,134100,23479.98,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,131.4,0.562
23503.25,253425,2025-03-24 09:16:49,1742788010,75,75,23502.75,23504.3,525,254175,134100,23479.98,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,123.4,0.5278
23503.25,281325,2025-03-24 09:16:50,1742788011,75,300,23504.95,23510.0,525,255900,117150,23482.95,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,123.4,0.5278
23505.55,281325,2025-03-24 09:16:50,1742788011,75,300,23504.95,23510.0,75,255900,117150,23482.95,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,125.7,0.5376
23505.9,281775,2025-03-24 09:16:52,1742788012,675,75,23506.15,23508.35,75,259650,128850,23482.99,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,126.05,0.5391
23506.6,281775,2025-03-24 09:16:52,1742788013,675,75,23506.15,23508.35,75,259650,128850,23482.99,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,126.75,0.5421
23506.6,282225,2025-03-24 09:16:53,1742788014,375,75,23507.45,23508.35,75,248475,121575,23483.02,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,126.75,0.5421
23506.55,282225,2025-03-24 09:16:53,1742788014,375,75,23507.45,23508.35,75,248475,121575,23483.02,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,126.7,0.5419
23514.0,284400,2025-03-24 09:16:55,1742788015,75,1575,23513.05,23515.0,75,262575,110550,23483.23,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,134.15,0.5738
23515.0,284400,2025-03-24 09:16:55,1742788016,75,1575,23513.05,23515.0,75,262575,110550,23483.23,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,135.15,0.5781
23509.8,288600,2025-03-24 09:16:56,1742788017,1050,750,23512.0,23515.85,150,251475,123600,23483.67,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,129.95,0.5558
23516.25,288600,2025-03-24 09:16:56,1742788017,1050,750,23512.0,23515.85,75,251475,123600,23483.67,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,136.4,0.5834
23512.55,288600,2025-03-24 09:16:56,1742788018,1050,750,23512.0,23515.85,75,251475,123600,23483.67,23443.55,23516.2,0,0,23482.3,23379.85,sf,NSE:NIFTY25MARFUT,132.7,0.5676
