last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
08-11-2024 09:35,24249.3,55050,0,-50,10900,19875,N,46475,N,1.3,24263,24249.3,161.3,1393375,-25,-50,20100,39375,N,51225,N,0.5,189.05,428925,-350,50,6525,16400,N,6750,N,-0.7
08-11-2024 09:40,24281.05,94250,450,0,20925,-23500,YES,18200,N,3.88,24248.45,24281.05,176.45,2253325,75,-950,22075,52350,N,46750,N,1.89,173.8,1855600,-775,-150,20750,475,Y,29350,Y,-3.53
08-11-2024 09:45,24353.7,512300,550,-25,23650,40725,Y,26575,N,35.92,24281.05,24353.7,219.85,5317375,75,350,22775,-1950,YES,-210550,Y,13.37,144.25,2644425,50,0,20775,-42200,Y,23150,N,-8.57
08-11-2024 09:50,24284,216825,1200,0,19450,-59175,YES,42825,N,4.22,24354.3,24284,176.65,3172725,-75,100,23050,-48250,YES,63250,YES,1.9,173.7,2807450,300,-125,23000,37625,YES,-46900,YES,-3.38
08-11-2024 09:55,24297.05,68775,0,900,17850,111350,Y,81650,YES,0.46,24284,24297.05,180.65,1783225,0,-75,19075,59675,Y,42550,N,-0.1,163.8,1909450,-125,-100,21450,-12225,Y,54825,Y,-1.27
08-11-2024 10:00,24272,47300,-100,-200,13925,6350,N,68450,N,0.28,24297.05,24272,163.4,1890650,-150,75,19600,-30675,YES,93575,YES,-0.55,169.7,1709525,25,25,21675,25175,YES,41750,N,-1.21
08-11-2024 10:05,24297,73650,0,0,11525,2800,YES,44175,N,0.56,24272.35,24297,175.7,1289100,50,75,25850,30325,Y,-9200,Y,-0.34,157.25,1230125,300,-200,21450,-11625,Y,10775,N,-1.02
08-11-2024 10:10,24298,66525,75,1050,15475,-6550,YES,281175,YES,0.85,24296.15,24298,173.35,1796150,300,25,21125,-3725,YES,63950,YES,-0.13,153.65,1472850,150,525,22125,-8875,N,25500,N,-1.66
08-11-2024 10:15,24301.65,26600,75,50,10350,198650,Y,15775,N,0.37,24294.5,24301.65,175.9,1164975,375,225,17600,12200,N,25400,N,-0.01,150.35,786300,150,1500,17675,22900,YES,25825,N,-0.88
08-11-2024 10:20,24309.95,51250,975,100,15200,8600,N,-975,Y,0.82,24301.65,24309.95,177.4,1371050,100,-100,22825,-300,YES,22325,N,0.07,147.2,918100,-25,-1600,24100,-2050,Y,2325,YES,-1.1
