last_traded_time,ltp,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-04-01 10:00:00,169.1,8625,-0.05000000000001137,10650,18825.0,N,14550.0,N,0.22999999999998977
2025-04-01 10:05:00,175.0,22800,-0.19999999999998863,39375,20850.0,N,20850.0,N,0.950000000000017
2025-04-01 10:10:00,179.95,-35550,-0.05000000000001137,38025,-6975.0,Y,-3375.0,YES,1.0999999999999943
2025-04-01 10:15:00,154.65,55350,-0.10000000000002274,41400,-35700.0,Y,46350.0,Y,0.35000000000002274
2025-04-01 10:20:00,237.05,-38400,-0.09999999999999432,39450,-21375.0,N,-240525.0,YES,3.1999999999999886
2025-04-01 10:25:00,286.05,-10350,0.0,50700,-46725.0,Y,-14850.0,Y,6.219999999999999
2025-04-01 10:30:00,299.15,8850,-0.3000000000000682,46500,-56925.0,Y,-6075.0,N,3.719999999999999
2025-04-01 10:35:00,269.45,6450,-0.0999999999999659,38925,-12675.0,YES,2100.0,N,1.9499999999999886
2025-04-01 10:40:00,270.4,9450,-0.049999999999954525,36000,-40875.0,Y,2175.0,N,0.8199999999999932
2025-04-01 10:45:00,283.3,-2100,0.049999999999954525,41325,-4575.0,YES,-10575.0,YES,1.0300000000000011
2025-04-01 10:50:00,286.6,24450,-5.684341886080802e-14,40125,-1800.0,N,13800.0,Y,1.0600000000000023
2025-04-01 10:55:00,343.3,4350,-0.35000000000002274,37950,-13800.0,Y,-40950.0,YES,3.299999999999983
2025-04-01 11:00:00,354.95,5100,0.05000000000001137,41850,-8325.0,N,4875.0,Y,1.2900000000000205
2025-04-01 11:05:00,359.9,10425,0.0999999999999659,36750,-4575.0,N,7125.0,N,1.0200000000000102
2025-04-01 11:10:00,359.0,-14700,-0.049999999999954525,35700,-10500.0,Y,-11775.0,YES,0.9799999999999898
2025-04-01 11:15:00,344.85,-12975,0.25,39000,1500.0,N,5100.0,N,0.5700000000000216
2025-04-01 11:20:00,337.5,-18225,0.30000000000001137,34650,13275.0,N,15975.0,N,0.44999999999998863
2025-04-01 11:25:00,345.6,-9300,-0.049999999999954525,37050,-12000.0,Y,-5625.0,YES,0.7599999999999909
2025-04-01 11:30:00,366.55,-15150,-0.10000000000002274,37275,-14100.0,Y,-17400.0,YES,0.8100000000000023
2025-04-01 11:35:00,383.55,-21075,0.30000000000001137,38025,3375.0,N,-8250.0,N,1.1099999999999852
2025-04-01 11:40:00,398.4,-13800,-0.20000000000004547,37725,2850.0,Y,-9525.0,YES,0.8699999999999761
2025-04-01 11:45:00,386.95,-27825,0.35000000000002274,40425,0.0,Y,7425.0,N,0.8199999999999932
2025-04-01 11:50:00,400.8,-7425,0.049999999999954525,37800,-2025.0,Y,-750.0,YES,0.46000000000000796
2025-04-01 11:55:00,390.0,-16725,0.05000000000001137,29400,12675.0,N,-1425.0,YES,0.3400000000000034
2025-04-01 12:00:00,407.15,23475,0.4500000000000455,48225,375.0,Y,450.0,N,0.8400000000000034
2025-04-01 12:05:00,388.7,-17550,0.1500000000000341,35775,-10050.0,Y,4500.0,N,0.36000000000001364
2025-04-01 12:10:00,375.55,-5850,-5.684341886080802e-14,31425,-3150.0,N,4875.0,N,0.5199999999999818
2025-04-01 12:15:00,358.2,9825,0.25,24900,1725.0,N,-5175.0,YES,0.5200000000000102
