last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
13-11-2024 09:25,23866.3,104475,0,-50,14825,3475,N,10375,N,-2.76,23924.1,23866.3,72.25,2687600,250,-300,21325,14725,N,95650,N,-1.48,168.85,2357175,-250,-250,19875,26475,N,-88525,N,2.83
13-11-2024 09:30,23856.05,128425,-475,0,18225,5000,N,26900,N,-3.45,23870,23856.05,70.75,3558275,700,-100,26650,-24875,YES,56900,N,-1.13,179.55,3083925,-75,325,25775,22050,N,-3000,Y,3.82
13-11-2024 09:35,23860.15,94725,125,75,14850,41500,Y,1875,Y,-3.62,23856.05,23860.15,70.8,2032275,125,975,24650,44475,Y,74150,N,-0.99,176.3,1803925,450,0,24900,10375,N,40325,Y,3.01
13-11-2024 09:40,23832.5,198100,0,-225,15100,-28700,YES,42850,YES,-9.12,23861.2,23832.5,60.45,2948075,-875,-250,29500,-86050,YES,46600,N,-2.39,194.25,2348250,125,150,27275,2825,Y,-11650,YES,4.83
13-11-2024 09:45,23787.3,344550,-25,1325,19625,-1825,Y,55850,N,-20.12,23831.3,23787.3,49.45,3851525,1850,-50,28850,-30000,Y,29375,N,-4.24,223.2,2503200,-875,100,24900,-63600,Y,-58425,YES,7.27
13-11-2024 09:50,23831.8,237700,100,-550,26675,76800,Y,5150,N,-6.19,23790,23831.8,60.1,3165925,175,-2375,32800,68100,Y,3300,N,-1.91,185.75,1434175,-25,125,27450,-9550,YES,28250,Y,1.98
13-11-2024 09:55,23854,93850,-50,75,17700,38950,N,-35800,Y,-1.11,23831.65,23854,65.9,1555450,-1275,-450,31900,75650,N,15825,N,-0.75,166.4,819800,0,125,23450,-12050,Y,40050,N,0.72
13-11-2024 10:00,23816.05,72100,100,-75,15975,14225,N,1950,YES,-0.58,23854.15,23816.05,51.55,1624750,-150,-25,24300,-13625,YES,50475,YES,-0.76,199.35,882125,325,75,24025,14500,YES,-26525,YES,0.58
13-11-2024 10:05,23798.3,108475,0,275,17225,-6175,YES,9825,N,-3.33,23814,23798.3,46,2387050,1100,775,30625,-19200,YES,55400,N,-1.8,214.3,1317125,-350,-450,25750,2075,Y,-4600,Y,2.5
13-11-2024 10:10,23766.6,96625,-75,-100,18425,-2925,N,5250,N,-3.35,23792.05,23766.6,39.35,2158425,775,1300,29675,-40900,YES,36325,N,-1.68,235,1010425,-175,300,24475,-5425,Y,-15300,YES,2.24
13-11-2024 10:15,23783.5,122175,-25,0,18800,48575,Y,1125,Y,-4.76,23769.05,23783.5,42.6,1990825,-1550,-1550,27400,90350,Y,-13375,Y,-1.64,222.15,705850,-125,-100,23950,-17000,Y,4875,Y,1.9
13-11-2024 10:20,23780.8,65750,50,-225,14025,51500,N,-2050,Y,-2.33,23783.2,23780.8,41.2,1214350,1850,1075,32875,29425,N,1425,N,-0.9,223.75,401250,175,-100,24050,-11125,N,7800,N,1.03
13-11-2024 10:25,23799.85,89225,-50,850,15850,3800,N,54400,YES,-1.63,23781.2,23799.85,43.65,1716625,1325,950,35125,-14600,YES,-12900,Y,-0.93,208,504475,-250,-9675,26400,3225,N,725,YES,0.7
13-11-2024 10:30,23809.45,47250,-150,425,13725,13300,N,4300,N,-0.86,23799.85,23809.45,47.1,1307600,275,-600,31650,45075,Y,5450,N,-0.71,197.5,410950,125,-25,22875,-1450,Y,-3150,YES,0.51
13-11-2024 10:35,23792,69750,1950,-1125,16150,-13250,YES,250,Y,-0.68,23810,23792,42.1,2070975,-1150,-775,31500,-48000,YES,72225,YES,-0.8,211.5,566300,0,275,20100,16950,N,-7875,YES,0.45
13-11-2024 10:40,23778.6,50025,-1675,-25,14225,-3775,N,44775,YES,-1.21,23792,23778.6,39.55,1071375,-100,-325,33750,64000,Y,14500,N,-0.58,223,451325,-150,300,23350,-6975,Y,6050,N,0.77
