last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,High_9,Low_9,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
03-01-2025 09:16,24235,12350,2450,-25,0.45,0.8,525,274025,N,282750,N,0.46,24236.95,24235,24239.3,24234.15,160,148275,-225,300,-2,-2.05,975,1749750,N,210450,N,0.27,207.85,148350,0,-75,0.85,0.85,1275,14175,N,197250,N,-0.56,51823.95,630,-45,15,-23.8,-19.3,90,56175,N,56805,N,0.27
03-01-2025 09:16,24236.15,10625,-2050,50,1.15,3.5,1050,275975,N,287650,N,0.28,24236.45,24236.15,24239.45,24232,160.75,108900,-675,525,1.25,1.55,1200,1734600,N,217050,N,0.12,208.45,87000,-675,75,-0.5,-0.65,900,1950,Y,191550,N,-0.19,51835.9,1980,-75,30,2.6,4.15,270,57675,N,56370,N,0.68
03-01-2025 09:16,24239,7625,200,-350,0,0.9,850,281800,N,291775,N,0.25,24235.05,24239,24239.45,24235,161,144825,225,75,1.1,1.25,1350,1786200,Y,214725,N,0.3,208.45,60450,-375,-300,-0.65,-1,1050,8175,N,206325,N,-0.18,51809.9,1470,0,-30,3.85,-12.2,360,56895,N,59175,N,0.91
03-01-2025 09:16,24240,15350,-50,175,1.2,2.55,800,288400,N,287675,N,0.47,24236.1,24240,24240.75,24234.6,161.7,103500,300,-300,0.4,0.4,1500,1786875,N,218700,N,0.19,207.6,73425,75,75,-0.4,-0.35,4125,-10500,Y,213225,N,-0.21,51820,2220,-30,15,-4.65,-14.55,315,58800,N,60990,N,-0.85
03-01-2025 09:16,24234.3,5650,0,-200,-1.4,-3.85,475,290925,N,288950,N,0.16,24236.45,24234.3,24241.15,24234.3,158.3,177375,-225,-1950,-2.2,-2.15,1650,1794825,N,233700,N,0.24,209.95,53025,-75,0,1.65,1.65,1650,4125,N,217050,N,-0.12,51815,900,210,-60,-2.2,-9.8,330,59040,N,60585,N,-0.33
03-01-2025 09:17,24235,10300,11850,50,-3,-2.9,500,289050,N,287525,N,0.04,24233,24235,24236.2,24232,158.05,96000,150,75,-0.45,-0.4,1950,1737675,N,252825,N,-0.02,210.85,93525,-150,-225,0.05,0,1725,8775,N,221250,N,-0.11,51800,2910,450,45,-15,-5,525,59175,N,61290,N,-1.47
03-01-2025 09:17,24235,6200,175,-75,1.95,0.7,675,292175,N,287300,N,0.06,24232.1,24235,24236.5,24230.05,158.25,77550,-375,-525,0.35,0.15,1650,1748475,N,257100,N,-0.01,208.45,51375,-75,1875,-1.9,-1.6,1125,5625,N,243600,Y,-0.07,51806.8,1095,135,0,12.35,8.2,480,59505,N,62250,N,-0.73
03-01-2025 09:17,24236.25,9275,-1750,275,-0.85,-1.25,525,293850,N,292025,N,0.14,24236.1,24236.25,24236.25,24234.55,159.35,76200,-300,-5250,1.25,1.5,1275,1764600,N,266100,N,-0.01,207.3,71250,150,300,-1.25,-1.3,2175,-11775,Y,244050,N,-0.12,51815.6,1935,-60,45,16.2,12.55,390,62730,N,63810,N,0.21
03-01-2025 09:17,24234.3,7175,100,450,2.35,3.75,1225,287725,N,291150,N,0.14,24235,24234.3,24240,24234.3,158.7,103425,900,-975,-0.4,-0.45,975,1797750,Y,267375,N,0.08,208.6,70575,75,75,0.55,0.65,1200,-5625,N,247350,N,-0.18,51826.2,1650,45,-30,4.3,6.15,345,62160,N,63390,N,0.78
03-01-2025 09:17,24242,8800,925,-500,2.15,2.9,650,286400,N,286425,N,0.24,24237.85,24242,24242,24236.3,161.2,69600,150,-375,2.3,2.5,1725,1804800,N,275775,N,0.04,206.1,40950,2100,-225,-1.95,-1.95,1350,600,N,253350,N,-0.08,51825,795,45,-45,5.5,10.05,315,64065,N,64050,N,-0.06
