last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
24-10-2024 09:30:00,24443.05,125550.0,-2275.0,-175.0,12950.0,-16850.0,N,28075.0,N,-7.399999999997817,24458.05,24443.05
24-10-2024 09:35:00,24415.35,121150.0,50.0,-5100.0,17200.0,16300.0,Y,-17000.0,Y,-9.639999999999418,24444.0,24415.35
24-10-2024 09:40:00,24411.0,200250.0,925.0,-125.0,17525.0,5775.0,N,-14900.0,N,-14.919999999998254,24415.35,24411.0
24-10-2024 09:45:00,24407.15,80475.0,-725.0,-25.0,16725.0,12000.0,N,11175.0,YES,-3.7599999999983993,24411.0,24407.15
24-10-2024 09:50:00,24430.0,72800.0,100.0,-225.0,14200.0,24350.0,N,14225.0,N,-2.6599999999998545,24408.3,24430.0
24-10-2024 09:55:00,24457.05,111675.0,350.0,-400.0,14475.0,650.0,YES,31425.0,N,-1.2900000000008731,24432.0,24457.05
24-10-2024 10:00:00,24462.0,89525.0,475.0,-150.0,19300.0,8375.0,N,4725.0,N,0.11000000000058208,24457.05,24462.0
24-10-2024 10:05:00,24495.95,128725.0,75.0,-525.0,16175.0,10525.0,N,-29025.0,Y,1.8699999999989814,24462.0,24495.95
24-10-2024 10:10:00,24495.85,75075.0,-100.0,-1000.0,14975.0,-9875.0,YES,13050.0,YES,1.5800000000017462,24498.4,24495.85
24-10-2024 10:15:00,24478.0,52125.0,-675.0,125.0,13550.0,10500.0,Y,9000.0,N,0.8600000000005821,24498.65,24478.0
24-10-2024 10:20:00,24481.7,23425.0,100.0,-100.0,12275.0,12075.0,N,1275.0,Y,0.2400000000016007,24482.05,24481.7
24-10-2024 10:25:00,24486.85,26725.0,-100.0,150.0,13125.0,1425.0,YES,-450.0,Y,0.32999999999810825,24481.5,24486.85
24-10-2024 10:30:00,24490.0,43875.0,1475.0,825.0,13700.0,3325.0,N,-1650.0,Y,0.47000000000116415,24490.0,24490.0
24-10-2024 10:35:00,24491.0,34475.0,-275.0,25.0,14825.0,5625.0,N,2675.0,N,0.41999999999825377,24491.0,24491.0
24-10-2024 10:40:00,24483.0,24600.0,150.0,75.0,11575.0,6900.0,N,3475.0,N,0.3500000000021828,24489.4,24483.0
24-10-2024 10:45:00,24479.0,55975.0,875.0,350.0,14450.0,-1175.0,YES,-2650.0,Y,0.32999999999810825,24483.0,24479.0
24-10-2024 10:50:00,24486.3,30125.0,-850.0,-150.0,14700.0,-8650.0,YES,1300.0,N,0.20999999999912689,24479.0,24486.3
24-10-2024 10:55:00,24466.45,33025.0,1225.0,-100.0,12175.0,150.0,N,3200.0,N,0.13000000000101863,24486.2,24466.45
24-10-2024 11:00:00,24470.0,35825.0,800.0,125.0,16125.0,-2175.0,YES,-2075.0,Y,-0.020000000000436557,24466.45,24470.0
24-10-2024 11:05:00,24453.45,28375.0,-1800.0,25.0,12300.0,-6900.0,YES,5475.0,N,-0.059999999997671694,24469.5,24453.45
24-10-2024 11:10:00,24454.0,24550.0,-25.0,2500.0,13200.0,66350.0,Y,61000.0,YES,-0.12000000000261934,24457.7,24454.0
24-10-2024 11:15:00,24456.0,17600.0,-225.0,-950.0,11050.0,7075.0,N,-2225.0,Y,-0.10000000000218279,24454.0,24456.0
24-10-2024 11:20:00,24460.75,22075.0,25.0,475.0,13625.0,19125.0,N,4500.0,N,-0.01999999999679858,24457.85,24460.75
24-10-2024 11:25:00,24459.6,20675.0,-450.0,-425.0,12500.0,-1825.0,YES,2325.0,Y,0.00999999999839929,24463.45,24459.6
24-10-2024 11:30:00,24465.0,19650.0,-75.0,225.0,11675.0,-6925.0,YES,-1225.0,Y,0.00999999999839929,24463.1,24465.0
24-10-2024 11:35:00,24470.0,15775.0,0.0,-1200.0,12150.0,2225.0,N,2900.0,N,0.020000000000436557,24465.0,24470.0
24-10-2024 11:40:00,24466.75,25000.0,850.0,-250.0,13950.0,8425.0,N,1425.0,Y,0.040000000000873115,24470.0,24466.75
24-10-2024 11:45:00,24461.4,22425.0,125.0,-100.0,15850.0,12125.0,N,-550.0,Y,-0.020000000000436557,24467.1,24461.4
24-10-2024 11:50:00,24455.05,34100.0,-100.0,-175.0,19250.0,-19975.0,YES,1300.0,N,-0.11999999999898137,24462.1,24455.05
24-10-2024 11:55:00,24456.25,36025.0,-25.0,0.0,12550.0,-2275.0,N,325.0,Y,-0.15999999999985448,24455.05,24456.25
24-10-2024 12:00:00,24457.0,33500.0,-475.0,0.0,14600.0,1750.0,N,900.0,N,-0.11999999999898137,24456.25,24457.0
24-10-2024 12:05:00,24451.0,24550.0,0.0,0.0,14775.0,0.0,YES,-2775.0,Y,-0.11000000000058208,24459.85,24451.0
24-10-2024 12:10:00,24453.0,19425.0,-150.0,0.0,10975.0,-1225.0,YES,1350.0,N,-0.10000000000218279,24450.3,24453.0
24-10-2024 12:15:00,24450.1,16725.0,0.0,-25.0,10925.0,5425.0,N,600.0,Y,-0.11999999999898137,24453.0,24450.1
24-10-2024 12:20:00,24450.0,21950.0,25.0,150.0,11800.0,-1525.0,YES,675.0,N,-0.13000000000101863,24450.1,24450.0
24-10-2024 12:25:00,24448.8,24550.0,-375.0,0.0,13950.0,700.0,N,-850.0,Y,-0.18999999999869033,24445.0,24448.8
24-10-2024 12:30:00,24455.0,19525.0,25.0,0.0,18250.0,2175.0,N,-950.0,Y,-0.13000000000101863,24448.85,24455.0
24-10-2024 12:35:00,24456.8,17825.0,225.0,125.0,16475.0,-175.0,YES,-525.0,N,-0.06999999999970896,24455.15,24456.8
24-10-2024 12:40:00,24452.1,16625.0,-250.0,125.0,13400.0,-1000.0,YES,2500.0,N,-0.06999999999970896,24456.65,24452.1
24-10-2024 12:45:00,24452.0,16175.0,75.0,-150.0,12575.0,425.0,N,-1750.0,Y,-0.049999999999272404,24452.1,24452.0
24-10-2024 12:50:00,24440.0,32625.0,550.0,-1475.0,13900.0,-11675.0,YES,-1500.0,N,-0.26000000000203727,24452.1,24440.0
24-10-2024 12:55:00,24441.55,61600.0,-275.0,-575.0,15775.0,-3500.0,N,-8100.0,Y,-0.6599999999998545,24440.0,24441.55
24-10-2024 13:00:00,24442.55,9475.0,375.0,-125.0,12850.0,3350.0,N,1000.0,N,-0.07999999999810825,24441.55,24442.55
24-10-2024 13:05:00,24445.0,18925.0,300.0,625.0,11475.0,1425.0,YES,300.0,Y,-0.15999999999985448,24442.55,24445.0
24-10-2024 13:10:00,24439.0,44925.0,-100.0,50.0,15425.0,23350.0,Y,425.0,N,-0.4800000000032014,24445.0,24439.0
24-10-2024 13:15:00,24443.3,32500.0,-75.0,25.0,11375.0,1150.0,YES,-475.0,Y,-0.31999999999970896,24439.0,24443.3
