last_traded_time,ltp,vol_traded_today,bid_size,ask_size,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-02-21 09:15:00,177.05,4169025.0,300.0,300.0,35475,478875.0,N,128100.0,N,5.1299999999999955
2025-02-21 09:20:00,172.0,3804000.0,150.0,-375.0,40875,-1371825.0,YES,199575.0,YES,3.5
2025-02-21 09:25:00,168.95,3185925.0,375.0,-75.0,42750,95925.0,Y,199125.0,N,-1.1500000000000057
2025-02-21 09:30:00,162.3,3483450.0,-375.0,150.0,47175,-21000.0,YES,97725.0,N,-0.5699999999999932
2025-02-21 09:35:00,158.95,2547825.0,900.0,-450.0,39750,-30525.0,YES,103800.0,N,-1.1200000000000045
2025-02-21 09:40:00,145.5,3710475.0,150.0,-450.0,45600,-50250.0,YES,87675.0,N,-3.1899999999999977
2025-02-21 09:45:00,143.95,3247950.0,-375.0,0.0,41925,74100.0,Y,113025.0,YES,-2.6299999999999955
2025-02-21 09:50:00,141.65,2205975.0,-300.0,-75.0,46200,112200.0,Y,57525.0,N,-1.6200000000000045
2025-02-21 09:55:00,139.1,2557800.0,150.0,-225.0,42225,-169650.0,YES,73800.0,N,-1.509999999999991
2025-02-21 10:00:00,139.8,2508975.0,-225.0,150.0,46425,51900.0,Y,84525.0,N,-1.6300000000000239
2025-02-21 10:05:00,141.0,1552200.0,375.0,1500.0,45450,68550.0,N,46800.0,N,-0.799999999999983
2025-02-21 10:10:00,128.0,3038250.0,-450.0,225.0,41400,-133125.0,YES,31425.0,N,-2.0200000000000102
2025-02-21 10:15:00,126.8,3373125.0,300.0,-1800.0,44700,35475.0,Y,27150.0,N,-2.6399999999999864
2025-02-21 10:20:00,127.0,1821900.0,-900.0,1425.0,42600,27450.0,N,10950.0,N,-1.0199999999999818
2025-02-21 10:25:00,127.2,1090350.0,-225.0,-675.0,36525,31800.0,N,37725.0,YES,-0.6100000000000136
2025-02-21 10:30:00,132.85,1226550.0,-75.0,525.0,40425,65625.0,Y,-30300.0,Y,-0.5699999999999932
2025-02-21 10:35:00,129.6,1229700.0,-75.0,150.0,41550,-18675.0,YES,69750.0,YES,-0.5500000000000114
2025-02-21 10:40:00,134.45,760275.0,-225.0,1125.0,43875,14100.0,Y,-42900.0,Y,-0.3400000000000034
2025-02-21 10:45:00,128.45,1430775.0,600.0,1050.0,38775,-22500.0,YES,112650.0,YES,-0.5
2025-02-21 10:50:00,122.0,1792875.0,1275.0,450.0,41100,-46425.0,YES,70350.0,N,-0.9499999999999886
2025-02-21 10:55:00,126.75,934500.0,-3075.0,225.0,44550,40275.0,Y,43875.0,N,-0.44999999999998863
2025-02-21 11:00:00,128.15,1148175.0,-525.0,300.0,38250,-14925.0,YES,53850.0,N,-0.4300000000000068
2025-02-21 11:05:00,113.55,1932300.0,2250.0,600.0,45450,-158250.0,YES,47700.0,N,-0.9199999999999875
2025-02-21 11:10:00,121.75,1555575.0,75.0,300.0,45300,135900.0,Y,15600.0,N,-0.789999999999992
2025-02-21 11:15:00,118.9,821400.0,450.0,1425.0,41400,42600.0,N,80625.0,YES,-0.3900000000000148
2025-02-21 11:20:00,114.9,854625.0,0.0,-375.0,44400,-33150.0,YES,51975.0,N,-0.4300000000000068
2025-02-21 11:25:00,120.2,966075.0,150.0,0.0,44175,47775.0,Y,-10950.0,Y,-0.46999999999999886
2025-02-21 11:30:00,127.1,1315725.0,-300.0,-300.0,44475,32400.0,N,-68850.0,Y,-0.46999999999999886
2025-02-21 11:35:00,135.45,3429075.0,-1125.0,375.0,47025,9300.0,N,-486975.0,Y,-0.5600000000000023
2025-02-21 11:40:00,132.05,1997775.0,-450.0,-1050.0,45750,-35700.0,YES,55500.0,YES,-0.27000000000001023
2025-02-21 11:45:00,126.0,1742700.0,300.0,375.0,44250,-31650.0,N,92700.0,YES,-0.4099999999999966
2025-02-21 11:50:00,128.45,1299450.0,150.0,300.0,42075,42075.0,Y,72075.0,N,-0.27000000000001023
2025-02-21 11:55:00,127.2,859500.0,-750.0,150.0,41700,-5025.0,YES,8100.0,N,-0.1699999999999875
2025-02-21 12:00:00,122.25,1250325.0,0.0,75.0,37575,-28950.0,YES,39225.0,YES,-0.3300000000000125
2025-02-21 12:05:00,120.45,1080900.0,375.0,-75.0,39225,30075.0,Y,16350.0,N,-0.3100000000000023
2025-02-21 12:10:00,120.55,1014600.0,75.0,600.0,39750,7725.0,N,39975.0,YES,-0.3300000000000125
2025-02-21 12:15:00,124.9,1077900.0,-450.0,0.0,41325,1125.0,YES,-7575.0,Y,-0.2799999999999727
2025-02-21 12:20:00,125.1,996075.0,825.0,-75.0,39225,-9000.0,YES,15975.0,YES,-0.21000000000000796
2025-02-21 12:25:00,125.95,706425.0,0.0,-975.0,45825,12075.0,Y,-11400.0,Y,-0.14999999999997726
2025-02-21 12:30:00,134.35,1502625.0,-300.0,9150.0,47475,41250.0,Y,-162375.0,Y,-0.25
2025-02-21 12:35:00,132.0,1667550.0,7500.0,-300.0,39600,-53325.0,YES,32250.0,YES,-0.18000000000000682
2025-02-21 12:40:00,127.15,1159800.0,-2850.0,750.0,39000,-4275.0,Y,52050.0,N,-0.14000000000001478
2025-02-21 12:45:00,130.6,1306500.0,675.0,600.0,43125,39225.0,Y,21150.0,N,-0.18999999999999773
2025-02-21 12:50:00,121.6,1238550.0,450.0,0.0,38025,-74625.0,YES,24975.0,N,-0.21999999999999886
2025-02-21 12:55:00,117.5,1258350.0,-300.0,0.0,40575,-2175.0,Y,42525.0,N,-0.30000000000001137
2025-02-21 13:00:00,107.2,2683725.0,-4575.0,75.0,43125,-19650.0,YES,21000.0,N,-0.9499999999999886
2025-02-21 13:05:00,108.5,913725.0,0.0,450.0,41700,65025.0,Y,48675.0,YES,-0.3100000000000023
2025-02-21 13:10:00,110.5,875925.0,750.0,900.0,41175,39750.0,N,14400.0,N,-0.28000000000000114
2025-02-21 13:15:00,111.2,1068825.0,-450.0,-300.0,41100,-13650.0,YES,-13800.0,Y,-0.3400000000000034
2025-02-21 13:20:00,110.3,491175.0,-150.0,375.0,38175,-5325.0,N,11475.0,YES,-0.1599999999999966
2025-02-21 13:25:00,103.15,1582725.0,0.0,150.0,41925,-63750.0,YES,15000.0,N,-0.5600000000000023
2025-02-21 13:30:00,105.7,956100.0,975.0,225.0,40275,32625.0,Y,-53325.0,Y,-0.3300000000000125
2025-02-21 13:35:00,95.2,1786875.0,-5025.0,150.0,45750,-204825.0,YES,-4575.0,YES,-0.6800000000000068
2025-02-21 13:40:00,99.15,1570875.0,150.0,4425.0,45450,165075.0,Y,-20400.0,Y,-0.6299999999999955
2025-02-21 13:45:00,98.9,989850.0,1050.0,-600.0,45075,8175.0,N,-14325.0,N,-0.3900000000000148
2025-02-21 13:50:00,101.7,1137525.0,0.0,-675.0,44850,7650.0,N,15225.0,YES,-0.39999999999997726
2025-02-21 13:55:00,101.5,878175.0,300.0,3150.0,43425,15450.0,N,57075.0,YES,-0.29999999999998295
2025-02-21 14:00:00,101.6,1403100.0,-225.0,375.0,44100,-13650.0,YES,-9075.0,Y,-0.46000000000000796
2025-02-21 14:05:00,104.7,1455225.0,1050.0,1350.0,41625,22575.0,Y,-20025.0,Y,-0.4200000000000159
2025-02-21 14:10:00,107.95,1261350.0,0.0,-75.0,41175,10650.0,N,-20475.0,Y,-0.3199999999999932
2025-02-21 14:15:00,110.85,1520925.0,-750.0,225.0,42600,31050.0,Y,-19950.0,N,-0.35000000000002274
2025-02-21 14:20:00,110.65,1180800.0,0.0,0.0,40500,-15225.0,YES,-16200.0,N,-0.25
2025-02-21 14:25:00,106.45,1329300.0,525.0,1575.0,42300,-31350.0,YES,6975.0,YES,-0.3400000000000034
2025-02-21 14:30:00,106.0,1323900.0,525.0,-375.0,42075,27000.0,Y,8250.0,N,-0.29999999999998295
2025-02-21 14:35:00,110.0,804675.0,-375.0,-450.0,39825,25575.0,N,-36975.0,Y,-0.18000000000000682
2025-02-21 14:40:00,112.05,1234200.0,-75.0,-675.0,41925,-225.0,YES,-61125.0,Y,-0.2400000000000091
2025-02-21 14:45:00,113.75,1245150.0,-450.0,75.0,41250,-41175.0,YES,26625.0,YES,-0.21999999999999886
2025-02-21 14:50:00,106.8,1361775.0,-675.0,450.0,44775,-24525.0,N,-6375.0,Y,-0.2599999999999909
2025-02-21 14:55:00,105.6,1044075.0,-450.0,-525.0,41700,-24975.0,YES,27825.0,YES,-0.20999999999997954
2025-02-21 15:00:00,105.15,1396275.0,75.0,3225.0,42975,17250.0,Y,98400.0,YES,-0.3199999999999932
2025-02-21 15:05:00,112.85,1358850.0,825.0,0.0,45150,-44400.0,YES,-133575.0,Y,-0.2599999999999909
2025-02-21 15:10:00,112.35,1311300.0,150.0,825.0,47325,-15450.0,Y,-20625.0,YES,-0.19999999999998863
2025-02-21 15:15:00,103.35,2061375.0,525.0,-4275.0,50625,-40950.0,YES,31950.0,YES,-0.4199999999999875
2025-02-21 15:20:00,104.0,1737000.0,150.0,825.0,57300,-5625.0,Y,-128925.0,Y,-0.37999999999999545
2025-02-21 15:25:00,95.0,1770300.0,-1350.0,-3150.0,47175,-423825.0,YES,-184950.0,Y,-0.410000000000025
