last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty
21-01-2025 09:15,23427,141150,304000,21-01-2025 09:15,127.05,2516775,398025,21-01-2025 09:15,135.35,1511700,160650
21-01-2025 09:16,23424.7,145675,307175,21-01-2025 09:16,126.6,2544000,465600,21-01-2025 09:16,130.55,1704150,164475
21-01-2025 09:16,23426.1,145675,311425,21-01-2025 09:16,127.6,2572125,440325,21-01-2025 09:16,132.4,1658250,181650
21-01-2025 09:16,23429.35,145750,312775,21-01-2025 09:16,128.05,2603850,453000,21-01-2025 09:16,132.1,1693350,196500
21-01-2025 09:16,23430,147025,311500,21-01-2025 09:16,128.4,2630925,459825,21-01-2025 09:16,130.2,1692675,223125
21-01-2025 09:16,23430,147775,314875,21-01-2025 09:16,128.15,2643225,471750,21-01-2025 09:16,131.95,1687650,219375
21-01-2025 09:16,23426.1,147450,317000,21-01-2025 09:16,126.75,2646375,476175,21-01-2025 09:16,133.15,1700850,207900
21-01-2025 09:17,23428.55,149825,315800,21-01-2025 09:17,129.25,2622975,480075,21-01-2025 09:17,129.15,1705950,218175
21-01-2025 09:17,23432.3,151150,317125,21-01-2025 09:17,131.5,2646750,451425,21-01-2025 09:17,125.75,1662675,229050
21-01-2025 09:17,23435,154425,321250,21-01-2025 09:17,128.9,2668500,465450,21-01-2025 09:17,128.1,1641225,241650
21-01-2025 09:17,23433,156175,321250,21-01-2025 09:17,130.8,2683125,509775,21-01-2025 09:17,127.25,1674150,251400
21-01-2025 09:17,23431,159050,322975,21-01-2025 09:17,130.65,2703150,527850,21-01-2025 09:17,127,1703100,267525
21-01-2025 09:17,23435,159225,323175,21-01-2025 09:17,128.35,2705850,548550,21-01-2025 09:17,127.6,1690500,291825
21-01-2025 09:18,23432.95,159975,325525,21-01-2025 09:18,129.35,2720850,558675,21-01-2025 09:18,126.05,1699800,300825
21-01-2025 09:18,23434.95,161975,328425,21-01-2025 09:18,128.7,2726025,566550,21-01-2025 09:18,127.5,1736325,305700
21-01-2025 09:18,23427.15,162200,333200,21-01-2025 09:18,128,2709975,572400,21-01-2025 09:18,128.85,1753800,303900
21-01-2025 09:18,23425.6,162150,335050,21-01-2025 09:18,0,0,0,21-01-2025 09:18,130.3,1765050,294900
21-01-2025 09:18,23429.3,162625,335700,21-01-2025 09:18,0,0,0,21-01-2025 09:18,128.75,1758525,305175
21-01-2025 09:18,23424.1,162850,332250,21-01-2025 09:18,0,0,0,21-01-2025 09:18,132,1749075,306225
