last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
23-05-2025 09:15,-3.7,-9.5,-8.4,9900,-1383.9,45825,37725,N,73725,N,-9.44,24651.2,24647.5,-6.9,-5.7,-6.1,-47700,-244.05,54375,169575,N,206925,N,-7.72,0.4,-1.45,-1.35,30750,-163.1,59100,-315300,N,267900,N,4.96
23-05-2025 09:20,96.8,100.6,95.8,-249900,-1580.4,50100,56475,Y,27075,N,32.14,24645,24741.8,57.5,57.15,57.4,-29925,-297.7,61350,55425,N,-79950,Y,17.51,-40.55,-39.85,-39.75,-21300,-157.25,57450,-183750,YES,203625,N,-10.69
23-05-2025 09:25,-4.1,-3.7,-4.7,-45150,-1283.8,54675,45900,N,-33525,Y,17.52,24740.7,24736.5,0.65,0.5,0.45,-2250,-286.75,63675,1126125,Y,47475,YES,6.49,0.7,0.7,0.7,80625,-117.65,64200,83325,YES,145200,N,-5.24
23-05-2025 09:30,38.1,39.6,38.3,-77625,-1654.3,51300,47100,N,-29775,N,11.99,24738.8,24776.9,27.55,27.8,27.7,-31575,-309.45,56925,19575,N,-85650,Y,5.56,-11.7,-11.95,-11.95,40350,-139.6,59775,-80925,Y,99825,N,-4.08
23-05-2025 09:35,4.9,3.8,3.1,-462525,-1010.6,52875,92775,Y,-12150,N,13.8,24775.1,24778,1.75,1.8,1.95,-4500,-341.1,54825,-67575,YES,-7425,YES,6.21,-3.7,-3.85,-3.8,54300,-119.3,71250,101700,YES,131925,Y,-4.03
23-05-2025 09:40,39.1,38.7,37.7,171900,-1154.8,58650,14250,N,3075,N,10.16,24777.1,24819,25.55,25.3,25.05,-19650,-315.6,60750,8700,Y,-47925,Y,3.68,-7.7,-7.4,-7.4,40950,-119.3,65400,-71475,Y,96750,N,-2.81
23-05-2025 09:45,-4,-2.7,-1,41250,-1290.4,48000,-10050,YES,52425,YES,9.79,24820,24816,3.55,4.15,4.3,-5250,-350.25,62625,-27375,YES,10725,YES,4.21,0.95,0.95,1,-54150,-121.45,63375,76875,YES,71700,N,-2.83
23-05-2025 09:50,23.9,23.1,25.2,118875,-897,52050,525,N,-21225,Y,5.89,24815.2,24839.1,20.75,20.45,20.65,24750,-370.75,71475,-1725,Y,-61575,Y,3.33,-4.3,-4.55,-4.55,-13575,-123.1,62100,-15600,Y,38025,N,-2.14
23-05-2025 09:55,-11.6,-7,-4.5,-1350,-952.8,57675,44250,Y,26850,YES,2.67,24843.9,24831.9,-6.1,-4.2,-4.3,-6150,-320.95,81300,-11400,YES,22350,YES,2.03,2,1.75,1.85,-142800,-122.15,64350,-600,N,23100,N,-1.41
23-05-2025 10:00,13.9,13.9,15.6,-14475,-1126,49275,10125,N,3150,N,6.66,24835,24843.5,11.25,12.3,12.25,38850,-341.7,68100,-75,N,-19800,Y,2.73,1.75,1.75,1.8,-136875,-113.85,81600,46650,YES,675,YES,-1.7
23-05-2025 10:05,15.4,15.1,14,-38550,-867.7,37275,24075,N,-51975,Y,3.2,24843.5,24858.1,12.8,11.65,11.8,-49725,-308.05,52800,11550,N,-17925,N,1.52,-3.2,-2.65,-2.75,-47925,-105.55,62850,-38400,Y,46200,Y,-0.85
23-05-2025 10:10,-3.2,-3.3,-0.6,44925,-1243.4,53325,55200,Y,4500,YES,5.72,24860,24856.8,1.75,0.8,0.8,27750,-367.2,54000,-18900,YES,-5925,N,1.93,1.1,0.9,0.8,-242175,-117.95,64500,42150,YES,8775,N,-0.86
23-05-2025 10:15,-33.5,-26.9,-30.1,73350,-1129.2,73875,-16050,YES,4575,N,2.16,24863.4,24829,-24.8,-23.45,-23.5,16350,-378.45,57750,-16350,N,-1725,N,1.21,8.05,7.8,7.95,-153825,-134.7,68925,67500,YES,-31950,YES,-0.83
23-05-2025 10:20,-17.2,-16.8,-17.9,11775,-1147.6,46575,42675,Y,17550,N,1.57,24828,24810.8,-8.95,-9.55,-9.4,-56625,-366,72150,8025,Y,13050,N,1.32,2.3,2.35,2.4,-128100,-135.25,65550,-51075,Y,61725,Y,-0.68
23-05-2025 10:25,-7.2,-7.1,-4.1,-35550,-1048.5,48750,-35025,YES,48375,YES,1,24811.2,24804,-7.2,-8,-8.05,450,-344.95,49800,-6975,YES,15000,N,0.99,0.9,0.7,0.7,-220125,-129.55,62100,-24975,YES,-27675,YES,-0.57
