last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
15-05-2025 09:15,-22,-21.2,-22.3,43425,-1024.8,25875,73800,N,3000,N,-15.63,24716,24700.6,-2.1,-1.95,-2,4875,-44.05,40950,3503925,N,352725,N,-3.42,11.45,15.3,15.3,11175,-112.55,31200,2390700,N,79050,N,14.89,-33.8,-33.6,-27.2,2700,-2751.6,10740,3270,N,12690,N,-29.96,54842.6,54808.8
15-05-2025 09:20,2.4,4,1,240750,-1608.8,43200,78000,N,25350,YES,-10.58,24697.6,24698.8,-0.5,-0.5,-0.5,-28950,-62.7,78075,410475,N,491850,YES,-2.31,1.6,1.5,1.75,-13950,-200.3,53100,-326175,Y,111975,Y,9.88,-28.6,-28.4,-30.2,-4230,-3301,15720,-270,YES,18900,N,-35.54,54809,54780.4
15-05-2025 09:25,-11.1,-5.8,-1.8,198150,-1740.7,47100,29475,N,-3675,Y,-0.36,24698.8,24687.1,-6.5,-6.65,-6.75,195225,-60.5,79800,50100,N,629250,YES,-1.68,-2,0.05,0,4200,-185.1,50775,512250,YES,168150,Y,1.05,-26.8,-16.8,-9.8,12570,-3081,22020,9420,N,6420,N,-4.74,54780,54753.2
15-05-2025 09:30,-10.9,-6.3,-8.8,277800,-1705.8,48300,10275,N,37425,YES,-1.66,24693,24677.6,-6.35,-6.2,-6.2,-51450,-50.95,109725,226275,Y,436425,N,-2.23,9.8,10.2,10.15,-86700,-189.9,54675,184050,N,22050,N,0.83,-18.6,-26.6,-29.8,18480,-3684.4,18120,2490,YES,-180,Y,-13.66,54753.2,54734.6
15-05-2025 09:35,-21.3,-23,-21.7,440025,-1249.6,43500,72450,Y,19425,N,-8.49,24676.8,24655.4,-2.5,-3.05,-3,-188625,-46.25,108900,134175,N,35925,N,-2.08,27.15,27.35,27.4,-40725,-221.95,56400,-222450,Y,-190950,YES,6.55,-9.4,-22.8,-21.8,-48210,-5017.2,20220,21660,N,-3390,Y,-19.12,54725,54715.6
15-05-2025 09:40,-14.2,-12.7,-11.1,643350,-1731,45075,-39150,YES,57075,YES,-6.74,24655.4,24640,-0.3,-0.2,-0.25,-217425,-42.75,112050,-715275,YES,101400,YES,-1.48,16.5,16.55,16.55,-6450,-226.95,56400,-358950,Y,-151050,Y,4.48,-15.6,-7.4,-19.8,11910,-4857,17670,29040,N,19200,YES,-5.55,54715.6,54700
15-05-2025 09:45,11.6,5.7,7.4,427050,-1403.6,43500,-80550,YES,97125,YES,-12.76,24635.8,24641,4.25,4.35,4.35,-504675,-47.4,109800,163125,Y,-167325,Y,-1.56,2.05,1.8,1.85,4350,-309.5,58575,-191700,YES,-1875,Y,6.78,28.6,27.6,28.6,-13320,-3669.4,19950,6030,N,-3480,Y,-17.61,54692.4,54721
15-05-2025 09:50,11,7,8.6,89625,-1369.6,39075,975,Y,27300,N,-0.72,24641,24648.2,4.6,4.65,4.7,-71925,-58.1,111750,86850,N,-612300,Y,0.06,-5.4,-5.7,-6,7875,-267.4,59625,-71025,YES,81450,Y,2.16,-7.2,-2.2,-1.6,4140,-4075,26160,15030,N,6600,N,-1.22,54720,54712.8
15-05-2025 09:55,3.2,4.1,4,17475,-1381.9,36450,11325,N,42375,N,-0.48,24648.2,24654.9,4.2,3.95,4.05,-75,-63.75,89775,436500,Y,39150,YES,0.15,-1.3,-1.6,-1.5,-48900,-278.8,59250,10050,YES,-22575,YES,1.59,23,12.6,14.8,52110,-3562,17970,-4590,YES,7950,N,-0.66,54715.2,54738.2
15-05-2025 10:00,-15.4,-19.4,-17.7,-14100,-1299.1,37200,16425,N,-4350,Y,-0.59,24651.4,24635,-9.65,-9.75,-9.75,112725,-60.25,99000,-171000,YES,250800,YES,-0.16,11.25,11.15,11.2,-66075,-266.4,57750,-264900,Y,28800,Y,1.35,-32.4,-22.6,-21,30480,-4260,16530,2130,N,13440,N,-0.47,54737.6,54705.2
