last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty
15-05-2025 09:16,24708.8,259275,385350,15-05-2025 09:16,40.75,48645600,1060125,15-05-2025 09:16,117.9,31724850,234900
15-05-2025 09:17,24712.3,258675,376575,15-05-2025 09:17,41.6,48860100,1094850,15-05-2025 09:17,113,32256900,256800
15-05-2025 09:17,24708.4,278100,375225,15-05-2025 09:17,40.75,48825675,1114350,15-05-2025 09:17,115.25,32389275,292200
15-05-2025 09:17,24709.7,273525,380775,15-05-2025 09:17,41.2,48849675,1170900,15-05-2025 09:17,118.8,32493525,296025
15-05-2025 09:17,24700,254850,390375,15-05-2025 09:17,39.4,49264050,1221000,15-05-2025 09:17,126.2,32530575,293100
15-05-2025 09:17,24692.9,265575,387525,15-05-2025 09:17,40.4,49631925,1229025,15-05-2025 09:17,135.25,32591775,228900
15-05-2025 09:17,24691,273450,386100,15-05-2025 09:17,38.7,49716600,1281750,15-05-2025 09:17,134.4,32689875,221700
15-05-2025 09:18,24683.6,275850,394650,15-05-2025 09:18,37.05,49676025,1350825,15-05-2025 09:18,138.55,32827575,234375
15-05-2025 09:18,24682,285075,396450,15-05-2025 09:18,36.75,49636125,1354800,15-05-2025 09:18,142.6,33174675,222525
15-05-2025 09:18,24690,297150,391125,15-05-2025 09:18,39.35,49812300,1353750,15-05-2025 09:18,133.1,33279675,240450
15-05-2025 09:18,24688,304500,399375,15-05-2025 09:18,39.95,49871850,1355325,15-05-2025 09:18,139.15,33421500,249675
15-05-2025 09:18,24688,301575,395250,15-05-2025 09:18,39.25,49931325,1405275,15-05-2025 09:18,138.55,33514725,266550
15-05-2025 09:18,24685,306450,395175,15-05-2025 09:18,39.15,49927800,1417200,15-05-2025 09:18,139.35,33593775,275925
15-05-2025 09:19,24682,299100,392925,15-05-2025 09:19,39.25,50079525,1448100,15-05-2025 09:19,141.75,33615375,279675
15-05-2025 09:19,24683.3,304200,392250,15-05-2025 09:19,38,50802600,1456125,15-05-2025 09:19,144.3,33607650,265050
15-05-2025 09:19,24687,312975,400575,15-05-2025 09:19,37.95,51425925,1476600,15-05-2025 09:19,139.65,33582525,307875
15-05-2025 09:19,24686.5,308850,402900,15-05-2025 09:19,37.45,51923250,1495725,15-05-2025 09:19,143.15,33571725,306075
15-05-2025 09:19,24685.1,311250,403800,15-05-2025 09:19,37.4,51943275,1509750,15-05-2025 09:19,142.15,33583950,303150
15-05-2025 09:19,24700.6,323700,399975,15-05-2025 09:19,39,52004625,1516800,15-05-2025 09:19,132.95,33883350,313950
15-05-2025 09:20,24680,311175,406125,15-05-2025 09:20,35,51980475,1478550,15-05-2025 09:20,142.9,33934800,323700
15-05-2025 09:20,24667.9,307950,400875,15-05-2025 09:20,35.4,51685575,1496925,15-05-2025 09:20,156.4,33985125,281475
15-05-2025 09:20,24676.2,304875,396750,15-05-2025 09:20,37.65,51956250,1471725,15-05-2025 09:20,151.1,33978525,177975
15-05-2025 09:20,24677.3,332850,400800,15-05-2025 09:20,37.5,52050525,1477800,15-05-2025 09:20,159.3,33960300,217575
15-05-2025 09:20,24683.2,335700,396450,15-05-2025 09:20,39.25,52088475,1489200,15-05-2025 09:20,148.5,33961725,238500
15-05-2025 09:20,24672.8,333000,413850,15-05-2025 09:20,35.5,52082400,1482675,15-05-2025 09:20,151.75,33878400,243150
15-05-2025 09:21,24671,329400,407775,15-05-2025 09:21,35.25,52017450,1533450,15-05-2025 09:21,156.1,33940200,258375
15-05-2025 09:21,24681.4,344775,407925,15-05-2025 09:21,38.3,52225950,1508025,15-05-2025 09:21,145.55,33927750,288600
15-05-2025 09:21,24690.1,345525,411975,15-05-2025 09:21,39.45,52335225,1481025,15-05-2025 09:21,144.65,33861975,306150
